segment,step,metric,run,run_id,depth,seed,normalized_progress,native,shadow,absolute_difference,shadow_is_zero,signed_relative_difference,absolute_relative_difference,sign_disagreement
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_conclusive_gradient,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0,1,1,False,-1,1,True
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_conclusive_random,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0,0,0,True,,,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_conclusive_update,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0,0,0,True,,,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_eps_gradient,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0.029999999999999999,0.029999999999999999,0,False,0,0,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_eps_random,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0.029999999999999999,0.029999999999999999,0,False,0,0,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_eps_update,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0.029999999999999999,0.029999999999999999,0,False,0,0,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_floor_gradient,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0.5448529294640172,8.3116111860797845e-06,0.54484461785283111,False,65552.22635598405,65552.22635598405,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_floor_random,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0.54485097350936995,8.3121010624968122e-06,0.5448426614083075,False,65548.127640864623,65548.127640864623,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_floor_update,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0.54485140789940256,8.312101040130216e-06,0.54484309579836243,False,65548.180077203084,65548.180077203084,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_snr_gradient,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0.60240515204384282,39312.676177942798,39312.073772790754,False,-0.9999846765671887,0.9999846765671887,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_snr_random,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0.015633348541886659,392.57750787653481,392.56187452799293,False,-0.99996017767643786,0.99996017767643786,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/fd_snr_update,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,0.004716156330981441,172.86850554393803,172.86378938760706,False,-0.99997271824433187,0.99997271824433187,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/gHg,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,-0.0013683522327575188,-0.0014420401225345588,7.3687889777040039e-05,False,0.051099750017721227,0.051099750017721227,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/gg,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,4.3774228955074816,4.3756637237815426,0.0017591717259390904,False,0.00040203540239577102,0.00040203540239577102,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/verdict_code_gradient,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,2,1,1,False,1,1,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/verdict_code_random,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,2,1,1,False,1,1,False
d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2,curvature/verdict_code_update,d12-s10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,12,10,0.00079365079365079365,2,1,1,False,1,1,False
