rank,tier,metric,acceptance_arm,family,direction,probe_sampled,certification,raw_rows_five_runs,selected_defined_rows_five_runs,union_row_keys,aligned_row_keys,row_key_coverage,aligned_elements,early_elements,late_elements,vector_length_mismatch_keys,typical_absolute_spread,worst_absolute_spread,typical_relative_spread,worst_relative_spread,early_typical_relative_spread,late_typical_relative_spread,zero_median_fraction,infinite_relative_fraction,utility_band,flags
221,periodic,attn/per_head_norm_entropy/b2,none,periodic:attn/per_head_norm_entropy/b2,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,0.3157496899366379,0.629028245806694,0.6225889223814227,1.932040767116367,0.2607268938800128,0.7224119091576675,0.0,0.0,noisy,probe
222,sparse,curvature/curv_snr_gradient,native,sparse:curvature/curv_snr_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.5079211685321328,1.7725816192194812,0.6241594957868206,4.057723125040366,0.6849365799260762,0.5929790788751742,0.0,0.0,noisy,"probe,uncertified"
223,sparse,curvature/c_fd_gradient,native,sparse:curvature/c_fd_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,3.5942673683166504,14.344167709350582,0.6332901471732297,15.720797720797725,0.6765942915439593,0.6077824625203172,0.0,0.0,noisy,"probe,uncertified"
224,continuous,overhead/grads_ready,none,continuous:overhead/grads_ready,none,False,not_applicable,12600,12600,2520,2520,1.0,2520,401,2119,0,0.0005316790193319321,2.631985983811319,0.6497390453919024,19.402887580609516,0.600198069862534,0.6604227065349608,0.0,0.0,noisy,-
225,periodic,attn/per_head_norm_entropy/b3,none,periodic:attn/per_head_norm_entropy/b3,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,0.3163676857948303,0.6273147165775299,0.6608432966192244,2.0378810743132716,0.24995985592464223,0.6981988543484197,0.0,0.0,noisy,probe
226,sparse,curvature/fd_sweep_e_fd_gradient,shadow_fp32,sparse:curvature/fd_sweep_e_fd_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,150,42,108,0,0.0008603075984865427,0.033666283125057817,0.6765252304685455,6.558975151974643,0.339803950161074,0.765379495572533,0.0,0.0,noisy,"probe,pass-only"
227,periodic,noise/b_noise,none,periodic:noise/b_noise,none,False,not_applicable,125,124,25,24,0.96,24,4,20,0,13.956739269690786,892.0168821034695,0.6811226591696061,2.463048324713321,0.7298961862460757,0.6761922944417773,0.0,0.0,noisy,-
228,periodic,attn/per_head_norm_entropy/b0,none,periodic:attn/per_head_norm_entropy/b0,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,0.3305753022432327,0.6227202415466309,0.6844323279562932,1.6525619734256853,0.2775581322374606,0.7109057823204312,0.0,0.0,noisy,probe
229,periodic,optim/adamw_v_norm,none,periodic:optim/adamw_v_norm,none,False,not_applicable,4265,4200,840,840,1.0,840,105,735,0,3.575273012756952e-06,0.003116006962954998,0.6928072867065789,3.8914149399418605,0.783147639370656,0.6649117884313243,0.0,0.0,noisy,-
230,periodic,optim/adamw_v_rms,none,periodic:optim/adamw_v_rms,none,False,not_applicable,4265,4200,840,840,1.0,840,105,735,0,2.601515205924443e-06,0.003116006962954998,0.6928072867065789,3.8914147880703047,0.783147639370656,0.6649117690105987,0.0,0.0,noisy,-
231,sparse,curvature/fd_eps_gradient,shadow_fp32,sparse:curvature/fd_eps_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,0.0007000000000000001,0.007,0.7000000000000001,2.333333333333334,0.0,0.7000000000000001,0.0,0.0,noisy,"probe,pass-only"
232,sparse,curvature/gHg,shadow_fp32,sparse:curvature/gHg [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,52.35651296832317,125.33230507390496,0.7058343900019941,2.4843605337428505,0.37938664294165525,0.8214884564061753,0.0,0.0,noisy,"probe,pass-only"
233,continuous,overhead/step_end_emit,none,continuous:overhead/step_end_emit,none,False,not_applicable,12600,12600,2520,2520,1.0,2520,400,2120,0,0.0004571392200887203,0.08072531316429377,0.7093606329870212,8.228129584405934,0.6816944453360779,0.7161559038966909,0.0,0.0,noisy,-
234,sparse,curvature/e_fd_gradient,shadow_fp32,sparse:curvature/e_fd_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,0.00045801081188234473,0.0013531002420003474,0.7218655149180845,1.3580690374973576,0.3433020786621515,0.8161203623779387,0.0,0.0,noisy,"probe,pass-only"
235,continuous,scalars/x0_lambdas,none,continuous:scalars/x0_lambdas,none,False,not_applicable,12600,12600,2520,2520,1.0,30240,4800,25440,0,0.4243459105491638,3.1638432145118713,0.7427266524848275,61120.81430363865,0.9127474687119452,0.7169378068927179,0.0,0.0,noisy,-
236,sparse,curvature/fd_floor_gradient,shadow_fp32,sparse:curvature/fd_floor_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,0.0006211660039037989,0.0010213093172741876,0.7470330780249584,3.0257789392260115,0.10232823528423363,0.7580075275412663,0.0,0.0,noisy,"probe,pass-only"
237,periodic,probe/x0_term_norm,none,periodic:probe/x0_term_norm,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,1971.990966796875,14927.484375,0.7483636457725058,13.75451281900887,0.930049532978636,0.7257402062723638,0.0,0.0,noisy,probe
238,periodic,grad/max_abs,none,periodic:grad/max_abs,none,False,not_applicable,1875,1875,375,375,1.0,375,60,315,0,0.0012769699096679688,0.11125946044921875,0.7761153427638737,7.034780497545553,0.7494695030147867,0.7808254963427377,0.018666666666666668,0.0,noisy,-
239,sparse,curvature/gHg,native,sparse:curvature/gHg [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,19.952654502036765,324.7980204148001,0.7806935376967152,3.6358731540184426,0.6738873886636885,0.8248731905489786,0.0,0.0,noisy,"probe,uncertified"
240,periodic,noise/pairwise_cosines,none,periodic:noise/pairwise_cosines,none,False,not_applicable,125,125,25,25,1.0,700,112,588,0,0.09441859647631645,0.26894018799066544,0.7903281613002789,53.433227189799446,0.8351301370135167,0.767945519077081,0.0,0.0,noisy,-
241,periodic,sketch/grad_sq_norm,none,periodic:sketch/grad_sq_norm,none,False,not_applicable,14125,14125,2825,2825,1.0,2825,452,2373,0,5.182469431019854e-05,0.0805430319160223,0.8402917592565828,330.8671762966827,1.0346181396773857,0.7900805333455679,0.0215929203539823,0.0,noisy,-
242,sparse,curvature/fd_snr_gradient,shadow_fp32,sparse:curvature/fd_snr_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,29467.84417809768,121956.96766851,0.9294385218764379,3.9642939183449153,0.3472296149310007,0.9333514386268495,0.0,0.0,noisy,"probe,pass-only"
243,periodic,noise/signal_raw,none,periodic:noise/signal_raw,none,False,not_applicable,125,125,25,25,1.0,25,4,21,0,0.04106203235301363,0.10372968011725144,0.9389920954947433,4.201458282069607,1.2507332771338375,0.9236221217640371,0.0,0.0,noisy,-
244,periodic,attn/per_head_mean_distance/b0,none,periodic:attn/per_head_mean_distance/b0,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,11.1633620262146,24.956523418426514,1.0173138965759598,3.376479736715274,0.6966794973193129,1.0843018361505072,0.0,0.0,noisy,probe
245,sparse,curvature/curv_snr_random,native,sparse:curvature/curv_snr_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.027206127424931534,0.10930449013844806,1.0338170898094752,2.4443616523953904,0.9733103722552281,1.1184660685286747,0.0,0.0,noisy,"probe,uncertified"
246,periodic,attn/per_head_mean_distance/b1,none,periodic:attn/per_head_mean_distance/b1,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,26.891691207885742,56.872384548187256,1.0444341732425766,5.554547486618677,0.7475812583150816,1.0658071337215316,0.0,0.0,noisy,probe
247,periodic,attn/per_head_mean_distance,none,periodic:attn/per_head_mean_distance,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,32.211604595184326,65.12582588195801,1.1059238776720426,6.598169944032115,0.7412102947466538,1.1417171352860709,0.0,0.0,noisy,probe
248,sparse,curvature/sweep_e_curv_gradient,native,sparse:curvature/sweep_e_curv_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,0.30117499828338623,1.9248169139027596,1.1249235129104522,13.896489182602265,0.8040301169317863,1.3527811638251706,0.0,0.0,noisy,"probe,uncertified"
249,sparse,update/p1,native,sparse:update/p1 [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0505682361460059,0.17439478203452086,1.1297053073128274,15.2790303315071,0.2856369961295087,1.8476758545428467,0.0,0.0,noisy,"probe,uncertified"
250,sparse,update/p1,shadow_fp32,sparse:update/p1 [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,0.050427498542871006,0.17415989634968773,1.1371457772605955,15.66826830944959,0.28792992740847684,1.8568957228529284,0.0,0.0,noisy,probe
251,periodic,attn/per_head_mean_distance/b2,none,periodic:attn/per_head_mean_distance/b2,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,40.144383668899536,84.54599499702454,1.169843601429379,7.737832159468276,0.738170690003302,1.2099118777759696,0.0,0.0,noisy,probe
252,sparse,curvature/curv_snr_update,native,sparse:curvature/curv_snr_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.033949781684213066,0.09909774111598221,1.187307715068104,3.1525433420894884,1.2134651392770093,1.1484396988184904,0.0,0.0,noisy,"probe,uncertified"
253,periodic,attn/per_head_mean_distance/b3,none,periodic:attn/per_head_mean_distance/b3,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,52.2996940612793,99.73691749572754,1.2589150556586652,8.91623414811479,0.761330110223545,1.3080249279709397,0.0,0.0,noisy,probe
254,periodic,attn/per_head_median_distance/b0,none,periodic:attn/per_head_median_distance/b0,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,12.671875,27.9921875,1.2743622448979592,4.593252108716026,0.8538411909746246,1.3020597127739983,0.0,0.0,noisy,probe
255,periodic,optim/adamw_m_norm,none,periodic:optim/adamw_m_norm,none,False,not_applicable,4265,4200,840,840,1.0,840,105,735,0,8.70845915414975e-05,0.01277430125628598,1.3110576149124002,16.06494180378474,1.2109782200134722,1.3314688707225142,0.0,0.0,noisy,-
256,periodic,optim/adamw_m_rms,none,periodic:optim/adamw_m_rms,none,False,not_applicable,4265,4200,840,840,1.0,840,105,735,0,6.859874110887176e-05,0.01277430125628598,1.3110576149124002,16.06494180378474,1.2109782200134722,1.3314688707225142,0.0,0.0,noisy,-
257,periodic,attn/per_head_median_distance/b1,none,periodic:attn/per_head_median_distance/b1,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,29.224609375,66.67578125,1.4242463153602798,7.20808871493803,1.0369088049912967,1.46402714102329,0.0,0.0,noisy,probe
258,periodic,attn/per_head_median_distance,none,periodic:attn/per_head_median_distance,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,32.470703125,66.474609375,1.4283554475782476,8.712402406246,0.9714791441928083,1.4971790025329477,0.0,0.0,noisy,probe
259,periodic,attn/per_head_median_distance/b2,none,periodic:attn/per_head_median_distance/b2,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,39.91796875,84.984375,1.4540484747671076,10.276806802078413,1.053012926424809,1.5810788599356658,0.0,0.0,noisy,probe
260,sparse,curvature/sweep_snr_gradient,native,sparse:curvature/sweep_snr_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,0.05353777948766947,1.772581696510315,1.4683940212965094,7.915434580643676,1.9395426914680771,1.1590509871947545,0.0,0.0,noisy,"probe,uncertified"
261,sparse,curvature/fd_eps_update,native,sparse:curvature/fd_eps_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0235,0.029699999999999997,1.4833333333333332,9.666666666666666,0.6666666666666666,2.6999999999999997,0.0,0.0,noisy,"probe,uncertified"
262,periodic,attn/per_head_median_distance/b3,none,periodic:attn/per_head_median_distance/b3,none,True,not_applicable,375,375,75,75,1.0,450,72,378,0,52.890625,127.17578125,1.5533268444129988,12.805513784461153,1.07807657556027,1.6250812672502963,0.0,0.0,noisy,probe
263,sparse,update/actual,shadow_fp32,sparse:update/actual [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,0.045533716678619385,0.41748523712158203,1.7181399061947087,289.91395452518947,0.7847995446093348,3.204648444642133,0.0,0.0,noisy,probe
264,sparse,curvature/sweep_e_curv_gradient,shadow_fp32,sparse:curvature/sweep_e_curv_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,175,49,126,0,0.0025964052183553576,0.09880558121949434,1.7563493222119422,9.305156601720812,1.4936844165263938,1.918055381410494,0.0,0.0,noisy,"probe,pass-only"
265,sparse,update/residual_p2,shadow_fp32,sparse:update/residual_p2 [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,0.002291811536111901,0.19629123910802215,1.8780722825864535,13.133442506172731,1.441829515786135,3.244912920632763,0.0,0.0,noisy,probe
266,sparse,update/actual,native,sparse:update/actual [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.045598506927490234,0.4333491325378418,1.9072402689661023,125.97548922711998,0.8187476582166235,4.799583767336084,0.0,0.0,noisy,"probe,uncertified"
267,sparse,curvature/sweep_snr_random,native,sparse:curvature/sweep_snr_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,0.028784699621610343,0.12506103422492743,1.9213905220538794,10.85877442022395,1.5934028163214322,2.018111573520836,0.0,0.0,noisy,"probe,uncertified"
268,sparse,update/p2,shadow_fp32,sparse:update/p2 [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,0.04756178547486086,0.2500318857790903,1.9287493814384318,48.909874096787846,0.6025292234114359,3.1450959888997674,0.0,0.0,noisy,probe
269,sparse,update/p2,native,sparse:update/p2 [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.04738649479656494,0.2519010515519575,1.9388611610854487,57.19043298372224,0.6014347597775818,3.1453280276704216,0.0,0.0,noisy,"probe,uncertified"
270,continuous,overhead/microbatch_cpu_launch,none,continuous:overhead/microbatch_cpu_launch,none,False,not_applicable,12600,12600,2520,2520,1.0,2520,401,2119,0,0.002866986207664013,0.006612352095544338,1.9774817334321073,4.793221265822785,2.0243371986657794,1.9698257650258835,0.0,0.0,noisy,-
271,sparse,curvature/sweep_snr_update,native,sparse:curvature/sweep_snr_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,0.0291555835865438,0.11488098418340087,1.9928700834656365,23.46779232355666,1.975297938922926,1.9983120952240736,0.0,0.0,noisy,"probe,uncertified"
272,sparse,curvature/e_curv_gradient,shadow_fp32,sparse:curvature/e_curv_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,0.0021648300500292455,0.008615020374125941,2.2563286233883337,5.537102002706636,2.4012411549043273,2.0669618592522383,0.0,0.0,noisy,"probe,pass-only"
273,sparse,curvature/fd_eps_random,native,sparse:curvature/fd_eps_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.027,0.0299,2.4499999999999997,99.66666666666667,0.0,3.2666666666666666,0.0,0.0,noisy,"probe,uncertified"
274,sparse,update/residual_p2,native,sparse:update/residual_p2 [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0035090470935285997,0.1951275027059266,2.5106506138324436,26.91174158838945,1.7427290161640157,4.240321509590656,0.0,0.0,noisy,"probe,uncertified"
275,sparse,curvature/e_sym_gradient,native,sparse:curvature/e_sym_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.02664868399149032,0.11195242621343418,2.690354539641838,16.505496767978876,2.9188926216459663,2.61235400019061,0.0,0.0,noisy,"probe,uncertified"
276,sparse,curvature/sweep_c_fd_gradient,native,sparse:curvature/sweep_c_fd_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,8.860429048538208,773.0590209960938,2.8511842067007143,225.0344827586207,4.08322649451234,1.9011192754149124,0.0,0.0,noisy,"probe,uncertified"
277,sparse,curvature/fd_floor_update,native,sparse:curvature/fd_floor_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,4.448798594758439,89.30570812194776,2.8719574277510924,31.991625420164464,1.3635623285746903,3.2354769305594324,0.0,0.0,noisy,"probe,uncertified"
278,sparse,curvature/curv_eps_update,native,sparse:curvature/curv_eps_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.09000000000000001,0.097,3.0000000000000004,9.7,3.0000000000000004,3.116666666666667,0.0,0.0,noisy,"probe,uncertified"
279,sparse,curvature/e_sym_update,native,sparse:curvature/e_sym_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.05362184364363216,1.8305340004003767,3.156551176300487,65.53042609490495,3.5505044237025043,2.76354490966975,0.0,0.0,noisy,"probe,uncertified"
280,sparse,curvature/curv_eps_random,native,sparse:curvature/curv_eps_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.097,0.097,3.2333333333333334,32.333333333333336,3.2333333333333334,3.116666666666667,0.0,0.0,noisy,"probe,uncertified"
281,sparse,curvature/e_sym_random,native,sparse:curvature/e_sym_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.03831984361343453,0.4530443702141089,3.374278348123368,121.19535778097581,3.121102845397206,3.6407401508054558,0.0,0.0,noisy,"probe,uncertified"
282,sparse,sketch/probe_grad,none,sparse:sketch/probe_grad,none,True,not_applicable,16950,16950,3390,3390,1.0,13885440,6017024,7868416,0,0.0006550162797793746,0.7255859375,3.784681684142777,inf,3.6061630533469646,3.916993568555804,0.3101462395141962,1.0082503687315634e-06,noisy,"probe,zero-median"
283,periodic,sketch/grad,none,periodic:sketch/grad,none,False,not_applicable,14125,14125,2825,2825,1.0,11571200,1851392,9719808,0,0.0001935680011229124,0.1678144559264183,3.818077376424211,inf,2.790106741876415,3.9903783133724193,0.31331590500553097,2.5926438053097347e-07,noisy,zero-median
284,sparse,calib/grad_cosine_prev,none,sparse:calib/grad_cosine_prev,none,False,not_applicable,150,145,29,29,1.0,29,12,17,0,0.42037169237154104,1.0471325863988872,4.031330575374216,161.8718793859801,1.1280048955412374,5.623260834207381,0.0,0.0,noisy,-
285,sparse,update/normalized_residual,native,sparse:update/normalized_residual [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.3573183474151639,2.1552347624899784,4.0383158890245525,47.94967766493135,2.1104206175069304,5.698387135521726,0.0,0.0,noisy,"probe,uncertified"
286,sparse,update/normalized_residual,shadow_fp32,sparse:update/normalized_residual [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,0.11270051117756671,1.7332685542216466,4.07727248846469,19.96233282945596,2.3764300476080584,6.4005255869263555,0.0,0.0,noisy,probe
287,sparse,curvature/e_sym_gradient,shadow_fp32,sparse:curvature/e_sym_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,2.6658381561204607e-06,2.7750253604343926e-05,4.083136109724607,18.32476450355221,4.635997055480122,3.2555111764647426,0.0,0.0,noisy,"probe,pass-only"
288,periodic,sketch/grad_cosine_prev,none,periodic:sketch/grad_cosine_prev,none,False,not_applicable,125,120,24,24,1.0,24,3,21,0,0.48511247204483987,0.928420379282529,4.521934127307119,373.7268547571899,5.315270850338858,4.47875915653346,0.0,0.0,noisy,-
289,periodic,muon/norm_deviation,none,periodic:muon/norm_deviation,none,False,not_applicable,9750,9750,1950,1950,1.0,1950,312,1638,0,4.221027246842368e-06,1.0247083874759255e-05,4.532100786994706,62141.57699423224,3.306315344413396,4.778732393983398,0.0,0.0,noisy,-
290,sparse,curvature/fd_sweep_cos_update,native,sparse:curvature/fd_sweep_cos_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.1437785755842924,0.4692869186401367,5.495175744920585,477.99916657124106,5.667815186756865,5.459872703024457,0.0,0.0,noisy,"probe,uncertified"
291,sparse,curvature/fd_sweep_cos_random,native,sparse:curvature/fd_sweep_cos_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.07796529307961464,0.2601347863674164,5.538671761024912,1109.5100490333214,4.039760274584635,6.612154776578814,0.0,0.0,noisy,"probe,uncertified"
292,sparse,curvature/sweep_c_fd_update,native,sparse:curvature/sweep_c_fd_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,5.468262612819672,694.1026916503906,7.243103054033443,255.5951219512195,8.65361107537776,6.783956679203756,0.0,0.0,noisy,"probe,uncertified"
293,sparse,curvature/sweep_c_fd_random,native,sparse:curvature/sweep_c_fd_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,5.043612599372864,855.7770233154297,7.976383066431172,inf,7.805393679058183,8.330495139877003,0.008333333333333333,0.008333333333333333,noisy,"probe,uncertified,zero-median"
294,periodic,probe/c_proj_in_stats_mean,none,periodic:probe/c_proj_in_stats_mean,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.0540582510875538,0.3153591901063919,8.01547191823352,731.3305372104076,5.60884820234455,8.395355396281367,0.0,0.0,noisy,probe
295,periodic,probe/attn_out_stats_mean,none,periodic:probe/attn_out_stats_mean,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.15175080485641956,0.455215722322464,8.024379150724034,2912.3126330228406,6.078650201612239,8.71438099515256,0.0,0.0,noisy,probe
296,sparse,curvature/fd_floor_random,native,sparse:curvature/fd_floor_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,25.439024793462252,278.71087872709717,9.236764311364809,112.0836603119852,0.08173504488335391,16.93291396215284,0.0,0.0,noisy,"probe,uncertified"
297,sparse,curvature/curv_floor_update,native,sparse:curvature/curv_floor_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,2775.6394987925887,12719.086247185865,10.175225785046177,100.39578656260595,9.51146427776305,11.16781306608297,0.0,0.0,noisy,"probe,uncertified"
298,periodic,probe/mlp_out_stats_mean,none,periodic:probe/mlp_out_stats_mean,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.14550315961241722,0.545066699385643,10.249195587489023,2985.78699390406,9.770472058918603,10.294703227140904,0.0,0.0,noisy,probe
299,periodic,probe/block_in_stats_mean,none,periodic:probe/block_in_stats_mean,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.3159477300941944,2.4272313117980957,13.216711137699088,1391.6124325581197,17.366390013786692,12.938652329398739,0.0,0.0,noisy,probe
300,sparse,curvature/c_fd_update,native,sparse:curvature/c_fd_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,43.66669389936659,616.9478098551432,84.94993701671363,5382.832435065925,37.94233323939345,103.2007652554502,0.0,0.0,noisy,"probe,uncertified"
301,sparse,curvature/curv_floor_random,native,sparse:curvature/curv_floor_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,6598.5432472597395,36061.90588159693,97.84851942675402,1127.9086669404319,99.49278875706233,54.05783878008188,0.0,0.0,noisy,"probe,uncertified"
302,sparse,curvature/c_fd_random,native,sparse:curvature/c_fd_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,68.95038816663954,760.5817582872178,262.202968941754,4347.983985260771,317.6782828282829,174.93817126761138,0.0,0.0,noisy,"probe,uncertified"
303,sparse,curvature/c_fd_random,shadow_fp32,sparse:curvature/c_fd_random [shadow_fp32],random,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
304,sparse,curvature/c_fd_update,shadow_fp32,sparse:curvature/c_fd_update [shadow_fp32],update,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
305,sparse,curvature/curv_eps_random,shadow_fp32,sparse:curvature/curv_eps_random [shadow_fp32],random,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
306,sparse,curvature/curv_eps_update,shadow_fp32,sparse:curvature/curv_eps_update [shadow_fp32],update,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
307,sparse,curvature/curv_floor_random,shadow_fp32,sparse:curvature/curv_floor_random [shadow_fp32],random,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
308,sparse,curvature/curv_floor_update,shadow_fp32,sparse:curvature/curv_floor_update [shadow_fp32],update,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
309,sparse,curvature/curv_snr_random,shadow_fp32,sparse:curvature/curv_snr_random [shadow_fp32],random,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
310,sparse,curvature/curv_snr_update,shadow_fp32,sparse:curvature/curv_snr_update [shadow_fp32],update,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
311,sparse,curvature/dhd,shadow_fp32,sparse:curvature/dhd [shadow_fp32],update,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
312,sparse,curvature/e_curv_gradient,native,sparse:curvature/e_curv_gradient [native],gradient,True,uncertified_native_raw,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,uncertified"
313,sparse,curvature/e_curv_random,native,sparse:curvature/e_curv_random [native],random,True,uncertified_native_raw,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,uncertified"
314,sparse,curvature/e_curv_random,shadow_fp32,sparse:curvature/e_curv_random [shadow_fp32],random,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
315,sparse,curvature/e_curv_update,native,sparse:curvature/e_curv_update [native],update,True,uncertified_native_raw,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,uncertified"
316,sparse,curvature/e_curv_update,shadow_fp32,sparse:curvature/e_curv_update [shadow_fp32],update,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
317,sparse,curvature/e_fd_gradient,native,sparse:curvature/e_fd_gradient [native],gradient,True,uncertified_native_raw,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,uncertified"
318,sparse,curvature/e_fd_random,native,sparse:curvature/e_fd_random [native],random,True,uncertified_native_raw,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,uncertified"
319,sparse,curvature/e_fd_random,shadow_fp32,sparse:curvature/e_fd_random [shadow_fp32],random,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
320,sparse,curvature/e_fd_update,native,sparse:curvature/e_fd_update [native],update,True,uncertified_native_raw,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,uncertified"
321,sparse,curvature/e_fd_update,shadow_fp32,sparse:curvature/e_fd_update [shadow_fp32],update,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
322,sparse,curvature/e_lin_random,shadow_fp32,sparse:curvature/e_lin_random [shadow_fp32],random,True,passing_direction_only,150,0,0,0,,0,0,0,0,,,,,,,,,unavailable,"probe,pass-only"
