run,direction,step,normalized_progress,is_defined,undefined_reason,code
d12-s7,update,5,0.001984126984126984,True,,1.0
d12-s7,update,9,0.0035714285714285713,True,,1.0
d12-s7,update,17,0.006746031746031746,True,,1.0
d12-s7,update,33,0.013095238095238096,True,,1.0
d12-s7,update,41,0.01626984126984127,True,,1.0
d12-s7,update,65,0.025793650793650792,True,,1.0
d12-s7,update,127,0.0503968253968254,True,,1.0
d12-s7,update,253,0.1003968253968254,True,,1.0
d12-s7,update,379,0.1503968253968254,True,,1.0
d12-s7,update,401,0.15912698412698412,True,,1.0
d12-s7,update,505,0.2003968253968254,True,,1.0
d12-s7,update,631,0.2503968253968254,True,,1.0
d12-s7,update,757,0.3003968253968254,True,,1.0
d12-s7,update,883,0.3503968253968254,True,,1.0
d12-s7,update,1009,0.4003968253968254,True,,1.0
d12-s7,update,1135,0.4503968253968254,True,,1.0
d12-s7,update,1261,0.5003968253968254,True,,1.0
d12-s7,update,1386,0.55,True,,1.0
d12-s7,update,1512,0.6,True,,1.0
d12-s7,update,1638,0.65,True,,1.0
d12-s7,update,1764,0.7,True,,1.0
d12-s7,update,1890,0.75,True,,1.0
d12-s7,update,2016,0.8,True,,1.0
d12-s7,update,2142,0.85,True,,1.0
d12-s7,update,2268,0.9,True,,1.0
d12-s7,update,2394,0.95,True,,1.0
d12-s7,update,2520,1.0,True,,1.0
d12-s8,random,1,0.0003968253968253968,True,,1.0
d12-s8,random,2,0.0007936507936507937,True,,1.0
d12-s8,random,3,0.0011904761904761906,True,,1.0
d12-s8,random,5,0.001984126984126984,True,,1.0
d12-s8,random,9,0.0035714285714285713,True,,1.0
d12-s8,random,17,0.006746031746031746,True,,1.0
d12-s8,random,33,0.013095238095238096,True,,1.0
d12-s8,random,41,0.01626984126984127,True,,1.0
d12-s8,random,65,0.025793650793650792,True,,1.0
d12-s8,random,127,0.0503968253968254,True,,1.0
d12-s8,random,253,0.1003968253968254,True,,1.0
d12-s8,random,379,0.1503968253968254,True,,1.0
d12-s8,random,401,0.15912698412698412,True,,1.0
d12-s8,random,505,0.2003968253968254,True,,1.0
d12-s8,random,631,0.2503968253968254,True,,1.0
d12-s8,random,757,0.3003968253968254,True,,1.0
d12-s8,random,883,0.3503968253968254,True,,1.0
d12-s8,random,1009,0.4003968253968254,True,,1.0
d12-s8,random,1135,0.4503968253968254,True,,1.0
d12-s8,random,1261,0.5003968253968254,True,,1.0
d12-s8,random,1386,0.55,True,,1.0
d12-s8,random,1512,0.6,True,,1.0
d12-s8,random,1638,0.65,True,,1.0
d12-s8,random,1764,0.7,True,,1.0
d12-s8,random,1890,0.75,True,,1.0
d12-s8,random,2016,0.8,True,,1.0
d12-s8,random,2142,0.85,True,,1.0
d12-s8,random,2268,0.9,True,,1.0
d12-s8,random,2394,0.95,True,,1.0
d12-s8,random,2520,1.0,True,,1.0
d12-s8,gradient,1,0.0003968253968253968,True,,1.0
d12-s8,gradient,2,0.0007936507936507937,True,,1.0
d12-s8,gradient,3,0.0011904761904761906,True,,1.0
d12-s8,gradient,5,0.001984126984126984,True,,1.0
d12-s8,gradient,9,0.0035714285714285713,True,,0.0
d12-s8,gradient,17,0.006746031746031746,True,,0.0
d12-s8,gradient,33,0.013095238095238096,True,,0.0
d12-s8,gradient,41,0.01626984126984127,True,,0.0
d12-s8,gradient,65,0.025793650793650792,True,,0.0
d12-s8,gradient,127,0.0503968253968254,True,,0.0
d12-s8,gradient,253,0.1003968253968254,True,,0.0
d12-s8,gradient,379,0.1503968253968254,True,,0.0
d12-s8,gradient,401,0.15912698412698412,True,,0.0
d12-s8,gradient,505,0.2003968253968254,True,,0.0
d12-s8,gradient,631,0.2503968253968254,True,,0.0
d12-s8,gradient,757,0.3003968253968254,True,,0.0
d12-s8,gradient,883,0.3503968253968254,True,,0.0
d12-s8,gradient,1009,0.4003968253968254,True,,0.0
d12-s8,gradient,1135,0.4503968253968254,True,,0.0
d12-s8,gradient,1261,0.5003968253968254,True,,0.0
d12-s8,gradient,1386,0.55,True,,0.0
d12-s8,gradient,1512,0.6,True,,0.0
d12-s8,gradient,1638,0.65,True,,0.0
d12-s8,gradient,1764,0.7,True,,0.0
d12-s8,gradient,1890,0.75,True,,0.0
d12-s8,gradient,2016,0.8,True,,0.0
d12-s8,gradient,2142,0.85,True,,0.0
d12-s8,gradient,2268,0.9,True,,0.0
d12-s8,gradient,2394,0.95,True,,0.0
d12-s8,gradient,2520,1.0,True,,0.0
d12-s8,update,1,0.0003968253968253968,True,,1.0
d12-s8,update,2,0.0007936507936507937,True,,1.0
d12-s8,update,3,0.0011904761904761906,True,,1.0
d12-s8,update,5,0.001984126984126984,True,,1.0
d12-s8,update,9,0.0035714285714285713,True,,1.0
d12-s8,update,17,0.006746031746031746,True,,1.0
d12-s8,update,33,0.013095238095238096,True,,1.0
d12-s8,update,41,0.01626984126984127,True,,1.0
d12-s8,update,65,0.025793650793650792,True,,1.0
d12-s8,update,127,0.0503968253968254,True,,1.0
d12-s8,update,253,0.1003968253968254,True,,1.0
d12-s8,update,379,0.1503968253968254,True,,1.0
d12-s8,update,401,0.15912698412698412,True,,1.0
d12-s8,update,505,0.2003968253968254,True,,1.0
d12-s8,update,631,0.2503968253968254,True,,1.0
d12-s8,update,757,0.3003968253968254,True,,1.0
d12-s8,update,883,0.3503968253968254,True,,1.0
d12-s8,update,1009,0.4003968253968254,True,,1.0
d12-s8,update,1135,0.4503968253968254,True,,1.0
d12-s8,update,1261,0.5003968253968254,True,,1.0
d12-s8,update,1386,0.55,True,,1.0
d12-s8,update,1512,0.6,True,,1.0
d12-s8,update,1638,0.65,True,,1.0
d12-s8,update,1764,0.7,True,,1.0
d12-s8,update,1890,0.75,True,,1.0
d12-s8,update,2016,0.8,True,,1.0
d12-s8,update,2142,0.85,True,,1.0
d12-s8,update,2268,0.9,True,,1.0
d12-s8,update,2394,0.95,True,,1.0
d12-s8,update,2520,1.0,True,,1.0
d12-s9,random,1,0.0003968253968253968,True,,1.0
d12-s9,random,2,0.0007936507936507937,True,,1.0
d12-s9,random,3,0.0011904761904761906,True,,1.0
d12-s9,random,5,0.001984126984126984,True,,1.0
d12-s9,random,9,0.0035714285714285713,True,,1.0
d12-s9,random,17,0.006746031746031746,True,,1.0
d12-s9,random,33,0.013095238095238096,True,,1.0
d12-s9,random,41,0.01626984126984127,True,,1.0
d12-s9,random,65,0.025793650793650792,True,,1.0
d12-s9,random,127,0.0503968253968254,True,,1.0
d12-s9,random,253,0.1003968253968254,True,,1.0
d12-s9,random,379,0.1503968253968254,True,,1.0
d12-s9,random,401,0.15912698412698412,True,,1.0
d12-s9,random,505,0.2003968253968254,True,,1.0
d12-s9,random,631,0.2503968253968254,True,,1.0
d12-s9,random,757,0.3003968253968254,True,,1.0
d12-s9,random,883,0.3503968253968254,True,,1.0
d12-s9,random,1009,0.4003968253968254,True,,1.0
d12-s9,random,1135,0.4503968253968254,True,,1.0
d12-s9,random,1261,0.5003968253968254,True,,1.0
d12-s9,random,1386,0.55,True,,1.0
d12-s9,random,1512,0.6,True,,1.0
d12-s9,random,1638,0.65,True,,1.0
d12-s9,random,1764,0.7,True,,1.0
d12-s9,random,1890,0.75,True,,1.0
d12-s9,random,2016,0.8,True,,1.0
d12-s9,random,2142,0.85,True,,1.0
d12-s9,random,2268,0.9,True,,1.0
d12-s9,random,2394,0.95,True,,1.0
d12-s9,random,2520,1.0,True,,1.0
d12-s9,gradient,1,0.0003968253968253968,True,,1.0
d12-s9,gradient,2,0.0007936507936507937,True,,1.0
d12-s9,gradient,3,0.0011904761904761906,True,,1.0
d12-s9,gradient,5,0.001984126984126984,True,,1.0
d12-s9,gradient,9,0.0035714285714285713,True,,1.0
d12-s9,gradient,17,0.006746031746031746,True,,0.0
d12-s9,gradient,33,0.013095238095238096,True,,0.0
d12-s9,gradient,41,0.01626984126984127,True,,0.0
d12-s9,gradient,65,0.025793650793650792,True,,0.0
d12-s9,gradient,127,0.0503968253968254,True,,0.0
d12-s9,gradient,253,0.1003968253968254,True,,0.0
d12-s9,gradient,379,0.1503968253968254,True,,0.0
d12-s9,gradient,401,0.15912698412698412,True,,0.0
d12-s9,gradient,505,0.2003968253968254,True,,0.0
d12-s9,gradient,631,0.2503968253968254,True,,0.0
d12-s9,gradient,757,0.3003968253968254,True,,0.0
d12-s9,gradient,883,0.3503968253968254,True,,0.0
d12-s9,gradient,1009,0.4003968253968254,True,,0.0
d12-s9,gradient,1135,0.4503968253968254,True,,0.0
d12-s9,gradient,1261,0.5003968253968254,True,,0.0
d12-s9,gradient,1386,0.55,True,,0.0
d12-s9,gradient,1512,0.6,True,,0.0
d12-s9,gradient,1638,0.65,True,,0.0
d12-s9,gradient,1764,0.7,True,,0.0
d12-s9,gradient,1890,0.75,True,,0.0
d12-s9,gradient,2016,0.8,True,,0.0
d12-s9,gradient,2142,0.85,True,,0.0
d12-s9,gradient,2268,0.9,True,,0.0
d12-s9,gradient,2394,0.95,True,,0.0
d12-s9,gradient,2520,1.0,True,,0.0
d12-s9,update,1,0.0003968253968253968,True,,1.0
d12-s9,update,2,0.0007936507936507937,True,,1.0
d12-s9,update,3,0.0011904761904761906,True,,1.0
d12-s9,update,5,0.001984126984126984,True,,1.0
d12-s9,update,9,0.0035714285714285713,True,,1.0
d12-s9,update,17,0.006746031746031746,True,,1.0
d12-s9,update,33,0.013095238095238096,True,,1.0
d12-s9,update,41,0.01626984126984127,True,,1.0
d12-s9,update,65,0.025793650793650792,True,,1.0
d12-s9,update,127,0.0503968253968254,True,,1.0
d12-s9,update,253,0.1003968253968254,True,,1.0
d12-s9,update,379,0.1503968253968254,True,,1.0
d12-s9,update,401,0.15912698412698412,True,,1.0
d12-s9,update,505,0.2003968253968254,True,,1.0
d12-s9,update,631,0.2503968253968254,True,,1.0
d12-s9,update,757,0.3003968253968254,True,,1.0
d12-s9,update,883,0.3503968253968254,True,,1.0
d12-s9,update,1009,0.4003968253968254,True,,1.0
d12-s9,update,1135,0.4503968253968254,True,,1.0
d12-s9,update,1261,0.5003968253968254,True,,1.0
d12-s9,update,1386,0.55,True,,1.0
d12-s9,update,1512,0.6,True,,1.0
d12-s9,update,1638,0.65,True,,1.0
d12-s9,update,1764,0.7,True,,1.0
d12-s9,update,1890,0.75,True,,1.0
d12-s9,update,2016,0.8,True,,1.0
d12-s9,update,2142,0.85,True,,1.0
d12-s9,update,2268,0.9,True,,1.0
d12-s9,update,2394,0.95,True,,1.0
d12-s9,update,2520,1.0,True,,1.0
d12-s10,random,1,0.0003968253968253968,True,,1.0
d12-s10,random,2,0.0007936507936507937,True,,1.0
d12-s10,random,3,0.0011904761904761906,True,,1.0
d12-s10,random,5,0.001984126984126984,True,,1.0
d12-s10,random,9,0.0035714285714285713,True,,1.0
d12-s10,random,17,0.006746031746031746,True,,1.0
d12-s10,random,33,0.013095238095238096,True,,1.0
d12-s10,random,41,0.01626984126984127,True,,1.0
d12-s10,random,65,0.025793650793650792,True,,1.0
d12-s10,random,127,0.0503968253968254,True,,1.0
d12-s10,random,253,0.1003968253968254,True,,1.0
d12-s10,random,379,0.1503968253968254,True,,1.0
d12-s10,random,401,0.15912698412698412,True,,1.0
d12-s10,random,505,0.2003968253968254,True,,1.0
d12-s10,random,631,0.2503968253968254,True,,1.0
d12-s10,random,757,0.3003968253968254,True,,1.0
d12-s10,random,883,0.3503968253968254,True,,1.0
d12-s10,random,1009,0.4003968253968254,True,,1.0
d12-s10,random,1135,0.4503968253968254,True,,1.0
d12-s10,random,1261,0.5003968253968254,True,,1.0
d12-s10,random,1386,0.55,True,,1.0
d12-s10,random,1512,0.6,True,,1.0
d12-s10,random,1638,0.65,True,,1.0
d12-s10,random,1764,0.7,True,,1.0
d12-s10,random,1890,0.75,True,,1.0
d12-s10,random,2016,0.8,True,,1.0
d12-s10,random,2142,0.85,True,,1.0
d12-s10,random,2268,0.9,True,,1.0
d12-s10,random,2394,0.95,True,,1.0
d12-s10,random,2520,1.0,True,,1.0
d12-s10,gradient,1,0.0003968253968253968,True,,1.0
d12-s10,gradient,2,0.0007936507936507937,True,,1.0
d12-s10,gradient,3,0.0011904761904761906,True,,1.0
d12-s10,gradient,5,0.001984126984126984,True,,1.0
d12-s10,gradient,9,0.0035714285714285713,True,,0.0
d12-s10,gradient,17,0.006746031746031746,True,,0.0
d12-s10,gradient,33,0.013095238095238096,True,,0.0
d12-s10,gradient,41,0.01626984126984127,True,,0.0
d12-s10,gradient,65,0.025793650793650792,True,,0.0
d12-s10,gradient,127,0.0503968253968254,True,,0.0
d12-s10,gradient,253,0.1003968253968254,True,,0.0
d12-s10,gradient,379,0.1503968253968254,True,,0.0
d12-s10,gradient,401,0.15912698412698412,True,,0.0
d12-s10,gradient,505,0.2003968253968254,True,,0.0
d12-s10,gradient,631,0.2503968253968254,True,,0.0
d12-s10,gradient,757,0.3003968253968254,True,,0.0
d12-s10,gradient,883,0.3503968253968254,True,,0.0
d12-s10,gradient,1009,0.4003968253968254,True,,0.0
d12-s10,gradient,1135,0.4503968253968254,True,,0.0
d12-s10,gradient,1261,0.5003968253968254,True,,0.0
d12-s10,gradient,1386,0.55,True,,0.0
d12-s10,gradient,1512,0.6,True,,0.0
d12-s10,gradient,1638,0.65,True,,0.0
d12-s10,gradient,1764,0.7,True,,0.0
d12-s10,gradient,1890,0.75,True,,0.0
d12-s10,gradient,2016,0.8,True,,0.0
d12-s10,gradient,2142,0.85,True,,0.0
d12-s10,gradient,2268,0.9,True,,0.0
d12-s10,gradient,2394,0.95,True,,0.0
d12-s10,gradient,2520,1.0,True,,0.0
d12-s10,update,1,0.0003968253968253968,True,,1.0
d12-s10,update,2,0.0007936507936507937,True,,1.0
d12-s10,update,3,0.0011904761904761906,True,,1.0
d12-s10,update,5,0.001984126984126984,True,,1.0
d12-s10,update,9,0.0035714285714285713,True,,1.0
d12-s10,update,17,0.006746031746031746,True,,1.0
d12-s10,update,33,0.013095238095238096,True,,1.0
d12-s10,update,41,0.01626984126984127,True,,1.0
d12-s10,update,65,0.025793650793650792,True,,1.0
d12-s10,update,127,0.0503968253968254,True,,1.0
d12-s10,update,253,0.1003968253968254,True,,1.0
d12-s10,update,379,0.1503968253968254,True,,1.0
d12-s10,update,401,0.15912698412698412,True,,1.0
d12-s10,update,505,0.2003968253968254,True,,1.0
d12-s10,update,631,0.2503968253968254,True,,2.0
d12-s10,update,757,0.3003968253968254,True,,1.0
d12-s10,update,883,0.3503968253968254,True,,1.0
d12-s10,update,1009,0.4003968253968254,True,,1.0
d12-s10,update,1135,0.4503968253968254,True,,1.0
d12-s10,update,1261,0.5003968253968254,True,,1.0
d12-s10,update,1386,0.55,True,,1.0
d12-s10,update,1512,0.6,True,,1.0
d12-s10,update,1638,0.65,True,,1.0
d12-s10,update,1764,0.7,True,,1.0
d12-s10,update,1890,0.75,True,,1.0
d12-s10,update,2016,0.8,True,,1.0
d12-s10,update,2142,0.85,True,,1.0
d12-s10,update,2268,0.9,True,,1.0
d12-s10,update,2394,0.95,True,,1.0
d12-s10,update,2520,1.0,True,,1.0
d12-s11,random,1,0.0003968253968253968,True,,1.0
d12-s11,random,2,0.0007936507936507937,True,,1.0
d12-s11,random,3,0.0011904761904761906,True,,1.0
d12-s11,random,5,0.001984126984126984,True,,1.0
d12-s11,random,9,0.0035714285714285713,True,,1.0
d12-s11,random,17,0.006746031746031746,True,,1.0
d12-s11,random,33,0.013095238095238096,True,,1.0
d12-s11,random,41,0.01626984126984127,True,,1.0
d12-s11,random,65,0.025793650793650792,True,,1.0
d12-s11,random,127,0.0503968253968254,True,,1.0
d12-s11,random,253,0.1003968253968254,True,,1.0
d12-s11,random,379,0.1503968253968254,True,,1.0
d12-s11,random,401,0.15912698412698412,True,,1.0
d12-s11,random,505,0.2003968253968254,True,,1.0
d12-s11,random,631,0.2503968253968254,True,,1.0
d12-s11,random,757,0.3003968253968254,True,,1.0
d12-s11,random,883,0.3503968253968254,True,,1.0
d12-s11,random,1009,0.4003968253968254,True,,2.0
d12-s11,random,1135,0.4503968253968254,True,,1.0
d12-s11,random,1261,0.5003968253968254,True,,1.0
d12-s11,random,1386,0.55,True,,1.0
d12-s11,random,1512,0.6,True,,1.0
d12-s11,random,1638,0.65,True,,1.0
d12-s11,random,1764,0.7,True,,1.0
d12-s11,random,1890,0.75,True,,2.0
d12-s11,random,2016,0.8,True,,1.0
d12-s11,random,2142,0.85,True,,1.0
d12-s11,random,2268,0.9,True,,1.0
d12-s11,random,2394,0.95,True,,1.0
d12-s11,random,2520,1.0,True,,1.0
d12-s11,gradient,1,0.0003968253968253968,True,,1.0
d12-s11,gradient,2,0.0007936507936507937,True,,1.0
d12-s11,gradient,3,0.0011904761904761906,True,,1.0
d12-s11,gradient,5,0.001984126984126984,True,,1.0
d12-s11,gradient,9,0.0035714285714285713,True,,0.0
d12-s11,gradient,17,0.006746031746031746,True,,0.0
d12-s11,gradient,33,0.013095238095238096,True,,0.0
d12-s11,gradient,41,0.01626984126984127,True,,0.0
d12-s11,gradient,65,0.025793650793650792,True,,0.0
d12-s11,gradient,127,0.0503968253968254,True,,0.0
d12-s11,gradient,253,0.1003968253968254,True,,0.0
d12-s11,gradient,379,0.1503968253968254,True,,0.0
d12-s11,gradient,401,0.15912698412698412,True,,0.0
d12-s11,gradient,505,0.2003968253968254,True,,0.0
d12-s11,gradient,631,0.2503968253968254,True,,0.0
d12-s11,gradient,757,0.3003968253968254,True,,0.0
d12-s11,gradient,883,0.3503968253968254,True,,0.0
d12-s11,gradient,1009,0.4003968253968254,True,,0.0
d12-s11,gradient,1135,0.4503968253968254,True,,0.0
d12-s11,gradient,1261,0.5003968253968254,True,,0.0
d12-s11,gradient,1386,0.55,True,,0.0
d12-s11,gradient,1512,0.6,True,,0.0
d12-s11,gradient,1638,0.65,True,,0.0
d12-s11,gradient,1764,0.7,True,,0.0
d12-s11,gradient,1890,0.75,True,,0.0
d12-s11,gradient,2016,0.8,True,,0.0
d12-s11,gradient,2142,0.85,True,,0.0
d12-s11,gradient,2268,0.9,True,,0.0
d12-s11,gradient,2394,0.95,True,,0.0
d12-s11,gradient,2520,1.0,True,,0.0
d12-s11,update,1,0.0003968253968253968,True,,1.0
d12-s11,update,2,0.0007936507936507937,True,,1.0
d12-s11,update,3,0.0011904761904761906,True,,1.0
d12-s11,update,5,0.001984126984126984,True,,1.0
d12-s11,update,9,0.0035714285714285713,True,,1.0
d12-s11,update,17,0.006746031746031746,True,,1.0
d12-s11,update,33,0.013095238095238096,True,,1.0
d12-s11,update,41,0.01626984126984127,True,,1.0
d12-s11,update,65,0.025793650793650792,True,,1.0
d12-s11,update,127,0.0503968253968254,True,,1.0
d12-s11,update,253,0.1003968253968254,True,,1.0
d12-s11,update,379,0.1503968253968254,True,,1.0
d12-s11,update,401,0.15912698412698412,True,,1.0
d12-s11,update,505,0.2003968253968254,True,,1.0
d12-s11,update,631,0.2503968253968254,True,,1.0
d12-s11,update,757,0.3003968253968254,True,,1.0
d12-s11,update,883,0.3503968253968254,True,,1.0
d12-s11,update,1009,0.4003968253968254,True,,1.0
d12-s11,update,1135,0.4503968253968254,True,,1.0
d12-s11,update,1261,0.5003968253968254,True,,1.0
d12-s11,update,1386,0.55,True,,1.0
d12-s11,update,1512,0.6,True,,1.0
d12-s11,update,1638,0.65,True,,1.0
d12-s11,update,1764,0.7,True,,1.0
d12-s11,update,1890,0.75,True,,1.0
d12-s11,update,2016,0.8,True,,1.0
d12-s11,update,2142,0.85,True,,1.0
d12-s11,update,2268,0.9,True,,1.0
d12-s11,update,2394,0.95,True,,1.0
d12-s11,update,2520,1.0,True,,1.0
d14-s7,random,1,0.00026602819898909286,True,,1.0
d14-s7,random,2,0.0005320563979781857,True,,1.0
d14-s7,random,3,0.0007980845969672786,True,,1.0
d14-s7,random,5,0.0013301409949454642,True,,1.0
d14-s7,random,9,0.0023942537909018356,True,,1.0
d14-s7,random,17,0.004522479382814578,True,,1.0
d14-s7,random,33,0.008778930566640064,True,,1.0
d14-s7,random,41,0.010907156158552806,True,,1.0
d14-s7,random,65,0.017291832934291033,True,,1.0
d14-s7,random,129,0.034317637669592976,True,,1.0
d14-s7,random,189,0.05027932960893855,True,,1.0
d14-s7,random,377,0.100292631018888,True,,1.0
d14-s7,random,401,0.10667730779462622,True,,1.0
d14-s7,random,565,0.15030593242883747,True,,1.0
d14-s7,random,753,0.20031923383878691,True,,1.0
d14-s7,random,941,0.2503325352487364,True,,1.0
d14-s7,random,1128,0.30007980845969673,True,,1.0
d14-s7,random,1316,0.3500931098696462,True,,1.0
d14-s7,random,1317,0.3503591380686353,True,,1.0
d14-s7,random,1504,0.4001064112795956,True,,1.0
d14-s7,random,1692,0.4501197126895451,True,,1.0
d14-s7,random,1880,0.5001330140994945,True,,2.0
d14-s7,random,2068,0.550146315509444,True,,1.0
d14-s7,random,2256,0.6001596169193935,True,,1.0
d14-s7,random,2444,0.6501729183293429,True,,1.0
d14-s7,random,2632,0.7001862197392924,True,,1.0
d14-s7,random,2820,0.7501995211492418,True,,1.0
d14-s7,random,3007,0.7999467943602022,True,,2.0
d14-s7,random,3195,0.8499600957701516,True,,1.0
d14-s7,random,3383,0.899973397180101,True,,1.0
d14-s7,random,3571,0.9499866985900506,True,,1.0
d14-s7,random,3759,1.0,True,,1.0
d14-s7,gradient,1,0.00026602819898909286,True,,1.0
d14-s7,gradient,2,0.0005320563979781857,True,,1.0
d14-s7,gradient,3,0.0007980845969672786,True,,1.0
d14-s7,gradient,5,0.0013301409949454642,True,,1.0
d14-s7,gradient,9,0.0023942537909018356,True,,0.0
d14-s7,gradient,17,0.004522479382814578,True,,0.0
d14-s7,gradient,33,0.008778930566640064,True,,0.0
d14-s7,gradient,41,0.010907156158552806,True,,0.0
d14-s7,gradient,65,0.017291832934291033,True,,0.0
d14-s7,gradient,129,0.034317637669592976,True,,0.0
d14-s7,gradient,189,0.05027932960893855,True,,0.0
d14-s7,gradient,377,0.100292631018888,True,,0.0
d14-s7,gradient,401,0.10667730779462622,True,,0.0
d14-s7,gradient,565,0.15030593242883747,True,,0.0
d14-s7,gradient,753,0.20031923383878691,True,,0.0
d14-s7,gradient,941,0.2503325352487364,True,,0.0
d14-s7,gradient,1128,0.30007980845969673,True,,0.0
d14-s7,gradient,1316,0.3500931098696462,True,,0.0
d14-s7,gradient,1317,0.3503591380686353,True,,0.0
d14-s7,gradient,1504,0.4001064112795956,True,,0.0
d14-s7,gradient,1692,0.4501197126895451,True,,0.0
d14-s7,gradient,1880,0.5001330140994945,True,,0.0
d14-s7,gradient,2068,0.550146315509444,True,,0.0
d14-s7,gradient,2256,0.6001596169193935,True,,0.0
d14-s7,gradient,2444,0.6501729183293429,True,,0.0
d14-s7,gradient,2632,0.7001862197392924,True,,0.0
d14-s7,gradient,2820,0.7501995211492418,True,,0.0
d14-s7,gradient,3007,0.7999467943602022,True,,0.0
d14-s7,gradient,3195,0.8499600957701516,True,,0.0
d14-s7,gradient,3383,0.899973397180101,True,,0.0
d14-s7,gradient,3571,0.9499866985900506,True,,0.0
d14-s7,gradient,3759,1.0,True,,0.0
d14-s7,update,1,0.00026602819898909286,True,,1.0
d14-s7,update,2,0.0005320563979781857,True,,1.0
d14-s7,update,3,0.0007980845969672786,True,,1.0
d14-s7,update,5,0.0013301409949454642,True,,1.0
d14-s7,update,9,0.0023942537909018356,True,,1.0
d14-s7,update,17,0.004522479382814578,True,,1.0
d14-s7,update,33,0.008778930566640064,True,,1.0
d14-s7,update,41,0.010907156158552806,True,,1.0
d14-s7,update,65,0.017291832934291033,True,,1.0
d14-s7,update,129,0.034317637669592976,True,,1.0
d14-s7,update,189,0.05027932960893855,True,,1.0
d14-s7,update,377,0.100292631018888,True,,1.0
d14-s7,update,401,0.10667730779462622,True,,1.0
d14-s7,update,565,0.15030593242883747,True,,1.0
d14-s7,update,753,0.20031923383878691,True,,1.0
d14-s7,update,941,0.2503325352487364,True,,1.0
d14-s7,update,1128,0.30007980845969673,True,,1.0
d14-s7,update,1316,0.3500931098696462,True,,1.0
d14-s7,update,1317,0.3503591380686353,True,,1.0
d14-s7,update,1504,0.4001064112795956,True,,1.0
d14-s7,update,1692,0.4501197126895451,True,,1.0
d14-s7,update,1880,0.5001330140994945,True,,1.0
d14-s7,update,2068,0.550146315509444,True,,1.0
d14-s7,update,2256,0.6001596169193935,True,,1.0
d14-s7,update,2444,0.6501729183293429,True,,1.0
