run,direction,step,normalized_progress,is_defined,undefined_reason,code
d14-s7,update,2632,0.7001862197392924,True,,1.0
d14-s7,update,2820,0.7501995211492418,True,,1.0
d14-s7,update,3007,0.7999467943602022,True,,1.0
d14-s7,update,3195,0.8499600957701516,True,,1.0
d14-s7,update,3383,0.899973397180101,True,,1.0
d14-s7,update,3571,0.9499866985900506,True,,1.0
d14-s7,update,3759,1.0,True,,1.0
d16-s7,random,1,0.00018601190476190475,True,,1.0
d16-s7,random,2,0.0003720238095238095,True,,1.0
d16-s7,random,3,0.0005580357142857143,True,,1.0
d16-s7,random,5,0.0009300595238095238,True,,1.0
d16-s7,random,9,0.0016741071428571428,True,,1.0
d16-s7,random,17,0.003162202380952381,True,,1.0
d16-s7,random,33,0.006138392857142857,True,,1.0
d16-s7,random,41,0.007626488095238095,True,,1.0
d16-s7,random,65,0.01209077380952381,True,,1.0
d16-s7,random,129,0.023995535714285716,True,,1.0
d16-s7,random,257,0.04780505952380952,True,,1.0
d16-s7,random,270,0.05022321428571429,True,,1.0
d16-s7,random,401,0.07459077380952381,True,,1.0
d16-s7,random,539,0.10026041666666667,True,,1.0
d16-s7,random,807,0.15011160714285715,True,,1.0
d16-s7,random,1076,0.20014880952380953,True,,1.0
d16-s7,random,1345,0.2501860119047619,True,,1.0
d16-s7,random,1614,0.3002232142857143,True,,1.0
d16-s7,random,1882,0.35007440476190477,True,,1.0
d16-s7,random,1883,0.3502604166666667,True,,1.0
d16-s7,random,2151,0.40011160714285715,True,,1.0
d16-s7,random,2420,0.45014880952380953,True,,1.0
d16-s7,random,2689,0.5001860119047619,True,,1.0
d16-s7,random,2957,0.5500372023809523,True,,1.0
d16-s7,random,3226,0.6000744047619048,True,,1.0
d16-s7,random,3495,0.6501116071428571,True,,1.0
d16-s7,random,3764,0.7001488095238095,True,,1.0
d16-s7,random,4032,0.75,True,,1.0
d16-s7,random,4301,0.8000372023809523,True,,1.0
d16-s7,random,4570,0.8500744047619048,True,,1.0
d16-s7,random,4839,0.9001116071428571,True,,1.0
d16-s7,random,5107,0.9499627976190477,True,,1.0
d16-s7,random,5376,1.0,True,,1.0
d16-s7,gradient,1,0.00018601190476190475,True,,1.0
d16-s7,gradient,2,0.0003720238095238095,True,,2.0
d16-s7,gradient,3,0.0005580357142857143,True,,2.0
d16-s7,gradient,5,0.0009300595238095238,True,,1.0
d16-s7,gradient,9,0.0016741071428571428,True,,0.0
d16-s7,gradient,17,0.003162202380952381,True,,0.0
d16-s7,gradient,33,0.006138392857142857,True,,0.0
d16-s7,gradient,41,0.007626488095238095,True,,0.0
d16-s7,gradient,65,0.01209077380952381,True,,0.0
d16-s7,gradient,129,0.023995535714285716,True,,0.0
d16-s7,gradient,257,0.04780505952380952,True,,0.0
d16-s7,gradient,270,0.05022321428571429,True,,0.0
d16-s7,gradient,401,0.07459077380952381,True,,0.0
d16-s7,gradient,539,0.10026041666666667,True,,0.0
d16-s7,gradient,807,0.15011160714285715,True,,0.0
d16-s7,gradient,1076,0.20014880952380953,True,,0.0
d16-s7,gradient,1345,0.2501860119047619,True,,0.0
d16-s7,gradient,1614,0.3002232142857143,True,,0.0
d16-s7,gradient,1882,0.35007440476190477,True,,0.0
d16-s7,gradient,1883,0.3502604166666667,True,,0.0
d16-s7,gradient,2151,0.40011160714285715,True,,0.0
d16-s7,gradient,2420,0.45014880952380953,True,,0.0
d16-s7,gradient,2689,0.5001860119047619,True,,0.0
d16-s7,gradient,2957,0.5500372023809523,True,,0.0
d16-s7,gradient,3226,0.6000744047619048,True,,0.0
d16-s7,gradient,3495,0.6501116071428571,True,,0.0
d16-s7,gradient,3764,0.7001488095238095,True,,0.0
d16-s7,gradient,4032,0.75,True,,0.0
d16-s7,gradient,4301,0.8000372023809523,True,,0.0
d16-s7,gradient,4570,0.8500744047619048,True,,0.0
d16-s7,gradient,4839,0.9001116071428571,True,,0.0
d16-s7,gradient,5107,0.9499627976190477,True,,0.0
d16-s7,gradient,5376,1.0,True,,0.0
d16-s7,update,1,0.00018601190476190475,True,,1.0
d16-s7,update,2,0.0003720238095238095,True,,1.0
d16-s7,update,3,0.0005580357142857143,True,,1.0
d16-s7,update,5,0.0009300595238095238,True,,1.0
d16-s7,update,9,0.0016741071428571428,True,,1.0
d16-s7,update,17,0.003162202380952381,True,,1.0
d16-s7,update,33,0.006138392857142857,True,,1.0
d16-s7,update,41,0.007626488095238095,True,,1.0
d16-s7,update,65,0.01209077380952381,True,,1.0
d16-s7,update,129,0.023995535714285716,True,,1.0
d16-s7,update,257,0.04780505952380952,True,,1.0
d16-s7,update,270,0.05022321428571429,True,,1.0
d16-s7,update,401,0.07459077380952381,True,,1.0
d16-s7,update,539,0.10026041666666667,True,,1.0
d16-s7,update,807,0.15011160714285715,True,,1.0
d16-s7,update,1076,0.20014880952380953,True,,1.0
d16-s7,update,1345,0.2501860119047619,True,,1.0
d16-s7,update,1614,0.3002232142857143,True,,1.0
d16-s7,update,1882,0.35007440476190477,True,,1.0
d16-s7,update,1883,0.3502604166666667,True,,1.0
d16-s7,update,2151,0.40011160714285715,True,,1.0
d16-s7,update,2420,0.45014880952380953,True,,1.0
d16-s7,update,2689,0.5001860119047619,True,,1.0
d16-s7,update,2957,0.5500372023809523,True,,1.0
d16-s7,update,3226,0.6000744047619048,True,,1.0
d16-s7,update,3495,0.6501116071428571,True,,1.0
d16-s7,update,3764,0.7001488095238095,True,,1.0
d16-s7,update,4032,0.75,True,,1.0
d16-s7,update,4301,0.8000372023809523,True,,1.0
d16-s7,update,4570,0.8500744047619048,True,,1.0
d16-s7,update,4839,0.9001116071428571,True,,1.0
d16-s7,update,5107,0.9499627976190477,True,,1.0
d16-s7,update,5376,1.0,True,,1.0
