run,step,np_,curvature/arith_eps,curvature/eta_star,curvature/eta_star_rho,curvature/eta_star_rho_threshold,curvature/gHg,rho_over_tau
d12-s9,41,0.01626984126984127,1.1920928955078125e-07,0.8410991495306105,0.5662189796320769,9.5367431640625e-07,3.512471372554584,593723.6327866847
d12-s9,65,0.025793650793650792,1.1920928955078125e-07,0.6372891929071262,0.6185935132698317,9.5367431640625e-07,3.825911702041756,648642.311770427
d12-s9,127,0.0503968253968254,1.1920928955078125e-07,0.20389140321249105,0.5202945034919719,9.5367431640625e-07,14.016186220010496,545568.329293598
d12-s9,253,0.1003968253968254,1.1920928955078125e-07,0.4231407439034579,0.44201205035390195,9.5367431640625e-07,10.336794203109461,463483.2277118931
d12-s9,379,0.1503968253968254,1.1920928955078125e-07,0.4236071974197242,0.43738852194407063,9.5367431640625e-07,10.247924649756587,458635.1067860258
d12-s9,401,0.15912698412698412,1.1920928955078125e-07,0.5961490679887401,0.37329455591821076,9.5367431640625e-07,6.585549161815608,391427.71226649376
d12-s9,505,0.2003968253968254,1.1920928955078125e-07,0.4935015315040604,0.4627716800022819,9.5367431640625e-07,7.080658884982537,485251.27713007276
d12-s9,631,0.2503968253968254,1.1920928955078125e-07,0.4265832373209262,0.4780496161749063,9.5367431640625e-07,9.318886568302133,501271.3543302186
d12-s9,757,0.3003968253968254,1.1920928955078125e-07,0.40957600278209744,0.46057525973615077,9.5367431640625e-07,10.06882974559654,482948.163553094
d12-s9,883,0.3503968253968254,1.1920928955078125e-07,0.4227881227241204,0.4811277588795561,9.5367431640625e-07,10.14339245397013,504499.0208948894
d12-s9,1009,0.4003968253968254,1.1920928955078125e-07,0.2892196501662036,0.498725749920383,9.5367431640625e-07,17.36939372332763,522951.8519485155
d12-s9,1135,0.4503968253968254,1.1920928955078125e-07,0.18100908992634207,0.5522402497799516,9.5367431640625e-07,33.47284706587821,579065.8721532625
d12-s9,1261,0.5003968253968254,1.1920928955078125e-07,0.11579501302541145,0.5931461330801987,9.5367431640625e-07,73.2838153317508,621958.7996407024
d12-s9,1386,0.55,1.1920928955078125e-07,0.08973072275905258,0.5957317488347299,9.5367431640625e-07,98.62268530336283,624670.0142661257
d12-s9,1512,0.6,1.1920928955078125e-07,0.08286098040383988,0.6014588703881321,9.5367431640625e-07,122.46711507139695,630675.336476106
d12-s9,1638,0.65,1.1920928955078125e-07,0.09496514163072152,0.5567247358707575,9.5367431640625e-07,102.73129243957709,583768.1966404155
d12-s9,1764,0.7,1.1920928955078125e-07,0.07793214477915622,0.5867818218117146,9.5367431640625e-07,145.3287908808671,615285.3355880404
d12-s9,1890,0.75,1.1920928955078125e-07,0.08840241916338873,0.5519132038681533,9.5367431640625e-07,120.8869229837411,578722.9396592528
d12-s9,2016,0.8,1.1920928955078125e-07,0.08499510875289874,0.5637450775609605,9.5367431640625e-07,130.47381320916568,591129.5584485617
d12-s9,2142,0.85,1.1920928955078125e-07,0.08236773783220448,0.5451252703081172,9.5367431640625e-07,136.89331941819273,571605.2754386043
d12-s9,2268,0.9,1.1920928955078125e-07,0.07898533345291128,0.5437760883563277,9.5367431640625e-07,142.12293400258343,570190.5556243247
d12-s9,2394,0.95,1.1920928955078125e-07,0.08956089373782708,0.5229132580191098,9.5367431640625e-07,125.01955412918346,548314.2924406461
d12-s9,2520,1.0,1.1920928955078125e-07,0.09538956625360862,0.5184753828627776,9.5367431640625e-07,118.65482422229267,543660.8430607199
d14-s7,1,0.00026602819898909286,1.1920928955078125e-07,373.7085571430461,0.008591425687181305,9.5367431640625e-07,0.013836836487165998,9008.762781361824
d14-s7,2,0.0005320563979781857,1.1920928955078125e-07,283.78675922812187,0.011298156315310068,9.5367431640625e-07,0.018223804334321202,11846.97555648257
d14-s7,3,0.0007980845969672786,1.1920928955078125e-07,304.1513743939766,0.009473118074503191,9.5367431640625e-07,0.017093966702491505,9933.284258090258
d14-s7,5,0.0013301409949454642,1.1920928955078125e-07,,-0.08477339723438221,9.5367431640625e-07,-0.275956809957883,-88891.34977843956
d14-s7,9,0.0023942537909018356,1.1920928955078125e-07,0.14034889766194403,0.41520090647275515,9.5367431640625e-07,134.2528118877825,435369.7057055757
d14-s7,17,0.004522479382814578,1.1920928955078125e-07,0.37619503765186063,0.6027504554120149,9.5367431640625e-07,12.469870618339325,632029.6615341089
d14-s7,33,0.008778930566640064,1.1920928955078125e-07,0.7535671652883894,0.552926235328402,9.5367431640625e-07,4.768506067801193,579785.1801357145
d14-s7,41,0.010907156158552806,1.1920928955078125e-07,0.6638806699018655,0.5901376946298337,9.5367431640625e-07,5.262190366466639,618804.2232841725
d14-s7,65,0.017291832934291033,1.1920928955078125e-07,0.5676205949067218,0.5974409845325473,9.5367431640625e-07,4.836527492385435,626462.2777972004
d14-s7,129,0.034317637669592976,1.1920928955078125e-07,0.8275208123049143,0.47834215002955155,9.5367431640625e-07,3.365021109357507,501578.09830938705
d14-s7,189,0.05027932960893855,1.1920928955078125e-07,0.21068344551401524,0.5533613703538567,9.5367431640625e-07,23.12690304543068,580241.4522801656
d14-s7,377,0.100292631018888,1.1920928955078125e-07,0.30723770480205165,0.4947743731880155,9.5367431640625e-07,15.932543650558188,518808.5331399965
d14-s7,401,0.10667730779462622,1.1920928955078125e-07,0.8369062297517174,0.33263295090299494,9.5367431640625e-07,4.6018717832230465,348790.9291260588
d14-s7,565,0.15030593242883747,1.1920928955078125e-07,0.48914854510985645,0.47159619374615536,9.5367431640625e-07,7.456830437933192,494504.4504535686
d14-s7,753,0.20031923383878691,1.1920928955078125e-07,0.4850686202290434,0.45929533168019476,9.5367431640625e-07,7.568335039041982,481606.0617118919
d14-s7,941,0.2503325352487364,1.1920928955078125e-07,0.30837096082126286,0.4776809481575443,9.5367431640625e-07,14.013058804155158,500884.7778952452
d14-s7,1128,0.30007980845969673,1.1920928955078125e-07,0.15031743807455183,0.5960712238113554,9.5367431640625e-07,44.40463374033241,625025.9795792158
d14-s7,1316,0.3500931098696462,1.1920928955078125e-07,0.10508744041558965,0.5763914262027647,9.5367431640625e-07,81.628737837037,604390.2161219902
d14-s7,1317,0.3503591380686353,1.1920928955078125e-07,0.14249967623145052,0.5438261418180489,9.5367431640625e-07,55.12372891962047,570243.0404830024
d14-s7,1504,0.4001064112795956,1.1920928955078125e-07,0.11446531144683238,0.519364394524967,9.5367431640625e-07,82.02774473964077,544593.0393534118
d14-s7,1692,0.4501197126895451,1.1920928955078125e-07,0.08300380063117244,0.5223349789632261,9.5367431640625e-07,150.56304730807608,547707.9229013438
d14-s7,1880,0.5001330140994945,1.1920928955078125e-07,0.04567913361939997,0.5703323832870335,9.5367431640625e-07,356.41592243860515,598036.8491375844
d14-s7,2068,0.550146315509444,1.1920928955078125e-07,0.04119144778686579,0.5869891568428094,9.5367431640625e-07,461.4796362878117,615502.7421256057
d14-s7,2256,0.6001596169193935,1.1920928955078125e-07,0.06429573802783906,0.5166433598852761,9.5367431640625e-07,282.7969485165822,541739.8277350633
d14-s7,2444,0.6501729183293429,1.1920928955078125e-07,0.04210550961117929,0.5731798058694924,9.5367431640625e-07,474.770033281748,601022.5881194088
d14-s7,2632,0.7001862197392924,1.1920928955078125e-07,0.03625767543563515,0.5928627662706943,9.5367431640625e-07,574.597424372906,621661.6680050596
d14-s7,2820,0.7501995211492418,1.1920928955078125e-07,0.0587080267646765,0.509396086438569,9.5367431640625e-07,292.7846576000789,534140.510733409
d14-s7,3007,0.7999467943602022,1.1920928955078125e-07,0.040807545944694816,0.5585287309548631,9.5367431640625e-07,484.00041436345924,585659.8225897265
d14-s7,3195,0.8499600957701516,1.1920928955078125e-07,0.03452397594576534,0.5646541241407684,9.5367431640625e-07,570.1448002800062,592082.7628750304
d14-s7,3383,0.899973397180101,1.1920928955078125e-07,0.04221076372212087,0.5503018785688112,9.5367431640625e-07,433.8621759882478,577033.3426221698
d14-s7,3571,0.9499866985900506,1.1920928955078125e-07,0.03742846763405834,0.5558029692388805,9.5367431640625e-07,510.4847994774984,582801.6542726284
d14-s7,3759,1.0,1.1920928955078125e-07,0.04716194589828646,0.521415970352094,9.5367431640625e-07,375.1818054630892,546744.2725279173
d16-s7,1,0.00018601190476190475,1.1920928955078125e-07,706.1266960226285,0.0041808603426197865,9.5367431640625e-07,0.008322954117150057,4383.949814622885
d16-s7,2,0.0003720238095238095,1.1920928955078125e-07,422.23089561025785,0.006830672348741433,9.5367431640625e-07,0.013919434053999633,7162.479088753897
d16-s7,3,0.0005580357142857143,1.1920928955078125e-07,562.1329545085642,0.004598552323454511,9.5367431640625e-07,0.01051008437192392,4821.931601118637
d16-s7,5,0.0009300595238095238,1.1920928955078125e-07,,-0.09483860032403098,9.5367431640625e-07,-0.39786027410555924,-99445.4801733711
d16-s7,9,0.0016741071428571428,1.1920928955078125e-07,0.05385811200079935,0.6126087032723795,9.5367431640625e-07,514.1108939261466,642366.7836425386
d16-s7,17,0.003162202380952381,1.1920928955078125e-07,0.35671702530107036,0.5906922791367324,9.5367431640625e-07,14.258333809524842,619385.7472880783
d16-s7,33,0.006138392857142857,1.1920928955078125e-07,0.6486107093823992,0.5694840217905245,9.5367431640625e-07,6.265899545576264,597147.277633021
d16-s7,41,0.007626488095238095,1.1920928955078125e-07,0.50133660039247,0.624916379969086,9.5367431640625e-07,8.110978516091187,655272.3180424643
