metric,p,n,median,lo,hi,sd,sd_rel,range_rel
curvature/dhd,0.006746,5,0.0920799229604161,0.087007127946681,0.099515947900722,0.0045469671498571534,0.04938065762513542,0.13584741984871526
curvature/dhd,0.013095,5,0.1812469696765818,0.1719568568990818,0.2324271399346918,0.023928054329357313,0.1320190587023589,0.33363472583025
curvature/dhd,0.01627,5,0.2023256076342905,0.1843057420059694,0.3836115036824838,0.08379043275779124,0.414136567968425,0.9850743265121708
curvature/dhd,0.025794,5,0.1850777676878225,0.1531122005603606,0.230482867488296,0.03532300175632921,0.1908549157341784,0.4180440897603615
curvature/dhd,0.050397,5,0.2785014026484192,0.1941076210435113,0.3130642575951058,0.044077246244901544,0.15826579624284606,0.42713119366858493
curvature/dhd,0.100397,5,0.2591517412015468,0.228941890301506,0.3137771951378944,0.035756335431652235,0.13797451356440593,0.3273576493951107
curvature/dhd,0.150397,5,0.1990886680595235,0.1360152172119779,0.2323272995194844,0.04138006560596664,0.20784741798360334,0.4837647629382458
curvature/dhd,0.159127,5,0.1364708548421134,0.1342207718821256,0.1596087099829257,0.0125719471074472,0.09212184625055661,0.1860319416198575
curvature/dhd,0.200397,5,0.1250789284484743,0.091880905914737,0.1506833111703989,0.02399499746406039,0.1918388473718419,0.47012239379621246
curvature/dhd,0.250397,5,0.1137680359433084,0.1014560738281244,0.1360863892612299,0.012830837456140333,0.1127806887914814,0.30439406944110464
curvature/dhd,0.300397,5,0.1433716821345106,0.1119009141020356,0.1573539384437064,0.017862635793320977,0.1245897064705033,0.3170293021953038
curvature/dhd,0.350397,5,0.1048094678914757,0.0935719479343588,0.1202733577503137,0.0105126989015228,0.10030295080219381,0.2547614290304641
curvature/dhd,0.400397,5,0.083574206871751,0.0763598929491164,0.1069383542992647,0.01309286704179282,0.15666157696099361,0.3658839550469507
curvature/dhd,0.450397,5,0.0699586917554983,0.063754580128908,0.1027609744798182,0.016290771735411082,0.23286272694101276,0.5575632329894813
curvature/dhd,0.500397,5,0.0742365239306176,0.0596160148342532,0.0941730913921752,0.013888325248561668,0.18708210612800075,0.4654996587693071
curvature/dhd,0.55,5,0.0592274173623842,0.0535399868735884,0.0720408795774422,0.007721950469906133,0.13037797043654994,0.31237041099826607
curvature/dhd,0.6,5,0.0571158028372625,0.0467599214448372,0.0664666168617787,0.00800141100735912,0.14009101877035995,0.34503052461839506
curvature/dhd,0.65,5,0.0321355067649142,0.0278224039226255,0.0362572947410065,0.0033615687293711955,0.10460605939600064,0.2624788487104327
curvature/dhd,0.7,5,0.0256885219990469,0.0245018946855778,0.0278174576209907,0.0014427508848144325,0.05616325006428792,0.12906787457588706
curvature/dhd,0.75,5,0.0172255825797224,0.016334652894394,0.0212354751996029,0.001988137648022917,0.11541773050760626,0.28450836321658257
curvature/dhd,0.8,5,0.0096903077141315,0.0062634143826509,0.0120665743292493,0.0021999139788181576,0.22702209710120919,0.5988622980605227
curvature/dhd,0.85,5,0.0050159923371972,0.0044069233497321,0.0052646486543225,0.00035709789071764137,0.0711918732549695,0.17099812897036312
curvature/dhd,0.9,5,0.0025842732561361,0.0023835748945099,0.0028772127626001,0.0002180458599097706,0.08437415021497528,0.1910161268426649
curvature/dhd,0.95,5,0.0007235394831267,0.0006634669228678,0.0008544460452725,7.966440780896517e-05,0.11010374646688773,0.26395121048460785
curvature/dhd,1.0,5,0.0001703716190778,0.0001643425228294,0.0002440263568888,3.384317908609398e-05,0.19864329087956561,0.4677060327930116
curvature/vhv_gradient,0.006746,5,2.4912448292997245,2.416186080896921,2.579213016444549,0.06774082072840658,0.027191554973522276,0.06543994939006222
curvature/vhv_gradient,0.013095,5,1.3077441551969593,1.2330894751049366,1.405219421807378,0.06574089497610545,0.050270455971721945,0.13162356414930168
curvature/vhv_gradient,0.01627,5,1.4752251433014405,1.1889205550732669,1.5942442883735652,0.17577523733026687,0.11915146520408092,0.2747538130981248
curvature/vhv_gradient,0.025794,5,2.08859052476133,1.5691462304773065,2.492507990915011,0.37399750860605063,0.17906693733027854,0.44209803189795677
curvature/vhv_gradient,0.050397,5,1.5391030506475198,0.6965799062362708,4.904572284820564,1.6486775633662683,1.0711937466907424,2.734054991843424
curvature/vhv_gradient,0.100397,5,2.258155940254957,1.3828706923688396,2.71182289121195,0.49555904874647666,0.21945297927056606,0.5885121461953001
curvature/vhv_gradient,0.150397,5,1.9721178942344717,1.803582193413284,2.360677363350831,0.21878278698760947,0.11093798582084041,0.2824857335183797
curvature/vhv_gradient,0.159127,5,1.6526734919815325,1.1239773131744073,2.5197728446617624,0.543190295545407,0.3286736903452898,0.8445682333863876
curvature/vhv_gradient,0.200397,5,1.89128588875194,1.0703003968467726,2.2618909356444923,0.4486175458364433,0.23720239679495844,0.630042526031879
curvature/vhv_gradient,0.250397,5,1.9572173372584791,1.240021295747555,2.3442084413853213,0.45219036204749913,0.2310373781385428,0.5641617436234381
curvature/vhv_gradient,0.300397,5,2.4857842414318503,1.9550134576832383,3.188619039482468,0.4435421437288376,0.17843147298791726,0.4962641412066615
curvature/vhv_gradient,0.350397,5,3.598305618937801,2.3652507531053866,5.864470185416496,1.34907084069146,0.37491835979449073,0.9724630987136826
curvature/vhv_gradient,0.400397,5,4.176951833469863,2.685282497565278,8.389154354352593,2.5643511525349623,0.6139288301068853,1.3655584464925503
curvature/vhv_gradient,0.450397,5,4.872073614531418,3.7938527779466886,8.820889763667468,1.9486618205125084,0.39996559467008896,1.0318064511027027
curvature/vhv_gradient,0.500397,5,8.63594882873466,3.798579561950931,13.680244929582624,4.106831934890088,0.4755507491227019,1.144247790671492
curvature/vhv_gradient,0.55,5,10.834912712246542,6.332951354470415,14.598158061060902,3.0240007556789155,0.2790978419476266,0.7628309453059502
curvature/vhv_gradient,0.6,5,11.14095941499304,6.507882521879162,13.046295834079787,2.846150611915017,0.2554672812185983,0.5868806328655592
curvature/vhv_gradient,0.65,5,10.354531949202864,7.40834779112914,14.1366506567779,2.4131987258485763,0.2330572485253044,0.6497930470113362
curvature/vhv_gradient,0.7,5,11.096306143679572,7.890925177754776,13.63264583831911,2.4287535289145135,0.2188794629010777,0.5174443266270915
curvature/vhv_gradient,0.75,5,11.832850970981738,9.486322040047668,16.43767045403692,2.611850139995614,0.22072872770905155,0.5874618408561363
curvature/vhv_gradient,0.8,5,11.765381491832189,9.029514608475449,15.353687119021096,2.304507104660065,0.19587185560110476,0.537523795121819
curvature/vhv_gradient,0.85,5,12.140678015929549,9.786363640736315,14.872822356443637,1.9394222811661366,0.15974579662037475,0.41896002093404316
curvature/vhv_gradient,0.9,5,12.390979792583463,8.769702352222472,12.686302900809242,1.6707852304947928,0.13483883102568128,0.3160848144495421
curvature/vhv_gradient,0.95,5,11.274086188374625,9.94886931759071,13.312245764961762,1.4185207053099185,0.12582134654714977,0.29832807654417515
curvature/vhv_gradient,1.0,5,10.483325957386675,9.07935231611646,11.7996180659345,1.1170410430105615,0.10655406953396132,0.25948499177413337
