metric,sp_pre_min,sp_pre_max,n_pre_pos,sp_wd_min,sp_wd_max,n_wd_pos,sp_tail_min,sp_tail_max,n_tail_pos,r_min,r_med,r_max,r_sd_rel
curvature/Hg_norm,-0.013986013986013986,0.42727272727272725,4,0.6483516483516484,0.9472527472527472,5,-0.11904761904761904,0.8095238095238095,4,5.9144359056892934,8.057533245791186,10.02262422545788,0.1843294965441459
curvature/dhd,-0.4755244755244755,-0.21818181818181817,0,-0.9956043956043956,-0.9692307692307692,0,-1.0,-1.0,0,0.136202160676565,0.1642663745672603,0.18143067195227264,0.11980635284165392
curvature/e_curv_gradient,-0.04895104895104895,0.5384615384615384,3,-0.2043956043956044,0.3142857142857143,2,-0.047619047619047616,0.5714285714285714,4,0.6010876573939933,1.431208147316276,2.0094307446328084,0.43577436849954065
curvature/eta_star,-0.4195804195804196,0.42657342657342656,2,-0.8153846153846154,-0.3934065934065934,0,-0.5476190476190477,0.6190476190476191,3,0.14057181277687125,0.2101484549919096,0.2221265879792073,0.16566085971191277
curvature/gHg,-0.25874125874125875,0.2818181818181818,3,0.621978021978022,0.9516483516483516,5,-0.5952380952380952,0.8333333333333334,3,12.432666270376947,15.581520806652158,21.3306486290448,0.23437298024066708
curvature/gg,0.02097902097902098,0.5181818181818182,5,0.8241758241758241,0.9868131868131869,5,0.21428571428571427,0.9523809523809523,5,2.3454129939954553,2.726697660789971,3.098847341339874,0.1016072978003801
curvature/vhv_gradient,-0.42657342657342656,0.4195804195804196,3,0.3934065934065934,0.8153846153846154,5,-0.6190476190476191,0.5476190476190477,2,4.453208181891948,4.758544746553376,7.115471349498491,0.23491804988526652
update/direction_norm,0.25874125874125875,0.45454545454545453,5,-1.0,-1.0,0,-1.0,-1.0,0,0.5620159756638106,0.5695647187772414,0.5716655810449579,0.0067419352602585995
