run,step,p,curvature/arith_eps,curvature/eta_star,curvature/eta_star_rho,curvature/eta_star_rho_threshold,curvature/gHg,curvature/gg,curvature/verdict_code_gradient,eta_reason,certified,eta_defined,rho_over_tau
d12-s11,1512,0.650173,,,,,,,,,False,False,
d12-s11,1512,0.7,,,,,,,,,False,False,
d12-s11,1512,0.700149,,,,,,,,,False,False,
d12-s11,1512,0.700186,,,,,,,,,False,False,
d12-s11,1512,0.75,,,,,,,,,False,False,
d12-s11,1512,0.7502,,,,,,,,,False,False,
d12-s11,1512,0.799947,,,,,,,,,False,False,
d12-s11,1512,0.8,,,,,,,,,False,False,
d12-s11,1512,0.800037,,,,,,,,,False,False,
d12-s11,1512,0.84996,,,,,,,,,False,False,
d12-s11,1512,0.85,,,,,,,,,False,False,
d12-s11,1512,0.850074,,,,,,,,,False,False,
d12-s11,1512,0.899973,,,,,,,,,False,False,
d12-s11,1512,0.9,,,,,,,,,False,False,
d12-s11,1512,0.900112,,,,,,,,,False,False,
d12-s11,1512,0.949963,,,,,,,,,False,False,
d12-s11,1512,0.949987,,,,,,,,,False,False,
d12-s11,1512,0.95,,,,,,,,,False,False,
d12-s11,1512,1.0,,,,,,,,,False,False,
d12-s11,1614,0.000186,,,,,,,,,False,False,
d12-s11,1614,0.000266,,,,,,,,,False,False,
d12-s11,1614,0.000372,,,,,,,,,False,False,
d12-s11,1614,0.000397,,,,,,,,,False,False,
d12-s11,1614,0.000532,,,,,,,,,False,False,
d12-s11,1614,0.000558,,,,,,,,,False,False,
d12-s11,1614,0.000794,,,,,,,,,False,False,
d12-s11,1614,0.000798,,,,,,,,,False,False,
d12-s11,1614,0.00093,,,,,,,,,False,False,
d12-s11,1614,0.00119,,,,,,,,,False,False,
d12-s11,1614,0.00133,,,,,,,,,False,False,
d12-s11,1614,0.001674,,,,,,,,,False,False,
d12-s11,1614,0.001984,,,,,,,,,False,False,
d12-s11,1614,0.002394,,,,,,,,,False,False,
d12-s11,1614,0.003162,,,,,,,,,False,False,
d12-s11,1614,0.003571,,,,,,,,,False,False,
d12-s11,1614,0.004522,,,,,,,,,False,False,
d12-s11,1614,0.006138,,,,,,,,,False,False,
d12-s11,1614,0.006746,,,,,,,,,False,False,
d12-s11,1614,0.007626,,,,,,,,,False,False,
d12-s11,1614,0.008779,,,,,,,,,False,False,
d12-s11,1614,0.010907,,,,,,,,,False,False,
d12-s11,1614,0.012091,,,,,,,,,False,False,
d12-s11,1614,0.013095,,,,,,,,,False,False,
d12-s11,1614,0.01627,,,,,,,,,False,False,
d12-s11,1614,0.017292,,,,,,,,,False,False,
d12-s11,1614,0.023996,,,,,,,,,False,False,
d12-s11,1614,0.025794,,,,,,,,,False,False,
d12-s11,1614,0.034318,,,,,,,,,False,False,
d12-s11,1614,0.047805,,,,,,,,,False,False,
d12-s11,1614,0.050223,,,,,,,,,False,False,
d12-s11,1614,0.050279,,,,,,,,,False,False,
d12-s11,1614,0.050397,,,,,,,,,False,False,
d12-s11,1614,0.074591,,,,,,,,,False,False,
d12-s11,1614,0.10026,,,,,,,,,False,False,
d12-s11,1614,0.100293,,,,,,,,,False,False,
d12-s11,1614,0.100397,,,,,,,,,False,False,
d12-s11,1614,0.106677,,,,,,,,,False,False,
d12-s11,1614,0.150112,,,,,,,,,False,False,
d12-s11,1614,0.150306,,,,,,,,,False,False,
d12-s11,1614,0.150397,,,,,,,,,False,False,
d12-s11,1614,0.159127,,,,,,,,,False,False,
d12-s11,1614,0.200149,,,,,,,,,False,False,
d12-s11,1614,0.200319,,,,,,,,,False,False,
d12-s11,1614,0.200397,,,,,,,,,False,False,
d12-s11,1614,0.250186,,,,,,,,,False,False,
d12-s11,1614,0.250333,,,,,,,,,False,False,
d12-s11,1614,0.250397,,,,,,,,,False,False,
d12-s11,1614,0.30008,,,,,,,,,False,False,
d12-s11,1614,0.300223,,,,,,,,,False,False,
d12-s11,1614,0.300397,,,,,,,,,False,False,
d12-s11,1614,0.350074,,,,,,,,,False,False,
d12-s11,1614,0.350093,,,,,,,,,False,False,
d12-s11,1614,0.35026,,,,,,,,,False,False,
d12-s11,1614,0.350359,,,,,,,,,False,False,
d12-s11,1614,0.350397,,,,,,,,,False,False,
d12-s11,1614,0.400106,,,,,,,,,False,False,
d12-s11,1614,0.400112,,,,,,,,,False,False,
d12-s11,1614,0.400397,,,,,,,,,False,False,
d12-s11,1614,0.45012,,,,,,,,,False,False,
d12-s11,1614,0.450149,,,,,,,,,False,False,
d12-s11,1614,0.450397,,,,,,,,,False,False,
d12-s11,1614,0.500133,,,,,,,,,False,False,
d12-s11,1614,0.500186,,,,,,,,,False,False,
d12-s11,1614,0.500397,,,,,,,,,False,False,
d12-s11,1614,0.55,,,,,,,,,False,False,
d12-s11,1614,0.550037,,,,,,,,,False,False,
d12-s11,1614,0.550146,,,,,,,,,False,False,
d12-s11,1614,0.6,,,,,,,,,False,False,
d12-s11,1614,0.600074,,,,,,,,,False,False,
d12-s11,1614,0.60016,,,,,,,,,False,False,
d12-s11,1614,0.65,,,,,,,,,False,False,
d12-s11,1614,0.650112,,,,,,,,,False,False,
d12-s11,1614,0.650173,,,,,,,,,False,False,
d12-s11,1614,0.7,,,,,,,,,False,False,
d12-s11,1614,0.700149,,,,,,,,,False,False,
d12-s11,1614,0.700186,,,,,,,,,False,False,
d12-s11,1614,0.75,,,,,,,,,False,False,
d12-s11,1614,0.7502,,,,,,,,,False,False,
d12-s11,1614,0.799947,,,,,,,,,False,False,
d12-s11,1614,0.8,,,,,,,,,False,False,
d12-s11,1614,0.800037,,,,,,,,,False,False,
d12-s11,1614,0.84996,,,,,,,,,False,False,
d12-s11,1614,0.85,,,,,,,,,False,False,
d12-s11,1614,0.850074,,,,,,,,,False,False,
d12-s11,1614,0.899973,,,,,,,,,False,False,
d12-s11,1614,0.9,,,,,,,,,False,False,
d12-s11,1614,0.900112,,,,,,,,,False,False,
d12-s11,1614,0.949963,,,,,,,,,False,False,
d12-s11,1614,0.949987,,,,,,,,,False,False,
d12-s11,1614,0.95,,,,,,,,,False,False,
d12-s11,1614,1.0,,,,,,,,,False,False,
d12-s11,1638,0.000186,,,,,,,,,False,False,
d12-s11,1638,0.000266,,,,,,,,,False,False,
d12-s11,1638,0.000372,,,,,,,,,False,False,
d12-s11,1638,0.000397,,,,,,,,,False,False,
d12-s11,1638,0.000532,,,,,,,,,False,False,
d12-s11,1638,0.000558,,,,,,,,,False,False,
d12-s11,1638,0.000794,,,,,,,,,False,False,
d12-s11,1638,0.000798,,,,,,,,,False,False,
d12-s11,1638,0.00093,,,,,,,,,False,False,
d12-s11,1638,0.00119,,,,,,,,,False,False,
d12-s11,1638,0.00133,,,,,,,,,False,False,
d12-s11,1638,0.001674,,,,,,,,,False,False,
d12-s11,1638,0.001984,,,,,,,,,False,False,
d12-s11,1638,0.002394,,,,,,,,,False,False,
d12-s11,1638,0.003162,,,,,,,,,False,False,
d12-s11,1638,0.003571,,,,,,,,,False,False,
d12-s11,1638,0.004522,,,,,,,,,False,False,
d12-s11,1638,0.006138,,,,,,,,,False,False,
d12-s11,1638,0.006746,,,,,,,,,False,False,
d12-s11,1638,0.007626,,,,,,,,,False,False,
d12-s11,1638,0.008779,,,,,,,,,False,False,
d12-s11,1638,0.010907,,,,,,,,,False,False,
d12-s11,1638,0.012091,,,,,,,,,False,False,
d12-s11,1638,0.013095,,,,,,,,,False,False,
d12-s11,1638,0.01627,,,,,,,,,False,False,
d12-s11,1638,0.017292,,,,,,,,,False,False,
d12-s11,1638,0.023996,,,,,,,,,False,False,
d12-s11,1638,0.025794,,,,,,,,,False,False,
d12-s11,1638,0.034318,,,,,,,,,False,False,
d12-s11,1638,0.047805,,,,,,,,,False,False,
d12-s11,1638,0.050223,,,,,,,,,False,False,
d12-s11,1638,0.050279,,,,,,,,,False,False,
d12-s11,1638,0.050397,,,,,,,,,False,False,
d12-s11,1638,0.074591,,,,,,,,,False,False,
d12-s11,1638,0.10026,,,,,,,,,False,False,
d12-s11,1638,0.100293,,,,,,,,,False,False,
d12-s11,1638,0.100397,,,,,,,,,False,False,
d12-s11,1638,0.106677,,,,,,,,,False,False,
d12-s11,1638,0.150112,,,,,,,,,False,False,
d12-s11,1638,0.150306,,,,,,,,,False,False,
d12-s11,1638,0.150397,,,,,,,,,False,False,
d12-s11,1638,0.159127,,,,,,,,,False,False,
d12-s11,1638,0.200149,,,,,,,,,False,False,
d12-s11,1638,0.200319,,,,,,,,,False,False,
d12-s11,1638,0.200397,,,,,,,,,False,False,
d12-s11,1638,0.250186,,,,,,,,,False,False,
d12-s11,1638,0.250333,,,,,,,,,False,False,
d12-s11,1638,0.250397,,,,,,,,,False,False,
d12-s11,1638,0.30008,,,,,,,,,False,False,
d12-s11,1638,0.300223,,,,,,,,,False,False,
d12-s11,1638,0.300397,,,,,,,,,False,False,
d12-s11,1638,0.350074,,,,,,,,,False,False,
d12-s11,1638,0.350093,,,,,,,,,False,False,
d12-s11,1638,0.35026,,,,,,,,,False,False,
d12-s11,1638,0.350359,,,,,,,,,False,False,
d12-s11,1638,0.350397,,,,,,,,,False,False,
d12-s11,1638,0.400106,,,,,,,,,False,False,
d12-s11,1638,0.400112,,,,,,,,,False,False,
d12-s11,1638,0.400397,,,,,,,,,False,False,
d12-s11,1638,0.45012,,,,,,,,,False,False,
d12-s11,1638,0.450149,,,,,,,,,False,False,
d12-s11,1638,0.450397,,,,,,,,,False,False,
d12-s11,1638,0.500133,,,,,,,,,False,False,
d12-s11,1638,0.500186,,,,,,,,,False,False,
d12-s11,1638,0.500397,,,,,,,,,False,False,
d12-s11,1638,0.55,,,,,,,,,False,False,
d12-s11,1638,0.550037,,,,,,,,,False,False,
d12-s11,1638,0.550146,,,,,,,,,False,False,
d12-s11,1638,0.6,,,,,,,,,False,False,
d12-s11,1638,0.600074,,,,,,,,,False,False,
d12-s11,1638,0.60016,,,,,,,,,False,False,
d12-s11,1638,0.65,1.1920928955078125e-07,0.07073810575307934,0.588910187232443,9.5367431640625e-07,158.34762605114798,11.201211117355168,0.0,,True,True,617517.0884874462
d12-s11,1638,0.650112,,,,,,,,,False,False,
d12-s11,1638,0.650173,,,,,,,,,False,False,
d12-s11,1638,0.7,,,,,,,,,False,False,
d12-s11,1638,0.700149,,,,,,,,,False,False,
d12-s11,1638,0.700186,,,,,,,,,False,False,
d12-s11,1638,0.75,,,,,,,,,False,False,
d12-s11,1638,0.7502,,,,,,,,,False,False,
d12-s11,1638,0.799947,,,,,,,,,False,False,
d12-s11,1638,0.8,,,,,,,,,False,False,
d12-s11,1638,0.800037,,,,,,,,,False,False,
d12-s11,1638,0.84996,,,,,,,,,False,False,
d12-s11,1638,0.85,,,,,,,,,False,False,
d12-s11,1638,0.850074,,,,,,,,,False,False,
d12-s11,1638,0.899973,,,,,,,,,False,False,
d12-s11,1638,0.9,,,,,,,,,False,False,
d12-s11,1638,0.900112,,,,,,,,,False,False,
d12-s11,1638,0.949963,,,,,,,,,False,False,
d12-s11,1638,0.949987,,,,,,,,,False,False,
d12-s11,1638,0.95,,,,,,,,,False,False,
d12-s11,1638,1.0,,,,,,,,,False,False,
d12-s11,1692,0.000186,,,,,,,,,False,False,
d12-s11,1692,0.000266,,,,,,,,,False,False,
d12-s11,1692,0.000372,,,,,,,,,False,False,
d12-s11,1692,0.000397,,,,,,,,,False,False,
d12-s11,1692,0.000532,,,,,,,,,False,False,
d12-s11,1692,0.000558,,,,,,,,,False,False,
d12-s11,1692,0.000794,,,,,,,,,False,False,
d12-s11,1692,0.000798,,,,,,,,,False,False,
d12-s11,1692,0.00093,,,,,,,,,False,False,
d12-s11,1692,0.00119,,,,,,,,,False,False,
d12-s11,1692,0.00133,,,,,,,,,False,False,
d12-s11,1692,0.001674,,,,,,,,,False,False,
d12-s11,1692,0.001984,,,,,,,,,False,False,
d12-s11,1692,0.002394,,,,,,,,,False,False,
d12-s11,1692,0.003162,,,,,,,,,False,False,
d12-s11,1692,0.003571,,,,,,,,,False,False,
d12-s11,1692,0.004522,,,,,,,,,False,False,
d12-s11,1692,0.006138,,,,,,,,,False,False,
d12-s11,1692,0.006746,,,,,,,,,False,False,
d12-s11,1692,0.007626,,,,,,,,,False,False,
d12-s11,1692,0.008779,,,,,,,,,False,False,
d12-s11,1692,0.010907,,,,,,,,,False,False,
d12-s11,1692,0.012091,,,,,,,,,False,False,
d12-s11,1692,0.013095,,,,,,,,,False,False,
d12-s11,1692,0.01627,,,,,,,,,False,False,
d12-s11,1692,0.017292,,,,,,,,,False,False,
d12-s11,1692,0.023996,,,,,,,,,False,False,
d12-s11,1692,0.025794,,,,,,,,,False,False,
d12-s11,1692,0.034318,,,,,,,,,False,False,
d12-s11,1692,0.047805,,,,,,,,,False,False,
d12-s11,1692,0.050223,,,,,,,,,False,False,
d12-s11,1692,0.050279,,,,,,,,,False,False,
d12-s11,1692,0.050397,,,,,,,,,False,False,
d12-s11,1692,0.074591,,,,,,,,,False,False,
d12-s11,1692,0.10026,,,,,,,,,False,False,
d12-s11,1692,0.100293,,,,,,,,,False,False,
d12-s11,1692,0.100397,,,,,,,,,False,False,
d12-s11,1692,0.106677,,,,,,,,,False,False,
d12-s11,1692,0.150112,,,,,,,,,False,False,
d12-s11,1692,0.150306,,,,,,,,,False,False,
d12-s11,1692,0.150397,,,,,,,,,False,False,
d12-s11,1692,0.159127,,,,,,,,,False,False,
d12-s11,1692,0.200149,,,,,,,,,False,False,
d12-s11,1692,0.200319,,,,,,,,,False,False,
d12-s11,1692,0.200397,,,,,,,,,False,False,
d12-s11,1692,0.250186,,,,,,,,,False,False,
d12-s11,1692,0.250333,,,,,,,,,False,False,
d12-s11,1692,0.250397,,,,,,,,,False,False,
d12-s11,1692,0.30008,,,,,,,,,False,False,
d12-s11,1692,0.300223,,,,,,,,,False,False,
d12-s11,1692,0.300397,,,,,,,,,False,False,
d12-s11,1692,0.350074,,,,,,,,,False,False,
d12-s11,1692,0.350093,,,,,,,,,False,False,
d12-s11,1692,0.35026,,,,,,,,,False,False,
d12-s11,1692,0.350359,,,,,,,,,False,False,
d12-s11,1692,0.350397,,,,,,,,,False,False,
d12-s11,1692,0.400106,,,,,,,,,False,False,
d12-s11,1692,0.400112,,,,,,,,,False,False,
d12-s11,1692,0.400397,,,,,,,,,False,False,
d12-s11,1692,0.45012,,,,,,,,,False,False,
d12-s11,1692,0.450149,,,,,,,,,False,False,
d12-s11,1692,0.450397,,,,,,,,,False,False,
d12-s11,1692,0.500133,,,,,,,,,False,False,
d12-s11,1692,0.500186,,,,,,,,,False,False,
d12-s11,1692,0.500397,,,,,,,,,False,False,
d12-s11,1692,0.55,,,,,,,,,False,False,
d12-s11,1692,0.550037,,,,,,,,,False,False,
d12-s11,1692,0.550146,,,,,,,,,False,False,
d12-s11,1692,0.6,,,,,,,,,False,False,
d12-s11,1692,0.600074,,,,,,,,,False,False,
d12-s11,1692,0.60016,,,,,,,,,False,False,
d12-s11,1692,0.65,,,,,,,,,False,False,
d12-s11,1692,0.650112,,,,,,,,,False,False,
d12-s11,1692,0.650173,,,,,,,,,False,False,
d12-s11,1692,0.7,,,,,,,,,False,False,
d12-s11,1692,0.700149,,,,,,,,,False,False,
d12-s11,1692,0.700186,,,,,,,,,False,False,
d12-s11,1692,0.75,,,,,,,,,False,False,
d12-s11,1692,0.7502,,,,,,,,,False,False,
d12-s11,1692,0.799947,,,,,,,,,False,False,
d12-s11,1692,0.8,,,,,,,,,False,False,
d12-s11,1692,0.800037,,,,,,,,,False,False,
d12-s11,1692,0.84996,,,,,,,,,False,False,
d12-s11,1692,0.85,,,,,,,,,False,False,
d12-s11,1692,0.850074,,,,,,,,,False,False,
d12-s11,1692,0.899973,,,,,,,,,False,False,
d12-s11,1692,0.9,,,,,,,,,False,False,
d12-s11,1692,0.900112,,,,,,,,,False,False,
d12-s11,1692,0.949963,,,,,,,,,False,False,
d12-s11,1692,0.949987,,,,,,,,,False,False,
d12-s11,1692,0.95,,,,,,,,,False,False,
d12-s11,1692,1.0,,,,,,,,,False,False,
d12-s11,1764,0.000186,,,,,,,,,False,False,
d12-s11,1764,0.000266,,,,,,,,,False,False,
d12-s11,1764,0.000372,,,,,,,,,False,False,
d12-s11,1764,0.000397,,,,,,,,,False,False,
d12-s11,1764,0.000532,,,,,,,,,False,False,
d12-s11,1764,0.000558,,,,,,,,,False,False,
d12-s11,1764,0.000794,,,,,,,,,False,False,
d12-s11,1764,0.000798,,,,,,,,,False,False,
d12-s11,1764,0.00093,,,,,,,,,False,False,
d12-s11,1764,0.00119,,,,,,,,,False,False,
d12-s11,1764,0.00133,,,,,,,,,False,False,
d12-s11,1764,0.001674,,,,,,,,,False,False,
d12-s11,1764,0.001984,,,,,,,,,False,False,
d12-s11,1764,0.002394,,,,,,,,,False,False,
d12-s11,1764,0.003162,,,,,,,,,False,False,
d12-s11,1764,0.003571,,,,,,,,,False,False,
d12-s11,1764,0.004522,,,,,,,,,False,False,
d12-s11,1764,0.006138,,,,,,,,,False,False,
d12-s11,1764,0.006746,,,,,,,,,False,False,
d12-s11,1764,0.007626,,,,,,,,,False,False,
d12-s11,1764,0.008779,,,,,,,,,False,False,
d12-s11,1764,0.010907,,,,,,,,,False,False,
d12-s11,1764,0.012091,,,,,,,,,False,False,
d12-s11,1764,0.013095,,,,,,,,,False,False,
d12-s11,1764,0.01627,,,,,,,,,False,False,
d12-s11,1764,0.017292,,,,,,,,,False,False,
d12-s11,1764,0.023996,,,,,,,,,False,False,
d12-s11,1764,0.025794,,,,,,,,,False,False,
d12-s11,1764,0.034318,,,,,,,,,False,False,
d12-s11,1764,0.047805,,,,,,,,,False,False,
d12-s11,1764,0.050223,,,,,,,,,False,False,
d12-s11,1764,0.050279,,,,,,,,,False,False,
d12-s11,1764,0.050397,,,,,,,,,False,False,
d12-s11,1764,0.074591,,,,,,,,,False,False,
d12-s11,1764,0.10026,,,,,,,,,False,False,
d12-s11,1764,0.100293,,,,,,,,,False,False,
d12-s11,1764,0.100397,,,,,,,,,False,False,
d12-s11,1764,0.106677,,,,,,,,,False,False,
d12-s11,1764,0.150112,,,,,,,,,False,False,
d12-s11,1764,0.150306,,,,,,,,,False,False,
d12-s11,1764,0.150397,,,,,,,,,False,False,
d12-s11,1764,0.159127,,,,,,,,,False,False,
d12-s11,1764,0.200149,,,,,,,,,False,False,
d12-s11,1764,0.200319,,,,,,,,,False,False,
d12-s11,1764,0.200397,,,,,,,,,False,False,
d12-s11,1764,0.250186,,,,,,,,,False,False,
d12-s11,1764,0.250333,,,,,,,,,False,False,
d12-s11,1764,0.250397,,,,,,,,,False,False,
d12-s11,1764,0.30008,,,,,,,,,False,False,
d12-s11,1764,0.300223,,,,,,,,,False,False,
d12-s11,1764,0.300397,,,,,,,,,False,False,
d12-s11,1764,0.350074,,,,,,,,,False,False,
d12-s11,1764,0.350093,,,,,,,,,False,False,
d12-s11,1764,0.35026,,,,,,,,,False,False,
d12-s11,1764,0.350359,,,,,,,,,False,False,
d12-s11,1764,0.350397,,,,,,,,,False,False,
d12-s11,1764,0.400106,,,,,,,,,False,False,
d12-s11,1764,0.400112,,,,,,,,,False,False,
d12-s11,1764,0.400397,,,,,,,,,False,False,
d12-s11,1764,0.45012,,,,,,,,,False,False,
d12-s11,1764,0.450149,,,,,,,,,False,False,
d12-s11,1764,0.450397,,,,,,,,,False,False,
d12-s11,1764,0.500133,,,,,,,,,False,False,
d12-s11,1764,0.500186,,,,,,,,,False,False,
d12-s11,1764,0.500397,,,,,,,,,False,False,
d12-s11,1764,0.55,,,,,,,,,False,False,
d12-s11,1764,0.550037,,,,,,,,,False,False,
d12-s11,1764,0.550146,,,,,,,,,False,False,
d12-s11,1764,0.6,,,,,,,,,False,False,
d12-s11,1764,0.600074,,,,,,,,,False,False,
d12-s11,1764,0.60016,,,,,,,,,False,False,
d12-s11,1764,0.65,,,,,,,,,False,False,
d12-s11,1764,0.650112,,,,,,,,,False,False,
d12-s11,1764,0.650173,,,,,,,,,False,False,
d12-s11,1764,0.7,1.1920928955078125e-07,0.07335332450825867,0.5752178248670128,9.5367431640625e-07,158.72738317684178,11.643181246517592,0.0,,True,True,603159.6059277528
d12-s11,1764,0.700149,,,,,,,,,False,False,
d12-s11,1764,0.700186,,,,,,,,,False,False,
d12-s11,1764,0.75,,,,,,,,,False,False,
d12-s11,1764,0.7502,,,,,,,,,False,False,
d12-s11,1764,0.799947,,,,,,,,,False,False,
d12-s11,1764,0.8,,,,,,,,,False,False,
d12-s11,1764,0.800037,,,,,,,,,False,False,
d12-s11,1764,0.84996,,,,,,,,,False,False,
d12-s11,1764,0.85,,,,,,,,,False,False,
d12-s11,1764,0.850074,,,,,,,,,False,False,
d12-s11,1764,0.899973,,,,,,,,,False,False,
d12-s11,1764,0.9,,,,,,,,,False,False,
d12-s11,1764,0.900112,,,,,,,,,False,False,
d12-s11,1764,0.949963,,,,,,,,,False,False,
d12-s11,1764,0.949987,,,,,,,,,False,False,
d12-s11,1764,0.95,,,,,,,,,False,False,
d12-s11,1764,1.0,,,,,,,,,False,False,
d12-s11,1880,0.000186,,,,,,,,,False,False,
d12-s11,1880,0.000266,,,,,,,,,False,False,
d12-s11,1880,0.000372,,,,,,,,,False,False,
d12-s11,1880,0.000397,,,,,,,,,False,False,
d12-s11,1880,0.000532,,,,,,,,,False,False,
d12-s11,1880,0.000558,,,,,,,,,False,False,
d12-s11,1880,0.000794,,,,,,,,,False,False,
d12-s11,1880,0.000798,,,,,,,,,False,False,
d12-s11,1880,0.00093,,,,,,,,,False,False,
d12-s11,1880,0.00119,,,,,,,,,False,False,
d12-s11,1880,0.00133,,,,,,,,,False,False,
d12-s11,1880,0.001674,,,,,,,,,False,False,
d12-s11,1880,0.001984,,,,,,,,,False,False,
d12-s11,1880,0.002394,,,,,,,,,False,False,
d12-s11,1880,0.003162,,,,,,,,,False,False,
d12-s11,1880,0.003571,,,,,,,,,False,False,
d12-s11,1880,0.004522,,,,,,,,,False,False,
d12-s11,1880,0.006138,,,,,,,,,False,False,
d12-s11,1880,0.006746,,,,,,,,,False,False,
d12-s11,1880,0.007626,,,,,,,,,False,False,
d12-s11,1880,0.008779,,,,,,,,,False,False,
d12-s11,1880,0.010907,,,,,,,,,False,False,
d12-s11,1880,0.012091,,,,,,,,,False,False,
d12-s11,1880,0.013095,,,,,,,,,False,False,
d12-s11,1880,0.01627,,,,,,,,,False,False,
d12-s11,1880,0.017292,,,,,,,,,False,False,
d12-s11,1880,0.023996,,,,,,,,,False,False,
d12-s11,1880,0.025794,,,,,,,,,False,False,
d12-s11,1880,0.034318,,,,,,,,,False,False,
d12-s11,1880,0.047805,,,,,,,,,False,False,
d12-s11,1880,0.050223,,,,,,,,,False,False,
d12-s11,1880,0.050279,,,,,,,,,False,False,
d12-s11,1880,0.050397,,,,,,,,,False,False,
d12-s11,1880,0.074591,,,,,,,,,False,False,
d12-s11,1880,0.10026,,,,,,,,,False,False,
d12-s11,1880,0.100293,,,,,,,,,False,False,
d12-s11,1880,0.100397,,,,,,,,,False,False,
d12-s11,1880,0.106677,,,,,,,,,False,False,
d12-s11,1880,0.150112,,,,,,,,,False,False,
d12-s11,1880,0.150306,,,,,,,,,False,False,
d12-s11,1880,0.150397,,,,,,,,,False,False,
d12-s11,1880,0.159127,,,,,,,,,False,False,
d12-s11,1880,0.200149,,,,,,,,,False,False,
d12-s11,1880,0.200319,,,,,,,,,False,False,
d12-s11,1880,0.200397,,,,,,,,,False,False,
d12-s11,1880,0.250186,,,,,,,,,False,False,
d12-s11,1880,0.250333,,,,,,,,,False,False,
d12-s11,1880,0.250397,,,,,,,,,False,False,
d12-s11,1880,0.30008,,,,,,,,,False,False,
d12-s11,1880,0.300223,,,,,,,,,False,False,
d12-s11,1880,0.300397,,,,,,,,,False,False,
d12-s11,1880,0.350074,,,,,,,,,False,False,
d12-s11,1880,0.350093,,,,,,,,,False,False,
d12-s11,1880,0.35026,,,,,,,,,False,False,
d12-s11,1880,0.350359,,,,,,,,,False,False,
d12-s11,1880,0.350397,,,,,,,,,False,False,
d12-s11,1880,0.400106,,,,,,,,,False,False,
d12-s11,1880,0.400112,,,,,,,,,False,False,
d12-s11,1880,0.400397,,,,,,,,,False,False,
d12-s11,1880,0.45012,,,,,,,,,False,False,
d12-s11,1880,0.450149,,,,,,,,,False,False,
d12-s11,1880,0.450397,,,,,,,,,False,False,
d12-s11,1880,0.500133,,,,,,,,,False,False,
d12-s11,1880,0.500186,,,,,,,,,False,False,
d12-s11,1880,0.500397,,,,,,,,,False,False,
d12-s11,1880,0.55,,,,,,,,,False,False,
d12-s11,1880,0.550037,,,,,,,,,False,False,
d12-s11,1880,0.550146,,,,,,,,,False,False,
d12-s11,1880,0.6,,,,,,,,,False,False,
d12-s11,1880,0.600074,,,,,,,,,False,False,
d12-s11,1880,0.60016,,,,,,,,,False,False,
d12-s11,1880,0.65,,,,,,,,,False,False,
d12-s11,1880,0.650112,,,,,,,,,False,False,
d12-s11,1880,0.650173,,,,,,,,,False,False,
d12-s11,1880,0.7,,,,,,,,,False,False,
d12-s11,1880,0.700149,,,,,,,,,False,False,
d12-s11,1880,0.700186,,,,,,,,,False,False,
d12-s11,1880,0.75,,,,,,,,,False,False,
d12-s11,1880,0.7502,,,,,,,,,False,False,
d12-s11,1880,0.799947,,,,,,,,,False,False,
d12-s11,1880,0.8,,,,,,,,,False,False,
d12-s11,1880,0.800037,,,,,,,,,False,False,
d12-s11,1880,0.84996,,,,,,,,,False,False,
d12-s11,1880,0.85,,,,,,,,,False,False,
d12-s11,1880,0.850074,,,,,,,,,False,False,
d12-s11,1880,0.899973,,,,,,,,,False,False,
d12-s11,1880,0.9,,,,,,,,,False,False,
d12-s11,1880,0.900112,,,,,,,,,False,False,
d12-s11,1880,0.949963,,,,,,,,,False,False,
d12-s11,1880,0.949987,,,,,,,,,False,False,
d12-s11,1880,0.95,,,,,,,,,False,False,
d12-s11,1880,1.0,,,,,,,,,False,False,
d12-s11,1882,0.000186,,,,,,,,,False,False,
d12-s11,1882,0.000266,,,,,,,,,False,False,
d12-s11,1882,0.000372,,,,,,,,,False,False,
d12-s11,1882,0.000397,,,,,,,,,False,False,
d12-s11,1882,0.000532,,,,,,,,,False,False,
d12-s11,1882,0.000558,,,,,,,,,False,False,
d12-s11,1882,0.000794,,,,,,,,,False,False,
d12-s11,1882,0.000798,,,,,,,,,False,False,
d12-s11,1882,0.00093,,,,,,,,,False,False,
d12-s11,1882,0.00119,,,,,,,,,False,False,
d12-s11,1882,0.00133,,,,,,,,,False,False,
d12-s11,1882,0.001674,,,,,,,,,False,False,
d12-s11,1882,0.001984,,,,,,,,,False,False,
d12-s11,1882,0.002394,,,,,,,,,False,False,
d12-s11,1882,0.003162,,,,,,,,,False,False,
d12-s11,1882,0.003571,,,,,,,,,False,False,
d12-s11,1882,0.004522,,,,,,,,,False,False,
d12-s11,1882,0.006138,,,,,,,,,False,False,
d12-s11,1882,0.006746,,,,,,,,,False,False,
d12-s11,1882,0.007626,,,,,,,,,False,False,
d12-s11,1882,0.008779,,,,,,,,,False,False,
d12-s11,1882,0.010907,,,,,,,,,False,False,
d12-s11,1882,0.012091,,,,,,,,,False,False,
d12-s11,1882,0.013095,,,,,,,,,False,False,
d12-s11,1882,0.01627,,,,,,,,,False,False,
d12-s11,1882,0.017292,,,,,,,,,False,False,
d12-s11,1882,0.023996,,,,,,,,,False,False,
d12-s11,1882,0.025794,,,,,,,,,False,False,
d12-s11,1882,0.034318,,,,,,,,,False,False,
d12-s11,1882,0.047805,,,,,,,,,False,False,
d12-s11,1882,0.050223,,,,,,,,,False,False,
d12-s11,1882,0.050279,,,,,,,,,False,False,
d12-s11,1882,0.050397,,,,,,,,,False,False,
