run,depth,seed,segment,arm,metric,family,direction,step,progress,value,estimator_id,dtype
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_update,e_sym,update,1261,0.5003968253968254,2.4672426711862636e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_update,e_lin,update,1261,0.5003968253968254,7.382491475523414e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_update,verdict_code,update,1261,0.5003968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_random,e_sym,random,1261,0.5003968253968254,0.009041666993766547,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_random,e_lin,random,1261,0.5003968253968254,0.010970715582874982,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_random,verdict_code,random,1261,0.5003968253968254,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_gradient,e_sym,gradient,1261,0.5003968253968254,0.002650686023432727,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_gradient,e_lin,gradient,1261,0.5003968253968254,0.00541701153855676,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_gradient,verdict_code,gradient,1261,0.5003968253968254,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_update,e_sym,update,1261,0.5003968253968254,1.97083242636275e-05,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_update,e_lin,update,1261,0.5003968253968254,0.010148588556873082,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_update,verdict_code,update,1261,0.5003968253968254,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_random,e_sym,random,1386,0.55,1.4901980605926098e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_random,e_lin,random,1386,0.55,8.24075008557661e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_random,verdict_code,random,1386,0.55,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,1386,0.55,2.2192630989876388e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,1386,0.55,4.837560532709094e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,1386,0.55,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_update,e_sym,update,1386,0.55,2.84063378460858e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_update,e_lin,update,1386,0.55,7.582421823736155e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_update,verdict_code,update,1386,0.55,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_random,e_sym,random,1386,0.55,0.014086313894969917,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_random,e_lin,random,1386,0.55,0.011279379124896552,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_random,verdict_code,random,1386,0.55,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_gradient,e_sym,gradient,1386,0.55,0.0003792824055705829,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_gradient,e_lin,gradient,1386,0.55,0.0052456406425940615,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_gradient,verdict_code,gradient,1386,0.55,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_update,e_sym,update,1386,0.55,0.02732999270568068,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_update,e_lin,update,1386,0.55,0.010410540735443383,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_update,verdict_code,update,1386,0.55,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_random,e_sym,random,1512,0.6,6.229512198118226e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_random,e_lin,random,1512,0.6,8.320341412579012e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_random,verdict_code,random,1512,0.6,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,1512,0.6,1.49004702241773e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,1512,0.6,4.4749787277018336e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,1512,0.6,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_update,e_sym,update,1512,0.6,4.6937093946590724e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_update,e_lin,update,1512,0.6,7.499916087999571e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_update,verdict_code,update,1512,0.6,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_random,e_sym,random,1512,0.6,0.0022090841831664005,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_random,e_lin,random,1512,0.6,0.011902601170331642,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_random,verdict_code,random,1512,0.6,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_gradient,e_sym,gradient,1512,0.6,0.011338847625046822,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_gradient,e_lin,gradient,1512,0.6,0.004962090955072302,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_gradient,verdict_code,gradient,1512,0.6,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_update,e_sym,update,1512,0.6,0.011970655038901752,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_update,e_lin,update,1512,0.6,0.010222764790251323,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_update,verdict_code,update,1512,0.6,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_random,e_sym,random,1638,0.65,9.004792977846715e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_random,e_lin,random,1638,0.65,8.447523363976371e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_random,verdict_code,random,1638,0.65,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,1638,0.65,3.4503664552826007e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,1638,0.65,4.7049382398509707e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,1638,0.65,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_update,e_sym,update,1638,0.65,7.79164892684076e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_update,e_lin,update,1638,0.65,7.237206584768446e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_update,verdict_code,update,1638,0.65,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_random,e_sym,random,1638,0.65,0.015910340923864303,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_random,e_lin,random,1638,0.65,0.011119470583738683,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_random,verdict_code,random,1638,0.65,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_gradient,e_sym,gradient,1638,0.65,0.011455924483731719,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_gradient,e_lin,gradient,1638,0.65,0.005108535046874809,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_gradient,verdict_code,gradient,1638,0.65,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_update,e_sym,update,1638,0.65,0.0074760233117676395,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_update,e_lin,update,1638,0.65,0.009829979034860301,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_update,verdict_code,update,1638,0.65,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_random,e_sym,random,1764,0.7,3.0931474385765465e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_random,e_lin,random,1764,0.7,7.67161871302813e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_random,verdict_code,random,1764,0.7,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,1764,0.7,4.903525260547684e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,1764,0.7,4.876485913237831e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,1764,0.7,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_update,e_sym,update,1764,0.7,3.06855150221642e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_update,e_lin,update,1764,0.7,7.342982620842015e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_update,verdict_code,update,1764,0.7,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_random,e_sym,random,1764,0.7,0.020008751193629364,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_random,e_lin,random,1764,0.7,0.011428026235270486,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_random,verdict_code,random,1764,0.7,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_gradient,e_sym,gradient,1764,0.7,0.002390772490846288,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_gradient,e_lin,gradient,1764,0.7,0.005223511518775698,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_gradient,verdict_code,gradient,1764,0.7,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_update,e_sym,update,1764,0.7,0.034330182116211534,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_update,e_lin,update,1764,0.7,0.010400927948684916,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_update,verdict_code,update,1764,0.7,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_random,e_sym,random,1890,0.75,5.066853541660585e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_random,e_lin,random,1890,0.75,8.841981190117986e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_random,verdict_code,random,1890,0.75,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,1890,0.75,9.780403801093006e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,1890,0.75,4.856949007669436e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,1890,0.75,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_update,e_sym,update,1890,0.75,2.0274765293467777e-05,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_update,e_lin,update,1890,0.75,9.006999284189587e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_update,verdict_code,update,1890,0.75,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_random,e_sym,random,1890,0.75,0.0027168608590745894,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_random,e_lin,random,1890,0.75,0.01123506450014709,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_random,verdict_code,random,1890,0.75,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_gradient,e_sym,gradient,1890,0.75,0.000845670268121038,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_gradient,e_lin,gradient,1890,0.75,0.005618086793093201,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_gradient,verdict_code,gradient,1890,0.75,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_update,e_sym,update,1890,0.75,0.03970742379150916,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_update,e_lin,update,1890,0.75,0.01109042934706535,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_update,verdict_code,update,1890,0.75,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_random,e_sym,random,2016,0.8,1.5788894757818377e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_random,e_lin,random,2016,0.8,8.545776053794198e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_random,verdict_code,random,2016,0.8,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,2016,0.8,1.3599940071660159e-05,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,2016,0.8,5.001805547360983e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,2016,0.8,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_update,e_sym,update,2016,0.8,9.905693996921902e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_update,e_lin,update,2016,0.8,7.810769382626201e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_update,verdict_code,update,2016,0.8,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_random,e_sym,random,2016,0.8,0.015538787395030347,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_random,e_lin,random,2016,0.8,0.01174180193643421,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_random,verdict_code,random,2016,0.8,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_gradient,e_sym,gradient,2016,0.8,0.02630229440575002,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_gradient,e_lin,gradient,2016,0.8,0.005687856493450229,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_gradient,verdict_code,gradient,2016,0.8,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_update,e_sym,update,2016,0.8,0.004368913039486381,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_update,e_lin,update,2016,0.8,0.010614570358128048,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_update,verdict_code,update,2016,0.8,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_random,e_sym,random,2142,0.85,3.9309075457891955e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_random,e_lin,random,2142,0.85,8.404641547734207e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_random,verdict_code,random,2142,0.85,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,2142,0.85,7.70580056347515e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,2142,0.85,4.984818823752212e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,2142,0.85,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_update,e_sym,update,2142,0.85,4.408081321367983e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_lin_update,e_lin,update,2142,0.85,8.099160931181421e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/verdict_code_update,verdict_code,update,2142,0.85,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_random,e_sym,random,2142,0.85,0.052329842270963586,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_random,e_lin,random,2142,0.85,0.011266524431355058,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_random,verdict_code,random,2142,0.85,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_gradient,e_sym,gradient,2142,0.85,0.04713549515216476,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_gradient,e_lin,gradient,2142,0.85,0.005563782804512886,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_gradient,verdict_code,gradient,2142,0.85,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_sym_update,e_sym,update,2142,0.85,0.0002663506658302846,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/e_lin_update,e_lin,update,2142,0.85,0.011225072257364454,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,native,curvature/verdict_code_update,verdict_code,update,2142,0.85,2.0,,torch.bfloat16
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,shadow_fp32,curvature/e_sym_random,e_sym,random,2268,0.9,2.630804564498967e-07,hvp-shadow-fp32-ieee-v1,torch.float32
