run,step,progress,slice,cos_with_nominal,sq_norm
d12-s11,202,0.08015873015873017,3,0.5994834213458649,0.3182287812232971
d12-s11,202,0.08015873015873017,4,0.598119100874679,0.26919007301330566
d12-s11,202,0.08015873015873017,5,0.4843772588470284,0.2485920786857605
d12-s11,202,0.08015873015873017,6,0.6584206859652816,0.3252352774143219
d12-s11,202,0.08015873015873017,7,0.6128621475523846,0.2808286249637604
d12-s11,303,0.12023809523809524,0,0.4387361624778822,0.21497617661952972
d12-s11,303,0.12023809523809524,1,0.4201904015667488,0.19523827731609344
d12-s11,303,0.12023809523809524,2,0.5142200237928092,0.22775910794734955
d12-s11,303,0.12023809523809524,3,0.5155990550664161,0.2213905304670334
d12-s11,303,0.12023809523809524,4,0.566838671583612,0.24938476085662842
d12-s11,303,0.12023809523809524,5,0.5377488010232513,0.2837027609348297
d12-s11,303,0.12023809523809524,6,0.5652012238092272,0.3592979907989502
d12-s11,303,0.12023809523809524,7,0.48692813580590216,0.23693513870239258
d12-s11,404,0.16031746031746033,0,0.633106541092721,0.27537116408348083
d12-s11,404,0.16031746031746033,1,0.5731968984764605,0.2533847987651825
d12-s11,404,0.16031746031746033,2,0.6083527542351777,0.27262410521507263
d12-s11,404,0.16031746031746033,3,0.6248849080927096,0.2755453884601593
d12-s11,404,0.16031746031746033,4,0.6030924215901118,0.30436190962791443
d12-s11,404,0.16031746031746033,5,0.49589344089547793,0.23134756088256836
d12-s11,404,0.16031746031746033,6,0.5968286393808393,0.25443235039711
d12-s11,404,0.16031746031746033,7,0.5606821333384525,0.24226000905036926
d12-s11,505,0.2003968253968254,0,0.48156840624330943,0.17989549040794373
d12-s11,505,0.2003968253968254,1,0.49793367788199844,0.193451389670372
d12-s11,505,0.2003968253968254,2,0.5349311173931194,0.20489491522312164
d12-s11,505,0.2003968253968254,3,0.5051712881492116,0.1888061910867691
d12-s11,505,0.2003968253968254,4,0.5132053073447783,0.21928614377975464
d12-s11,505,0.2003968253968254,5,0.5272690185054024,0.21294279396533966
d12-s11,505,0.2003968253968254,6,0.4723022030697792,0.19740888476371765
d12-s11,505,0.2003968253968254,7,0.5170099142241926,0.1985977441072464
d12-s11,606,0.24047619047619048,0,0.5547982860112712,0.23467816412448883
d12-s11,606,0.24047619047619048,1,0.5822206248270261,0.23694083094596863
d12-s11,606,0.24047619047619048,2,0.5061091913976827,0.2105170339345932
d12-s11,606,0.24047619047619048,3,0.5020636209822753,0.18662260472774506
d12-s11,606,0.24047619047619048,4,0.5746935191757885,0.22009356319904327
d12-s11,606,0.24047619047619048,5,0.5114916818748958,0.1747066080570221
d12-s11,606,0.24047619047619048,6,0.554832098907531,0.20938852429389954
d12-s11,606,0.24047619047619048,7,0.5528739146842383,0.22047853469848633
d12-s11,707,0.28055555555555556,0,0.6481050288277371,0.292272686958313
d12-s11,707,0.28055555555555556,1,0.5685649360547713,0.2625231146812439
d12-s11,707,0.28055555555555556,2,0.6672789452330062,0.3666142523288727
d12-s11,707,0.28055555555555556,3,0.6486590731698862,0.34319862723350525
d12-s11,707,0.28055555555555556,4,0.599553026929062,0.27490493655204773
d12-s11,707,0.28055555555555556,5,0.6104981376740822,0.2771253287792206
d12-s11,707,0.28055555555555556,6,0.6556013320635701,0.3122712969779968
d12-s11,707,0.28055555555555556,7,0.5110821635204384,0.21101413667201996
d12-s11,808,0.32063492063492066,0,0.5782898009140719,0.2549416422843933
d12-s11,808,0.32063492063492066,1,0.5923976478685596,0.2805106043815613
d12-s11,808,0.32063492063492066,2,0.5637306174180318,0.25191569328308105
d12-s11,808,0.32063492063492066,3,0.5702055792303048,0.23474712669849396
d12-s11,808,0.32063492063492066,4,0.5336370287931612,0.23103906214237213
d12-s11,808,0.32063492063492066,5,0.48333197311866427,0.2477126121520996
d12-s11,808,0.32063492063492066,6,0.5302686305380288,0.24388433992862701
d12-s11,808,0.32063492063492066,7,0.5514670123438141,0.22873041033744812
d12-s11,909,0.3607142857142857,0,0.5908675887747885,0.34726065397262573
d12-s11,909,0.3607142857142857,1,0.5023426814321391,0.28054943680763245
d12-s11,909,0.3607142857142857,2,0.5068350022958953,0.31026485562324524
d12-s11,909,0.3607142857142857,3,0.5179436514755887,0.2688019573688507
d12-s11,909,0.3607142857142857,4,0.5313861090819878,0.2993932366371155
d12-s11,909,0.3607142857142857,5,0.533886859180007,0.2799013555049896
d12-s11,909,0.3607142857142857,6,0.5535562936354281,0.29410117864608765
d12-s11,909,0.3607142857142857,7,0.5946642529533265,0.46775636076927185
d12-s11,1010,0.4007936507936508,0,0.5731792806046166,0.3411283493041992
d12-s11,1010,0.4007936507936508,1,0.6086017165370923,0.3496229946613312
d12-s11,1010,0.4007936507936508,2,0.5624600577713242,0.4598252773284912
d12-s11,1010,0.4007936507936508,3,0.5715094684771991,0.40981292724609375
d12-s11,1010,0.4007936507936508,4,0.5248448067189893,0.34381991624832153
d12-s11,1010,0.4007936507936508,5,0.5667601766566082,0.36014002561569214
d12-s11,1010,0.4007936507936508,6,0.5494414958070025,0.3004654347896576
d12-s11,1010,0.4007936507936508,7,0.5314087125959596,0.34047621488571167
d12-s11,1111,0.44087301587301586,0,0.5212698266387016,0.35079559683799744
d12-s11,1111,0.44087301587301586,1,0.5298325823481531,0.3475506901741028
d12-s11,1111,0.44087301587301586,2,0.49289816659467234,0.4356151819229126
d12-s11,1111,0.44087301587301586,3,0.5488321275425959,0.4025028645992279
d12-s11,1111,0.44087301587301586,4,0.5879576823913394,0.3913063108921051
d12-s11,1111,0.44087301587301586,5,0.5423947508283746,0.326466828584671
d12-s11,1111,0.44087301587301586,6,0.5549615314270423,0.4218684732913971
d12-s11,1111,0.44087301587301586,7,0.5075835296889892,0.3425506055355072
d12-s11,1212,0.48095238095238096,0,0.5478554840742138,0.5471298694610596
d12-s11,1212,0.48095238095238096,1,0.5493787281935497,0.504635214805603
d12-s11,1212,0.48095238095238096,2,0.5386923724918307,0.4804946184158325
d12-s11,1212,0.48095238095238096,3,0.5246857195313446,0.3807865381240845
d12-s11,1212,0.48095238095238096,4,0.5821482646682358,0.41775941848754883
d12-s11,1212,0.48095238095238096,5,0.5775699994436416,0.46783682703971863
d12-s11,1212,0.48095238095238096,6,0.5595345683126459,0.44648733735084534
d12-s11,1212,0.48095238095238096,7,0.5755325289843902,0.5594190359115601
d12-s11,1313,0.5210317460317461,0,0.5251205336649758,0.44704198837280273
d12-s11,1313,0.5210317460317461,1,0.5567707375498187,0.47895199060440063
d12-s11,1313,0.5210317460317461,2,0.4881686252015823,0.46769577264785767
d12-s11,1313,0.5210317460317461,3,0.46910968790936936,0.49480924010276794
d12-s11,1313,0.5210317460317461,4,0.5670544996446126,0.4406805634498596
d12-s11,1313,0.5210317460317461,5,0.47694155734420635,0.4137805104255676
d12-s11,1313,0.5210317460317461,6,0.41776755289419254,0.4115414321422577
d12-s11,1313,0.5210317460317461,7,0.5596114677910817,0.4746319651603699
d12-s11,1414,0.5611111111111111,0,0.5612719797882073,0.4581257104873657
d12-s11,1414,0.5611111111111111,1,0.47125791438800535,0.4120493531227112
d12-s11,1414,0.5611111111111111,2,0.457250040508698,0.504155158996582
d12-s11,1414,0.5611111111111111,3,0.5393669030081519,0.4887346625328064
d12-s11,1414,0.5611111111111111,4,0.5312458146603946,0.516264796257019
d12-s11,1414,0.5611111111111111,5,0.3826108234487209,0.4216928482055664
d12-s11,1414,0.5611111111111111,6,0.533974738989763,0.47363874316215515
d12-s11,1414,0.5611111111111111,7,0.5265201189556732,0.46794068813323975
d12-s11,1515,0.6011904761904762,0,0.4371375679653678,0.5360667109489441
d12-s11,1515,0.6011904761904762,1,0.5331400866704935,0.5456976890563965
d12-s11,1515,0.6011904761904762,2,0.47391498630253964,0.4657134711742401
d12-s11,1515,0.6011904761904762,3,0.5943248911638763,0.646520733833313
d12-s11,1515,0.6011904761904762,4,0.49590679860381653,0.49868497252464294
d12-s11,1515,0.6011904761904762,5,0.5358251918126775,0.4522143304347992
d12-s11,1515,0.6011904761904762,6,0.5262842927952595,0.5037720799446106
d12-s11,1515,0.6011904761904762,7,0.5577165602304602,0.5101887583732605
d12-s11,1616,0.6412698412698413,0,0.5573252316078069,0.635570228099823
d12-s11,1616,0.6412698412698413,1,0.4919997515474703,0.5425428748130798
d12-s11,1616,0.6412698412698413,2,0.5320639584283068,0.5660993456840515
d12-s11,1616,0.6412698412698413,3,0.4976266111778372,0.5017212629318237
d12-s11,1616,0.6412698412698413,4,0.5442161805179231,0.540134608745575
d12-s11,1616,0.6412698412698413,5,0.47170466078145823,0.5172438025474548
d12-s11,1616,0.6412698412698413,6,0.46696291842569354,0.6093276143074036
d12-s11,1616,0.6412698412698413,7,0.41166383212766877,0.5171371102333069
d12-s11,1717,0.6813492063492064,0,0.4937843972387447,0.6129907369613647
d12-s11,1717,0.6813492063492064,1,0.46096275200131226,0.6518222093582153
d12-s11,1717,0.6813492063492064,2,0.4561020318604115,0.5965743660926819
d12-s11,1717,0.6813492063492064,3,0.4149464706996817,0.5668643712997437
d12-s11,1717,0.6813492063492064,4,0.41549505287299854,0.4532184302806854
d12-s11,1717,0.6813492063492064,5,0.4261043892555928,0.5031446814537048
d12-s11,1717,0.6813492063492064,6,0.4178214171633544,0.4939011335372925
d12-s11,1717,0.6813492063492064,7,0.42569831030582805,0.5405457019805908
d12-s11,1818,0.7214285714285714,0,0.4165421227263086,0.5647332668304443
d12-s11,1818,0.7214285714285714,1,0.4961211107140132,0.5828598737716675
d12-s11,1818,0.7214285714285714,2,0.45711319578463083,0.5099697709083557
d12-s11,1818,0.7214285714285714,3,0.49820556007978406,0.6114750504493713
d12-s11,1818,0.7214285714285714,4,0.4750538485697224,0.6098597049713135
d12-s11,1818,0.7214285714285714,5,0.42088745036404196,0.5336607098579407
d12-s11,1818,0.7214285714285714,6,0.44917583765201163,0.48055434226989746
d12-s11,1818,0.7214285714285714,7,0.4837747479156197,0.5969802737236023
d12-s11,1919,0.7615079365079365,0,0.3676555328962063,0.4867112636566162
d12-s11,1919,0.7615079365079365,1,0.45975167736332606,0.5585848689079285
d12-s11,1919,0.7615079365079365,2,0.3526755827572071,0.4855644404888153
d12-s11,1919,0.7615079365079365,3,0.38687234925031017,0.6670114398002625
d12-s11,1919,0.7615079365079365,4,0.39492179868095384,0.6161639094352722
d12-s11,1919,0.7615079365079365,5,0.40037607419766474,0.5368101000785828
d12-s11,1919,0.7615079365079365,6,0.41969186493690686,0.5491552352905273
d12-s11,1919,0.7615079365079365,7,0.3701860146010338,0.5471314191818237
d12-s11,2020,0.8015873015873016,0,0.4421400124968918,0.6040083765983582
d12-s11,2020,0.8015873015873016,1,0.3229572727412115,0.5086368918418884
d12-s11,2020,0.8015873015873016,2,0.32121501009510967,0.5142602324485779
d12-s11,2020,0.8015873015873016,3,0.34511770822665894,0.5375638604164124
d12-s11,2020,0.8015873015873016,4,0.4453173013328491,1.0182878971099854
d12-s11,2020,0.8015873015873016,5,0.4389089055490715,0.6534081697463989
d12-s11,2020,0.8015873015873016,6,0.39612324442154856,0.5017126202583313
d12-s11,2020,0.8015873015873016,7,0.44186938659151187,0.5505431890487671
d12-s11,2121,0.8416666666666667,0,0.3622755578904255,0.5118473768234253
d12-s11,2121,0.8416666666666667,1,0.3728355386309065,0.4965139627456665
d12-s11,2121,0.8416666666666667,2,0.437016206389855,0.4692639708518982
d12-s11,2121,0.8416666666666667,3,0.40006890037235143,0.4809141755104065
d12-s11,2121,0.8416666666666667,4,0.44522272023790666,0.5121156573295593
d12-s11,2121,0.8416666666666667,5,0.4069111974672141,0.5166764259338379
