run,probe,step,d_probe,progress,batch/bos_count,batch/mean_segment_length
d12-s10,5c54f16c,607,-0.0658257007598877,0.24087301587301588,991.3960396039604,529.4407155295233
d12-s10,5c54f16c,708,-0.038002967834472656,0.28095238095238095,991.1485148514852,529.4943825137975
d12-s10,5c54f16c,809,-0.029366016387939453,0.32103174603174606,991.6534653465346,529.2828521655681
d12-s10,5c54f16c,910,-0.028395652770996094,0.3611111111111111,992.2871287128713,528.9514787215661
d12-s10,5c54f16c,1011,-0.029865264892578125,0.4011904761904762,992.0990099009902,528.999616811943
d12-s10,5c54f16c,1112,-0.03562593460083008,0.44126984126984126,993.1089108910891,528.5287016629775
d12-s10,5c54f16c,1213,-0.033370256423950195,0.48134920634920636,997.9306930693069,525.9040653525512
d12-s10,5c54f16c,1314,-0.030503511428833008,0.5214285714285715,995.6138613861386,527.1211390598687
d12-s10,5c54f16c,1415,-0.02337026596069336,0.5615079365079365,994.4851485148515,527.823683088114
d12-s10,5c54f16c,1516,-0.027358055114746094,0.6015873015873016,990.2673267326733,530.0248656743486
d12-s10,5c54f16c,1617,-0.022119998931884766,0.6416666666666667,993.0693069306931,528.5623113316474
d12-s10,5c54f16c,1718,-0.022536039352416992,0.6817460317460318,990.0297029702971,530.1988324221054
d12-s10,5c54f16c,1819,-0.02497696876525879,0.7218253968253968,998.7722772277227,525.597044134019
d12-s10,5c54f16c,1920,-0.022305727005004883,0.7619047619047619,995.990099009901,526.9554782074508
d12-s10,5c54f16c,2021,-0.015409231185913086,0.801984126984127,994.7920792079208,527.59407563545
d12-s10,5c54f16c,2122,-0.02649092674255371,0.8420634920634921,990.7623762376238,529.8216359147448
d12-s10,5c54f16c,2223,-0.014772653579711914,0.8821428571428571,988.7821782178218,530.7903141797954
d12-s10,5c54f16c,2324,-0.014109134674072266,0.9222222222222223,992.4158415841584,528.9174565621928
d12-s10,5c54f16c,2425,-0.009841442108154297,0.9623015873015873,990.4752475247525,529.8369937401567
d12-s11,066a03cc,102,-5.573311805725098,0.04047619047619048,1018.4455445544554,516.1948427606304
d12-s11,066a03cc,203,-0.9156680107116699,0.08055555555555556,993.3564356435644,528.3665155741508
d12-s11,066a03cc,304,-0.24210405349731445,0.12063492063492064,991.990099009901,528.9919452170379
d12-s11,066a03cc,405,-0.10590267181396484,0.16071428571428573,989.960396039604,530.1616236005084
d12-s11,066a03cc,506,-0.09926557540893555,0.2007936507936508,989.5742574257425,530.3414345676053
d12-s11,066a03cc,607,-0.059592485427856445,0.24087301587301588,991.3960396039604,529.4407155295233
d12-s11,066a03cc,708,-0.03505730628967285,0.28095238095238095,991.1485148514852,529.4943825137975
d12-s11,066a03cc,809,-0.040233612060546875,0.32103174603174606,991.6534653465346,529.2828521655681
d12-s11,066a03cc,910,-0.015644073486328125,0.3611111111111111,992.2871287128713,528.9514787215661
d12-s11,066a03cc,1011,-0.04145216941833496,0.4011904761904762,992.0990099009902,528.999616811943
d12-s11,066a03cc,1112,-0.03218197822570801,0.44126984126984126,993.1089108910891,528.5287016629775
d12-s11,066a03cc,1213,-0.026719093322753906,0.48134920634920636,997.9306930693069,525.9040653525512
d12-s11,066a03cc,1314,-0.0359799861907959,0.5214285714285715,995.6138613861386,527.1211390598687
d12-s11,066a03cc,1415,-0.02595067024230957,0.5615079365079365,994.4851485148515,527.823683088114
d12-s11,066a03cc,1516,-0.02434825897216797,0.6015873015873016,990.2673267326733,530.0248656743486
d12-s11,066a03cc,1617,-0.03214693069458008,0.6416666666666667,993.0693069306931,528.5623113316474
d12-s11,066a03cc,1718,-0.012266874313354492,0.6817460317460318,990.0297029702971,530.1988324221054
d12-s11,066a03cc,1819,-0.0253751277923584,0.7218253968253968,998.7722772277227,525.597044134019
d12-s11,066a03cc,1920,-0.021395206451416016,0.7619047619047619,995.990099009901,526.9554782074508
d12-s11,066a03cc,2021,-0.018474578857421875,0.801984126984127,994.7920792079208,527.59407563545
d12-s11,066a03cc,2122,-0.021566390991210938,0.8420634920634921,990.7623762376238,529.8216359147448
d12-s11,066a03cc,2223,-0.018384933471679688,0.8821428571428571,988.7821782178218,530.7903141797954
d12-s11,066a03cc,2324,-0.01211690902709961,0.9222222222222223,992.4158415841584,528.9174565621928
d12-s11,066a03cc,2425,-0.013452291488647461,0.9623015873015873,990.4752475247525,529.8369937401567
d12-s11,5c54f16c,102,-5.685199737548828,0.04047619047619048,1018.4455445544554,516.1948427606304
d12-s11,5c54f16c,203,-0.9090890884399414,0.08055555555555556,993.3564356435644,528.3665155741508
d12-s11,5c54f16c,304,-0.24735641479492188,0.12063492063492064,991.990099009901,528.9919452170379
d12-s11,5c54f16c,405,-0.09048843383789062,0.16071428571428573,989.960396039604,530.1616236005084
d12-s11,5c54f16c,506,-0.09143877029418945,0.2007936507936508,989.5742574257425,530.3414345676053
d12-s11,5c54f16c,607,-0.06851577758789062,0.24087301587301588,991.3960396039604,529.4407155295233
d12-s11,5c54f16c,708,-0.03625965118408203,0.28095238095238095,991.1485148514852,529.4943825137975
d12-s11,5c54f16c,809,-0.040865421295166016,0.32103174603174606,991.6534653465346,529.2828521655681
d12-s11,5c54f16c,910,-0.01619410514831543,0.3611111111111111,992.2871287128713,528.9514787215661
d12-s11,5c54f16c,1011,-0.04841732978820801,0.4011904761904762,992.0990099009902,528.999616811943
d12-s11,5c54f16c,1112,-0.02856588363647461,0.44126984126984126,993.1089108910891,528.5287016629775
d12-s11,5c54f16c,1213,-0.03167843818664551,0.48134920634920636,997.9306930693069,525.9040653525512
d12-s11,5c54f16c,1314,-0.035558223724365234,0.5214285714285715,995.6138613861386,527.1211390598687
d12-s11,5c54f16c,1415,-0.024045467376708984,0.5615079365079365,994.4851485148515,527.823683088114
d12-s11,5c54f16c,1516,-0.023585081100463867,0.6015873015873016,990.2673267326733,530.0248656743486
d12-s11,5c54f16c,1617,-0.02831292152404785,0.6416666666666667,993.0693069306931,528.5623113316474
d12-s11,5c54f16c,1718,-0.02151775360107422,0.6817460317460318,990.0297029702971,530.1988324221054
d12-s11,5c54f16c,1819,-0.01891613006591797,0.7218253968253968,998.7722772277227,525.597044134019
d12-s11,5c54f16c,1920,-0.021178722381591797,0.7619047619047619,995.990099009901,526.9554782074508
d12-s11,5c54f16c,2021,-0.02213120460510254,0.801984126984127,994.7920792079208,527.59407563545
d12-s11,5c54f16c,2122,-0.02568960189819336,0.8420634920634921,990.7623762376238,529.8216359147448
d12-s11,5c54f16c,2223,-0.017370223999023438,0.8821428571428571,988.7821782178218,530.7903141797954
d12-s11,5c54f16c,2324,-0.012569189071655273,0.9222222222222223,992.4158415841584,528.9174565621928
d12-s11,5c54f16c,2425,-0.011185407638549805,0.9623015873015873,990.4752475247525,529.8369937401567
d12-s7,066a03cc,102,-5.696752071380615,0.04047619047619048,1018.4455445544554,516.1948427606304
d12-s7,066a03cc,203,-0.8462104797363281,0.08055555555555556,993.3564356435644,528.3665155741508
d12-s7,066a03cc,304,-0.21670913696289062,0.12063492063492064,991.990099009901,528.9919452170379
d12-s7,066a03cc,405,-0.09817290306091309,0.16071428571428573,989.960396039604,530.1616236005084
d12-s7,066a03cc,506,-0.09049582481384277,0.2007936507936508,989.5742574257425,530.3414345676053
d12-s7,066a03cc,607,-0.06226015090942383,0.24087301587301588,991.3960396039604,529.4407155295233
d12-s7,066a03cc,708,-0.028929471969604492,0.28095238095238095,991.1485148514852,529.4943825137975
d12-s7,066a03cc,809,-0.03135871887207031,0.32103174603174606,991.6534653465346,529.2828521655681
d12-s7,066a03cc,910,-0.024314165115356445,0.3611111111111111,992.2871287128713,528.9514787215661
d12-s7,066a03cc,1011,-0.040467262268066406,0.4011904761904762,992.0990099009902,528.999616811943
d12-s7,066a03cc,1112,-0.03915262222290039,0.44126984126984126,993.1089108910891,528.5287016629775
d12-s7,066a03cc,1213,-0.024790525436401367,0.48134920634920636,997.9306930693069,525.9040653525512
d12-s7,066a03cc,1314,-0.032837629318237305,0.5214285714285715,995.6138613861386,527.1211390598687
d12-s7,066a03cc,1415,-0.02687239646911621,0.5615079365079365,994.4851485148515,527.823683088114
d12-s7,066a03cc,1516,-0.01992058753967285,0.6015873015873016,990.2673267326733,530.0248656743486
d12-s7,066a03cc,1617,-0.0322568416595459,0.6416666666666667,993.0693069306931,528.5623113316474
d12-s7,066a03cc,1718,-0.019669294357299805,0.6817460317460318,990.0297029702971,530.1988324221054
d12-s7,066a03cc,1819,-0.02899622917175293,0.7218253968253968,998.7722772277227,525.597044134019
d12-s7,066a03cc,1920,-0.021506071090698242,0.7619047619047619,995.990099009901,526.9554782074508
d12-s7,066a03cc,2021,-0.015005111694335938,0.801984126984127,994.7920792079208,527.59407563545
d12-s7,066a03cc,2122,-0.021277427673339844,0.8420634920634921,990.7623762376238,529.8216359147448
d12-s7,066a03cc,2223,-0.018092870712280273,0.8821428571428571,988.7821782178218,530.7903141797954
d12-s7,066a03cc,2324,-0.012638568878173828,0.9222222222222223,992.4158415841584,528.9174565621928
d12-s7,066a03cc,2425,-0.013771295547485352,0.9623015873015873,990.4752475247525,529.8369937401567
d12-s7,5c54f16c,102,-5.82333517074585,0.04047619047619048,1018.4455445544554,516.1948427606304
d12-s7,5c54f16c,203,-0.8206119537353516,0.08055555555555556,993.3564356435644,528.3665155741508
d12-s7,5c54f16c,304,-0.2104969024658203,0.12063492063492064,991.990099009901,528.9919452170379
d12-s7,5c54f16c,405,-0.09569334983825684,0.16071428571428573,989.960396039604,530.1616236005084
d12-s7,5c54f16c,506,-0.0901329517364502,0.2007936507936508,989.5742574257425,530.3414345676053
d12-s7,5c54f16c,607,-0.05841994285583496,0.24087301587301588,991.3960396039604,529.4407155295233
d12-s7,5c54f16c,708,-0.03493642807006836,0.28095238095238095,991.1485148514852,529.4943825137975
d12-s7,5c54f16c,809,-0.03188157081604004,0.32103174603174606,991.6534653465346,529.2828521655681
d12-s7,5c54f16c,910,-0.025298118591308594,0.3611111111111111,992.2871287128713,528.9514787215661
d12-s7,5c54f16c,1011,-0.03457784652709961,0.4011904761904762,992.0990099009902,528.999616811943
d12-s7,5c54f16c,1112,-0.03733539581298828,0.44126984126984126,993.1089108910891,528.5287016629775
d12-s7,5c54f16c,1213,-0.03578925132751465,0.48134920634920636,997.9306930693069,525.9040653525512
d12-s7,5c54f16c,1314,-0.029779434204101562,0.5214285714285715,995.6138613861386,527.1211390598687
d12-s7,5c54f16c,1415,-0.017542600631713867,0.5615079365079365,994.4851485148515,527.823683088114
d12-s7,5c54f16c,1516,-0.033380746841430664,0.6015873015873016,990.2673267326733,530.0248656743486
d12-s7,5c54f16c,1617,-0.02415919303894043,0.6416666666666667,993.0693069306931,528.5623113316474
d12-s7,5c54f16c,1718,-0.021662473678588867,0.6817460317460318,990.0297029702971,530.1988324221054
d12-s7,5c54f16c,1819,-0.017861127853393555,0.7218253968253968,998.7722772277227,525.597044134019
d12-s7,5c54f16c,1920,-0.024706125259399414,0.7619047619047619,995.990099009901,526.9554782074508
d12-s7,5c54f16c,2021,-0.020059823989868164,0.801984126984127,994.7920792079208,527.59407563545
d12-s7,5c54f16c,2122,-0.02486419677734375,0.8420634920634921,990.7623762376238,529.8216359147448
d12-s7,5c54f16c,2223,-0.014750003814697266,0.8821428571428571,988.7821782178218,530.7903141797954
d12-s7,5c54f16c,2324,-0.013056516647338867,0.9222222222222223,992.4158415841584,528.9174565621928
d12-s7,5c54f16c,2425,-0.01252293586730957,0.9623015873015873,990.4752475247525,529.8369937401567
d12-s8,066a03cc,102,-5.671741485595703,0.04047619047619048,1018.4455445544554,516.1948427606304
d12-s8,066a03cc,203,-0.8643193244934082,0.08055555555555556,993.3564356435644,528.3665155741508
d12-s8,066a03cc,304,-0.21889758110046387,0.12063492063492064,991.990099009901,528.9919452170379
d12-s8,066a03cc,405,-0.1078794002532959,0.16071428571428573,989.960396039604,530.1616236005084
d12-s8,066a03cc,506,-0.0877687931060791,0.2007936507936508,989.5742574257425,530.3414345676053
d12-s8,066a03cc,607,-0.05499839782714844,0.24087301587301588,991.3960396039604,529.4407155295233
d12-s8,066a03cc,708,-0.03208136558532715,0.28095238095238095,991.1485148514852,529.4943825137975
d12-s8,066a03cc,809,-0.040212154388427734,0.32103174603174606,991.6534653465346,529.2828521655681
d12-s8,066a03cc,910,-0.022707223892211914,0.3611111111111111,992.2871287128713,528.9514787215661
d12-s8,066a03cc,1011,-0.04079771041870117,0.4011904761904762,992.0990099009902,528.999616811943
d12-s8,066a03cc,1112,-0.028920412063598633,0.44126984126984126,993.1089108910891,528.5287016629775
d12-s8,066a03cc,1213,-0.03177499771118164,0.48134920634920636,997.9306930693069,525.9040653525512
d12-s8,066a03cc,1314,-0.029804229736328125,0.5214285714285715,995.6138613861386,527.1211390598687
d12-s8,066a03cc,1415,-0.033106327056884766,0.5615079365079365,994.4851485148515,527.823683088114
d12-s8,066a03cc,1516,-0.020475149154663086,0.6015873015873016,990.2673267326733,530.0248656743486
d12-s8,066a03cc,1617,-0.02762627601623535,0.6416666666666667,993.0693069306931,528.5623113316474
d12-s8,066a03cc,1718,-0.016998291015625,0.6817460317460318,990.0297029702971,530.1988324221054
d12-s8,066a03cc,1819,-0.0257413387298584,0.7218253968253968,998.7722772277227,525.597044134019
d12-s8,066a03cc,1920,-0.020360231399536133,0.7619047619047619,995.990099009901,526.9554782074508
d12-s8,066a03cc,2021,-0.019954204559326172,0.801984126984127,994.7920792079208,527.59407563545
d12-s8,066a03cc,2122,-0.016926288604736328,0.8420634920634921,990.7623762376238,529.8216359147448
d12-s8,066a03cc,2223,-0.02146434783935547,0.8821428571428571,988.7821782178218,530.7903141797954
d12-s8,066a03cc,2324,-0.010030746459960938,0.9222222222222223,992.4158415841584,528.9174565621928
d12-s8,066a03cc,2425,-0.015081405639648438,0.9623015873015873,990.4752475247525,529.8369937401567
d12-s8,5c54f16c,102,-5.7859039306640625,0.04047619047619048,1018.4455445544554,516.1948427606304
d12-s8,5c54f16c,203,-0.8520388603210449,0.08055555555555556,993.3564356435644,528.3665155741508
d12-s8,5c54f16c,304,-0.2158832550048828,0.12063492063492064,991.990099009901,528.9919452170379
d12-s8,5c54f16c,405,-0.09342026710510254,0.16071428571428573,989.960396039604,530.1616236005084
d12-s8,5c54f16c,506,-0.08297562599182129,0.2007936507936508,989.5742574257425,530.3414345676053
d12-s8,5c54f16c,607,-0.0711669921875,0.24087301587301588,991.3960396039604,529.4407155295233
d12-s8,5c54f16c,708,-0.0325467586517334,0.28095238095238095,991.1485148514852,529.4943825137975
d12-s8,5c54f16c,809,-0.03672027587890625,0.32103174603174606,991.6534653465346,529.2828521655681
d12-s8,5c54f16c,910,-0.030444860458374023,0.3611111111111111,992.2871287128713,528.9514787215661
d12-s8,5c54f16c,1011,-0.04085230827331543,0.4011904761904762,992.0990099009902,528.999616811943
d12-s8,5c54f16c,1112,-0.026823759078979492,0.44126984126984126,993.1089108910891,528.5287016629775
d12-s8,5c54f16c,1213,-0.035297393798828125,0.48134920634920636,997.9306930693069,525.9040653525512
d12-s8,5c54f16c,1314,-0.026534557342529297,0.5214285714285715,995.6138613861386,527.1211390598687
d12-s8,5c54f16c,1415,-0.03002309799194336,0.5615079365079365,994.4851485148515,527.823683088114
d12-s8,5c54f16c,1516,-0.01907634735107422,0.6015873015873016,990.2673267326733,530.0248656743486
d12-s8,5c54f16c,1617,-0.025393962860107422,0.6416666666666667,993.0693069306931,528.5623113316474
d12-s8,5c54f16c,1718,-0.02542877197265625,0.6817460317460318,990.0297029702971,530.1988324221054
d12-s8,5c54f16c,1819,-0.018186092376708984,0.7218253968253968,998.7722772277227,525.597044134019
d12-s8,5c54f16c,1920,-0.02364039421081543,0.7619047619047619,995.990099009901,526.9554782074508
d12-s8,5c54f16c,2021,-0.018535375595092773,0.801984126984127,994.7920792079208,527.59407563545
d12-s8,5c54f16c,2122,-0.02530384063720703,0.8420634920634921,990.7623762376238,529.8216359147448
d12-s8,5c54f16c,2223,-0.016715288162231445,0.8821428571428571,988.7821782178218,530.7903141797954
d12-s8,5c54f16c,2324,-0.01280665397644043,0.9222222222222223,992.4158415841584,528.9174565621928
d12-s8,5c54f16c,2425,-0.011348724365234375,0.9623015873015873,990.4752475247525,529.8369937401567
d12-s9,066a03cc,102,-5.565701484680176,0.04047619047619048,1018.4455445544554,516.1948427606304
d12-s9,066a03cc,203,-0.9172351360321045,0.08055555555555556,993.3564356435644,528.3665155741508
d12-s9,066a03cc,304,-0.24649763107299805,0.12063492063492064,991.990099009901,528.9919452170379
d12-s9,066a03cc,405,-0.12188172340393066,0.16071428571428573,989.960396039604,530.1616236005084
d12-s9,066a03cc,506,-0.08656477928161621,0.2007936507936508,989.5742574257425,530.3414345676053
d12-s9,066a03cc,607,-0.05808758735656738,0.24087301587301588,991.3960396039604,529.4407155295233
d12-s9,066a03cc,708,-0.03812909126281738,0.28095238095238095,991.1485148514852,529.4943825137975
d12-s9,066a03cc,809,-0.029875516891479492,0.32103174603174606,991.6534653465346,529.2828521655681
d12-s9,066a03cc,910,-0.030586957931518555,0.3611111111111111,992.2871287128713,528.9514787215661
d12-s9,066a03cc,1011,-0.040247201919555664,0.4011904761904762,992.0990099009902,528.999616811943
d12-s9,066a03cc,1112,-0.03186964988708496,0.44126984126984126,993.1089108910891,528.5287016629775
d12-s9,066a03cc,1213,-0.03266644477844238,0.48134920634920636,997.9306930693069,525.9040653525512
d12-s9,066a03cc,1314,-0.030206680297851562,0.5214285714285715,995.6138613861386,527.1211390598687
d12-s9,066a03cc,1415,-0.030418872833251953,0.5615079365079365,994.4851485148515,527.823683088114
d12-s9,066a03cc,1516,-0.021176815032958984,0.6015873015873016,990.2673267326733,530.0248656743486
d12-s9,066a03cc,1617,-0.027547359466552734,0.6416666666666667,993.0693069306931,528.5623113316474
d12-s9,066a03cc,1718,-0.020674705505371094,0.6817460317460318,990.0297029702971,530.1988324221054
d12-s9,066a03cc,1819,-0.02588367462158203,0.7218253968253968,998.7722772277227,525.597044134019
d12-s9,066a03cc,1920,-0.020078420639038086,0.7619047619047619,995.990099009901,526.9554782074508
d12-s9,066a03cc,2021,-0.017791032791137695,0.801984126984127,994.7920792079208,527.59407563545
d12-s9,066a03cc,2122,-0.022313594818115234,0.8420634920634921,990.7623762376238,529.8216359147448
d12-s9,066a03cc,2223,-0.01866626739501953,0.8821428571428571,988.7821782178218,530.7903141797954
d12-s9,066a03cc,2324,-0.012399673461914062,0.9222222222222223,992.4158415841584,528.9174565621928
d12-s9,066a03cc,2425,-0.01355433464050293,0.9623015873015873,990.4752475247525,529.8369937401567
d12-s9,5c54f16c,102,-5.675411224365234,0.04047619047619048,1018.4455445544554,516.1948427606304
d12-s9,5c54f16c,203,-0.9235429763793945,0.08055555555555556,993.3564356435644,528.3665155741508
d12-s9,5c54f16c,304,-0.23788785934448242,0.12063492063492064,991.990099009901,528.9919452170379
d12-s9,5c54f16c,405,-0.0983121395111084,0.16071428571428573,989.960396039604,530.1616236005084
d12-s9,5c54f16c,506,-0.09392762184143066,0.2007936507936508,989.5742574257425,530.3414345676053
d12-s9,5c54f16c,607,-0.056998252868652344,0.24087301587301588,991.3960396039604,529.4407155295233
d12-s9,5c54f16c,708,-0.05074357986450195,0.28095238095238095,991.1485148514852,529.4943825137975
d12-s9,5c54f16c,809,-0.030127525329589844,0.32103174603174606,991.6534653465346,529.2828521655681
d12-s9,5c54f16c,910,-0.020027637481689453,0.3611111111111111,992.2871287128713,528.9514787215661
d12-s9,5c54f16c,1011,-0.041887760162353516,0.4011904761904762,992.0990099009902,528.999616811943
d12-s9,5c54f16c,1112,-0.0377812385559082,0.44126984126984126,993.1089108910891,528.5287016629775
d12-s9,5c54f16c,1213,-0.025503158569335938,0.48134920634920636,997.9306930693069,525.9040653525512
d12-s9,5c54f16c,1314,-0.03500962257385254,0.5214285714285715,995.6138613861386,527.1211390598687
d12-s9,5c54f16c,1415,-0.02505803108215332,0.5615079365079365,994.4851485148515,527.823683088114
d12-s9,5c54f16c,1516,-0.031792402267456055,0.6015873015873016,990.2673267326733,530.0248656743486
d12-s9,5c54f16c,1617,-0.023797988891601562,0.6416666666666667,993.0693069306931,528.5623113316474
d12-s9,5c54f16c,1718,-0.019212961196899414,0.6817460317460318,990.0297029702971,530.1988324221054
d12-s9,5c54f16c,1819,-0.021319866180419922,0.7218253968253968,998.7722772277227,525.597044134019
d12-s9,5c54f16c,1920,-0.02321910858154297,0.7619047619047619,995.990099009901,526.9554782074508
d12-s9,5c54f16c,2021,-0.017284631729125977,0.801984126984127,994.7920792079208,527.59407563545
d12-s9,5c54f16c,2122,-0.021399259567260742,0.8420634920634921,990.7623762376238,529.8216359147448
d12-s9,5c54f16c,2223,-0.021848201751708984,0.8821428571428571,988.7821782178218,530.7903141797954
d12-s9,5c54f16c,2324,-0.010715961456298828,0.9222222222222223,992.4158415841584,528.9174565621928
d12-s9,5c54f16c,2425,-0.011578559875488281,0.9623015873015873,990.4752475247525,529.8369937401567
d14-s7,066a03cc,152,-6.281553268432617,0.040436286246342115,1009.8807947019867,520.3433347361834
d14-s7,066a03cc,303,-0.5157017707824707,0.08060654429369513,992.6092715231788,528.7161748184237
d14-s7,066a03cc,454,-0.16240739822387695,0.12077680234104815,989.6887417218543,530.3017498014968
d14-s7,066a03cc,605,-0.09325718879699707,0.16094706038840118,990.9933774834437,529.6193524723944
d14-s7,066a03cc,756,-0.05430769920349121,0.2011173184357542,992.0066225165563,529.065223728536
d14-s7,066a03cc,907,-0.049620866775512695,0.2412875764831072,991.3377483443709,529.4578473640834
d14-s7,066a03cc,1058,-0.03180432319641113,0.28145783453046025,991.7019867549669,529.2015346490111
d14-s7,066a03cc,1209,-0.02364349365234375,0.3216280925778133,996.9801324503311,526.4594903867747
d14-s7,066a03cc,1360,-0.019789695739746094,0.36179835062516624,996.5562913907285,526.6614992608166
d14-s7,066a03cc,1511,-0.043596744537353516,0.40196860867251927,990.5496688741722,529.8793108734965
d14-s7,066a03cc,1662,-0.022559642791748047,0.4421388667198723,993.4503311258278,528.3551510983932
d14-s7,066a03cc,1813,-0.03827476501464844,0.4823091247672253,994.0596026490066,528.1043813879337
d14-s7,066a03cc,1964,-0.01437234878540039,0.5224793828145784,996.841059602649,526.5121693399943
d14-s7,066a03cc,2115,-0.0235748291015625,0.5626496408619314,991.5827814569536,529.340330383622
d14-s7,066a03cc,2266,-0.03372526168823242,0.6028198989092843,989.9205298013245,530.1895127772684
d14-s7,066a03cc,2417,-0.024322986602783203,0.6429901569566374,991.0463576158941,529.5991944818525
d14-s7,066a03cc,2568,-0.026442289352416992,0.6831604150039904,992.7814569536424,528.6341378975371
d14-s7,066a03cc,2719,-0.015049934387207031,0.7233306730513435,993.774834437086,528.1263967407241
d14-s7,066a03cc,2870,-0.024332284927368164,0.7635009310986964,991.225165562914,529.5142157652609
d14-s7,066a03cc,3021,-0.016141414642333984,0.8036711891460495,993.4503311258278,528.3134645592513
d14-s7,066a03cc,3172,-0.017656803131103516,0.8438414471934025,992.7019867549669,528.7698647753647
d14-s7,066a03cc,3323,-0.014136314392089844,0.8840117052407556,994.3576158940398,527.8177781603714
d14-s7,066a03cc,3474,-0.015658855438232422,0.9241819632881085,992.9139072847682,528.5409756567384
d14-s7,066a03cc,3625,-0.014147520065307617,0.9643522213354616,992.0066225165563,529.1243947044749
d14-s7,5c54f16c,152,-6.414233207702637,0.040436286246342115,1009.8807947019867,520.3433347361834
d14-s7,5c54f16c,303,-0.48440051078796387,0.08060654429369513,992.6092715231788,528.7161748184237
d14-s7,5c54f16c,454,-0.15104055404663086,0.12077680234104815,989.6887417218543,530.3017498014968
d14-s7,5c54f16c,605,-0.10923433303833008,0.16094706038840118,990.9933774834437,529.6193524723944
d14-s7,5c54f16c,756,-0.056645870208740234,0.2011173184357542,992.0066225165563,529.065223728536
d14-s7,5c54f16c,907,-0.03484940528869629,0.2412875764831072,991.3377483443709,529.4578473640834
d14-s7,5c54f16c,1058,-0.025630474090576172,0.28145783453046025,991.7019867549669,529.2015346490111
d14-s7,5c54f16c,1209,-0.024422883987426758,0.3216280925778133,996.9801324503311,526.4594903867747
d14-s7,5c54f16c,1360,-0.0281527042388916,0.36179835062516624,996.5562913907285,526.6614992608166
d14-s7,5c54f16c,1511,-0.03472161293029785,0.40196860867251927,990.5496688741722,529.8793108734965
d14-s7,5c54f16c,1662,-0.04465937614440918,0.4421388667198723,993.4503311258278,528.3551510983932
d14-s7,5c54f16c,1813,-0.015954017639160156,0.4823091247672253,994.0596026490066,528.1043813879337
d14-s7,5c54f16c,1964,-0.025341033935546875,0.5224793828145784,996.841059602649,526.5121693399943
d14-s7,5c54f16c,2115,-0.028194904327392578,0.5626496408619314,991.5827814569536,529.340330383622
d14-s7,5c54f16c,2266,-0.02886676788330078,0.6028198989092843,989.9205298013245,530.1895127772684
