run,step,progress,K,b,s2,signal_raw,gbar2,row_trace,b_noise,mean_sq_norm_sub,cos_mean,cos_sd,cos_min,cos_max,cos_pred_mean,I_exact,I_sketch,rel_err_inner,abs_err_cos,sd_err_cos,pred_cos_from_bnoise,analytic_full_sd,null_block_sd
d12-s11,1010,0.4007936507936508,8,4,0.2846601879623409,0.0785012034184018,0.1140837269136945,1.1386407518493635,14.504755370188995,0.3631613925099373,0.2174358628690242,0.0323195938218018,0.1785613745450973,0.3067992627620697,0.2184952346280216,0.0785012034184018,0.0784491686549447,-0.0006628530671031,-0.0010593717589973,0.0340419225346764,0.2161606527608555,0.0092317477525698,0.0150967284632401
d12-s11,1111,0.4408730158730158,8,4,0.308618124052381,0.0687139487446221,0.1072912142511697,1.234472496209524,17.965384303520178,0.3773320689797401,0.1842460839876107,0.0336281348296594,0.1127157807350158,0.2341850847005844,0.1834246100476618,0.0687139487446221,0.0691545629958427,0.0064122970556991,0.0008214739399489,0.033652230850387,0.1821047127938917,0.0088411404424218,0.0150459188057627
d12-s11,1212,0.4809523809523809,8,4,0.3685473296457116,0.1070212810175016,0.1530896972232156,1.4741893185828463,13.774730638308894,0.4755686074495315,0.2191941951002393,0.0275459384268011,0.1602586358785629,0.2708389163017273,0.2274393063849979,0.1070212810175016,0.103567779571286,-0.0322692964743233,-0.0082451112847585,0.0292111041752921,0.2250385719702002,0.0109389744074305,0.015097811394812
d12-s11,1313,0.5210317460317461,8,4,0.3897395953985868,0.0639020875137933,0.1126195369386167,1.5589583815943473,24.39604780137807,0.4536416828632355,0.1460775889988456,0.0469992686749898,0.0720479562878608,0.2608153223991394,0.1412716030962739,0.0639020875137933,0.0664103301457204,0.0392513410674681,0.0048059859025717,0.0488918156003516,0.1408646734214146,0.01061277538408,0.0149031367543007
d12-s11,1414,0.5611111111111111,8,4,0.4036874098545532,0.064137837201857,0.1145987634336762,1.614749639418213,25.17624088782742,0.4678252451121807,0.1400090828537941,0.0494678590368546,0.0462862513959407,0.2178307771682739,0.1376418469919134,0.064137837201857,0.0657710095105681,0.0254634764744408,0.0023672358618806,0.0522580448113301,0.1370978535370139,0.0089070662173868,0.0150994913122232
d12-s11,1515,0.6011904761904762,8,4,0.442581169353137,0.0772761760021149,0.132598822171257,1.770324677412548,22.909061615110154,0.5198573432862759,0.1569471649293388,0.0443992642807223,0.0829190835356712,0.2494527846574783,0.1498047142742408,0.0772761760021149,0.0816709761275032,0.0568713457724408,0.007142450655098,0.0475346399965655,0.1486488104718558,0.0107122718540327,0.0153449535933468
d12-s11,1616,0.6412698412698413,8,4,0.4785589575634219,0.0751631499005291,0.1349830195959569,1.914235830253688,25.46774360556981,0.5537221059203148,0.1373700174902166,0.0425090230146935,0.0378848314285278,0.2063643634319305,0.1363380197595819,0.0751631499005291,0.0762164639950046,0.014013703468647,0.0010319977306347,0.0447434570591678,0.1357416452898668,0.0114139995406797,0.0152578782537769
d12-s11,1717,0.6813492063492064,8,4,0.5060171869160318,0.0463655180338494,0.1096176663983534,2.0240687476641277,43.6546130291576,0.5523827038705349,0.0807923690548964,0.0258371973431524,0.0183207169175148,0.1252952963113784,0.0847271454809849,0.0463655180338494,0.0446325669174621,-0.0373758601191987,-0.0039347764260884,0.0274794382076626,0.0839373094384921,0.0109424648004457,0.014953402949701
d12-s11,1818,0.7214285714285714,8,4,0.5054521979665034,0.055809432999107,0.1189909577449199,2.0218087918660137,36.22700828905327,0.5612616240978241,0.1003640001373631,0.0341927854977812,0.0256165564060211,0.1602476388216018,0.0999223421779571,0.055809432999107,0.0563918411867408,0.0104356585676672,0.000441657959406,0.0355303559570466,0.0994356818995285,0.0107154830001926,0.0154217957809348
d12-s11,1919,0.7615079365079365,8,4,0.5358214657360472,0.020070121042208,0.0870478042592139,2.1432858629441887,106.78988225515886,0.5558915846049786,0.0357158058198235,0.029234554399163,-0.0145569117739796,0.0786879658699035,0.0363692386292988,0.020070121042208,0.0196354478354317,-0.0216577272185947,-0.0006534328094752,0.0290061162922004,0.036104379917903,0.0102347688593551,0.0152366429067216
d12-s11,2020,0.8015873015873016,8,4,0.5926994796666268,0.0183531680936407,0.0924406030519691,2.370797918666508,129.17649457414237,0.6110526546835899,0.034113972709747,0.0371126312443215,-0.0303895249962806,0.0945746228098869,0.0311799733919288,0.0183531680936407,0.0199868133785137,0.0890116233087348,0.0029339993178181,0.0368498233044978,0.0300353302794969,0.0093029129957523,0.0150110490584741
d12-s11,2121,0.8416666666666667,8,4,0.483922039092038,0.0262126469799334,0.0867029018664382,1.9356881563681525,73.8455814038916,0.5101346969604492,0.0538204950613102,0.0321754148316016,0.0019274898804724,0.1385997980833053,0.0514822655494179,0.0262126469799334,0.0275490746514276,0.050984079269721,0.0023382295118923,0.0325865614993128,0.0513837770604669,0.0091252827611641,0.015298282795745
d12-s11,2222,0.8817460317460317,8,4,0.5127288200606179,0.0068547588920446,0.0709458613996218,2.050915280242472,299.1958305962708,0.5195835754275322,0.0143475993037489,0.0304303305168032,-0.0432610921561718,0.0934993326663971,0.0133237520147899,0.0068547588920446,0.0073921372127005,0.078394926666132,0.001023847288959,0.0304033831779582,0.0131927935556815,0.0082226039168043,0.0153534385417645
d12-s11,2323,0.9218253968253968,8,4,0.5327845468484895,0.0009960514898246,0.0675941198458858,2.131138187393958,2139.586365930934,0.5337805971503258,0.0046523864948539,0.0243441154792794,-0.0498975738883018,0.0507525615394115,0.0018720749233192,0.0009960514898246,0.0025245203117945,1.5345279210806648,0.0027803115715347,0.0243510825573266,0.0018660316484439,0.007293349970149,0.0152321406855131
d12-s11,2424,0.961904761904762,8,4,0.5031017204060098,0.0066830708650671,0.0695707859158183,2.012406881624039,301.1200871956981,0.5097848027944565,0.0135527917965581,0.0242864920939526,-0.0319039598107337,0.0597560331225395,0.013164265872314,0.0066830708650671,0.0067742957750727,0.0136501485391249,0.0003885259242441,0.0241639289303662,0.0131095924780412,0.0078699713316875,0.0153671679365117
d12-s7,0,0.0,8,4,0.188528610941906,0.0722533953475145,0.0958194717152527,0.754114443767624,10.437079671350904,0.2607820052653551,0.2852742235575403,0.0408609375889505,0.2143965065479278,0.3673376142978668,0.2802239186531262,0.0722533953475145,0.0740112665769766,0.0243292543001934,0.0050503049044141,0.0458352866587809,0.2770643434168783,0.0156033728569215,0.0140575334144036
d12-s7,101,0.040079365079365,8,4,0.1493720777821404,0.0436195087808898,0.0622910185036573,0.5974883111285619,13.69773130939815,0.1929915864020586,0.2254545587514128,0.0220861508029586,0.1758498549461364,0.2690283954143524,0.2293142250396501,0.0436195087808898,0.0433648664728229,-0.0058378077879326,-0.0038596662882373,0.0346441927409556,0.2260176702917764,0.0049443647943907,0.0155256749034632
d12-s7,202,0.0801587301587301,8,4,0.2408548282878371,0.0481548117555128,0.0782616652914924,0.9634193131513484,20.006709153858434,0.2890096418559551,0.1660162614924567,0.0300580859572778,0.096728965640068,0.2185831516981125,0.1670037346389261,0.0481548117555128,0.0479642266157467,-0.0039577590030601,-0.0009874731464694,0.0312943274406588,0.1666200883413088,0.002546613108983,0.0152316101541421
d12-s7,303,0.1202380952380952,8,4,0.2684385162111157,0.0460450130164252,0.0795998275428147,1.073754064844463,23.319660360643883,0.3144835270941257,0.1479458715766668,0.0269764245231946,0.0908213108777999,0.1986457854509353,0.1474487251594925,0.0460450130164252,0.0459657588433286,-0.0017212325049912,0.0004971464171742,0.0203052142065022,0.1464147045459728,0.0025251813375482,0.0160753917087241
d12-s7,404,0.1603174603174603,8,4,0.2144447380020437,0.0764341698870865,0.1032397621373419,0.8577789520081751,11.22245395319059,0.2908789068460464,0.2636934651860169,0.0265702357364446,0.2125768512487411,0.3079548478126526,0.2641424460757395,0.0764341698870865,0.0768485950043752,0.0054219875469436,-0.0004489808897226,0.0388883167920878,0.262769722431094,0.0033641162785736,0.0154420461612796
d12-s7,505,0.2003968253968254,8,4,0.1721332776131053,0.0915030652711347,0.1130197249727729,0.6885331104524214,7.524699947616114,0.2636363394558429,0.3472282780068261,0.0235784794910252,0.3053523302078247,0.3923472166061401,0.3486496377935981,0.0915030652711347,0.0915692911290318,0.0007237556217471,-0.0014213597867719,0.0377104967650565,0.3470806197281865,0.0035470207301495,0.0152054427607415
d12-s7,606,0.2404761904761904,8,4,0.1872948290263504,0.0341828278270516,0.0575946814553454,0.7491793161054018,21.916832624143407,0.2214776594191789,0.1531529969402722,0.021352508776744,0.1015143543481826,0.1904546618461609,0.1553736384882418,0.0341828278270516,0.0339639567658409,-0.0064029536209821,-0.0022206415479696,0.0275175407077299,0.1543398476970411,0.0034567212443715,0.0155140575584797
d12-s7,707,0.2805555555555555,8,4,0.2320492231686119,0.0704611844679843,0.0994673373640608,0.9281968926744476,13.173166186216962,0.302510404959321,0.2359397123966898,0.04517646861976,0.1452151089906692,0.2874900102615356,0.2361701307363665,0.0704611844679843,0.071939713247278,0.0209835924623925,-0.0002304183396767,0.0645387449137927,0.2329215216708475,0.0058567318245698,0.0155086550289521
d12-s7,808,0.3206349206349206,8,4,0.2489857464927394,0.085825087219518,0.1169483055311104,0.995942985970958,11.604334096667996,0.3348108343780041,0.2593624112861497,0.0330898247057007,0.1771178990602493,0.3174464702606201,0.2585230285064443,0.085825087219518,0.0868682908198446,0.0121549960987321,0.0008393827797053,0.044225992932109,0.2563390385786551,0.007156247710904,0.0154589484823751
d12-s7,909,0.3607142857142857,8,4,0.3094839875785981,0.1022393542785278,0.1409248527258526,1.2379359503143923,12.10821370156464,0.4117233343422413,0.250903481883662,0.0359022139082538,0.1727262586355209,0.3115730285644531,0.2533270826090968,0.1022393542785278,0.1030168824095631,0.0076049788901944,-0.0024236007254347,0.0518892070542655,0.2483205198358814,0.0091542791400679,0.0156789529179272
d12-s7,1010,0.4007936507936508,8,4,0.3448743164644067,0.1445740010609481,0.1876832906189989,1.3794972658576268,9.541807349414588,0.4894483163952827,0.2961915257786001,0.041746952109809,0.2100650668144226,0.3556883335113525,0.3008432977509067,0.1445740010609481,0.1453651523306634,0.0054722928321102,-0.0046517719723066,0.0677429976531004,0.2953815467012178,0.0074157671025972,0.0154127955494378
d12-s7,1111,0.4408730158730158,8,4,0.3757021353790029,0.1546675579697855,0.2016303248921609,1.5028085415160115,9.716378542742536,0.5303696915507317,0.2983820459672383,0.0466477230140755,0.1629566848278045,0.3854221105575561,0.2945613032315735,0.1546675579697855,0.1584033164420892,0.0241534716222354,0.0038207427356648,0.0606993044642566,0.2916221645192519,0.0113033003675199,0.015370169086638
d12-s7,1212,0.4809523809523809,8,4,0.4668033920429175,0.1292463272191358,0.1875967512245004,1.86721356817167,14.44693716523046,0.596049714833498,0.21719584188291,0.0381041923531273,0.1521000862121582,0.319347470998764,0.2213688539637283,0.1292463272191358,0.1301678271480609,0.0071297958615313,-0.0041730120808183,0.0586137349202781,0.2168381647409394,0.0115970094483747,0.0156125380680064
d12-s7,1313,0.5210317460317461,8,4,0.4546896918933945,0.1491127417664956,0.2059489532531699,1.818758767573578,12.197205591066648,0.6038024351000786,0.252273782555546,0.0429882128464285,0.176844373345375,0.3406405746936798,0.2475632289549408,0.1491127417664956,0.1528412289751119,0.0250044842878346,0.0047105536006052,0.0499994726322427,0.2469561787995175,0.0115124609217537,0.0155305309965134
d12-s7,1414,0.5611111111111111,8,4,0.5198965232399482,0.1280431226288654,0.1930301880338589,2.0795860929597927,16.241294731521805,0.647939644753933,0.20640223047563,0.0403699294449126,0.1386928260326385,0.2914167940616607,0.1982814912309814,0.1280431226288654,0.1335044709737086,0.0426524145359446,0.0081207392446485,0.0410380091249438,0.1976158172219484,0.0098049969678078,0.0152685069370855
d12-s7,1515,0.6011904761904762,8,4,0.5333078023974187,0.140113978036094,0.2067774533357713,2.133231209589675,15.224970695216037,0.6734217777848244,0.2091653698257037,0.0502375345046935,0.0933403223752975,0.2797971367835998,0.2107545113364516,0.140113978036094,0.1410322694678322,0.0065538888025979,-0.0015891415107479,0.0583268943551993,0.2080627358769064,0.011147189652035,0.0151412783185713
d12-s7,1616,0.6412698412698413,8,4,0.5727035593545386,0.0749782640359783,0.1465662089552957,2.2908142374181546,30.55304449725464,0.6476818174123764,0.1130189515118088,0.0308812847446691,0.0550794675946235,0.1766002178192138,0.1163896948215569,0.0749782640359783,0.073334961850318,-0.0219170476509265,-0.0033707433097481,0.0331093815405132,0.1157640392677355,0.0110937284992291,0.0152571869545426
d12-s7,1717,0.6813492063492064,8,4,0.577487548099373,0.0518683214026106,0.1240542649150322,2.309950192397492,44.53489393780976,0.6293558701872826,0.083499293175659,0.0317528646639056,0.0282719824463129,0.1422719657421112,0.083434361634481,0.0518683214026106,0.0531859013839547,0.0254024025785774,6.493154117792957e-05,0.0361559491810415,0.0824149323397184,0.0110251291458522,0.0151587544152059
d12-s7,1818,0.7214285714285714,8,4,0.5769831693056388,0.0900961603566012,0.162219056519806,2.307932677222555,25.61632669014686,0.6670793294906616,0.1364093321774687,0.0384603948121119,0.0655906125903129,0.2106522321701049,0.1364196494446903,0.0900961603566012,0.0916843007585412,0.0176271707435051,-1.031726722163645e-05,0.0450995890759414,0.13506063874325,0.0118575944538144,0.0152708019309177
d12-s7,1919,0.7615079365079365,8,4,0.5942549779833703,0.0320330285009846,0.1063149007489059,2.3770199119334814,74.205281959538,0.6262880116701126,0.0520714144139284,0.038218713756282,-0.0037990224082022,0.1344026327133178,0.0515559449323172,0.0320330285009846,0.0328103917405948,0.0242675537090196,0.0005154694816111,0.0390832125650362,0.051147440425693,0.010623333108041,0.0152487134107018
d12-s7,2020,0.8015873015873016,8,4,0.6616936959693963,0.0361810387256415,0.118892750721816,2.646774783877585,73.15364282236087,0.6978747323155403,0.0529981450111206,0.0384496094666002,-0.0255311876535415,0.1466497033834457,0.0534767228249216,0.0361810387256415,0.0359370803200735,-0.0067427142547759,-0.000478577813801,0.0382227239397398,0.0518446032316274,0.0100215266706184,0.0148734112921484
d12-s7,2121,0.8416666666666667,8,4,0.5439838800526334,0.0231813763735278,0.091179361380107,2.1759355202105337,93.865674114819,0.5671652629971504,0.0418675834662281,0.0273465134291336,-0.0031119508203119,0.104166030883789,0.0409804722704067,0.0231813763735278,0.0237953845241248,0.0264871309064321,0.0008871111958213,0.027597746510459,0.0408723491273056,0.0103974504530558,0.015261971718542
