run,step,n_blocks,k,null_block_sd,null_block_max,analytic_block_sd,null_full_half,analytic_full_sd,eff_blocks
d12-s10,1818,113,4096,0.015078170365878307,0.19851524618342398,0.015625,0.0018118199104485491,0.010012937057283313,2.435101564745818
d12-s10,1919,113,4096,0.015085808331618567,0.09183375733967288,0.015625,-0.019268554716611003,0.008407066662161525,3.454228553731025
d12-s10,2020,113,4096,0.015080440416672425,0.15397413952942735,0.015625,0.007912474743535194,0.008989531915166517,3.021105522779012
d12-s10,2121,113,4096,0.015217466424152516,0.1569654017731253,0.015625,0.013512029182076508,0.008111596725763812,3.710456543537275
d12-s10,2222,113,4096,0.015282731015370147,0.15479321691258227,0.015625,0.0002247891075245715,0.006833418311604281,5.228342596816188
d12-s10,2323,113,4096,0.015342764409836467,0.2553469267952773,0.015625,-0.026896006480249302,0.006241123361133423,6.2677911709468175
d12-s10,2424,113,4096,0.014911676735572333,0.1612085559828299,0.015625,0.012266578134508287,0.006828760082815049,5.235478042346625
d12-s11,0,52,4096,0.013566754171796168,0.05211358368841157,0.015625,-0.00872644518666054,0.015603424345239425,1.0027674145321988
d12-s11,101,113,4096,0.015547727321650445,0.30645160060091353,0.015625,-0.0202682431086638,0.007172194607297178,4.746089481237617
d12-s11,202,113,4096,0.01566431181870885,0.24988348657302317,0.015625,-0.0023784410825859444,0.0029300686483750152,28.437044721137465
d12-s11,303,113,4096,0.015195132990177837,0.25962462734758646,0.015625,0.005948481442432265,0.002349524933727716,44.22623157197485
d12-s11,404,113,4096,0.014862482448418817,0.0608041771828202,0.015625,-0.020598228464895233,0.0029075009208981988,28.880208887921217
d12-s11,505,113,4096,0.015480154902140442,0.2878961513112854,0.015625,-0.014529369598323955,0.002911198134959821,28.806899888234284
d12-s11,606,113,4096,0.01528500463539281,0.3106249857093827,0.015625,-0.013576622507921613,0.0037986498165744945,16.919266580152314
d12-s11,707,113,4096,0.015154307540061918,0.24759811140169974,0.015625,-0.0036251423352548105,0.0037016070059783693,17.818019712961274
d12-s11,808,113,4096,0.015711210539692336,0.2875265090802283,0.015625,-0.029500143811040637,0.006114229686929374,6.530652168521845
d12-s11,909,113,4096,0.015098914760535181,0.22612628411836308,0.015625,0.0069360139473952686,0.0069824294160049085,5.007569016415113
d12-s11,1010,113,4096,0.01509672846324011,0.23722478964458765,0.015625,0.006090214093410592,0.009231747752569852,2.864654125467074
d12-s11,1111,113,4096,0.01504591880576271,0.1359195083372598,0.015625,-0.018276082267194644,0.00884114044242183,3.1233702774569805
d12-s11,1212,113,4096,0.015097811394812028,0.129707424352221,0.015625,0.007960837886730078,0.010938974407430538,2.040266221582788
d12-s11,1313,113,4096,0.014903136754300774,0.0949242989658022,0.015625,-0.028332981944717905,0.01061277538408001,2.1676147958142864
d12-s11,1414,113,4096,0.015099491312223228,0.24380504707102169,0.015625,-0.005729413165848672,0.008907066217386895,3.077306045772927
d12-s11,1515,113,4096,0.015344953593346833,0.2719113120853995,0.015625,-0.006835833320568958,0.01071227185403279,2.1275358204480033
d12-s11,1616,113,4096,0.015257878253776993,0.223400529970744,0.015625,-0.019566930957672913,0.011413999540679771,1.8739774065987491
d12-s11,1717,113,4096,0.014953402949701057,0.11207212345193304,0.015625,-0.03802199146803365,0.0109424648004457,2.038964833764074
d12-s11,1818,113,4096,0.015421795780934843,0.2892438545262299,0.015625,0.00801850215725876,0.010715483000192634,2.126260879351889
d12-s11,1919,113,4096,0.015236642906721604,0.09206256603561631,0.015625,0.02774320283090172,0.010234768859355129,2.3306871079955047
d12-s11,2020,113,4096,0.015011049058474193,0.0993896343772349,0.015625,-0.013731330380834959,0.009302912995752326,2.8209938115702378
d12-s11,2121,113,4096,0.01529828279574505,0.1796167293264363,0.015625,0.009951745438919586,0.009125282761164194,2.931888099992009
d12-s11,2222,113,4096,0.015353438541764521,0.2072613189722872,0.015625,0.002607049903321866,0.00822260391680434,3.610948632953629
d12-s11,2323,113,4096,0.015232140685513186,0.15212408140236375,0.015625,0.02122146311212344,0.00729334997014909,4.589717389586436
d12-s11,2424,113,4096,0.015367167936511748,0.20646916949454655,0.015625,0.0018487002658471442,0.007869971331687504,3.9417924321071363
d12-s7,0,52,4096,0.014057533414403621,0.06986146682109032,0.015625,0.005604101292772857,0.015603372856921592,1.0027740324465444
d12-s7,101,113,4096,0.015525674903463267,0.16774472950001773,0.015625,-0.0013543034332054412,0.004944364794390781,9.986631871690689
d12-s7,202,113,4096,0.015231610154142136,0.1833125796034677,0.015625,0.002611206700478259,0.002546613108983064,37.645590292252976
d12-s7,303,113,4096,0.01607539170872412,0.468300222682633,0.015625,-0.017267283661124753,0.0025251813375482867,38.28731488372332
d12-s7,404,113,4096,0.015442046161279692,0.2330468951416488,0.015625,-0.010888702883881607,0.0033641162785736996,21.572379662031757
d12-s7,505,113,4096,0.015205442760741537,0.16224629010738387,0.015625,0.003773192005485808,0.0035470207301495755,19.40495315715987
d12-s7,606,113,4096,0.015514057558479705,0.2790400579206475,0.015625,-0.003290332238514774,0.003456721244371578,20.43202138881918
d12-s7,707,113,4096,0.01550865502895219,0.30809278117754463,0.015625,-0.017382164004601883,0.005856731824569821,7.117531126943576
d12-s7,808,113,4096,0.015458948482375135,0.2588712132873167,0.015625,0.0014355875317982928,0.007156247710904004,4.767265306476133
d12-s7,909,113,4096,0.015678952917927255,0.23136520578941985,0.015625,0.008441289166412553,0.009154279140067998,2.9133438771464255
d12-s7,1010,113,4096,0.015412795549437806,0.21603216994529875,0.015625,-0.006326218909661878,0.007415767102597296,4.439436904736679
d12-s7,1111,113,4096,0.015370169086638076,0.21175686475966904,0.015625,-0.02490222278463426,0.011303300367519946,1.9108628409731057
d12-s7,1212,113,4096,0.015612538068006417,0.24034592836469004,0.015625,-0.00785605173576862,0.011597009448374752,1.8152984216530184
d12-s7,1313,113,4096,0.015530530996513494,0.21907040871176137,0.015625,-0.007973295782834554,0.011512460921753702,1.842059753787807
d12-s7,1414,113,4096,0.01526850693708557,0.1436787688429625,0.015625,0.012561930005096684,0.009804996967807868,2.539481916763336
d12-s7,1515,113,4096,0.015141278318571316,0.2479482635584323,0.015625,-0.008314782038503768,0.011147189652035004,1.9647589327515864
d12-s7,1616,113,4096,0.01525718695454261,0.1422715739578667,0.015625,0.0003471612216956875,0.011093728499229199,1.9837410755932712
d12-s7,1717,113,4096,0.015158754415205925,0.13765944733776883,0.015625,0.008793100735160805,0.011025129145852231,2.008503908705738
d12-s7,1818,113,4096,0.015270801930917783,0.13179884727453647,0.015625,0.029864670576051917,0.011857594453814466,1.736388362403237
d12-s7,1919,113,4096,0.015248713410701846,0.13294543700465541,0.015625,-0.02614075797489197,0.01062333310804108,2.1633084812961036
d12-s7,2020,113,4096,0.014873411292148489,0.18489201401507926,0.015625,0.024440814594450692,0.010021526670618494,2.4309290234575323
d12-s7,2121,113,4096,0.015261971718542091,0.19116713478288325,0.015625,0.024211191622609665,0.010397450453055816,2.258324432016264
d12-s7,2222,113,4096,0.015058536973534268,0.09997403942688704,0.015625,-0.0004982909621996551,0.009033385722015893,2.9918439825206127
d12-s7,2323,113,4096,0.015179356302271714,0.1510129397042232,0.015625,-0.009137264499065725,0.00796825232433069,3.845155396143457
d12-s7,2424,113,4096,0.015248336614887498,0.16131991474092602,0.015625,0.011924061112255932,0.008664630174821063,3.2519210285241305
d12-s8,0,52,4096,0.01307308185642512,0.052539252755101476,0.015625,-0.005146352440380638,0.015604807673452747,1.0025896366318323
d12-s8,101,113,4096,0.01598468221285518,0.3064967346622141,0.015625,0.009143001300300163,0.004025912012803311,15.063000618386932
d12-s8,202,113,4096,0.014944291368858682,0.1993931703510026,0.015625,-0.006560134815812363,0.0031289940603365382,24.9362173415041
d12-s8,303,113,4096,0.014846778832415052,0.08971724114003156,0.015625,-0.021382389009475186,0.0028664900437853653,29.71249876509534
d12-s8,404,113,4096,0.015761719121885735,0.34023360444709105,0.015625,0.001803946078225471,0.004181759719286075,13.961172787903918
d12-s8,505,113,4096,0.015127686526767247,0.1348362753533047,0.015625,0.020755293455037894,0.003241498116147591,23.23531181059314
d12-s8,606,113,4096,0.015240924015805494,0.1913300601756408,0.015625,-0.004381953572431464,0.0033141775676127287,22.227391818709457
d12-s8,707,113,4096,0.015087580396691266,0.09896760466201845,0.015625,-0.014195296622281087,0.0036242393540583803,18.586872006047436
d12-s8,808,113,4096,0.015282882644048219,0.20184489143889928,0.015625,-0.007578310753541287,0.004429052847999127,12.445671315801809
d12-s8,909,113,4096,0.015278081058993795,0.15275876228528562,0.015625,-0.0026806846507088033,0.006478106373154892,5.8176005997856075
d12-s8,1010,113,4096,0.015276132278793571,0.1468958831825867,0.015625,-0.006882850690926944,0.008310516473540292,3.534956082598771
d12-s8,1111,113,4096,0.015142930463024269,0.13542701546906608,0.015625,-0.008124755767502937,0.00950666369571562,2.701368246227239
d12-s8,1212,113,4096,0.014812539430259855,0.10048026820384405,0.015625,0.013244712330391028,0.007675114137599152,4.144483039801029
d12-s8,1313,113,4096,0.015121742578619755,0.15922280517583193,0.015625,0.01063521433886866,0.010014141647204811,2.4345157686817247
d12-s8,1414,113,4096,0.014948826231947798,0.09455260311818801,0.015625,-0.023367073117424374,0.009239003314356968,2.8601565594412883
d12-s8,1515,113,4096,0.015467437100036454,0.1845662049822585,0.015625,-0.016186914372973933,0.01079639992955372,2.094508487836153
d12-s8,1616,113,4096,0.015127456747716794,0.12173912202294236,0.015625,-0.02006094172355743,0.008371894270294436,3.483313654042046
d12-s8,1717,113,4096,0.014976995569297148,0.11974512471623024,0.015625,2.2151177066511496e-05,0.010423655439241114,2.2469838859537994
d12-s8,1818,113,4096,0.015223807378085331,0.14451403382689143,0.015625,-0.024621988835237862,0.007006562796843429,4.973132318500852
d12-s8,1919,113,4096,0.015224385660415281,0.09318174947683351,0.015625,0.012000318595345786,0.008616878742569358,3.288062687972107
d12-s8,2020,113,4096,0.0151633788659109,0.11423534040867138,0.015625,-0.007496571083645224,0.007309162589735863,4.569880110159281
d12-s8,2121,113,4096,0.014949383670112991,0.10279849367953538,0.015625,-0.013318170894211246,0.007943665463650584,3.868994921813898
d12-s8,2222,113,4096,0.015129168571742327,0.10383932135808553,0.015625,0.03799100201223665,0.0062152903904415914,6.320001814424061
d12-s8,2323,113,4096,0.014927640061025444,0.08072541399198506,0.015625,0.010810795966541413,0.0054460369830555,8.231498048725141
d12-s8,2424,113,4096,0.015635843567905452,0.29163001552285056,0.015625,-0.00218025613394353,0.005904754315841497,7.002230253294163
d12-s9,0,52,4096,0.013742335624201513,0.05373905915197934,0.015625,-0.0023536083288317284,0.015602239985485693,1.0029196596515872
d12-s9,101,113,4096,0.015001650386369785,0.15850774124932748,0.015625,0.0077604464078779006,0.0033223613871352043,22.11802326852608
d12-s9,202,113,4096,0.015210688665264056,0.19821528305868885,0.015625,0.029638125199249365,0.0029669068941647146,27.735258409091088
d12-s9,303,113,4096,0.015234235651259958,0.13900427445984206,0.015625,-0.01610607232260806,0.002601750484351199,36.0668956943984
d12-s9,404,113,4096,0.015046076537955625,0.07145895355771827,0.015625,-0.013229209732591481,0.002786059192491458,31.45280436488828
d12-s9,505,113,4096,0.015164232812423885,0.1649554354978113,0.015625,0.0111499999437453,0.0041061621958268,14.479976315876746
d12-s9,606,113,4096,0.015002174227298829,0.1354579594248039,0.015625,-0.03741144560627966,0.004161709197543532,14.096022732358158
d12-s9,707,113,4096,0.015151271000300365,0.1408349923525316,0.015625,-0.014615818938058793,0.00341463499920867,20.93878498036221
d12-s9,808,113,4096,0.015200285102042065,0.14000698189624705,0.015625,-0.007608147863856549,0.0035262745856282055,19.63395529357582
d12-s9,909,113,4096,0.015269561507864408,0.15310071872885342,0.015625,-0.005592842376534232,0.004855654191326429,10.354867656418435
d12-s9,1010,113,4096,0.015009976031477355,0.18883836044893781,0.015625,0.02598858333056191,0.007158910102255493,4.763720083639294
d12-s9,1111,113,4096,0.015396993658257805,0.21318651327979454,0.015625,-0.021248367545897897,0.008200500936669691,3.630440194985207
d12-s9,1212,113,4096,0.015433882609685676,0.11784276138198486,0.015625,0.004272408269518102,0.007354524008927525,4.513681513604803
d12-s9,1313,113,4096,0.015306456541008324,0.18641192169647106,0.015625,0.014274177637210873,0.009628478575600846,2.6334478062271565
d12-s9,1414,113,4096,0.015249943414816051,0.17376669541089843,0.015625,-0.02520377947291836,0.008325796029592845,3.521993238610785
d12-s9,1515,113,4096,0.015116204332666073,0.16338688551236166,0.015625,-0.01842804214800607,0.009571666664181995,2.6648018455624256
d12-s9,1616,113,4096,0.015075026407657581,0.1201338512462997,0.015625,-0.008436928403099784,0.009559900451335193,2.6713654957429087
d12-s9,1717,113,4096,0.015321959485481262,0.19779286077221875,0.015625,-0.005487554030346634,0.010179551945983906,2.356040362106352
d12-s9,1818,113,4096,0.015243619331460493,0.13974229070173128,0.015625,0.00047175472078966733,0.0100255145236443,2.4289955048120095
d12-s9,1919,113,4096,0.014775078496784933,0.11091724206069137,0.015625,0.002133913491852526,0.00911284066537777,2.939899594291098
d12-s9,2020,113,4096,0.015159212894825731,0.12980760828831406,0.015625,-0.01971447576191123,0.008482490486311991,3.393073673771047
d12-s9,2121,113,4096,0.015229820493551156,0.1875168946178595,0.015625,0.02528812704454143,0.00913151853115812,2.9278851869311877
d12-s9,2222,113,4096,0.014817719028175465,0.1303554226524648,0.015625,0.020040691518668014,0.007165092188475423,4.755503295130302
d12-s9,2323,113,4096,0.014683148618701717,0.05769318095551809,0.015625,0.006580777418891938,0.00672750109421893,5.3942677323983474
d12-s9,2424,113,4096,0.015052824050230281,0.08388388516216537,0.015625,0.010005307043012678,0.007217463620767684,4.686739822759361
d14-s7,0,60,4096,0.013385281746434642,0.06175743810331234,0.015625,0.006111076649492391,0.015602834459841841,1.0028432378113699
d14-s7,151,131,4096,0.015652874343299903,0.3412178597911272,0.015625,-0.014699987890612456,0.003274232422924587,22.7730417581338
d14-s7,302,131,4096,0.014992949743336946,0.09282830871363204,0.015625,-0.006582643268796965,0.0031799352873205034,24.14368120105441
d14-s7,453,131,4096,0.015188368034434513,0.15804119216642154,0.015625,-0.034801657558854227,0.0027699962262875896,31.818646171829855
d14-s7,604,131,4096,0.01494198810437535,0.08258327302068465,0.015625,0.00820239657932812,0.0035461787531290965,19.41416897250663
d14-s7,755,131,4096,0.014958441168060641,0.17147291502317477,0.015625,0.004812077278510432,0.003734284179480656,17.507547872982045
d14-s7,906,131,4096,0.014920623949308336,0.07861050040887353,0.015625,0.00833537630686133,0.005461299937569547,8.185552424088462
d14-s7,1057,131,4096,0.015273828069830797,0.1990068585074634,0.015625,0.013916098380918751,0.008711937868099554,3.2166996597785458
d14-s7,1208,131,4096,0.01490499284962732,0.1852419743116749,0.015625,-0.007434857321276952,0.011040905046401596,2.002768270115449
d14-s7,1359,131,4096,0.015167465904333974,0.09866243812107812,0.015625,-0.029175633101368476,0.009920389487512964,2.480747744186647
d14-s7,1510,131,4096,0.014993963925994818,0.0932159803355669,0.015625,-0.010477916077908236,0.012425629789178216,1.5812598066888903
d14-s7,1661,131,4096,0.014821120468594639,0.11817502249500213,0.015625,-0.008048701542832354,0.013156554557640756,1.410443552929209
d14-s7,1812,131,4096,0.01514149392464529,0.06558557321577331,0.015625,0.0012199679897163382,0.01212419467268809,1.6608646819705037
d14-s7,1963,131,4096,0.01500428769173763,0.0924751347795487,0.015625,0.034399462832032913,0.01356928545815414,1.3259467841125503
d14-s7,2114,131,4096,0.015094120060361486,0.1053354909671864,0.015625,0.015663466968759632,0.01395807040803909,1.2531102508189433
d14-s7,2265,131,4096,0.015259973098920273,0.14581194194760347,0.015625,0.02588448299115773,0.013803583314558963,1.281316356983574
d14-s7,2416,131,4096,0.014830013170122718,0.09227228689926198,0.015625,0.02118551325860457,0.012280291014128891,1.6189101079012786
d14-s7,2567,131,4096,0.01511601437640868,0.11587914840732244,0.015625,-0.016772072850254012,0.013613008296963547,1.3174429979813722
d14-s7,2718,131,4096,0.015269658242952192,0.09837634659366237,0.015625,0.008665830388576386,0.013255949171367047,1.3893715182981592
d14-s7,2869,131,4096,0.015184511190730042,0.0584287079716732,0.015625,0.01636879932586513,0.011499066444321361,1.8463536324459455
d14-s7,3020,131,4096,0.014821213221032768,0.13282557683001409,0.015625,-0.01345423565936008,0.012415753999012022,1.5837763515233696
d14-s7,3171,131,4096,0.014967052047301787,0.0674678425583662,0.015625,0.0038028797522419925,0.012407905858693597,1.5857804979351386
d14-s7,3322,131,4096,0.015105363489349767,0.1251389136070076,0.015625,-0.024216524843518192,0.011456109348842733,1.860226176625234
d14-s7,3473,131,4096,0.014837372237497403,0.10868179710445097,0.015625,-0.01309853794087065,0.011189415650068583,1.9499579159481095
d14-s7,3624,131,4096,0.015269288730072718,0.1258416984814075,0.015625,-0.03471593383561733,0.011088463158519028,1.9856254760567495
d16-s7,0,68,4096,0.013353095325872873,0.04806084997952199,0.015625,-0.01027826256495203,0.015601368262368024,1.0030317386260152
d16-s7,216,149,4096,0.015133843074601572,0.10846266903352601,0.015625,0.013592831300665128,0.002743722340106955,32.43095467066746
d16-s7,432,149,4096,0.015034634034941072,0.12779422207181726,0.015625,-0.02233556064621735,0.0029472045259432184,28.10732407842178
d16-s7,648,149,4096,0.015241807677230827,0.17288126186738895,0.015625,0.0019343336263472203,0.004085425934174154,14.627340431058379
d16-s7,864,149,4096,0.01568174086945207,0.42767004105851414,0.015625,-0.016319605236436253,0.003353926010107484,21.703665977186045
d16-s7,1080,149,4096,0.015093388037902292,0.24877864088021262,0.015625,-0.008940636757659153,0.004185667093810362,13.93511908254335
d16-s7,1296,149,4096,0.015040641758251408,0.10969186215641379,0.015625,0.02002942775871094,0.009718435306877871,2.584921483299744
d16-s7,1512,149,4096,0.015116107833961586,0.1727088694375254,0.015625,0.009233055592333941,0.00995381171245565,2.464116344431008
d16-s7,1728,149,4096,0.014867149648298472,0.11433058733312065,0.015625,0.007630117325540044,0.007611476213777194,4.214075022144545
d16-s7,1944,149,4096,0.015038879510455778,0.12682841357885244,0.015625,-0.024174276130814035,0.01086208654678926,2.069252718167075
d16-s7,2160,149,4096,0.015041490473437906,0.19846487663685927,0.015625,-0.007332554865514502,0.012129892594174848,1.65930469225291
d16-s7,2376,149,4096,0.015166483578229258,0.21000506469546573,0.015625,-0.00846122012523174,0.012300397787684677,1.6136217497833143
d16-s7,2592,149,4096,0.014820725805903712,0.07380949266265911,0.015625,0.009918747475019243,0.011279920239819986,1.9187924214941274
d16-s7,2808,149,4096,0.015211939988948544,0.2243150776616019,0.015625,-0.01759364606036998,0.013031585712284181,1.4376246884556925
d16-s7,3024,149,4096,0.0150613241233522,0.1283700916536129,0.015625,-0.01794024342509793,0.012380436356257702,1.5928253105343013
d16-s7,3240,149,4096,0.015082195243826532,0.19499151536070902,0.015625,0.016440737373949917,0.01333067042881356,1.373839721426904
d16-s7,3456,149,4096,0.015148745915167135,0.21533518165653817,0.015625,-0.0005800061682327835,0.012587669842800317,1.5408109818283955
d16-s7,3672,149,4096,0.015096448230576263,0.11991529461247026,0.015625,-0.017942951536416653,0.012274592666223083,1.6204135800903474
d16-s7,3888,149,4096,0.015071466783568245,0.1499799842991125,0.015625,-0.011095501629596067,0.012967261588817105,1.4519227429699362
d16-s7,4104,149,4096,0.015070320750100936,0.18354596409581458,0.015625,0.006064798118112935,0.012791812097027332,1.492024344889104
d16-s7,4320,149,4096,0.015350081788493902,0.23777730813257097,0.015625,-0.01962356566201794,0.012440738962421085,1.5774212854558907
d16-s7,4536,149,4096,0.015459131173511952,0.30017583648936785,0.015625,0.01606351115891642,0.011279713171406303,1.9188628709716626
d16-s7,4752,149,4096,0.0153042524982157,0.35678102488935554,0.015625,-0.0034392932003482223,0.010730588147046829,2.120278937457388
d16-s7,4968,149,4096,0.015247174678055168,0.1877233574429739,0.015625,0.027431693538279556,0.010574569167043383,2.183306398745104
d16-s7,5184,149,4096,0.015080345286988386,0.18444379969490876,0.015625,-0.009127356970740607,0.010400502860180957,2.256999051093661
