run,arm,step,progress,p1,p2,actual,residual_p1,residual_p2,normalized_residual,direction_norm,loss_before,loss_after,c_gg,c_gHg,c_dhd,c_eta_star,c_Hg_norm,c_verdict_code_gradient,c_verdict_code_update,c_eta_star_rho
d12-s10,native,1890,0.75,0.009483904536115532,0.02003822130110188,0.017688632011413574,0.008204727475298042,-0.002349589289688307,-0.1172553818216942,342.3235178709584,1.5371640920639038,1.5548527240753174,11.53112076074174,139.16717906404028,0.0211086335299727,0.0828580476969752,75.00089045288115,2.0,2.0,0.5464301377139463
d12-s10,native,2016,0.8,-0.009949691155614128,-0.003895142606202661,-0.0046923160552978516,0.005257375100316276,-0.0007971734490951907,-0.1698891207882605,281.80517957823446,1.5168049335479736,1.5121126174926758,11.408675812171243,126.02871215852647,0.012109097098822933,0.09052441794232353,69.81539626661494,2.0,2.0,0.5344421116513239
d12-s10,native,2142,0.85,0.00925641218252565,0.011892347256377165,0.012135505676269531,0.002879093493743882,0.00024315841989236593,0.020036941712931827,224.8785269321481,1.4838871955871582,1.4960227012634277,11.51746090498337,127.02220352112113,0.005271870147703033,0.09067281613539524,71.98905954102669,2.0,2.0,0.5199178990526174
d12-s10,native,2268,0.9,0.00448382226806761,0.005715193520437519,0.00665593147277832,0.0021721092047107104,0.0009407379523408014,0.14133828693823952,163.54965348880168,1.483446478843689,1.4901024103164673,11.987031646657284,132.97010694027767,0.002462742504739818,0.09014831921614647,72.0932837333997,2.0,2.0,0.532725376125958
d12-s10,native,2394,0.95,-0.0007641255865732409,-0.0004028474563495242,-0.0004265308380126953,0.00033759474856054556,-2.3683381663171103e-05,-0.055525602260125886,100.40016357913215,1.4610817432403564,1.4606552124023438,12.841618146442478,173.7474317465331,0.0007225562604474333,0.07390968613093596,89.52626164282076,2.0,2.0,0.5415743260033613
d12-s10,native,2520,1.0,0.000905802020560552,0.0009898214400420589,0.004434108734130859,0.003528306713570307,0.0034442872940888005,0.7767710492927107,34.778090094659625,1.4257965087890625,1.4302306175231934,12.727211218198022,150.06640165540114,0.0001680388389630137,0.08481053105693595,82.31722324885682,2.0,2.0,0.5110061547156761
d12-s10,shadow_fp32,1,0.0003968253968253968,-0.03626307007757737,-0.03615297491998497,-0.036149024963378906,0.0001140451141984633,3.9499566060613445e-06,0.00010925675175565848,33.01509301282509,10.400150299072266,10.364001274108887,4.374826202399592,-6.493417645865375e-05,0.0002201903151848052,,0.6639540516875103,1.0,1.0,-4.6757890449934063e-05
d12-s10,shadow_fp32,2,0.0007936507936507937,-0.0686489165029435,-0.06957975867028893,-0.06957149505615234,-0.0009225785532088471,8.263614136583275e-06,0.00011876462773809389,51.744372260914595,10.364001274108887,10.294429779052734,4.375663723781543,-0.0014420401225345588,-0.001861684334690872,,0.6835019198939813,1.0,1.0,-0.0010085922717832923
d12-s10,shadow_fp32,3,0.0011904761904761906,-0.10619175745154666,-0.11080921230649914,-0.11085700988769531,-0.004665252436148654,-4.779758119617672e-05,-0.0004311642650708195,69.80846009257756,10.294429779052734,10.183572769165039,4.4021508013406425,-0.014771101253577557,-0.009234909709904943,,0.7649087704647695,1.0,1.0,-0.009203876375685309
d12-s10,shadow_fp32,5,0.001984126984126984,-0.24388482288357682,-0.2725167260391519,-0.2745342254638672,-0.030649402580290364,-0.0020174994247152966,-0.007348808409248157,127.03805160247398,10.008445739746094,9.733911514282227,4.7130312239232905,-0.3803510526123238,-0.05726380631115012,,1.3824559507511063,1.0,1.0,-0.12673108753248888
d12-s10,shadow_fp32,9,0.0035714285714285713,-0.7261356097780205,-0.41443590229500615,-0.2912478446960449,0.4348877650819756,0.12318805759896123,0.297242726599668,273.9383839696559,7.6240234375,7.332775592803955,16.940331803568597,103.5314640807189,0.6233994149660287,0.16362496130027648,69.00289868186978,0.0,1.0,0.3645390557933913
d12-s10,shadow_fp32,17,0.006746031746031746,-0.12074356509675234,-0.07470360361654427,-0.07426881790161133,0.04647474719514101,0.00043478571493293927,0.005820143793393245,379.8780949645586,5.357767581939697,5.283498764038086,4.22489556760056,10.896903571335585,0.09207992296041616,0.38771523854851675,8.670039438756048,0.0,1.0,0.6114684386470083
d12-s10,shadow_fp32,33,0.013095238095238096,-0.11604246151840858,-0.01956851618761428,-0.03130054473876953,0.08474191677963905,-0.011732028551155252,-0.3748186700605152,598.542520937232,4.849054336547852,4.817753791809082,3.2136100177843394,4.28474995704202,0.1929478906615886,0.7500110974977072,4.223460497118644,0.0,1.0,0.5659270599410441
d12-s10,shadow_fp32,41,0.01626984126984127,-0.22343622314030195,-0.13128335213731723,-0.13881731033325195,0.08461891280705,-0.00753395819593472,-0.05427246917440133,736.2239233396973,4.6327433586120605,4.493926048278809,3.3362248442668503,5.318757095528546,0.18430574200596947,0.6272564782233803,4.654150767698471,0.0,1.0,0.6256652764490624
d12-s10,shadow_fp32,65,0.025793650793650792,-0.18562615472929503,-0.07038472098514699,-0.07482528686523438,0.11080086786406065,-0.004440565880087385,-0.05934579159162007,842.0556939841994,3.9620227813720703,3.887197494506836,2.904110645056696,6.552773020283432,0.23048286748829608,0.44318804208040186,5.66435455995892,0.0,1.0,0.6788410792875108
d12-s10,shadow_fp32,127,0.0503968253968254,-0.1850079087762966,-0.028475779978743704,-0.04507780075073242,0.1399301080255642,-0.016602020771988718,-0.368297044121412,1190.3855334492346,2.9645745754241943,2.919496774673462,2.7841228087006606,5.121316316145139,0.3130642575951058,0.5436342215230117,6.095049412253958,0.0,1.0,0.5035703786119639
d12-s10,shadow_fp32,253,0.1003968253968254,-0.2178910732501632,-0.08831520264938977,-0.09910988807678223,0.11878118517338096,-0.010794685427392453,-0.10891633152717935,794.6908426653374,2.5201070308685303,2.420997142791748,4.435727772238425,10.016565444728364,0.2591517412015468,0.4428391944039972,11.09273332515432,0.0,1.0,0.42874376558565747
d12-s10,shadow_fp32,379,0.1503968253968254,-0.1116851115116679,0.004478538248074329,-0.0034263134002685547,0.10825879811139935,-0.007904851648342884,-1.7650517223430642,749.0769041199469,2.2273905277252197,2.223964214324951,4.108303269066729,8.102058531740804,0.23232729951948447,0.5070690680611538,10.52267758674791,0.0,1.0,0.37987250871107814
d12-s10,shadow_fp32,401,0.15912698412698412,0.017398941245242064,0.08523527640586777,0.0794985294342041,0.06209958818896204,-0.005736746971663667,-0.06730484388115081,748.7409429353277,2.1275954246520996,2.2070939540863037,4.298163776697074,4.831039950405359,0.1356726703212514,0.8896974193592473,7.54846641767993,0.0,1.0,0.30870269559625546
d12-s10,shadow_fp32,505,0.2003968253968254,-0.0027079154607079986,0.043232537496660506,0.04015684127807617,0.04286475673878417,-0.003075696218584334,-0.07114308797677943,729.2848664317095,2.0113189220428467,2.051475763320923,3.288203669862995,3.51936582211867,0.09188090591473701,0.9343171003131142,5.322554220156081,0.0,1.0,0.36464055011637625
d12-s10,shadow_fp32,631,0.2503968253968254,-0.04072750983229373,0.01615650813936051,0.012126445770263672,0.0528539556025574,-0.004030062369096837,-0.2494389464811888,727.6825337464501,1.959343671798706,1.9714701175689697,3.6938512374481354,6.798290402713363,0.11376803594330848,0.5433500216427691,7.935254481105662,0.0,2.0,0.44575800685014966
d12-s10,shadow_fp32,757,0.3003968253968254,-0.062289091822063186,0.009396749245192113,0.007614612579345703,0.06990370440140889,-0.0017821366658464094,-0.1896545943011353,741.2551938053374,1.891418218612671,1.8990328311920166,4.2894638944020365,8.38596064926851,0.1433716821345106,0.5115053687708632,8.313218509241198,0.0,1.0,0.48705960921485786
d12-s10,shadow_fp32,883,0.3503968253968254,-0.05852336026937133,0.0016133186057855561,0.0005545616149902344,0.05907792188436156,-0.0010587569907953218,-0.6562603239053283,757.192647622206,1.8969249725341797,1.89747953414917,5.223816067142883,20.297114901096695,0.12027335775031377,0.25736741860098694,16.506488957021013,0.0,1.0,0.5380042001140053
d12-s10,shadow_fp32,1009,0.4003968253968254,-0.058192053526812074,-0.004722876377179691,-0.005021333694458008,0.053170719832354066,-0.0002984573172783167,-0.059437857636850715,705.2421302457509,1.825042486190796,1.820021152496338,6.587691868771938,50.046034514712716,0.10693835429926477,0.13163264447726153,32.54033009814781,0.0,1.0,0.5992127948480611
d12-s10,shadow_fp32,1135,0.4503968253968254,-0.004782715185117508,0.03019663069263168,0.030217289924621582,0.035000005109739094,2.0659231989902244e-05,0.0006836891078398377,650.0120580863005,1.7909239530563354,1.821141242980957,5.911262477839685,22.42645955576896,0.06995869175549838,0.2635842926138146,17.971805195769043,0.0,1.0,0.5132499231458172
d12-s10,shadow_fp32,1261,0.5003968253968254,-0.02534865817556185,0.004459349241564752,0.0033752918243408203,0.02872394999990267,-0.0010840574172239319,-0.24309767154356007,599.8446271621291,1.6878962516784668,1.6912715435028076,6.848015939156545,41.738508015812144,0.0596160148342532,0.164069495166484,30.800118452060474,0.0,1.0,0.5178478204925938
d12-s10,shadow_fp32,1386,0.55,-0.02514862998262781,0.0016213634541663961,0.001796722412109375,0.026945352394737186,0.00017535895794297887,0.09759936023567782,560.1917170644625,1.696181297302246,1.6979780197143555,8.74234991502255,79.62415867130586,0.053539986873588415,0.10979519358077723,47.234996035718446,0.0,1.0,0.5701207931160742
d12-s10,shadow_fp32,1512,0.6,-0.05293901745918987,-0.024381116040558613,-0.025562644004821777,0.027376373454368094,-0.001181527964263164,-0.04622088247367124,502.30910858338603,1.634667992591858,1.6091053485870361,9.694941458398485,108.01095709977005,0.057115802837262517,0.08975887001393051,60.00367645263897,0.0,1.0,0.57811915379359
d12-s10,shadow_fp32,1638,0.65,-0.051151151737175465,-0.03407483728235642,-0.03472864627838135,0.016422505458794118,-0.000653808996024928,-0.01882621599425617,448.1065690973753,1.6443406343460083,1.609611988067627,9.994963900679046,97.84983835878039,0.03415262890963809,0.10214594186687448,55.17807092677359,0.0,1.0,0.5609226595518585
d12-s10,shadow_fp32,1764,0.7,-0.04171327586896272,-0.02780454705846736,-0.02835547924041748,0.013357796628545242,-0.0005509321819501221,-0.019429478771243323,393.41340875858333,1.6016926765441895,1.573337197303772,11.279152541356968,125.1569322477446,0.027817457620990728,0.09012007835914518,65.81122154352082,0.0,1.0,0.5662610924405455
d12-s10,shadow_fp32,1890,0.75,0.00945752190089422,0.02007525950069568,0.020315051078796387,0.010857529177902166,0.0002397915781007058,0.011803641407083915,342.3235178709584,1.5360472202301025,1.556362271308899,11.452062009506347,135.510539630681,0.02123547519960292,0.08451048930007715,73.66560698831492,0.0,1.0,0.5435837402450269
d12-s10,shadow_fp32,2016,0.8,-0.010200973090762976,-0.004167685926138302,-0.0041277408599853516,0.006073232230777624,3.994506615295074e-05,0.009584471301551043,281.80517957823446,1.5155383348464966,1.5114105939865112,11.397443312523368,126.5014242480078,0.012066574329249347,0.09009735171185522,69.99583618552127,0.0,1.0,0.5353274196461185
d12-s10,shadow_fp32,2142,0.85,0.009236455857900595,0.011867942342532833,0.01188206672668457,0.002645610868783975,1.4124384151737238e-05,0.0011887144279384414,224.8785269321481,1.4841406345367432,1.4960227012634277,11.528236155656218,128.31430696938637,0.005262972969264475,0.08984373159889848,72.52856082885276,0.0,1.0,0.5210562271557676
d12-s10,shadow_fp32,2268,0.9,0.004471173276449309,0.005698540868631913,0.005711793899536133,0.001240620623086824,1.3253030904219684e-05,0.0023202922124511516,163.54965348880168,1.4836540222167969,1.489365816116333,11.983747606986832,132.9379057649063,0.0024547351843652093,0.09014545202915607,72.18615956350064,0.0,1.0,0.5319839978443985
d12-s10,shadow_fp32,2394,0.95,-0.0007173115049257994,-0.00035554176336244277,-0.0003565549850463867,0.0003607565198794127,-1.013221683943946e-06,-0.0028416982693766826,100.40016357913215,1.4609181880950928,1.4605616331100464,12.765756231161262,169.9408872786547,0.0007235394831267133,0.07511880416529221,88.18416390294469,0.0,1.0,0.5393665463253297
d12-s10,shadow_fp32,2520,1.0,0.0008848314894477955,0.0009689021906148215,0.0009691715240478516,8.434003460005602e-05,2.6933343303010837e-07,0.00027790068769788825,34.778090094659625,1.4272997379302979,1.4282689094543457,12.753079351992202,150.48145234618516,0.00016814140233405178,0.08474851320981089,82.35653435712719,0.0,1.0,0.5116551859166131
d12-s11,native,1,0.0003968253968253968,-0.03514357268912553,-0.03500680656987684,-0.034913063049316406,0.0002305096398091261,9.374352056043533e-05,0.0026778655280456543,33.01655195972672,10.396788597106934,10.361875534057617,4.452081881401844,0.0041480989351104156,0.00027353223849737885,,0.6366502582073407,2.0,2.0,0.003087924085370968
d12-s11,native,2,0.0007936507936507937,-0.0664778544504402,-0.06742349307689359,-0.06695556640625,-0.0004777119558097981,0.0004679266706435897,0.006940113145872456,51.76488504601702,10.361875534057617,10.294919967651367,4.452744523372349,0.005892465622175463,-0.0018912772529067726,,0.6330287454627707,2.0,2.0,0.004411230350511747
d12-s11,native,3,0.0011904761904761906,-0.1021430781090037,-0.1064641082578811,-0.10516166687011719,-0.0030185887611134943,0.0013024413877639057,0.012233619471165687,69.811865520556,10.294919967651367,10.18975830078125,4.475247407121946,0.0016446098195067578,-0.008642060297754791,,0.7009745809392239,2.0,2.0,0.0011090524473136602
d12-s11,native,5,0.001984126984126984,-0.22886943069552237,-0.2553744919986152,-0.25672435760498047,-0.027854926909458094,-0.0013498656063652414,-0.00525803480027504,126.22837325014758,10.02646255493164,9.76973819732666,4.719234842019393,-0.22789468884882202,-0.05301012260618573,,1.1840367066782793,2.0,2.0,-0.08859990227641018
d12-s11,native,9,0.0035714285714285713,-0.8473593833153756,-0.29322870646447874,-0.026568889617919922,0.8207904936974557,0.2666598168465588,0.9093919216223175,289.4609985897447,7.649535655975342,7.622966766357422,15.663364959257011,15.422511282428557,1.1082613537017938,1.015617020627689,30.720863530984044,2.0,2.0,0.1268466914402987
d12-s11,native,17,0.006746031746031746,-0.11032667075319053,-0.06340343374580268,-0.06288623809814453,0.047440432655045994,0.0005171956476581474,0.00815721826252645,382.3092697941206,5.38895320892334,5.326066970825195,3.9774578962954052,10.068107951869163,0.09384647401477571,0.39505514991592666,8.757100087939065,2.0,2.0,0.5764806765967591
d12-s11,native,33,0.013095238095238096,-0.09696950605713545,-0.0063364690845704175,-0.01670074462890625,0.0802687614282292,-0.010364275544335833,-0.6205876309489201,577.4176817203263,4.876893997192383,4.860193252563477,3.1184756728761984,3.8427376817864785,0.18126607394513006,0.81152447320485,3.997063087375319,2.0,2.0,0.5444130861395446
d12-s11,native,41,0.01626984126984127,-0.1536735185390639,-0.052524872935107964,-0.06509828567504883,0.08857523286401509,-0.012573412739940865,-0.19314506687170813,713.3661566968162,4.643713474273682,4.578615188598633,3.0045862356889073,3.724729636947192,0.2022972912079119,0.8066588795828634,3.716633953776675,2.0,2.0,0.5781661052379303
d12-s11,native,65,0.025793650793650792,-0.16263396198144064,-0.08626259194446666,-0.08727359771728516,0.07536036426415549,-0.001011005772818499,-0.011584325606623435,815.7472331276839,4.009946823120117,3.922673225402832,2.566381852228958,4.4975191429979855,0.15274274007394797,0.5706216628837387,4.493787248346982,2.0,2.0,0.6247408083732354
d12-s11,native,127,0.0503968253968254,-0.010533237324863384,0.08633961966890952,0.08415460586547852,0.0946878431903419,-0.002185013803431002,-0.025307197458246562,1119.746222764073,3.0177555084228516,3.10191011428833,1.925910036779957,1.3239658681612976,0.1937457139875458,1.4546523313736401,2.1839055321755017,2.0,2.0,0.43684255894947266
d12-s11,native,253,0.1003968253968254,-0.21521969448293854,-0.10103791960613173,-0.10232210159301758,0.11289759288992096,-0.0012841819868858462,-0.012550387129396864,829.2173404928741,2.4546852111816406,2.352363109588623,3.9781310259300176,7.93998288740818,0.22836354975361361,0.5010251385099124,9.029821934430483,2.0,2.0,0.4408601444282613
d12-s11,native,379,0.1503968253968254,-0.10846433906316916,-0.02579899355278953,-0.025315284729003906,0.08314905433416525,0.0004837088237856224,0.01874913541863036,767.826992790223,2.1224637031555176,2.0971484184265137,3.9558862639080816,7.431813521798411,0.16533069102075926,0.5322908402242585,9.265838138920218,2.0,2.0,0.4032628323537186
d12-s11,native,401,0.15912698412698412,-0.0955983922189736,-0.02861025043199937,-0.030068397521972656,0.06552999469700094,-0.0014581470899732857,-0.04849433990979187,751.5400950836467,2.1727569103240967,2.142688512802124,3.7010441579679423,4.603148691506278,0.13397628357394845,0.8040244636887578,7.179157165068403,2.0,2.0,0.3332877944838202
d12-s11,native,505,0.2003968253968254,-0.03935037896754021,0.03077760847457802,0.023728370666503906,0.06307874963404411,-0.007049237808074114,-0.22903786738000487,746.1405061305044,2.0588316917419434,2.0825600624084473,3.6320875769265246,6.64869607601553,0.14025597488423647,0.5462856980376796,7.535886568719563,2.0,2.0,0.4629392166205104
d12-s11,native,631,0.2503968253968254,-0.0696147337940703,-0.011863530892442138,-0.013677597045898438,0.055937136748171856,-0.0018140661534562993,-0.1326304721047687,738.587308033205,1.9044387340545654,1.890761137008667,3.6466091031402996,6.986809741902752,0.11550240580325631,0.5219276376269552,8.21635014019746,2.0,2.0,0.4453027455010664
d12-s11,native,757,0.3003968253968254,-0.08605313112204474,-0.0237618200440759,-0.02601313591003418,0.06003999521201056,-0.002251315865958281,-0.08654534669500841,748.6864519830795,1.9004240036010742,1.87441086769104,3.989078162851569,9.770279713863692,0.12458262215593768,0.40828699685958875,9.981460619032154,2.0,2.0,0.4900908865249056
d12-s11,native,883,0.3503968253968254,-0.09439319661811188,-0.04793028792625226,-0.05091524124145508,0.0434779553766568,-0.0029849533152028207,-0.05862592894428787,751.9329590263784,1.8861262798309326,1.8352110385894775,4.736479796319932,17.02630108285662,0.09292581738371924,0.2781860706720957,14.534363228394854,2.0,2.0,0.5382653887019435
d12-s11,native,1009,0.4003968253968254,-0.02266224637767988,0.01760097500145438,0.015450716018676758,0.03811296239635664,-0.002150258982777622,-0.1221670380532865,700.267622656358,1.9125635623931885,1.9280142784118652,5.58304748113313,23.028695547991443,0.08052644275826852,0.24243872039986572,19.549281457353775,2.0,2.0,0.4985432932579106
d12-s11,native,1135,0.4503968253968254,-0.09532104490554115,-0.051904402204856426,-0.05424785614013672,0.04107318876540443,-0.002343453935280293,-0.04319901470809325,647.3832129914349,1.816903829574585,1.7626559734344482,6.727728481996223,33.00468533032276,0.08683328540136945,0.2038416186872469,23.655933158986933,2.0,2.0,0.5378996778389066
d12-s11,native,1261,0.5003968253968254,-0.04135870834124967,0.005737317537057973,0.002185344696044922,0.04354405303729459,-0.0035519728410130513,-0.6190999222320297,612.105114422093,1.752528190612793,1.754713535308838,9.448990922583745,115.71283137789098,0.09419205175661528,0.0816589725622179,61.49109755640631,2.0,2.0,0.6121763670550091
d12-s11,native,1386,0.55,-0.05042981364178393,-0.014385287651672643,-0.016397953033447266,0.03403186060833666,-0.0020126653817746226,-0.12273881853846909,562.388078718987,1.7616620063781738,1.7452640533447266,10.166053292631322,148.52894164392427,0.07208905198022257,0.06844493187733675,72.39912137936666,2.0,2.0,0.6434304350553207
d12-s11,native,1512,0.6,-0.05114486638337959,-0.01780976853138834,-0.02077507972717285,0.030369786656206738,-0.002965311195784512,-0.142734046498316,498.4808364636794,1.6913554668426514,1.6705803871154785,8.665435556500285,65.93781363124582,0.0666701957039825,0.13141830278087976,42.09643438207352,2.0,2.0,0.5321009473503915
d12-s11,native,1638,0.65,-0.01890793549760035,-0.0028785550519326956,-0.0033025741577148438,0.015605361339885507,-0.0004240191057821481,-0.12839048739954426,450.5865363056356,1.6531460285186768,1.649843454360962,11.142958157277775,156.4472395790862,0.03205876089133531,0.07122502248845917,79.7506128802916,2.0,2.0,0.5876701415220316
d12-s11,native,1764,0.7,-0.03901620831031295,-0.026193641952332886,-0.02692246437072754,0.012093743939585413,-0.0007288224183946528,-0.027071162890537327,395.28756665751433,1.62491774559021,1.5979952812194824,11.648183228690563,159.78535024431773,0.025645132715960132,0.07289894355696601,81.18659875310252,2.0,2.0,0.5766648958714815
