run,kind,s0,s1,gap,progress,cos
d12-s8,probe_grad,0,16,16,0.0,0.6419141538355794
d12-s8,probe_grad,0,32,32,0.0,0.5401244264176392
d12-s8,probe_grad,0,40,40,0.0,0.4756318866707041
d12-s8,probe_grad,0,64,64,0.0,0.3583164160632507
d12-s8,probe_grad,0,126,126,0.0,0.10912530318083558
d12-s8,probe_grad,0,252,252,0.0,0.04833599765522945
d12-s8,probe_grad,0,378,378,0.0,0.03582962326907019
d12-s8,probe_grad,0,400,400,0.0,0.037356924404623695
d12-s8,probe_grad,0,504,504,0.0,0.03348080264008236
d12-s8,probe_grad,0,630,630,0.0,0.02575417368694353
d12-s8,probe_grad,0,756,756,0.0,0.02874816258777166
d12-s8,probe_grad,0,882,882,0.0,0.020235668322778656
d12-s8,probe_grad,0,1008,1008,0.0,0.019018798613238096
d12-s8,probe_grad,0,1134,1134,0.0,0.015355768128861589
d12-s8,probe_grad,0,1260,1260,0.0,0.011915502635823262
d12-s8,probe_grad,0,1385,1385,0.0,0.01352513783707533
d12-s8,probe_grad,0,1511,1511,0.0,0.012171997804539413
d12-s8,probe_grad,0,1637,1637,0.0,0.011529380485998546
d12-s8,probe_grad,0,1763,1763,0.0,0.010718341276139251
d12-s8,probe_grad,0,1889,1889,0.0,0.01136146758476785
d12-s8,probe_grad,0,2015,2015,0.0,0.011747025554532506
d12-s8,probe_grad,0,2141,2141,0.0,0.012589289909009689
d12-s8,probe_grad,0,2267,2267,0.0,0.012012790988064903
d12-s8,probe_grad,0,2393,2393,0.0,0.011941692327149523
d12-s8,probe_grad,0,2519,2519,0.0,0.012051070521333562
d12-s8,probe_grad,1,2,1,0.0003968253968253968,0.978835244741333
d12-s8,probe_grad,1,4,3,0.0003968253968253968,0.9473686652079286
d12-s8,probe_grad,1,8,7,0.0003968253968253968,0.26921912901833306
d12-s8,probe_grad,1,16,15,0.0003968253968253968,0.6465576631510295
d12-s8,probe_grad,1,32,31,0.0003968253968253968,0.5421388473790155
d12-s8,probe_grad,1,40,39,0.0003968253968253968,0.4773529051438343
d12-s8,probe_grad,1,64,63,0.0003968253968253968,0.35977054615713827
d12-s8,probe_grad,1,126,125,0.0003968253968253968,0.10859161411240725
d12-s8,probe_grad,1,252,251,0.0003968253968253968,0.048686762455157066
d12-s8,probe_grad,1,378,377,0.0003968253968253968,0.03605540079138548
d12-s8,probe_grad,1,400,399,0.0003968253968253968,0.03759320829237776
d12-s8,probe_grad,1,504,503,0.0003968253968253968,0.03375967687635383
d12-s8,probe_grad,1,630,629,0.0003968253968253968,0.025702474225642015
d12-s8,probe_grad,1,756,755,0.0003968253968253968,0.028981601347324422
d12-s8,probe_grad,1,882,881,0.0003968253968253968,0.020384585266698143
d12-s8,probe_grad,1,1008,1007,0.0003968253968253968,0.019183221231816674
d12-s8,probe_grad,1,1134,1133,0.0003968253968253968,0.01561402576396444
d12-s8,probe_grad,1,1260,1259,0.0003968253968253968,0.012042070678372166
d12-s8,probe_grad,1,1385,1384,0.0003968253968253968,0.013778312347000702
d12-s8,probe_grad,1,1511,1510,0.0003968253968253968,0.012314663791249647
d12-s8,probe_grad,1,1637,1636,0.0003968253968253968,0.011704474498366218
d12-s8,probe_grad,1,1763,1762,0.0003968253968253968,0.01078534729920008
d12-s8,probe_grad,1,1889,1888,0.0003968253968253968,0.011525852865224165
d12-s8,probe_grad,1,2015,2014,0.0003968253968253968,0.011900316144940238
d12-s8,probe_grad,1,2141,2140,0.0003968253968253968,0.01273849349968671
d12-s8,probe_grad,1,2267,2266,0.0003968253968253968,0.012159822381082246
d12-s8,probe_grad,1,2393,2392,0.0003968253968253968,0.012076328558727053
d12-s8,probe_grad,1,2519,2518,0.0003968253968253968,0.012184705773567369
d12-s8,probe_grad,2,4,2,0.0007936507936507937,0.957992166383893
d12-s8,probe_grad,2,8,6,0.0007936507936507937,0.27420825558159717
d12-s8,probe_grad,2,16,14,0.0007936507936507937,0.6582407483625816
d12-s8,probe_grad,2,32,30,0.0007936507936507937,0.5492643096905326
d12-s8,probe_grad,2,40,38,0.0007936507936507937,0.4839656176541056
d12-s8,probe_grad,2,64,62,0.0007936507936507937,0.3649141872045294
d12-s8,probe_grad,2,126,124,0.0007936507936507937,0.10751004530689087
d12-s8,probe_grad,2,252,250,0.0007936507936507937,0.04931334119984494
d12-s8,probe_grad,2,378,376,0.0007936507936507937,0.036563166241730005
d12-s8,probe_grad,2,400,398,0.0007936507936507937,0.0379123871560397
d12-s8,probe_grad,2,504,502,0.0007936507936507937,0.03430217978470937
d12-s8,probe_grad,2,630,628,0.0007936507936507937,0.02541576973635528
d12-s8,probe_grad,2,756,754,0.0007936507936507937,0.02940857545473256
d12-s8,probe_grad,2,882,880,0.0007936507936507937,0.02058411817035621
d12-s8,probe_grad,2,1008,1006,0.0007936507936507937,0.019359012435171616
d12-s8,probe_grad,2,1134,1132,0.0007936507936507937,0.016051234178078272
d12-s8,probe_grad,2,1260,1258,0.0007936507936507937,0.012227304774077461
d12-s8,probe_grad,2,1385,1383,0.0007936507936507937,0.014185204785506837
d12-s8,probe_grad,2,1511,1509,0.0007936507936507937,0.01255916834875077
d12-s8,probe_grad,2,1637,1635,0.0007936507936507937,0.012001067451899692
d12-s8,probe_grad,2,1763,1761,0.0007936507936507937,0.010857550070076516
d12-s8,probe_grad,2,1889,1887,0.0007936507936507937,0.011761031520133193
d12-s8,probe_grad,2,2015,2013,0.0007936507936507937,0.012175777878310189
d12-s8,probe_grad,2,2141,2139,0.0007936507936507937,0.012976872575206392
d12-s8,probe_grad,2,2267,2265,0.0007936507936507937,0.012391467969961092
d12-s8,probe_grad,2,2393,2391,0.0007936507936507937,0.012272255301968718
d12-s8,probe_grad,2,2519,2517,0.0007936507936507937,0.012376454847146353
d12-s8,probe_grad,4,8,4,0.0015873015873015873,0.30251012943467837
d12-s8,probe_grad,4,16,12,0.0015873015873015873,0.7078117710795341
d12-s8,probe_grad,4,32,28,0.0015873015873015873,0.575990536176959
d12-s8,probe_grad,4,40,36,0.0015873015873015873,0.5093342517714432
d12-s8,probe_grad,4,64,60,0.0015873015873015873,0.3854451958761365
d12-s8,probe_grad,4,126,122,0.0015873015873015873,0.09884747173009725
d12-s8,probe_grad,4,252,248,0.0015873015873015873,0.051613554424464976
d12-s8,probe_grad,4,378,374,0.0015873015873015873,0.03899556503249182
d12-s8,probe_grad,4,400,396,0.0015873015873015873,0.04014803761835533
d12-s8,probe_grad,4,504,500,0.0015873015873015873,0.03693720274744053
d12-s8,probe_grad,4,630,626,0.0015873015873015873,0.024349453440258524
d12-s8,probe_grad,4,756,752,0.0015873015873015873,0.032552135953723076
d12-s8,probe_grad,4,882,878,0.0015873015873015873,0.022113832579294477
d12-s8,probe_grad,4,1008,1004,0.0015873015873015873,0.020554110210068675
d12-s8,probe_grad,4,1134,1130,0.0015873015873015873,0.0184192021380396
d12-s8,probe_grad,4,1260,1256,0.0015873015873015873,0.01331177965865984
d12-s8,probe_grad,4,1385,1381,0.0015873015873015873,0.01631855969156487
d12-s8,probe_grad,4,1511,1507,0.0015873015873015873,0.014301542450235342
d12-s8,probe_grad,4,1637,1633,0.0015873015873015873,0.013846317450827442
d12-s8,probe_grad,4,1763,1759,0.0015873015873015873,0.011331879785727167
d12-s8,probe_grad,4,1889,1885,0.0015873015873015873,0.0133764246037582
d12-s8,probe_grad,4,2015,2011,0.0015873015873015873,0.014082621384187723
d12-s8,probe_grad,4,2141,2137,0.0015873015873015873,0.014531353367888874
d12-s8,probe_grad,4,2267,2263,0.0015873015873015873,0.013765344188742468
d12-s8,probe_grad,4,2393,2389,0.0015873015873015873,0.0136721950345271
d12-s8,probe_grad,4,2519,2515,0.0015873015873015873,0.013662401991368386
d12-s8,probe_grad,8,16,8,0.0031746031746031746,0.2512930725610765
d12-s8,probe_grad,8,32,24,0.0031746031746031746,0.31767755757313176
d12-s8,probe_grad,8,40,32,0.0031746031746031746,0.2921005557605871
d12-s8,probe_grad,8,64,56,0.0031746031746031746,0.23114022956440217
d12-s8,probe_grad,8,126,118,0.0031746031746031746,0.06840830967644948
d12-s8,probe_grad,8,252,244,0.0031746031746031746,0.038474382017394504
d12-s8,probe_grad,8,378,370,0.0031746031746031746,0.03176171716182962
d12-s8,probe_grad,8,400,392,0.0031746031746031746,0.01898005739090872
d12-s8,probe_grad,8,504,496,0.0031746031746031746,0.049984130822959334
d12-s8,probe_grad,8,630,622,0.0031746031746031746,0.019278022854930705
d12-s8,probe_grad,8,756,748,0.0031746031746031746,-0.0008502480978151223
d12-s8,probe_grad,8,882,874,0.0031746031746031746,0.0007514588887732749
d12-s8,probe_grad,8,1008,1000,0.0031746031746031746,0.011605335816314235
d12-s8,probe_grad,8,1134,1126,0.0031746031746031746,0.007197526080947287
d12-s8,probe_grad,8,1260,1252,0.0031746031746031746,0.004227167819189396
d12-s8,probe_grad,8,1385,1377,0.0031746031746031746,0.010354579467806511
d12-s8,probe_grad,8,1511,1503,0.0031746031746031746,-0.0022091700883876677
d12-s8,probe_grad,8,1637,1629,0.0031746031746031746,0.006912878096669443
d12-s8,probe_grad,8,1763,1755,0.0031746031746031746,0.008490931257809925
d12-s8,probe_grad,8,1889,1881,0.0031746031746031746,0.004087060396448449
d12-s8,probe_grad,8,2015,2007,0.0031746031746031746,0.005003932698192848
d12-s8,probe_grad,8,2141,2133,0.0031746031746031746,0.007812868542568479
d12-s8,probe_grad,8,2267,2259,0.0031746031746031746,0.008386844969024322
d12-s8,probe_grad,8,2393,2385,0.0031746031746031746,0.0067446586667841415
d12-s8,probe_grad,8,2519,2511,0.0031746031746031746,0.010486051295890947
d12-s8,probe_grad,16,32,16,0.006349206349206349,0.7653253775953391
d12-s8,probe_grad,16,40,24,0.006349206349206349,0.687912869520222
d12-s8,probe_grad,16,64,48,0.006349206349206349,0.5048047040941973
d12-s8,probe_grad,16,126,110,0.006349206349206349,0.1675277131495308
d12-s8,probe_grad,16,252,236,0.006349206349206349,0.07640187320620667
d12-s8,probe_grad,16,378,362,0.006349206349206349,0.05669758343658335
d12-s8,probe_grad,16,400,384,0.006349206349206349,0.06329039409766443
d12-s8,probe_grad,16,504,488,0.006349206349206349,0.05209910627077684
d12-s8,probe_grad,16,630,614,0.006349206349206349,0.04048314172213415
d12-s8,probe_grad,16,756,740,0.006349206349206349,0.04906313752112901
d12-s8,probe_grad,16,882,866,0.006349206349206349,0.03776508334957169
d12-s8,probe_grad,16,1008,992,0.006349206349206349,0.03359773215411481
d12-s8,probe_grad,16,1134,1118,0.006349206349206349,0.03071091424908565
d12-s8,probe_grad,16,1260,1244,0.006349206349206349,0.02593414331006894
d12-s8,probe_grad,16,1385,1369,0.006349206349206349,0.026226288967283812
d12-s8,probe_grad,16,1511,1495,0.006349206349206349,0.02580744152152557
d12-s8,probe_grad,16,1637,1621,0.006349206349206349,0.02334310799153508
d12-s8,probe_grad,16,1763,1747,0.006349206349206349,0.01935328059308743
d12-s8,probe_grad,16,1889,1873,0.006349206349206349,0.021803256094787143
d12-s8,probe_grad,16,2015,1999,0.006349206349206349,0.023727133004638006
d12-s8,probe_grad,16,2141,2125,0.006349206349206349,0.02400154775989791
d12-s8,probe_grad,16,2267,2251,0.006349206349206349,0.022760397231534384
d12-s8,probe_grad,16,2393,2377,0.006349206349206349,0.022715646914958178
d12-s8,probe_grad,16,2519,2503,0.006349206349206349,0.02205252115302483
d12-s8,probe_grad,32,40,8,0.012698412698412698,0.9232428027235112
d12-s8,probe_grad,32,64,32,0.012698412698412698,0.6634201000462492
d12-s8,probe_grad,32,126,94,0.012698412698412698,0.21567132212940657
d12-s8,probe_grad,32,252,220,0.012698412698412698,0.09755215400075025
d12-s8,probe_grad,32,378,346,0.012698412698412698,0.07391130440198217
d12-s8,probe_grad,32,400,368,0.012698412698412698,0.07948753800133672
d12-s8,probe_grad,32,504,472,0.012698412698412698,0.06798711962717754
d12-s8,probe_grad,32,630,598,0.012698412698412698,0.05410528547317804
d12-s8,probe_grad,32,756,724,0.012698412698412698,0.06295671473323428
d12-s8,probe_grad,32,882,850,0.012698412698412698,0.04869315665034023
d12-s8,probe_grad,32,1008,976,0.012698412698412698,0.0430831246499559
d12-s8,probe_grad,32,1134,1102,0.012698412698412698,0.04110304278768336
d12-s8,probe_grad,32,1260,1228,0.012698412698412698,0.03451143349845831
d12-s8,probe_grad,32,1385,1353,0.012698412698412698,0.03233746325776926
d12-s8,probe_grad,32,1511,1479,0.012698412698412698,0.03306002232069374
d12-s8,probe_grad,32,1637,1605,0.012698412698412698,0.030491830053566617
d12-s8,probe_grad,32,1763,1731,0.012698412698412698,0.027388536651694086
d12-s8,probe_grad,32,1889,1857,0.012698412698412698,0.028861885961928464
d12-s8,probe_grad,32,2015,1983,0.012698412698412698,0.030845496821525247
d12-s8,probe_grad,32,2141,2109,0.012698412698412698,0.03135073884452201
d12-s8,probe_grad,32,2267,2235,0.012698412698412698,0.030349712583002116
d12-s8,probe_grad,32,2393,2361,0.012698412698412698,0.0294873367119384
d12-s8,probe_grad,32,2519,2487,0.012698412698412698,0.02868998367335565
d12-s8,probe_grad,40,64,24,0.015873015873015872,0.7311357761256231
d12-s8,probe_grad,40,126,86,0.015873015873015872,0.23557321313371601
d12-s8,probe_grad,40,252,212,0.015873015873015872,0.10814505589907153
d12-s8,probe_grad,40,378,338,0.015873015873015872,0.08248377581602048
d12-s8,probe_grad,40,400,360,0.015873015873015872,0.088446024596164
d12-s8,probe_grad,40,504,464,0.015873015873015872,0.07569698706037568
d12-s8,probe_grad,40,630,590,0.015873015873015872,0.060053668979103664
d12-s8,probe_grad,40,756,716,0.015873015873015872,0.0700395950059192
d12-s8,probe_grad,40,882,842,0.015873015873015872,0.05455919298913667
d12-s8,probe_grad,40,1008,968,0.015873015873015872,0.04814335549020009
d12-s8,probe_grad,40,1134,1094,0.015873015873015872,0.04729944650232835
d12-s8,probe_grad,40,1260,1220,0.015873015873015872,0.038934816061917295
d12-s8,probe_grad,40,1385,1345,0.015873015873015872,0.03712255916337133
d12-s8,probe_grad,40,1511,1471,0.015873015873015872,0.03737788759214552
d12-s8,probe_grad,40,1637,1597,0.015873015873015872,0.03493283909823856
d12-s8,probe_grad,40,1763,1723,0.015873015873015872,0.03192175393833725
d12-s8,probe_grad,40,1889,1849,0.015873015873015872,0.03323093020002551
d12-s8,probe_grad,40,2015,1975,0.015873015873015872,0.03512399857762127
d12-s8,probe_grad,40,2141,2101,0.015873015873015872,0.03579391156224121
d12-s8,probe_grad,40,2267,2227,0.015873015873015872,0.03428224510387814
d12-s8,probe_grad,40,2393,2353,0.015873015873015872,0.03384346075306158
d12-s8,probe_grad,40,2519,2479,0.015873015873015872,0.03264031585510794
d12-s8,probe_grad,64,126,62,0.025396825396825397,0.3189318956478081
d12-s8,probe_grad,64,252,188,0.025396825396825397,0.14995942214158597
d12-s8,probe_grad,64,378,314,0.025396825396825397,0.11792375057003654
d12-s8,probe_grad,64,400,336,0.025396825396825397,0.1161065852391468
d12-s8,probe_grad,64,504,440,0.025396825396825397,0.10688788007444981
d12-s8,probe_grad,64,630,566,0.025396825396825397,0.08812566479312398
d12-s8,probe_grad,64,756,692,0.025396825396825397,0.07914261929959297
d12-s8,probe_grad,64,882,818,0.025396825396825397,0.06737642842363285
d12-s8,probe_grad,64,1008,944,0.025396825396825397,0.06312945598821472
d12-s8,probe_grad,64,1134,1070,0.025396825396825397,0.05638398889575779
d12-s8,probe_grad,64,1260,1196,0.025396825396825397,0.052030276368061526
d12-s8,probe_grad,64,1385,1321,0.025396825396825397,0.04892427793655129
d12-s8,probe_grad,64,1511,1447,0.025396825396825397,0.04348219330131962
d12-s8,probe_grad,64,1637,1573,0.025396825396825397,0.04482702938731868
d12-s8,probe_grad,64,1763,1699,0.025396825396825397,0.04262246540232464
d12-s8,probe_grad,64,1889,1825,0.025396825396825397,0.042314731780852946
d12-s8,probe_grad,64,2015,1951,0.025396825396825397,0.042277623754712536
d12-s8,probe_grad,64,2141,2077,0.025396825396825397,0.04437320573631278
d12-s8,probe_grad,64,2267,2203,0.025396825396825397,0.04409867642102457
d12-s8,probe_grad,64,2393,2329,0.025396825396825397,0.04323979062775656
d12-s8,probe_grad,64,2519,2455,0.025396825396825397,0.0431437738315828
d12-s8,probe_grad,126,252,126,0.05,0.29894179289113365
d12-s8,probe_grad,126,378,252,0.05,0.21053964375154932
d12-s8,probe_grad,126,400,274,0.05,0.19693981184489429
d12-s8,probe_grad,126,504,378,0.05,0.1878973714520421
d12-s8,probe_grad,126,630,504,0.05,0.1646925210639433
d12-s8,probe_grad,126,756,630,0.05,0.08141924509099804
d12-s8,probe_grad,126,882,756,0.05,0.1015294924978372
d12-s8,probe_grad,126,1008,882,0.05,0.10019632638415675
d12-s8,probe_grad,126,1134,1008,0.05,0.07558468898319258
d12-s8,probe_grad,126,1260,1134,0.05,0.0935367579198012
d12-s8,probe_grad,126,1385,1259,0.05,0.07876803258204265
d12-s8,probe_grad,126,1511,1385,0.05,0.059390505414787395
d12-s8,probe_grad,126,1637,1511,0.05,0.07415391422308173
d12-s8,probe_grad,126,1763,1637,0.05,0.07335949734402503
d12-s8,probe_grad,126,1889,1763,0.05,0.06483736374443039
d12-s8,probe_grad,126,2015,1889,0.05,0.06598283460792201
d12-s8,probe_grad,126,2141,2015,0.05,0.06878089339699656
d12-s8,probe_grad,126,2267,2141,0.05,0.07026135350674866
d12-s8,probe_grad,126,2393,2267,0.05,0.0704606965302061
d12-s8,probe_grad,126,2519,2393,0.05,0.074979277054827
d12-s8,probe_grad,252,378,126,0.1,0.43959973879478764
d12-s8,probe_grad,252,400,148,0.1,0.4231803737595026
d12-s8,probe_grad,252,504,252,0.1,0.35644020230491597
d12-s8,probe_grad,252,630,378,0.1,0.29211833331879367
d12-s8,probe_grad,252,756,504,0.1,0.23543194114033086
d12-s8,probe_grad,252,882,630,0.1,0.2317400367629365
d12-s8,probe_grad,252,1008,756,0.1,0.21950639917360004
d12-s8,probe_grad,252,1134,882,0.1,0.19470677330507688
d12-s8,probe_grad,252,1260,1008,0.1,0.1894772117505777
d12-s8,probe_grad,252,1385,1133,0.1,0.17620127349652473
d12-s8,probe_grad,252,1511,1259,0.1,0.1650294887938598
d12-s8,probe_grad,252,1637,1385,0.1,0.16895936669815434
d12-s8,probe_grad,252,1763,1511,0.1,0.16978530431427338
d12-s8,probe_grad,252,1889,1637,0.1,0.15888490780795
d12-s8,probe_grad,252,2015,1763,0.1,0.16112835740640713
d12-s8,probe_grad,252,2141,1889,0.1,0.16189447256671594
d12-s8,probe_grad,252,2267,2015,0.1,0.16417430859328735
d12-s8,probe_grad,252,2393,2141,0.1,0.16416381941125632
d12-s8,probe_grad,252,2519,2267,0.1,0.1670098943379681
d12-s8,probe_grad,378,400,22,0.15,0.7210701599081589
d12-s8,probe_grad,378,504,126,0.15,0.5227757633262369
d12-s8,probe_grad,378,630,252,0.15,0.4785759855404825
d12-s8,probe_grad,378,756,378,0.15,0.40036434176579555
d12-s8,probe_grad,378,882,504,0.15,0.3510408883214422
d12-s8,probe_grad,378,1008,630,0.15,0.34709465242372384
d12-s8,probe_grad,378,1134,756,0.15,0.31080877672053725
d12-s8,probe_grad,378,1260,882,0.15,0.29836282698562483
d12-s8,probe_grad,378,1385,1007,0.15,0.28862423131876497
d12-s8,probe_grad,378,1511,1133,0.15,0.2712743158254552
d12-s8,probe_grad,378,1637,1259,0.15,0.26734138754779413
d12-s8,probe_grad,378,1763,1385,0.15,0.2585930872614146
d12-s8,probe_grad,378,1889,1511,0.15,0.2581780259364786
d12-s8,probe_grad,378,2015,1637,0.15,0.2558297244875667
d12-s8,probe_grad,378,2141,1763,0.15,0.25775579537912274
d12-s8,probe_grad,378,2267,1889,0.15,0.25970446747331244
d12-s8,probe_grad,378,2393,2015,0.15,0.2587499360182884
d12-s8,probe_grad,378,2519,2141,0.15,0.2600713723345745
d12-s8,probe_grad,400,504,104,0.15873015873015872,0.5395302327636747
d12-s8,probe_grad,400,630,230,0.15873015873015872,0.46772072069367693
d12-s8,probe_grad,400,756,356,0.15873015873015872,0.4340812956998165
d12-s8,probe_grad,400,882,482,0.15873015873015872,0.3818904453816427
d12-s8,probe_grad,400,1008,608,0.15873015873015872,0.3659300745366762
d12-s8,probe_grad,400,1134,734,0.15873015873015872,0.33955289950293266
d12-s8,probe_grad,400,1260,860,0.15873015873015872,0.3178265274310027
d12-s8,probe_grad,400,1385,985,0.15873015873015872,0.3071927151093562
d12-s8,probe_grad,400,1511,1111,0.15873015873015872,0.29427021876008164
d12-s8,probe_grad,400,1637,1237,0.15873015873015872,0.2919491170777394
d12-s8,probe_grad,400,1763,1363,0.15873015873015872,0.28340917697958196
d12-s8,probe_grad,400,1889,1489,0.15873015873015872,0.28818783714600305
d12-s8,probe_grad,400,2015,1615,0.15873015873015872,0.27688783669793754
d12-s8,probe_grad,400,2141,1741,0.15873015873015872,0.28034675647015167
d12-s8,probe_grad,400,2267,1867,0.15873015873015872,0.28137077278320477
d12-s8,probe_grad,400,2393,1993,0.15873015873015872,0.28191218955810354
d12-s8,probe_grad,400,2519,2119,0.15873015873015872,0.28270161258047577
d12-s8,probe_grad,504,630,126,0.2,0.5797259967724201
d12-s8,probe_grad,504,756,252,0.2,0.48249987966514296
d12-s8,probe_grad,504,882,378,0.2,0.44249823704296065
d12-s8,probe_grad,504,1008,504,0.2,0.4288858250938765
d12-s8,probe_grad,504,1134,630,0.2,0.4054688769011071
d12-s8,probe_grad,504,1260,756,0.2,0.3839038840769182
d12-s8,probe_grad,504,1385,881,0.2,0.37061045116220176
d12-s8,probe_grad,504,1511,1007,0.2,0.34725954527402575
d12-s8,probe_grad,504,1637,1133,0.2,0.3580257352064281
d12-s8,probe_grad,504,1763,1259,0.2,0.3468077845793118
d12-s8,probe_grad,504,1889,1385,0.2,0.3387163072557305
d12-s8,probe_grad,504,2015,1511,0.2,0.3396744608490835
d12-s8,probe_grad,504,2141,1637,0.2,0.33625234170413243
d12-s8,probe_grad,504,2267,1763,0.2,0.3380764531695718
d12-s8,probe_grad,504,2393,1889,0.2,0.3397962319357234
d12-s8,probe_grad,504,2519,2015,0.2,0.3415289086507952
d12-s8,probe_grad,630,756,126,0.25,0.5518931701471407
d12-s8,probe_grad,630,882,252,0.25,0.515911065469116
d12-s8,probe_grad,630,1008,378,0.25,0.5109975613334192
d12-s8,probe_grad,630,1134,504,0.25,0.46752289710555317
d12-s8,probe_grad,630,1260,630,0.25,0.4727130516649061
d12-s8,probe_grad,630,1385,755,0.25,0.42841821997439694
d12-s8,probe_grad,630,1511,881,0.25,0.40857089153168
d12-s8,probe_grad,630,1637,1007,0.25,0.41203248793490516
d12-s8,probe_grad,630,1763,1133,0.25,0.4099704418647545
d12-s8,probe_grad,630,1889,1259,0.25,0.40755341343600077
d12-s8,probe_grad,630,2015,1385,0.25,0.40116627514391673
d12-s8,probe_grad,630,2141,1511,0.25,0.40100114513758556
d12-s8,probe_grad,630,2267,1637,0.25,0.40389912307849235
d12-s8,probe_grad,630,2393,1763,0.25,0.3977833247018932
d12-s8,probe_grad,630,2519,1889,0.25,0.4028388549799116
d12-s8,probe_grad,756,882,126,0.3,0.6459271800332754
d12-s8,probe_grad,756,1008,252,0.3,0.6190994916081599
d12-s8,probe_grad,756,1134,378,0.3,0.6171875060633468
d12-s8,probe_grad,756,1260,504,0.3,0.5468474664688607
d12-s8,probe_grad,756,1385,629,0.3,0.571832286398721
d12-s8,probe_grad,756,1511,755,0.3,0.581267420957914
d12-s8,probe_grad,756,1637,881,0.3,0.554402961728884
d12-s8,probe_grad,756,1763,1007,0.3,0.5306519695740355
d12-s8,probe_grad,756,1889,1133,0.3,0.5420822436964463
d12-s8,probe_grad,756,2015,1259,0.3,0.5281149841998616
d12-s8,probe_grad,756,2141,1385,0.3,0.5253069555694173
d12-s8,probe_grad,756,2267,1511,0.3,0.5132505343646375
d12-s8,probe_grad,756,2393,1637,0.3,0.5136125101041359
d12-s8,probe_grad,756,2519,1763,0.3,0.5076173837841309
d12-s8,probe_grad,882,1008,126,0.35,0.7068496423911672
d12-s8,probe_grad,882,1134,252,0.35,0.6607088994889911
d12-s8,probe_grad,882,1260,378,0.35,0.6466399786878166
d12-s8,probe_grad,882,1385,503,0.35,0.633246398420874
d12-s8,probe_grad,882,1511,629,0.35,0.6131204458888634
d12-s8,probe_grad,882,1637,755,0.35,0.6051958315703289
d12-s8,probe_grad,882,1763,881,0.35,0.6142267162737384
d12-s8,probe_grad,882,1889,1007,0.35,0.6014393906968595
d12-s8,probe_grad,882,2015,1133,0.35,0.5912096414787974
d12-s8,probe_grad,882,2141,1259,0.35,0.5774060706054789
d12-s8,probe_grad,882,2267,1385,0.35,0.5736479476155154
d12-s8,probe_grad,882,2393,1511,0.35,0.5737023312267783
d12-s8,probe_grad,882,2519,1637,0.35,0.5719560996019488
d12-s8,probe_grad,1008,1134,126,0.4,0.7307986665709437
d12-s8,probe_grad,1008,1260,252,0.4,0.7126865823333066
d12-s8,probe_grad,1008,1385,377,0.4,0.7074765311504653
d12-s8,probe_grad,1008,1511,503,0.4,0.6877035583524344
d12-s8,probe_grad,1008,1637,629,0.4,0.6781805681111438
d12-s8,probe_grad,1008,1763,755,0.4,0.6633725302918028
d12-s8,probe_grad,1008,1889,881,0.4,0.6556449378488914
d12-s8,probe_grad,1008,2015,1007,0.4,0.6508730723094827
d12-s8,probe_grad,1008,2141,1133,0.4,0.6424770493872424
d12-s8,probe_grad,1008,2267,1259,0.4,0.636145048887276
d12-s8,probe_grad,1008,2393,1385,0.4,0.6324486919693865
d12-s8,probe_grad,1008,2519,1511,0.4,0.6323104997397543
d12-s8,probe_grad,1134,1260,126,0.45,0.7617835204849511
d12-s8,probe_grad,1134,1385,251,0.45,0.7691033748028132
d12-s8,probe_grad,1134,1511,377,0.45,0.7463990908589088
d12-s8,probe_grad,1134,1637,503,0.45,0.7484897864609092
d12-s8,probe_grad,1134,1763,629,0.45,0.7185378344395376
d12-s8,probe_grad,1134,1889,755,0.45,0.7214027489663918
d12-s8,probe_grad,1134,2015,881,0.45,0.7049714200281123
d12-s8,probe_grad,1134,2141,1007,0.45,0.6885616424734247
d12-s8,probe_grad,1134,2267,1133,0.45,0.6757517650391982
d12-s8,probe_grad,1134,2393,1259,0.45,0.6810361450700575
d12-s8,probe_grad,1134,2519,1385,0.45,0.6746230196809877
d12-s8,probe_grad,1260,1385,125,0.5,0.8042348098340973
d12-s8,probe_grad,1260,1511,251,0.5,0.7438080888518603
d12-s8,probe_grad,1260,1637,377,0.5,0.7532652552769751
d12-s8,probe_grad,1260,1763,503,0.5,0.7638479702428305
d12-s8,probe_grad,1260,1889,629,0.5,0.7376542239957223
d12-s8,probe_grad,1260,2015,755,0.5,0.7253241109869307
d12-s8,probe_grad,1260,2141,881,0.5,0.7132483421522735
d12-s8,probe_grad,1260,2267,1007,0.5,0.7103656850561219
d12-s8,probe_grad,1260,2393,1133,0.5,0.7080896776588823
d12-s8,probe_grad,1260,2519,1259,0.5,0.7106441466123179
d12-s8,probe_grad,1385,1511,126,0.5496031746031746,0.8211627056545419
d12-s8,probe_grad,1385,1637,252,0.5496031746031746,0.8319561550217915
d12-s8,probe_grad,1385,1763,378,0.5496031746031746,0.7988445406349924
d12-s8,probe_grad,1385,1889,504,0.5496031746031746,0.7938605090966521
d12-s8,probe_grad,1385,2015,630,0.5496031746031746,0.7741976609493587
d12-s8,probe_grad,1385,2141,756,0.5496031746031746,0.7605086185256025
d12-s8,probe_grad,1385,2267,882,0.5496031746031746,0.7517305125881218
d12-s8,probe_grad,1385,2393,1008,0.5496031746031746,0.7549979984479932
d12-s8,probe_grad,1385,2519,1134,0.5496031746031746,0.7517513037400143
