run,step,progress,K,b,s2,signal_raw,gbar2,row_trace,b_noise,mean_sq_norm_sub,cos_mean,cos_sd,cos_min,cos_max,cos_pred_mean,I_exact,I_sketch,rel_err_inner,abs_err_cos,sd_err_cos,pred_cos_from_bnoise
d12-s10,1010,0.4007936507936508,8,4,0.2608327266316662,0.07355325445309852,0.10615734528205678,1.0433309065266647,14.184700789710783,0.334385983645916,0.22280954622796603,0.0337224394731018,0.1681671142578125,0.30121609568595886,0.22177866751691488,0.07355325445309852,0.0745692836753752,0.013813518243772058,0.0010308787110511872,0.04243784047805476,0.21996512597354745
d12-s10,1111,0.44087301587301586,8,4,0.2731820576791445,0.05324824029927276,0.08739599750916582,1.092728230716578,20.52139609825758,0.3264302983880043,0.16476163347916944,0.029259535815862256,0.07764323800802231,0.20998257398605347,0.16345202922119606,0.05324824029927276,0.05358257860898302,0.006278861194870831,0.0013096042579733827,0.027004487200482104,0.16312284928525048
d12-s10,1212,0.48095238095238096,8,4,0.3102353536159553,0.08247437378116679,0.12125379298316119,1.2409414144638211,15.046387836256514,0.39270973205566406,0.2108344111059393,0.023058380325365918,0.16867947578430176,0.25983288884162903,0.21145566544936542,0.08247437378116679,0.08258722078244508,0.001368267452114502,-0.0006212543434261126,0.026957251045108935,0.21001357498273976
d12-s10,1313,0.5210317460317461,8,4,0.31918522298600543,0.04787727535672407,0.08777542822997475,1.2767408919440217,26.666949663097554,0.3670625016093254,0.13205162808299065,0.0432379278363813,0.0649007111787796,0.1971055418252945,0.13061804002301913,0.04787727535672407,0.04825037214640437,0.007792774064531171,0.0014335880599715119,0.04171331410675856,0.13043357894878335
d12-s10,1414,0.5611111111111111,8,4,0.35931668071174677,0.10470875005805119,0.14962333514701953,1.437266722846987,13.726328717038044,0.46402542665600777,0.2315813031579767,0.027781128440190577,0.18175533413887024,0.2897629737854004,0.2269150180624218,0.10470875005805119,0.10772177384475114,0.02877528176995242,0.004666285095554882,0.037971917677204384,0.22565304208509424
d12-s10,1515,0.6011904761904762,8,4,0.3858884427812979,0.06231177530854686,0.1105478306562091,1.5435537711251917,24.771461950522752,0.4482002258300781,0.14353188406676054,0.04073722467965447,0.06231967732310295,0.2196653038263321,0.1404819173902752,0.06231177530854686,0.0648256699086327,0.040343812828921674,0.0030499666764853433,0.04759046119298575,0.13902665102241438
d12-s10,1616,0.6412698412698413,8,4,0.4229239426344447,0.05381693029143569,0.10668242312074128,1.6916957705377789,31.43426727196649,0.47674086689949036,0.1160086914896965,0.02750264408075732,0.04713210463523865,0.16193458437919617,0.11369231980742094,0.05381693029143569,0.05568503255511321,0.034712166850861925,0.002316371682275544,0.032904417318983525,0.11288507729817134
d12-s10,1717,0.6813492063492064,8,4,0.4303675378569137,0.03620774914537555,0.09000369137748976,1.7214701514276547,47.54424652346888,0.4665752910077572,0.07965247426182032,0.02554419723433289,0.039740823209285736,0.12995141744613647,0.07814965375332891,0.03620774914537555,0.03754566091280649,0.036950978699592,0.0015028205084913978,0.029107716114005817,0.07760322964811871
d12-s10,1818,0.7214285714285714,8,4,0.4304344098145764,0.035449485404694565,0.08925378663151662,1.7217376392583057,48.56876255332881,0.46588389202952385,0.0781710954782154,0.03286379487548606,0.009525874629616737,0.15101829171180725,0.07651334578208957,0.035449485404694565,0.03654877371476328,0.03100999344614292,0.0016577496961258326,0.03417584548765027,0.07609081526205164
d12-s10,1919,0.7615079365079365,8,4,0.4752235598990881,0.021667063710339614,0.08107000869772563,1.9008942395963524,87.7319725925409,0.496890626847744,0.04460422185989695,0.03032254867736111,-0.01613994874060154,0.10792640596628189,0.043836799161863206,0.021667063710339614,0.022630651047349088,0.044472446746424914,0.0007674226980337538,0.03197710487024917,0.04360529798881984
d12-s10,2020,0.8015873015873016,8,4,0.4980661554709635,0.019519321969978777,0.08177759140384921,1.992264621883854,102.0662820638959,0.5175854824483395,0.0400686203107138,0.027536404527211754,-0.006447425112128258,0.08374053239822388,0.03871193170682367,0.019519321969978777,0.020011175743810884,0.0251983022047892,0.001356688603890142,0.02676280619744589,0.03771226748185951
d12-s10,2121,0.8416666666666667,8,4,0.4359615463655097,0.018094175523307755,0.07258936881899647,1.7438461854620388,96.37610640041201,0.4540557228028774,0.04071197886202883,0.023562545469915576,-0.0017449898878112435,0.08617477118968964,0.03987631496693395,0.018094175523307755,0.018477050059639333,0.021160098499010568,0.0008356638950948852,0.023563175707739786,0.039850121143806205
d12-s10,2222,0.8817460317460317,8,4,0.4679863577644556,0.005507804647579002,0.06400609936813595,1.8719454310578223,339.8714280617506,0.47349416464567184,0.011531832777628941,0.027714308461505723,-0.04309621453285217,0.08526302129030228,0.011722201383972855,0.005507804647579002,0.005321341009461822,-0.03385443929990177,-0.00019036860634391323,0.027610647947179715,0.01163225459744129
d12-s10,2323,0.9218253968253968,8,4,0.482361779027877,0.0013324201400760488,0.06162764251856068,1.929447116111508,1448.0771177786187,0.4836941957473755,0.002670579643563542,0.023462379753494158,-0.0576447956264019,0.05305509269237518,0.002765867478585029,0.0013324201400760488,0.0011295558021103772,-0.1522525304624208,-9.528783502148667e-05,0.023425546017912535,0.0027546746319638883
d12-s10,2424,0.9619047619047619,8,4,0.4589790555817014,0.003210110289429177,0.06058249223714185,1.8359162223268055,571.9168678946755,0.4621891677379608,0.006526771808109645,0.017367701592294393,-0.038506653159856796,0.03791319951415062,0.00696077944756721,0.003210110289429177,0.003053423398320265,-0.048810438577415384,-0.0004340076394575647,0.01740460060390111,0.006945446856978541
d12-s11,0,0.0,8,4,0.1883252090892136,0.07373117948415349,0.09727183062030519,0.7533008363568544,10.216855903122449,0.2620563879609108,0.2766524888575077,0.0399995757778367,0.20339833199977875,0.35477834939956665,0.2843995577326588,0.07373117948415349,0.07218091657452172,-0.02102587969537306,-0.007747068875151059,0.04612105100574944,0.2813561611130545
d12-s11,101,0.04007936507936508,8,4,0.11067978670758752,0.019654646888634022,0.03348962022708246,0.4427191468303501,22.52490972434451,0.1303344340994954,0.15346378753227846,0.02083109454899856,0.11671410501003265,0.18949922919273376,0.15177531275768624,0.019654646888634022,0.019932521880139414,0.01413787757571383,0.0016884747745921963,0.02208286979237569,0.15080164424947345
d12-s11,202,0.08015873015873017,8,4,0.20714100979776212,0.07246733886377094,0.09835996508849121,0.8285640391910485,11.433620334101683,0.2796083427965641,0.2590917998126575,0.04411534962653473,0.17506076395511627,0.32319021224975586,0.2610534321075769,0.07246733886377094,0.07260268174807487,0.0018676397729790945,-0.001961632294919417,0.05435110826011322,0.2591744460087382
d12-s11,303,0.12023809523809524,8,4,0.21088583187819512,0.03769975910423083,0.06406048808900522,0.8435433275127805,22.3752975497956,0.24858559295535088,0.15083237125405244,0.03558196141650357,0.09715248644351959,0.2091672420501709,0.15525776544202,0.03769975910423083,0.03761235983777678,-0.0023182977432935343,-0.004425394187967549,0.0468623173040639,0.15165705685208464
d12-s11,404,0.16031746031746033,8,4,0.19710479569420158,0.06656110806688531,0.09119920752866051,0.7884191827768063,11.845042933848802,0.26366591081023216,0.2513421598289694,0.03883664271107443,0.17212527990341187,0.3230879008769989,0.2536357435477753,0.06656110806688531,0.06650655853726306,-0.0008195405876872508,-0.0022935837188059233,0.04922692849318194,0.2524448823963136
d12-s11,505,0.2003968253968254,8,4,0.169849675993439,0.029560766646352783,0.05079197614553266,0.679398703973756,22.983121923110897,0.1994104441255331,0.1491213749561991,0.019420550389939444,0.11631139367818832,0.1916428506374359,0.14862091324034146,0.029560766646352783,0.02974824432222445,0.006342111424731845,0.0005004617158576308,0.0218995395868049,0.14824081555122137
d12-s11,606,0.24047619047619048,8,4,0.17077671762494415,0.04090151336083128,0.062248603063949304,0.6831068704997766,16.701261502806485,0.21167823299765587,0.1932651773095131,0.025278188269167414,0.14964090287685394,0.23619674146175385,0.19457740577384972,0.04090151336083128,0.040979700748433136,0.0019116013364123773,-0.0013122284643366264,0.03397987464349611,0.19322493942978872
d12-s11,707,0.28055555555555556,8,4,0.20678220615854212,0.0857083458138891,0.11155612158370687,0.8271288246341685,9.650505056184757,0.2924905475229025,0.2897104429347174,0.04316834615811104,0.20348791778087616,0.3540642559528351,0.2983612385823881,0.0857083458138891,0.08525958223283496,-0.005235937956714336,-0.008650795647670685,0.07319480054372333,0.2930294508178424
d12-s11,808,0.32063492063492066,8,4,0.1950389339524666,0.05164625071985286,0.07602611746391119,0.7801557358098664,15.105757435166032,0.24668518640100956,0.20636980342013495,0.032969229062112075,0.129099041223526,0.2681974470615387,0.2099397278582478,0.05164625071985286,0.05092935915157126,-0.013880805640089299,-0.003569924438112843,0.035914055454624214,0.20936097475191456
d12-s11,909,0.3607142857142857,8,4,0.25350547929066025,0.06499815177698919,0.09668633668832172,1.014021917162641,15.600780782841085,0.31850362941622734,0.19886906923992292,0.030911764208579707,0.14136411249637604,0.2547691762447357,0.20844968662853844,0.06499815177698919,0.0631183413837992,-0.028920982240228644,-0.00958061738861553,0.04372018146541696,0.20407350320971296
d12-s11,1010,0.4007936507936508,8,4,0.2846601879623409,0.07850120341840189,0.1140837269136945,1.1386407518493635,14.504755370188995,0.3631613925099373,0.21743586286902428,0.032319593821801884,0.17856137454509735,0.3067992627620697,0.21849523462802162,0.07850120341840189,0.07844916865494471,-0.0006628530671031864,-0.0010593717589973534,0.03404192253467643,0.21616065276085553
d12-s11,1111,0.44087301587301586,8,4,0.308618124052381,0.0687139487446221,0.10729121425116972,1.234472496209524,17.965384303520178,0.37733206897974014,0.1842460839876107,0.03362813482965943,0.11271578073501587,0.2341850847005844,0.1834246100476618,0.0687139487446221,0.0691545629958427,0.006412297055699195,0.0008214739399489066,0.033652230850387,0.18210471279389176
d12-s11,1212,0.48095238095238096,8,4,0.36854732964571163,0.10702128101750169,0.15308969722321564,1.4741893185828465,13.774730638308894,0.47556860744953156,0.21919419510023935,0.02754593842680119,0.16025863587856293,0.2708389163017273,0.22743930638499793,0.10702128101750169,0.10356777957128606,-0.03226929647432331,-0.008245111284758574,0.02921110417529218,0.22503857197020027
d12-s11,1313,0.5210317460317461,8,4,0.3897395953985868,0.06390208751379335,0.1126195369386167,1.5589583815943473,24.39604780137807,0.4536416828632355,0.14607758899884565,0.046999268674989866,0.07204795628786087,0.2608153223991394,0.14127160309627393,0.06390208751379335,0.06641033014572045,0.039251341067468165,0.004805985902571711,0.04889181560035162,0.1408646734214146
d12-s11,1414,0.5611111111111111,8,4,0.40368740985455326,0.06413783720185709,0.11459876343367625,1.614749639418213,25.17624088782742,0.4678252451121807,0.1400090828537941,0.04946785903685467,0.04628625139594078,0.21783077716827393,0.13764184699191342,0.06413783720185709,0.0657710095105681,0.025463476474440822,0.002367235861880674,0.05225804481133016,0.1370978535370139
d12-s11,1515,0.6011904761904762,8,4,0.442581169353137,0.07727617600211495,0.13259882217125707,1.770324677412548,22.909061615110154,0.5198573432862759,0.15694716492933886,0.04439926428072235,0.08291908353567123,0.24945278465747833,0.14980471427424083,0.07727617600211495,0.08167097612750322,0.05687134577244083,0.007142450655098048,0.04753463999656556,0.14864881047185582
d12-s11,1616,0.6412698412698413,8,4,0.4785589575634219,0.07516314990052919,0.13498301959595693,1.9142358302536877,25.467743605569815,0.5537221059203148,0.13737001749021666,0.042509023014693545,0.03788483142852783,0.20636436343193054,0.13633801975958193,0.07516314990052919,0.07621646399500467,0.01401370346864703,0.001031997730634739,0.044743457059167865,0.13574164528986685
d12-s11,1717,0.6813492063492064,8,4,0.5060171869160318,0.04636551803384949,0.10961766639835346,2.0240687476641273,43.654613029157595,0.5523827038705349,0.08079236905489649,0.02583719734315247,0.0183207169175148,0.12529529631137848,0.08472714548098491,0.04636551803384949,0.04463256691746214,-0.037375860119198794,-0.003934776426088424,0.027479438207662635,0.08393730943849213
d12-s11,1818,0.7214285714285714,8,4,0.5054521979665034,0.05580943299910704,0.11899095774491997,2.0218087918660137,36.227008289053266,0.5612616240978241,0.10036400013736316,0.034192785497781285,0.025616556406021118,0.16024763882160187,0.09992234217795713,0.05580943299910704,0.05639184118674082,0.010435658567667256,0.000441657959406016,0.035530355957046636,0.09943568189952857
d12-s11,1919,0.7615079365079365,8,4,0.5358214657360472,0.020070121042208094,0.08704780425921399,2.1432858629441887,106.78988225515886,0.5558915846049786,0.03571580581982354,0.029234554399163018,-0.014556911773979664,0.07868796586990356,0.036369238629298827,0.020070121042208094,0.019635447835431773,-0.021657727218594765,-0.0006534328094752905,0.02900611629220043,0.036104379917903044
d12-s11,2020,0.8015873015873016,8,4,0.5926994796666268,0.01835316809364075,0.0924406030519691,2.3707979186665074,129.17649457414237,0.6110526546835899,0.03411397270974703,0.03711263124432151,-0.03038952499628067,0.09457462280988693,0.031179973391928895,0.01835316809364075,0.019986813378513792,0.08901162330873483,0.0029339993178181373,0.036849823304497896,0.030035330279496952
d12-s11,2121,0.8416666666666667,8,4,0.48392203909203807,0.026212646979933495,0.08670290186643825,1.9356881563681523,73.8455814038916,0.5101346969604492,0.05382049506131027,0.03217541483160164,0.0019274898804724216,0.13859979808330536,0.05148226554941793,0.026212646979933495,0.027549074651427637,0.050984079269721025,0.00233822951189236,0.03258656149931281,0.05138377706046698
d12-s11,2222,0.8817460317460317,8,4,0.5127288200606179,0.006854758892044649,0.07094586139962189,2.0509152802424717,299.1958305962708,0.5195835754275322,0.01434759930374899,0.030430330516803245,-0.0432610921561718,0.0934993326663971,0.0133237520147899,0.006854758892044649,0.007392137212700506,0.07839492666613203,0.0010238472889590913,0.03040338317795827,0.013192793555681561
d12-s11,2323,0.9218253968253968,8,4,0.5327845468484895,0.000996051489824623,0.06759411984588581,2.131138187393958,2139.586365930934,0.5337805971503258,0.0046523864948539995,0.024344115479279414,-0.04989757388830185,0.050752561539411545,0.0018720749233192507,0.000996051489824623,0.002524520311794501,1.5345279210806648,0.0027803115715347485,0.024351082557326677,0.0018660316484439142
d12-s11,2424,0.9619047619047619,8,4,0.5031017204060098,0.0066830708650671145,0.06957078591581833,2.012406881624039,301.1200871956981,0.5097848027944565,0.013552791796558137,0.0242864920939526,-0.031903959810733795,0.05975603312253952,0.013164265872314009,0.0066830708650671145,0.006774295775072779,0.013650148539124976,0.0003885259242441291,0.024163928930366237,0.013109592478041204
d12-s7,0,0.0,8,4,0.188528610941906,0.07225339534751454,0.09581947171525279,0.754114443767624,10.437079671350904,0.2607820052653551,0.28527422355754034,0.04086093758895059,0.21439650654792786,0.3673376142978668,0.28022391865312624,0.07225339534751454,0.07401126657697664,0.02432925430019346,0.005050304904414112,0.04583528665878091,0.27706434341687836
d12-s7,101,0.04007936507936508,8,4,0.14937207778214048,0.04361950878088981,0.06229101850365737,0.5974883111285619,13.69773130939815,0.1929915864020586,0.2254545587514128,0.022086150802958605,0.17584985494613647,0.2690283954143524,0.2293142250396501,0.04361950878088981,0.043364866472822935,-0.005837807787932691,-0.0038596662882373215,0.03464419274095567,0.22601767029177644
d12-s7,202,0.08015873015873017,8,4,0.2408548282878371,0.04815481175551284,0.07826166529149248,0.9634193131513484,20.006709153858434,0.2890096418559551,0.1660162614924567,0.030058085957277863,0.09672896564006805,0.2185831516981125,0.16700373463892615,0.04815481175551284,0.04796422661574679,-0.0039577590030601155,-0.0009874731464694611,0.031294327440658846,0.16662008834130884
d12-s7,303,0.12023809523809524,8,4,0.26843851621111575,0.046045013016425225,0.0795998275428147,1.073754064844463,23.319660360643883,0.31448352709412575,0.14794587157666683,0.02697642452319466,0.09082131087779999,0.19864578545093536,0.14744872515949253,0.046045013016425225,0.04596575884332861,-0.0017212325049912056,0.0004971464171742822,0.020305214206502244,0.14641470454597283
d12-s7,404,0.16031746031746033,8,4,0.21444473800204378,0.07643416988708651,0.10323976213734198,0.8577789520081751,11.22245395319059,0.29087890684604645,0.2636934651860169,0.02657023573644462,0.21257685124874115,0.3079548478126526,0.2641424460757395,0.07643416988708651,0.07684859500437527,0.005421987546943646,-0.00044898088972262454,0.038888316792087825,0.262769722431094
d12-s7,505,0.2003968253968254,8,4,0.17213327761310535,0.09150306527113473,0.1130197249727729,0.6885331104524214,7.524699947616114,0.26363633945584297,0.34722827800682615,0.023578479491025248,0.3053523302078247,0.39234721660614014,0.3486496377935981,0.09150306527113473,0.09156929112903181,0.0007237556217471035,-0.0014213597867719125,0.037710496765056584,0.34708061972818655
d12-s7,606,0.24047619047619048,8,4,0.18729482902635045,0.03418282782705161,0.05759468145534541,0.7491793161054018,21.916832624143407,0.22147765941917896,0.1531529969402722,0.021352508776744064,0.10151435434818268,0.1904546618461609,0.15537363848824184,0.03418282782705161,0.03396395676584098,-0.006402953620982144,-0.002220641547969671,0.027517540707729972,0.15433984769704112
d12-s7,707,0.28055555555555556,8,4,0.23204922316861193,0.07046118446798438,0.09946733736406088,0.9281968926744477,13.173166186216962,0.302510404959321,0.23593971239668982,0.04517646861976006,0.14521510899066925,0.28749001026153564,0.23617013073636656,0.07046118446798438,0.07193971324727803,0.02098359246239258,-0.00023041833967673623,0.06453874491379279,0.23292152167084754
d12-s7,808,0.32063492063492066,8,4,0.24898574649273947,0.08582508721951804,0.11694830553111046,0.9959429859709579,11.604334096667996,0.3348108343780041,0.25936241128614973,0.0330898247057007,0.17711789906024933,0.3174464702606201,0.2585230285064443,0.08582508721951804,0.08686829081984462,0.01215499609873213,0.0008393827797053911,0.044225992932109055,0.2563390385786551
d12-s7,909,0.3607142857142857,8,4,0.30948398757859813,0.10223935427852787,0.14092485272585265,1.2379359503143925,12.10821370156464,0.4117233343422413,0.25090348188366207,0.035902213908253884,0.17272625863552094,0.3115730285644531,0.2533270826090968,0.10223935427852787,0.10301688240956319,0.007604978890194498,-0.0024236007254347103,0.0518892070542655,0.24832051983588146
d12-s7,1010,0.4007936507936508,8,4,0.3448743164644067,0.1445740010609481,0.1876832906189989,1.3794972658576268,9.541807349414587,0.48944831639528275,0.29619152577860014,0.04174695210980906,0.2100650668144226,0.35568833351135254,0.30084329775090674,0.1445740010609481,0.1453651523306634,0.005472292832110232,-0.004651771972306646,0.06774299765310042,0.29538154670121786
d12-s7,1111,0.44087301587301586,8,4,0.37570213537900293,0.15466755796978557,0.20163032489216093,1.5028085415160117,9.716378542742536,0.5303696915507317,0.2983820459672383,0.04664772301407553,0.16295668482780457,0.38542211055755615,0.2945613032315735,0.15466755796978557,0.15840331644208924,0.024153471622235464,0.0038207427356648097,0.0606993044642566,0.2916221645192519
d12-s7,1212,0.48095238095238096,8,4,0.4668033920429175,0.1292463272191358,0.18759675122450048,1.86721356817167,14.446937165230459,0.596049714833498,0.21719584188291005,0.03810419235312733,0.1521000862121582,0.31934747099876404,0.22136885396372838,0.1292463272191358,0.1301678271480609,0.00712979586153137,-0.004173012080818326,0.058613734920278195,0.2168381647409394
d12-s7,1313,0.5210317460317461,8,4,0.45468969189339453,0.14911274176649567,0.20594895325316998,1.8187587675735781,12.197205591066647,0.6038024351000786,0.25227378255554606,0.042988212846428515,0.17684437334537506,0.3406405746936798,0.2475632289549408,0.14911274176649567,0.15284122897511196,0.025004484287834697,0.004710553600605278,0.049999472632242796,0.2469561787995175
d12-s7,1414,0.5611111111111111,8,4,0.5198965232399482,0.12804312262886544,0.19303018803385896,2.0795860929597927,16.241294731521805,0.647939644753933,0.20640223047563008,0.04036992944491262,0.13869282603263855,0.29141679406166077,0.19828149123098146,0.12804312262886544,0.1335044709737086,0.042652414535944615,0.008120739244648598,0.04103800912494388,0.1976158172219484
d12-s7,1515,0.6011904761904762,8,4,0.5333078023974187,0.14011397803609402,0.20677745333577136,2.133231209589675,15.224970695216037,0.6734217777848244,0.20916536982570375,0.05023753450469357,0.09334032237529755,0.27979713678359985,0.21075451133645168,0.14011397803609402,0.14103226946783223,0.006553888802597983,-0.0015891415107479373,0.05832689435519939,0.2080627358769064
d12-s7,1616,0.6412698412698413,8,4,0.5727035593545386,0.07497826403597838,0.1465662089552957,2.2908142374181546,30.55304449725464,0.6476818174123764,0.11301895151180881,0.030881284744669127,0.055079467594623566,0.17660021781921387,0.11638969482155695,0.07497826403597838,0.07333496185031808,-0.021917047650926568,-0.003370743309748157,0.03310938154051324,0.11576403926773556
d12-s7,1717,0.6813492063492064,8,4,0.577487548099373,0.05186832140261062,0.12405426491503224,2.309950192397492,44.534893937809755,0.6293558701872826,0.083499293175659,0.03175286466390569,0.028271982446312904,0.1422719657421112,0.08343436163448108,0.05186832140261062,0.05318590138395478,0.025402402578577413,6.493154117792957e-05,0.0361559491810415,0.0824149323397184
d12-s7,1818,0.7214285714285714,8,4,0.5769831693056388,0.09009616035660122,0.16221905651980606,2.307932677222555,25.61632669014686,0.6670793294906616,0.1364093321774687,0.038460394812111914,0.06559061259031296,0.21065223217010498,0.13641964944469034,0.09009616035660122,0.09168430075854124,0.0176271707435051,-1.031726722163645e-05,0.045099589075941436,0.13506063874325006
d12-s7,1919,0.7615079365079365,8,4,0.5942549779833703,0.032033028500984634,0.10631490074890593,2.3770199119334814,74.205281959538,0.6262880116701126,0.05207141441392845,0.03821871375628209,-0.0037990224082022905,0.13440263271331787,0.051555944932317264,0.032033028500984634,0.03281039174059484,0.024267553709019684,0.0005154694816111865,0.03908321256503629,0.05114744042569309
d12-s7,2020,0.8015873015873016,8,4,0.6616936959693963,0.036181038725641504,0.11889275072181604,2.6467747838775852,73.15364282236087,0.6978747323155403,0.05299814501112061,0.03844960946660026,-0.025531187653541565,0.14664970338344574,0.05347672282492166,0.036181038725641504,0.03593708032007352,-0.0067427142547759715,-0.0004785778138010577,0.03822272393973987,0.05184460323162745
d12-s7,2121,0.8416666666666667,8,4,0.5439838800526334,0.023181376373527893,0.09117936138010707,2.1759355202105337,93.86567411481899,0.5671652629971504,0.0418675834662281,0.02734651342913369,-0.003111950820311904,0.10416603088378906,0.04098047227040673,0.023181376373527893,0.0237953845241248,0.026487130906432108,0.0008871111958213684,0.027597746510459067,0.04087234912730564
d12-s7,2222,0.8817460317460317,8,4,0.584014505272285,0.006450353026625014,0.07945216618566064,2.33605802108914,362.15971613439336,0.5904648527503014,0.009617424434899087,0.025777069586210878,-0.06650152802467346,0.06165718659758568,0.011024869068962658,0.006450353026625014,0.005586076528689428,-0.13398902267335233,-0.0014074446340635702,0.02573049754104067,0.010924194617115829
d12-s7,2323,0.9218253968253968,8,4,0.5929572521634116,0.004867044415192881,0.07898670093561933,2.371829008653646,487.32429916805074,0.5978243052959442,0.007329530404864012,0.02928781665333391,-0.061421241611242294,0.06663508713245392,0.008174995908910134,0.004867044415192881,0.004344025292114233,-0.10746134172229886,-0.0008454655040461215,0.029278207882249187,0.008141262312434205
d12-s7,2424,0.9619047619047619,8,4,0.5630295388076466,0.008440083378169608,0.07881877572912543,2.2521181552305864,266.83600793040995,0.5714696198701859,0.012636453304107167,0.030195629783341,-0.053577765822410583,0.06421176344156265,0.014812646383950022,0.008440083378169608,0.00714115347595475,-0.15390012681326792,-0.002176193079842854,0.030133953820325833,0.014769084918087337
d12-s8,0,0.0,8,4,0.18824145364716197,0.07264192208004425,0.09617210378593949,0.7529658145886479,10.365444539847854,0.26088337786495686,0.27782005657042774,0.046061140088211126,0.18864285945892334,0.3732089698314667,0.28139397233703917,0.07264192208004425,0.07216227425314839,-0.006602906602159182,-0.003573915766611432,0.05104585741067424,0.27844596029761043
d12-s8,101,0.04007936507936508,8,4,0.13097085011554352,0.02486837825445701,0.04123973451889995,0.5238834004621741,21.06624706692651,0.15583922900259495,0.16157809857811248,0.016282423006478672,0.13413004577159882,0.20129923522472382,0.16029270025503253,0.02486837825445701,0.025171074537903498,0.01217193499106586,0.001285398323079938,0.02025873308353486,0.15957713930290637
d12-s8,202,0.08015873015873017,8,4,0.23013433559796276,0.09900010103269047,0.12776689298243582,0.920537342391851,9.298347504593796,0.32913443446159363,0.3033494012696402,0.028250403792760993,0.2596170902252197,0.36370187997817993,0.3020988364410006,0.09900010103269047,0.09986070925771272,0.008693003502471895,0.001250564828639621,0.03749840923828052,0.3007892520945355
