region,n_pts,n_pts_both,step_lo,step_hi,n_abs,medabsz_abs,n_inf_abs,medrel_abs,medabsrel_abs,seedsdrel_abs,medgap_abs,n_prog,medabsz_prog,n_inf_prog,medrel_prog,medabsrel_prog,seedsdrel_prog,medgap_prog,align_dz,align_dz_max,align_drel,sign_flip_frac,metric,arm,tier
post,21,10,401,5376,10,1.5767853137936705,0,0.05863308024123256,0.06833264444865267,0.054476919028946864,126.0,21,0.9557338532805413,0,0.051786548277377976,0.06135079477870053,0.06560232446397446,0.04999999999999999,1.7981719100434683,3.588906190889322,0.12142444461260357,0.3,curvature/e_lin_gradient,shadow_fp32,sparse
warmup,12,10,1,270,12,5.582564890980931,0,0.1326946369896688,0.1326946369896688,0.020692309468351447,8.0,10,5.1761907273421635,0,0.09409613745780901,0.09409613745780901,0.02897157980550105,0.004761904761904762,5.699557908417811,31.67487093056742,0.08428808486776593,0.2,curvature/e_lin_random,native,sparse
post,21,10,401,5376,10,3.040431421337865,0,-0.0927098999586013,0.11492984723207367,0.043296379500689194,126.0,21,4.821578886792571,0,-0.2626024608349396,0.2626024608349396,0.04616658414547882,0.04999999999999999,2.041380722665476,10.197468768371051,0.026167504267861477,0.0,curvature/e_lin_random,native,sparse
warmup,12,10,1,270,12,9.086665982174756,0,0.17109198229530675,0.17109198229530675,0.016747470013602064,8.0,10,5.801021817862344,0,0.19243057001530417,0.2047192854934592,0.021146377904600076,0.004761904761904762,11.97546467994291,31.76200614046301,0.03583390886463046,0.2,curvature/e_lin_random,shadow_fp32,sparse
post,21,10,401,5376,10,3.1435450925248603,0,0.16469034921652426,0.16469034921652426,0.047812967398973144,126.0,21,2.443977115086186,0,0.10004747080200152,0.10004747080200152,0.04054506626856841,0.04999999999999999,5.40462290231203,8.386138922282356,0.05983356473536254,0.1,curvature/e_lin_random,shadow_fp32,sparse
warmup,12,10,1,270,12,3.926579473278191,0,0.21498571295591798,0.21498571295591798,0.054657953883657566,8.0,10,3.4777067776083905,0,0.04113256215968475,0.3672107955078885,0.0724776118412534,0.004761904761904762,5.425182222206503,13.253559533931853,0.26127703195098617,0.4,curvature/e_lin_update,native,sparse
post,21,10,401,5376,10,2.831613054261848,0,0.0055521512272000365,0.11801672139212242,0.04823474597455748,126.0,21,1.9240797075076455,0,-0.13430353205020168,0.1354425902962585,0.06295309236728357,0.04999999999999999,1.714932428828085,5.48923187793288,0.0474692407330673,0.1,curvature/e_lin_update,native,sparse
warmup,12,10,1,270,12,3.4022949083693117,0,0.13546917866771874,0.13546917866771874,0.03258721882732317,8.0,10,2.336990268319183,0,0.0677536011588518,0.12722983473851535,0.02132955457011706,0.004761904761904762,4.079604137367532,17.776643547460363,0.1129694855542924,0.4,curvature/e_lin_update,shadow_fp32,sparse
post,21,10,401,5376,10,4.263806874572003,0,0.19934246929204014,0.19934246929204014,0.0456820940456428,126.0,21,3.8472355509637275,0,0.1820263663464317,0.1820263663464317,0.05385395261366249,0.04999999999999999,2.608879299631524,13.26102293494658,0.06921618884317106,0.1,curvature/e_lin_update,shadow_fp32,sparse
warmup,12,10,1,270,12,3.4857637888508757,0,3.21881387721654,3.21881387721654,1.212338790170073,8.0,10,1.7214292438619287,0,3.1738108702318586,3.1738108702318586,0.8121548236679197,0.004761904761904762,1.9372883651077923,61.1201423468959,1.44572714724577,0.2,curvature/e_sym_gradient,native,sparse
post,21,10,401,5376,10,0.739217575229564,0,1.1747986258640357,1.1747986258640357,1.4755302752550055,126.0,21,0.6131274304193151,0,0.6685041107928962,0.6809389074380834,1.0529672195155126,0.04999999999999999,2.7307430706075846,39.60437243274144,0.5518703139750618,0.2,curvature/e_sym_gradient,native,sparse
warmup,12,10,1,270,12,0.6929521484110215,0,0.22763423213529893,0.8399026018914912,1.072105512630598,8.0,10,0.9909039662331653,0,-0.03887287515832316,0.9848710824006268,0.926639303173376,0.004761904761904762,0.5479982195287703,4.273888656051017,1.0163770032104198,0.1,curvature/e_sym_gradient,shadow_fp32,sparse
post,21,10,401,5376,10,0.837229551818854,0,0.2521799262708041,0.7319899756908681,0.9567955795029583,126.0,21,0.5925033398574976,0,0.05766483627741361,0.9547943152110494,1.6809977530010214,0.04999999999999999,0.6719120724335236,19.284656910091357,1.3069245164026038,0.2,curvature/e_sym_gradient,shadow_fp32,sparse
warmup,12,10,1,270,12,1.1522217902151164,0,-0.13538722156499197,0.8301209695578153,0.9848133549368905,8.0,10,1.3160524607613466,0,-0.4759077489671722,0.7337064740701786,0.6133689391123558,0.004761904761904762,0.9653179751382925,4.281428908889129,0.4021909225620689,0.3,curvature/e_sym_random,native,sparse
post,21,10,401,5376,10,0.6011171360815101,0,1.2069278599793867,1.2069278599793867,1.4874761205892248,126.0,21,0.7250162834624333,0,0.984779198122245,0.984779198122245,1.3668915356868219,0.04999999999999999,0.23460742692802852,2.0429473873165884,0.8970253309130196,0.4,curvature/e_sym_random,native,sparse
warmup,12,10,1,270,12,1.142366205703179,0,1.4821899750897112,1.7491568275348544,1.8551675160268248,8.0,10,0.9706670577176084,0,0.46526810535973456,0.9439519325950164,1.9343237619298266,0.004761904761904762,1.4475333433591349,107.68908808960097,0.7215196928897083,0.0,curvature/e_sym_random,shadow_fp32,sparse
post,21,10,401,5376,10,0.9395168148936162,0,0.46317377861835984,0.9304248552543457,0.9799670441191652,126.0,21,0.4648123392566564,0,3.7809176129748963,3.7809176129748963,1.6474771295519022,0.04999999999999999,0.9138190387322553,9.615285288667094,0.5957109955711033,0.2,curvature/e_sym_random,shadow_fp32,sparse
warmup,12,10,1,270,12,0.9414418819130833,0,-0.6929550836541207,0.9612446412750666,1.3399187485573383,8.0,10,0.7355006043240803,0,-0.5222876352791124,0.923063484014409,1.6221087783941373,0.004761904761904762,0.7477783286821074,16.247525876825588,0.3022917726045055,0.2,curvature/e_sym_update,native,sparse
post,21,10,401,5376,10,0.3650041806915296,0,0.04836969671871827,0.47136020180925153,1.2182360820674343,126.0,21,0.42604597611106065,0,-0.2817126418613624,0.6823580220972313,1.6569270669454104,0.04999999999999999,0.31192736136096255,72.39979041843776,0.3504042921854141,0.2,curvature/e_sym_update,native,sparse
warmup,12,10,1,270,12,0.37761241460917555,0,-0.2805502873221454,0.7067571636763874,1.659610696250778,8.0,10,0.35284083884764494,0,-0.6401900814082648,0.6935150064530753,1.47734752455133,0.004761904761904762,0.2552858172205663,0.848582825670281,0.10710338996140067,0.0,curvature/e_sym_update,shadow_fp32,sparse
post,21,10,401,5376,10,0.21284222510102363,0,-0.19054629745136806,0.5174781086942101,1.8035316684591822,126.0,21,0.5535734325578542,0,0.5038050609767198,0.627533351656521,1.350790531216272,0.04999999999999999,0.9873698906690357,138.6172391000548,0.6126486771685649,0.4,curvature/e_sym_update,shadow_fp32,sparse
warmup,7,5,17,270,7,1.8020052591631452,0,-0.15194223422623052,0.2599367468003074,0.1998843983961865,24.0,5,3.154447945572204,0,0.08466171388984578,0.4808616310661089,0.18308932223118113,0.009523809523809521,2.7590223694706086,9.434855878257133,0.29403102789234875,0.2,curvature/eta_star,native,sparse
post,21,10,401,5376,10,2.4047439003717828,0,0.42746658532390136,0.42746658532390136,0.19788207862604917,126.0,21,1.8272983514243046,0,-0.3973883592860892,0.4389201927799885,0.2539151603302841,0.04999999999999999,2.7784002038946234,9.248009339426327,0.8100037307133361,0.8,curvature/eta_star,native,sparse
warmup,8,6,9,270,8,1.3639989635069467,0,-0.1932751369473398,0.27483723544553873,0.23005898918852827,20.0,6,2.0522320691672924,0,0.05730921139622939,0.5143256308893602,0.4164100518387165,0.007936507936507936,2.9831731484405255,9.507527899886597,0.34426918118143846,0.3333333333333333,curvature/eta_star,shadow_fp32,sparse
post,21,10,401,5376,10,2.260688113306025,0,0.41222633377311885,0.41222633377311885,0.194122072706388,126.0,21,1.820257680704094,0,-0.3994448413103233,0.4238010717539658,0.2682417012888616,0.04999999999999999,2.952988829170134,9.221631845813258,0.8037197065789679,0.8,curvature/eta_star,shadow_fp32,sparse
warmup,12,10,1,270,12,1.208616978243825,0,0.06134906873744786,0.17504935456674325,0.08447616154708934,8.0,10,3.0502820840024434,0,0.03609550739806662,0.34884565292256453,0.10074748780722359,0.004761904761904762,2.1119184022607653,52.305562571365584,0.20141446965264614,0.4,curvature/eta_star_rho,native,sparse
post,21,10,401,5376,10,2.0536290709900293,0,-0.07106741822165086,0.07106741822165086,0.03990035194727501,126.0,21,0.6846419904533186,0,0.015789448627474605,0.0386583542946312,0.06939114046114446,0.04999999999999999,2.36021064363625,5.7222266226753815,0.10970679871508057,0.7,curvature/eta_star_rho,native,sparse
warmup,12,10,1,270,12,1.143010671339428,0,0.059157245521143306,0.16264497362686076,0.08712731840026633,8.0,10,3.0182135942893202,0,0.03574861825111642,0.34216894930941066,0.09948487537029009,0.004761904761904762,2.0093661052745975,51.0164166506018,0.20124492501025992,0.4,curvature/eta_star_rho,shadow_fp32,sparse
post,21,10,401,5376,10,2.0570767327831616,0,-0.06735438545748577,0.06735438545748577,0.039342756458804126,126.0,21,0.6656828635605292,0,0.009701672877436512,0.04333251938896794,0.06866103565439625,0.04999999999999999,2.2916712233413783,5.768666112715565,0.10806158409662348,0.7,curvature/eta_star_rho,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/eta_star_rho_threshold,native,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/eta_star_rho_threshold,native,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/eta_star_rho_threshold,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/eta_star_rho_threshold,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,,,,8.0,10,0.0,0,,,,0.004761904761904762,0.0,0.0,,,curvature/fd_conclusive_gradient,native,sparse
post,21,10,401,5376,10,0.0,0,,,,126.0,21,0.0,0,,,,0.04999999999999999,0.0,0.0,,,curvature/fd_conclusive_gradient,native,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/fd_conclusive_gradient,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/fd_conclusive_gradient,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,,,,8.0,10,0.0,0,,,,0.004761904761904762,0.0,0.0,,,curvature/fd_conclusive_random,native,sparse
post,21,10,401,5376,10,0.0,0,,,,126.0,21,0.0,0,,,,0.04999999999999999,0.0,0.0,,,curvature/fd_conclusive_random,native,sparse
warmup,12,10,1,270,12,0.0,1,-1.0,1.0,0.017958116639513643,8.0,10,0.0,3,-1.0,1.0,0.0,0.004761904761904762,1.1360667950200545,53.449058702192104,0.0,0.3333333333333333,curvature/fd_conclusive_random,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,-1.0,1.0,0.5731470650478276,126.0,21,0.0,0,-1.0,1.0,183.85265839790037,0.04999999999999999,0.07437559782379558,819.6205532072153,,,curvature/fd_conclusive_random,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,,,,8.0,10,0.0,0,,,,0.004761904761904762,0.0,0.0,,,curvature/fd_conclusive_update,native,sparse
post,21,10,401,5376,10,0.0,0,,,,126.0,21,0.0,0,,,,0.04999999999999999,0.0,0.0,,,curvature/fd_conclusive_update,native,sparse
warmup,12,10,1,270,12,0.0,0,,,,8.0,10,0.0,0,,,,0.004761904761904762,0.0,0.0,,,curvature/fd_conclusive_update,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,,,,126.0,21,0.0,0,,,,0.04999999999999999,0.0,0.0,,,curvature/fd_conclusive_update,shadow_fp32,sparse
warmup,12,10,1,270,12,1.7675592583246291,0,-5.229292015153889e-10,1.44859641530749e-09,4.5246803034073467e-10,8.0,10,2.7946771307929343,0,-4.230683605666761e-10,1.7708972137484731e-09,4.0109488816041264e-10,0.004761904761904762,3.6927401510996796,283.2002171010451,1.8626051838132502e-09,0.5,curvature/fd_cos_gradient,shadow_fp32,sparse
post,21,10,401,5376,10,0.991282347141754,0,5.516223919369097e-08,1.5330338343265455e-07,8.529999008751729e-08,126.0,21,1.2262784835963076,0,1.3567095544578724e-07,1.6300452870469986e-07,1.1165919077392087e-07,0.04999999999999999,1.6633003433641713,16.9246893672436,4.0352113403644183e-07,0.4,curvature/fd_cos_gradient,shadow_fp32,sparse
warmup,1,0,9,9,1,19.5266557500705,0,-7.668901812189929e-07,7.668901812189929e-07,3.9274015532138635e-08,4.0,0,,0,,,,,,,,,curvature/fd_cos_random,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/fd_eps_gradient,native,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/fd_eps_gradient,native,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,2.1840841194526517,4,-0.5191248868341967,0.6666666666666666,0.028533159087887967,0.004761904761904762,3.337548357039951,40.88810015999612,0.6646533421187495,0.8,curvature/fd_eps_gradient,shadow_fp32,sparse
post,21,10,401,5376,10,1.8032262105591739,0,1.2250316055625792,1.2250316055625792,0.29742767207565696,126.0,21,1.8257418583505538,1,0.002960125370016144,0.005426739023186974,0.3130495168499705,0.04999999999999999,2.2751982995641344,528.106642921316,1.8801843317972355,0.8,curvature/fd_eps_gradient,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.027907176516061803,0.004761904761904762,0.0,45.37527327944196,0.0,0.1,curvature/fd_eps_random,native,sparse
post,21,10,401,5376,10,1.0668933851430478,0,-0.807156368221942,0.8821885971418681,1.1320301081107245,126.0,21,0.17689838341875577,0,-0.6663356504468717,0.7,1.6460410090893645,0.04999999999999999,1.3838917026565882,2.307429950388718,1.2375224901077444,0.3,curvature/fd_eps_random,native,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/fd_eps_random,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/fd_eps_random,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,1,0.0,0.0,0.29556988867969425,8.0,10,0.21071731536245839,0,0.0,0.07130104887301933,0.24400640984309696,0.004761904761904762,0.03650267163704918,2.4993571083715964,0.005347593582887693,0.4,curvature/fd_eps_update,native,sparse
post,21,10,401,5376,10,1.2565889880339007,0,-0.32323232323232315,0.6933114035087719,0.5353073725986578,126.0,21,0.6339860369971045,0,-0.0118764845605702,0.6993961082531877,1.1041252632559113,0.04999999999999999,1.0129999125282838,3.9954211735354814,0.14045130009152218,0.4,curvature/fd_eps_update,native,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/fd_eps_update,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/fd_eps_update,shadow_fp32,sparse
warmup,12,10,1,270,12,6.0737245544688285,0,0.12434096110109542,0.12434096110109542,0.021180665669310553,8.0,10,4.487911931402307,0,0.08711816206727772,0.1693700849308089,0.022850190632157635,0.004761904761904762,3.495823657838462,300.50791881366126,0.1572749880325042,0.3,curvature/fd_floor_gradient,native,sparse
post,21,10,401,5376,10,3.0799940965750485,0,-0.16065044199406542,0.16065044199406542,0.045807824703495814,126.0,21,4.188736550512493,0,0.21321813364095377,0.21321813364095377,0.0528911241161579,0.04999999999999999,5.667288669056333,16.851230612974746,0.36844195938884206,0.8,curvature/fd_floor_gradient,native,sparse
warmup,12,10,1,270,12,6.017700717851573,0,0.12420949785925786,0.13991321216341407,0.0213648208065836,8.0,10,19.908172361238513,0,0.8190888830707946,1.0959218284639742,0.15857588164573344,0.004761904761904762,9.090713812631854,6114.881535571888,1.1078115407113232,0.5,curvature/fd_floor_gradient,shadow_fp32,sparse
post,21,10,401,5376,10,2.0299350102889635,0,-0.6707596549443351,0.6707596549443351,0.36556060569916116,126.0,21,1.8743224376732288,0,0.06280505486729242,0.30766495868365146,0.38138044518069125,0.04999999999999999,4.111843505819412,37.41122475135471,0.6453870575346384,0.6,curvature/fd_floor_gradient,shadow_fp32,sparse
warmup,12,10,1,270,12,4.342278662770117,0,0.13942552168643357,0.15582804448232063,0.0489405788208681,8.0,10,2.993809406027619,0,0.09588587983908288,0.18383096576425434,0.2812842322554672,0.004761904761904762,2.835619415822564,301.3343627064429,0.20682686399377892,0.4,curvature/fd_floor_random,native,sparse
post,21,10,401,5376,10,0.3499303588419202,0,0.01460160386518325,0.9353582954742751,2.444466992436961,126.0,21,0.4514097947713875,0,2.35287692190032,2.35287692190032,10.524287762551264,0.04999999999999999,0.615229472937769,7.730801481179206,0.973808986463058,0.2,curvature/fd_floor_random,native,sparse
warmup,12,10,1,270,12,6.016735772687697,0,0.12420038651367848,0.12420038651367848,0.021367094926167347,8.0,10,4.537726408777883,0,0.09659873462007483,0.16936647815104547,0.022829544269573843,0.004761904761904762,3.6033114650260405,289.7193972010181,0.16692964706031943,0.3,curvature/fd_floor_random,shadow_fp32,sparse
post,21,10,401,5376,10,3.164174293402355,0,-0.15946956426822517,0.15946956426822517,0.04548184745299421,126.0,21,4.154721387055092,0,0.20309150931267472,0.20309150931267472,0.0519874248816924,0.04999999999999999,5.785270959426418,16.619981703849696,0.36088300159416,0.8,curvature/fd_floor_random,shadow_fp32,sparse
warmup,12,10,1,270,12,1.215435539355207,0,0.1558191038656354,0.1558191038656354,0.3858929342341902,8.0,10,2.1360745580478384,0,0.5325593672639916,0.7002389200173904,0.6091744821783296,0.004761904761904762,2.2064832599629107,304.82275710999676,0.8162731121515479,0.3,curvature/fd_floor_update,native,sparse
post,21,10,401,5376,10,0.7162270945242976,0,0.29500100312346644,0.7213618235764288,1.9007103338365847,126.0,21,0.47771073976960987,0,0.4425128359333605,0.5705021248137512,1.4458817297717503,0.04999999999999999,0.5122799021561557,17.200601538155162,0.4753547035466965,0.3,curvature/fd_floor_update,native,sparse
warmup,12,10,1,270,12,6.016737974518877,0,0.12420038134829293,0.12420038134829293,0.02136708903602727,8.0,10,4.537725285757583,0,0.09659862491119123,0.16936646100441172,0.022829539320428013,0.004761904761904762,3.603313512034415,289.7193919455911,0.1669296907980138,0.3,curvature/fd_floor_update,shadow_fp32,sparse
post,21,10,401,5376,10,3.1641750788515473,0,-0.15946949451975376,0.15946949451975376,0.045481884660929825,126.0,21,4.154701731696465,0,0.20309152442474784,0.20309152442474784,0.051987432385004036,0.04999999999999999,5.785276387372002,16.619977066800626,0.36088305043990226,0.8,curvature/fd_floor_update,shadow_fp32,sparse
warmup,12,10,1,270,12,0.640411500927645,0,-0.007391484689531028,0.06614982093212522,0.0696022415505226,8.0,10,2.9710882807429226,0,0.1560487261196224,0.42773609284505454,0.08931965015281611,0.004761904761904762,3.6328462601168408,324.4584389181033,0.385046891235925,0.6,curvature/fd_snr_gradient,native,sparse
post,21,10,401,5376,10,1.3967439290176216,0,-0.13352394523895667,0.1504027358039653,0.12532354854583727,126.0,21,2.495503434794343,0,0.3541518509552374,0.3541518509552374,0.1418910863483839,0.04999999999999999,3.948091265492095,6.541716204807928,0.6900187669230685,0.7,curvature/fd_snr_gradient,native,sparse
warmup,12,10,1,270,12,0.5775234237782304,0,-0.032441894859513806,0.05762092827231728,0.06919661159359419,8.0,10,5.330771704695113,0,-0.12865221635451918,0.4414181917871994,0.10150924547760787,0.004761904761904762,4.961591865326918,33.196492916834295,0.5323946346949231,0.4,curvature/fd_snr_gradient,shadow_fp32,sparse
post,21,10,401,5376,10,1.239080053689063,0,0.5316368110114399,0.628862119273851,0.3427787478945822,126.0,21,1.881690872821855,0,0.7169689799110057,0.7169689799110057,0.3775839753992019,0.04999999999999999,2.9228640805576926,50.70194419928262,0.8581924114480501,0.5,curvature/fd_snr_gradient,shadow_fp32,sparse
warmup,12,10,1,270,12,1.1525540209845226,0,0.053397372723692396,0.09536175453096565,0.0700633859437313,8.0,10,5.118584744922222,0,0.8301479855167836,0.8301479855167836,0.08763299123556834,0.004761904761904762,5.0875709014544155,31.229773778060007,0.7186337719010537,0.4,curvature/fd_snr_random,native,sparse
post,21,10,401,5376,10,1.789848878017673,0,-0.018084469484249847,0.06323189121462787,0.0377419361815037,126.0,21,0.8108834526661113,0,0.004532658135439232,0.038537198364600775,0.04752495347869532,0.04999999999999999,2.0552635167022135,6.036972219033564,0.07055439591757881,0.1,curvature/fd_snr_random,native,sparse
warmup,12,10,1,270,12,3.219076673792337,0,-0.2092089858206974,0.2092089858206974,0.06571979525077404,8.0,10,6.095504202084561,0,-0.06806982389142888,0.3442110438471438,0.07538897750945184,0.004761904761904762,5.627573481930711,28.406008463120735,0.35966050042674313,0.4,curvature/fd_snr_random,shadow_fp32,sparse
post,21,10,401,5376,10,8.893199747105328,0,-0.31602499010670837,0.31602499010670837,0.04835441135393145,126.0,21,2.308916044028397,0,-0.02197310731025441,0.14441047859587666,0.051303859454699285,0.04999999999999999,3.063645132537814,15.34191381016872,0.1798529046504038,0.2,curvature/fd_snr_random,shadow_fp32,sparse
warmup,12,10,1,270,12,0.5253171663190412,0,0.035193085560212486,0.11296458429294495,0.1004823823926839,8.0,10,2.974855418092195,0,0.40315126652373084,0.40315126652373084,0.10849944929252331,0.004761904761904762,2.4938674721703804,26.758079485519218,0.34613593459529945,0.3,curvature/fd_snr_update,native,sparse
post,21,10,401,5376,10,1.9121584063642199,0,0.04143323336160052,0.06253585080951256,0.035188170045773626,126.0,21,0.9098923882247723,0,-0.008527362407094006,0.04417812028417907,0.048477122545192125,0.04999999999999999,2.5653093414332977,6.137224489759644,0.1106218982384816,0.3,curvature/fd_snr_update,native,sparse
warmup,12,10,1,270,12,1.3537633117010233,0,-0.07960314854318541,0.11216585701618478,0.10950762925831026,8.0,10,2.4427716707993166,0,0.12400591169131797,0.2941660930097504,0.09986799580954744,0.004761904761904762,1.7818180091901379,31.900863582669487,0.3301806895877143,0.7,curvature/fd_snr_update,shadow_fp32,sparse
post,21,10,401,5376,10,2.01556297744093,0,-0.1483819390234787,0.1688481555327146,0.09238729974182217,126.0,21,3.141313491367698,0,-0.3261379706267122,0.3261379706267122,0.10972954068793642,0.04999999999999999,1.1031315331266867,4.732168011408653,0.0959170312742553,0.2,curvature/fd_snr_update,shadow_fp32,sparse
warmup,12,10,1,270,12,2.700175135218444,0,0.6290390761159177,0.6290390761159177,0.2636681519582409,8.0,10,2.2067848648773754,0,-0.01984350408961027,0.8494154633923592,0.8028524021560839,0.004761904761904762,6.7743593762871175,10958.7499957057,1.0250957669027185,0.4,curvature/gHg,native,sparse
post,21,10,401,5376,10,1.891701330611398,0,-0.5076636052986908,0.5076636052986908,0.3142682978604805,126.0,21,4.433648211960167,0,1.3834944904391386,1.3834944904391386,0.3039713740181459,0.04999999999999999,4.424536349394494,12.762363734388984,1.9145594413138913,0.8,curvature/gHg,native,sparse
warmup,12,10,1,270,12,2.496724765281443,0,0.6117572620446938,0.6117572620446938,0.26038539438427366,8.0,10,2.2219737249105203,0,0.013626089379080802,0.8559703363905119,0.792770032640249,0.004761904761904762,6.7924038751936955,9575.57118708182,1.0271183514827245,0.4,curvature/gHg,shadow_fp32,sparse
post,21,10,401,5376,10,1.858661206235419,0,-0.5052134585130681,0.5052134585130681,0.32540681852756603,126.0,21,4.865076320389879,0,1.3566164012485376,1.3566164012485376,0.3033134205894287,0.04999999999999999,4.470625731327209,13.430886620808913,1.8309260596871315,0.7,curvature/gHg,shadow_fp32,sparse
warmup,12,10,1,270,12,6.385174471511386,0,0.26319409650378695,0.26319409650378695,0.04244693688728049,8.0,10,4.208501676513851,0,0.19923666881100593,0.36890478399416027,0.0556760761391746,0.004761904761904762,3.8398970769973273,525.2151031111471,0.3439877639554651,0.3,curvature/gg,native,sparse
post,21,10,401,5376,10,2.907092628902025,0,-0.2994625710763163,0.2994625710763163,0.09690298638598208,126.0,21,4.4259922729026675,0,0.4527395401311005,0.4527395401311005,0.09951393979798774,0.04999999999999999,5.794570479362905,16.236659192108526,0.7464711051471522,0.8,curvature/gg,native,sparse
warmup,12,10,1,270,12,6.4192545924212405,0,0.2638295757353147,0.2638295757353147,0.04236031778998284,8.0,10,4.27414708941964,0,0.20593886786868726,0.36952313238583395,0.05555923632647462,0.004761904761904762,3.8912753566393667,500.2379204167554,0.35223169122744413,0.3,curvature/gg,shadow_fp32,sparse
post,21,10,401,5376,10,2.846490680318839,0,-0.29351840531225254,0.29351840531225254,0.095379629454075,126.0,21,4.551028399448178,0,0.44728255666316363,0.44728255666316363,0.09842127002596196,0.04999999999999999,5.815396531698148,16.401625053826432,0.7447979357163383,0.8,curvature/gg,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/native_verdict_code,native,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/native_verdict_code,native,sparse
warmup,12,10,1,270,12,0.0,2,0.0,0.0,0.0,8.0,10,0.0,1,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/shadow_verdict_code,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/shadow_verdict_code,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/verdict_code_gradient,native,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/verdict_code_gradient,native,sparse
warmup,12,10,1,270,12,0.0,2,0.5,0.5,0.0,8.0,10,0.0,2,-0.5,1.0,0.0,0.004761904761904762,0.0,0.7767394027104528,0.0,0.0,curvature/verdict_code_gradient,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,,,,126.0,21,0.0,0,,,,0.04999999999999999,0.0,0.0,,,curvature/verdict_code_gradient,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/verdict_code_random,native,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/verdict_code_random,native,sparse
