region,n_pts,n_pts_both,step_lo,step_hi,n_abs,medabsz_abs,n_inf_abs,medrel_abs,medabsrel_abs,seedsdrel_abs,medgap_abs,n_prog,medabsz_prog,n_inf_prog,medrel_prog,medabsrel_prog,seedsdrel_prog,medgap_prog,align_dz,align_dz_max,align_drel,sign_flip_frac,metric,arm,tier
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/verdict_code_random,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/verdict_code_random,shadow_fp32,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/verdict_code_update,native,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/verdict_code_update,native,sparse
warmup,12,10,1,270,12,0.0,0,0.0,0.0,0.0,8.0,10,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,curvature/verdict_code_update,shadow_fp32,sparse
post,21,10,401,5376,10,0.0,0,0.0,0.0,0.0,126.0,21,0.0,0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,curvature/verdict_code_update,shadow_fp32,sparse
warmup,12,10,1,270,12,1.8668909201846593,0,0.32665164085823095,0.32665164085823095,0.22753560148291999,8.0,10,2.2897255702973354,0,-0.12223799418054959,0.6777845046243112,0.5769616857264845,0.004761904761904762,4.8806657293964415,1865.9862728478274,0.5467652845039606,0.4,curvature/vhv_gradient,native,sparse
post,21,10,401,5376,10,1.9173214616488898,0,-0.3183999829319014,0.3183999829319014,0.2092808811267306,126.0,21,3.003688023781782,0,0.6601725296009435,0.6601725296009435,0.2291115610530822,0.04999999999999999,3.6538133267841704,8.593483209132112,1.1314656455510022,0.8,curvature/vhv_gradient,native,sparse
warmup,12,10,1,270,12,1.844427215884915,0,0.3294513931418729,0.3294513931418729,0.22742076143116863,8.0,10,2.2536956104726675,0,-0.08885673739122586,0.6833437756283827,0.5762968166740128,0.004761904761904762,4.985229677342877,1681.739177115611,0.5999750905860364,0.4,curvature/vhv_gradient,shadow_fp32,sparse
post,21,10,401,5376,10,1.8123156793453863,0,-0.2975969363808755,0.2975969363808755,0.2047476539357829,126.0,21,2.9631870513713814,0,0.6651149874348223,0.6651149874348223,0.22998111394081996,0.04999999999999999,3.597895827608719,8.800983780998585,1.1369235910506514,0.8,curvature/vhv_gradient,shadow_fp32,sparse
warmup,12,10,1,270,12,4.063881105343916,0,-0.46643853951911957,0.46643853951911957,0.13352817289609642,8.0,10,5.686244829121957,0,-0.2792030982678717,0.9662589241013348,0.13496232493274168,0.004761904761904762,2.9857827193683883,42.86334017952127,0.32054251457986893,0.2,curvature/vhv_random,native,sparse
post,21,10,401,5376,10,3.09413293696189,0,-0.6107765327643798,0.6107765327643798,0.20600060883254803,126.0,21,0.8793610581908019,0,-0.18141839101171348,0.19813564736149836,0.2027138459731564,0.04999999999999999,1.8962961438368047,14.961055011496615,0.26983369991229217,0.1,curvature/vhv_random,native,sparse
warmup,12,10,1,270,12,4.009662873201254,0,-0.45683601881808056,0.45683601881808056,0.13869557818066103,8.0,10,5.632128235494859,0,-0.27230092466313505,0.9632665526842793,0.136198702651057,0.004761904761904762,2.837152440724428,40.34752334275868,0.3201700279153223,0.2,curvature/vhv_random,shadow_fp32,sparse
post,21,10,401,5376,10,3.0084846038270543,0,-0.6133502971638602,0.6133502971638602,0.20912593941494145,126.0,21,0.8687102365233107,0,-0.17681928696582314,0.2034142575823301,0.2010632367027773,0.04999999999999999,1.8570380364339623,15.467816780967235,0.268744291457485,0.1,curvature/vhv_random,shadow_fp32,sparse
warmup,12,10,1,270,12,0.7912704762838005,0,-0.0009045912346763231,0.09791304097186818,0.13496953137816425,8.0,10,5.420268440495834,0,-0.3539639187798941,0.7561130311887354,0.1241069001917534,0.004761904761904762,6.884753637746103,166.10500991165324,0.833465652841654,0.7,curvature/vhv_update,native,sparse
post,21,10,401,5376,10,2.7792568170603316,0,-0.3143101546811028,0.3143101546811028,0.1017519511105358,126.0,21,3.990532552033649,0,-0.5401686136581153,0.5401686136581153,0.12454789210764493,0.04999999999999999,1.298399347229915,2.716474713123041,0.15338320284444026,0.0,curvature/vhv_update,native,sparse
warmup,12,10,1,270,12,0.6814351700428374,0,-0.0010165493634922262,0.09941993857600141,0.13457319403753176,8.0,10,5.468097421147825,0,-0.35396413313065234,0.7554123040696405,0.12330273728870338,0.004761904761904762,6.908391148868565,145.18815229908873,0.8347216874450194,0.6,curvature/vhv_update,shadow_fp32,sparse
post,21,10,401,5376,10,2.7351100271780227,0,-0.3136249030584345,0.3136249030584345,0.10443693065949086,126.0,21,4.066558209637717,0,-0.5418073556570688,0.5418073556570688,0.12397395909591222,0.04999999999999999,1.365879729457164,2.700521013792356,0.1540523989739548,0.0,curvature/vhv_update,shadow_fp32,sparse
warmup,14,14,0,400,14,0.0,0,0.0,0.0,0.0,12.0,14,0.0,0,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,grad/finite,none,continuous
post,42,19,432,5184,19,0.0,0,0.0,0.0,0.0,74.0,42,0.0,0,0.0,0.0,0.0,0.0220238095238095,0.0,0.0,0.0,0.0,grad/finite,none,continuous
warmup,2,2,0,216,2,0.19935052888535626,0,-0.039606815998225076,0.039606815998225076,0.320606222496856,101.0,2,1.232569808660144,0,0.4611392718672321,0.47623731487465787,0.42574940479443757,0.04007936507936508,1.3995338694084134,2.799067738816827,0.5007460878654572,0.5,grad/max_abs,none,periodic
post,22,10,432,4968,10,1.8057843408128271,0,-0.33110438703364087,0.45011368184610895,0.2316981303549926,101.0,22,1.268999509559506,0,-0.3069582978909212,0.3069582978909212,0.22816946382776088,0.040079365079365076,0.9920521766997812,6.214893863813588,0.1936123658397485,0.2,grad/max_abs,none,periodic
warmup,2,2,0,216,2,0.0,0,,,,101.0,2,0.0,0,,,,0.04007936507936508,0.0,0.0,,,grad/nonfinite,none,periodic
post,22,10,432,4968,10,0.0,0,,,,101.0,22,0.0,0,,,,0.040079365079365076,0.0,0.0,,,grad/nonfinite,none,periodic
warmup,2,2,0,216,2,0.7800684683373807,0,-0.23278550558023928,0.23278550558023928,0.1492083804363947,101.0,2,0.5565247576767608,0,0.30779715348592657,0.30779715348592657,0.27653500517285207,0.04007936507936508,1.3365932260141415,2.673186452028283,0.5405826590661659,1.0,grad/norm,none,periodic
post,22,10,432,4968,10,3.7132428549382093,0,-0.22106302714875548,0.2824996105264254,0.07458574403228,101.0,22,4.81985604436364,0,-0.41200156078484407,0.41200156078484407,0.08026334614101063,0.040079365079365076,4.673772788794195,9.268143183766796,0.23568556793851994,0.3,grad/norm,none,periodic
warmup,2,2,0,216,2,1.7990792080172047,0,-0.4490202245861558,0.4490202245861558,0.12479167748290208,101.0,2,0.30922559886883955,0,-0.15011437683407308,0.15011437683407308,0.24272630950218532,0.04007936507936508,1.4898536091483652,2.9797072182967304,0.29890584775208273,0.0,grad/rms,none,periodic
post,22,10,432,4968,10,7.610328687172392,0,-0.4602493461939822,0.4602493461939822,0.057430882795408575,101.0,22,7.4477719252592705,0,-0.5413997834357036,0.5413997834357036,0.07270227527640148,0.040079365079365076,2.862492540951484,5.549317874207896,0.10373644130141604,0.0,grad/rms,none,periodic
warmup,2,2,0,216,2,2.6396629752158924,0,-0.003308784738734424,0.0033812517282215213,0.04705714804283004,101.0,2,3.1506738106002556,0,0.11019714312286658,0.11019714312286658,0.10078388674884094,0.04007936507936508,0.5821055144284828,1.1642110288569656,0.113505927861601,0.5,grad/zero_fraction,none,periodic
post,22,10,432,4968,10,3.4903695174843996,0,-0.11966457624236902,0.129299203740363,0.029652995950988165,101.0,22,2.419409359630163,0,0.1622782959810704,0.1622782959810704,0.051107330651447604,0.040079365079365076,8.83998158299481,25.602688652028206,0.3203483676156872,0.6,grad/zero_fraction,none,periodic
warmup,401,401,0,400,401,0.0,0,0.0,0.0,0.0,1.0,401,0.0,0,0.0,0.0,0.0,0.0003968253968253954,0.0,0.0,0.0,0.0,loss/finite,none,continuous
post,4973,2119,401,5373,2119,0.0,0,0.0,0.0,0.0,1.0,4973,0.0,0,0.0,0.0,0.0,0.0003968253968253954,0.0,0.0,0.0,0.0,loss/finite,none,continuous
warmup,401,401,0,400,401,3.6393672941716417,0,-0.027723587159038655,0.027723587159038655,0.005061708930457787,1.0,401,16.52047699958361,0,-0.18370567494589696,0.18370567494589696,0.010915871143697221,0.0003968253968253954,12.978143317422953,845.4983100275523,0.15597599253184555,0.0,loss/train_mean,none,continuous
post,4973,2119,401,5373,2119,28.589474219383394,0,-0.010771008106952173,0.014644646748793228,0.0005622740273505057,1.0,4973,133.50173248900506,0,-0.07969656489106094,0.07969656489106094,0.000557584849481026,0.0003968253968253954,59.36197487882234,629.6820922290152,0.07819279374577566,0.38744690891930156,loss/train_mean,none,continuous
warmup,400,398,1,400,400,,400,0.8438202499639427,0.8438202499639427,0.0,1.0,398,,398,0.8438202499639427,0.8438202499639427,0.0,0.0003968253968253954,,,0.0,0.0,mem/alloc_end_bytes,none,continuous
post,4976,2120,401,5376,2120,,2120,0.8438202499639427,0.8438202499639427,0.0,1.0,4976,6677549141971652.0,4943,0.8438202499639427,0.8438202499639427,0.0,0.0003968253968253954,,,0.0,0.0,mem/alloc_end_bytes,none,continuous
warmup,400,398,1,400,400,,400,0.8438220846979195,0.8438220846979195,0.0,1.0,398,7310645962677057.0,397,0.8438220846979195,0.8438220846979195,0.0,0.0003968253968253954,,,0.0,0.0,mem/alloc_start_bytes,none,continuous
post,4976,2120,401,5376,2120,,2120,0.8438220846979195,0.8438220846979195,0.0,1.0,4976,,4976,0.8438220846979195,0.8438220846979195,0.0,0.0003968253968253954,,,0.0,0.0,mem/alloc_start_bytes,none,continuous
warmup,400,398,1,400,400,,400,0.4149538722824023,0.4149538722824023,0.0,1.0,398,,398,0.4149538722824023,0.4149538722824023,0.0,0.0003968253968253954,,,0.0,0.0,mem/cuda_peak_absolute,none,continuous
post,4976,2120,401,5376,2120,,2120,0.4149538722824023,0.4149538722824023,0.0,1.0,4976,,4976,0.4149538722824023,0.4149538722824023,0.0,0.0003968253968253954,,,0.0,0.0,mem/cuda_peak_absolute,none,continuous
warmup,2,2,0,216,2,1.8458371134962654,0,0.005748816811791565,0.005748816811791565,0.0015572383851635012,101.0,2,1.8172876944103806,0,0.05248865638632696,0.05248865638632696,0.014441482366213048,0.04007936507936508,0.02854941908588482,0.05709883817176964,0.0467398395745354,0.0,muon/cautious_mask_fraction,none,periodic
post,22,10,432,4968,10,52.19284558380189,0,-0.04684174926443477,0.04684174926443477,0.00091622895099713,101.0,22,15.397418264932277,0,0.013875367299929258,0.016439260179870456,0.0011664959118792984,0.040079365079365076,78.98280108424034,387.1616065164,0.09867966032180217,0.9,muon/cautious_mask_fraction,none,periodic
warmup,1,1,216,216,1,7.367723085610292,0,0.02450546947606064,0.02450546947606064,0.0033260573438110936,101.0,1,3.2497068864134953,0,0.16426309827271884,0.16426309827271884,0.050547050553844286,0.04007936507936508,4.118016199196797,4.118016199196797,0.1397576287966582,0.0,muon/cos_data_decay,none,periodic
post,22,10,432,4968,10,28.596497501593184,0,-0.06989694798544015,0.06989694798544015,0.002159807400410844,101.0,22,13.927433885003639,0,0.026891450870527467,0.029773217792382657,0.0023263705363560407,0.040079365079365076,67.40684766344503,250.02161945727295,0.15062148341180587,0.9,muon/cos_data_decay,none,periodic
warmup,2,2,0,216,2,3.151141111562488,0,-0.00957985786419202,0.07336899055689237,0.03433500702260444,101.0,2,4.158871755825691,0,0.17524142950050628,0.25819027792159066,0.0751721847107223,0.04007936507936508,1.0077306442632028,2.0154612885264056,0.1848212873646983,0.0,muon/cos_nesterov_final,none,periodic
post,22,10,432,4968,10,3.3470003222655693,0,-0.05797248693157676,0.05797248693157676,0.025161997661770574,101.0,22,0.7108935619160195,0,-0.010440134966121757,0.022144755253946637,0.030823333349689327,0.040079365079365076,4.101077103748477,21.090451734471678,0.12345583183594559,0.2,muon/cos_nesterov_final,none,periodic
warmup,2,2,0,216,2,2.5438447496265324,0,-0.041585069549987225,0.041585069549987225,0.037054106411040885,101.0,2,3.3041717108186193,0,0.04240858177666834,0.12535743027890064,0.06318196098621333,0.04007936507936508,0.7641560417069405,1.528312083413881,0.08399365132665557,0.5,muon/cos_raw_final,none,periodic
post,22,10,432,4968,10,8.001126390478753,0,-0.2816951506791652,0.2816951506791652,0.027527683100045344,101.0,22,2.6687702922155596,0,-0.06771770402620866,0.06771770402620866,0.03304478306320188,0.040079365079365076,5.549632441198851,205.11550196276488,0.27535878106390893,0.0,muon/cos_raw_final,none,periodic
warmup,2,2,0,216,2,0.9790769500134823,0,-0.048322556490912244,0.048322556490912244,0.024677609094079327,101.0,2,0.9907362420779003,0,-0.11072712391684543,0.11072712391684543,0.05588123216559346,0.04007936507936508,0.01165929206441807,0.02331858412883614,0.062404567425933186,0.0,muon/cos_raw_momentum,none,periodic
post,22,10,432,4968,10,2.936182664184499,0,-0.13628815286130358,0.13628815286130358,0.046948797410772625,101.0,22,1.85621820171374,0,-0.11108351172803865,0.11663657704426639,0.05661745872484854,0.040079365079365076,1.482550461144022,9.98807752292361,0.10013560723715112,0.2,muon/cos_raw_momentum,none,periodic
warmup,2,2,0,216,2,1.1951269792128838,0,-0.014656587389013933,0.014656587389013933,0.006131811783994274,101.0,2,0.9864400697817322,0,-0.032911228330111515,0.032911228330111515,0.016681818459277437,0.04007936507936508,0.20868690943115165,0.4173738188623033,0.018254640941097584,0.0,muon/cos_raw_nesterov,none,periodic
post,22,10,432,4968,10,3.0652956559985682,0,-0.06263557302758854,0.07420748607119193,0.013605430872817379,101.0,22,3.229432979191973,0,-0.06059459643217118,0.06059459643217118,0.018347962719240836,0.040079365079365076,4.047362644924714,18.413879434988978,0.06442738347499549,0.4,muon/cos_raw_nesterov,none,periodic
warmup,2,2,0,216,2,6189257.017849645,0,0.15470053513052534,0.15470053513052534,1.249750452149372e-08,101.0,2,8184696.97712452,0,0.15470054694424448,0.15470054694424448,9.450597094591185e-09,0.04007936507936508,1995439.959274875,3990879.91854975,1.1813719141828827e-08,0.0,muon/data_norm,none,periodic
post,22,10,432,4968,10,63697266.49931616,0,0.6695453062182122,0.6695453062182122,7.218252312246169e-09,101.0,22,17578774.004461296,0,0.15481719117565615,0.15481719117565615,8.808150661467811e-09,0.040079365079365076,51350371.194896564,1483854488.244946,0.514844749630989,0.0,muon/data_norm,none,periodic
warmup,2,2,0,216,2,2344.602300918512,0,-0.4228948516564398,0.4228948516564398,0.01615456829187003,101.0,2,2352.757753652629,0,-0.38474221021782906,0.38474221021782906,0.005533942333723506,0.04007936507936508,8.15545273411711,16.31090546823422,0.038152641438610774,0.0,muon/decay_norm,none,periodic
post,22,10,432,4968,10,266.7912056860324,0,1.2366295115099852,1.2366295115099852,0.0037859034343898776,101.0,22,50.638890915097065,0,-0.19966427797683212,0.19966427797683212,0.00380014269454451,0.040079365079365076,302.9179592974706,80357.03262547596,1.3785075870769896,0.9,muon/decay_norm,none,periodic
warmup,2,2,0,216,2,1.4104344650959397,0,-0.13109932968094007,0.13109932968094007,0.046474803659885926,101.0,2,2.343783944179735,0,-0.4730580210847142,0.4730580210847142,0.10091758292385447,0.04007936507936508,0.9333494790837953,1.8666989581675906,0.3419586914037741,0.0,muon/factored_scale_dispersion,none,periodic
post,22,10,432,4968,10,1.8164167296837563,0,0.05080749302622427,0.09320589755921754,0.06833832395449185,101.0,22,2.0949973539784326,0,-0.12184226955774294,0.14084365848056027,0.0682052715641002,0.040079365079365076,2.796724592670275,67.74488376623495,0.2550450720221945,0.5,muon/factored_scale_dispersion,none,periodic
warmup,2,2,0,216,2,0.0,0,0.0,0.0,0.0,101.0,2,0.0,0,0.0,0.0,0.0,0.04007936507936508,0.0,0.0,0.0,0.0,muon/norm_degenerate,none,periodic
post,22,10,432,4968,10,0.0,0,,,,101.0,22,0.0,0,,,,0.040079365079365076,0.0,0.0,,,muon/norm_degenerate,none,periodic
warmup,2,2,0,216,2,0.2889390698549523,1,0.010927675662940173,0.16562821404219177,0.3055244307974051,101.0,2,1.327519820401552,1,0.144482521492467,0.2991830598717186,0.16710318540855548,0.04007936507936508,1.0385807505465996,1.0385807505465996,0.1335548458295268,0.0,muon/norm_deviation,none,periodic
post,22,10,432,4968,10,1.278816444370992,0,0.739336127590003,0.739336127590003,0.5911760283323773,101.0,22,1.4831459421516633,0,0.8386102004834382,0.8386102004834382,0.6093814986475565,0.040079365079365076,0.8079495952788336,2.2066201291152057,0.04686581568522841,0.1,muon/norm_deviation,none,periodic
warmup,2,2,0,216,2,0.6766855449226269,0,0.01092056746946669,0.01092056746946669,0.008069159708971884,101.0,2,1.3194192384394978,0,-0.0773201389054293,0.0773201389054293,0.029300822912388825,0.04007936507936508,1.9961047833621248,3.9922095667242496,0.08824070637489599,0.5,muon/polar_residual,none,periodic
post,22,10,432,4968,10,7.456257489710371,0,0.044224855802506666,0.044224855802506666,0.005965675239608732,101.0,22,3.6675182506948234,0,0.028096662828637722,0.03142821623376348,0.008053097784468914,0.040079365079365076,5.458346251009439,20.92024418452017,0.03381860654461064,0.1,muon/polar_residual,none,periodic
warmup,12,10,1,270,12,2.4581374225707457,0,-0.07663705984100697,0.07663705984100697,0.02452384869063806,8.0,10,12.504420715042846,0,-0.175291998786283,0.3683258094689119,0.04409694354802035,0.004761904761904762,9.666207041856865,233.02225305035802,0.221069503084817,0.2,muon/replay_update_relerr,none,sparse
post,21,10,401,5376,10,27.479073210249773,0,0.14855552102665026,0.21347983207342724,0.008745868348909742,126.0,21,7.438878667466803,0,-0.1264903541033184,0.1264903541033184,0.012849843162244235,0.04999999999999999,28.288732508236468,155.94615346182087,0.3299550040859278,0.6,muon/replay_update_relerr,none,sparse
warmup,2,2,0,216,2,,2,0.1547005383792516,0.1547005383792516,0.0,101.0,2,,2,0.1547005383792516,0.1547005383792516,0.0,0.04007936507936508,,,0.0,0.0,muon/u_final_norm_analytic,none,periodic
post,22,10,432,4968,10,,10,0.1547005383792516,0.1547005383792516,0.0,101.0,22,,22,0.1547005383792516,0.1547005383792516,0.0,0.040079365079365076,,,0.0,0.0,muon/u_final_norm_analytic,none,periodic
warmup,2,2,0,216,2,8829482.159303006,0,0.1547005461092651,0.1547005461092651,8.760454085422663e-09,101.0,2,9119607.017703708,0,0.15470056393399856,0.15470056393399856,8.481756046816573e-09,0.04007936507936508,290124.8584007025,580249.716801405,1.782473346700897e-08,0.0,muon/u_final_norm_observed,none,periodic
post,22,10,432,4968,10,26112095.731275186,0,0.1547005609444177,0.1547005609444177,5.9332916116400454e-09,101.0,22,17326490.692793112,0,0.1547005596846034,0.1547005596846034,8.931544972598975e-09,0.040079365079365076,15518015.68445841,191545854.2320406,5.564219793252612e-09,0.0,muon/u_final_norm_observed,none,periodic
warmup,2,2,0,216,2,1.2088361775498626,0,0.008091145684295923,0.0316053784486196,0.16942145657880525,101.0,2,1.1620403138256339,0,-0.0060234937375955545,0.01749073902672813,0.21582623867567816,0.04007936507936508,0.046795863724228684,0.09359172744845737,0.014114639421891478,0.0,noise/b_noise,none,periodic
post,22,10,432,4968,10,1.6048264921851514,0,-0.3771580846709971,0.7272704426664652,0.23561738888455838,101.0,22,1.556703314959186,0,0.04690169626980477,0.337117873561404,0.2572928233800036,0.040079365079365076,1.0646494174289767,9.831726402178226,0.36825432663025415,0.3,noise/b_noise,none,periodic
warmup,2,2,0,216,2,0.9700405040544515,0,-0.20897576200613957,0.20897576200613957,0.10771496712389295,101.0,2,1.131132991373193,0,0.6196476048486113,0.6196476048486113,0.27390572531014257,0.04007936507936508,2.1011734954276444,4.202346990855289,0.8286233668547508,1.0,noise/mean_grad_norm,none,periodic
post,22,10,432,4968,10,5.342011067733226,0,-0.2970502211726711,0.2970502211726711,0.057494766947972176,101.0,22,5.199932923485168,0,-0.37078324859337747,0.37078324859337747,0.0672027078446061,0.040079365079365076,1.5088274495721796,8.174860636260709,0.12585293637631875,0.0,noise/mean_grad_norm,none,periodic
warmup,2,2,0,216,2,203.5841191338932,0,0.11183200755594186,0.22130537146043117,0.038106362641038526,101.0,2,205.60910441356222,0,0.5378494363279468,0.5378494363279468,0.06789119683537533,0.04007936507936508,3.477048120775182,6.954096241550364,0.426017428772005,0.5,noise/row_trace,none,periodic
post,22,10,432,4968,10,2.3535416465285204,0,-0.3139569652824451,0.3139569652824451,0.1398632915182365,101.0,22,4.576020307076259,0,0.5100252213905233,0.5100252213905233,0.13860083350568964,0.040079365079365076,4.609740472919419,7.966201615027682,0.625414582411056,0.7,noise/row_trace,none,periodic
warmup,2,2,0,216,2,203.5841191338932,0,0.11183200755594186,0.22130537146043117,0.038106362641038526,101.0,2,205.60910441356222,0,0.5378494363279468,0.5378494363279468,0.06789119683537533,0.04007936507936508,3.477048120775182,6.954096241550364,0.426017428772005,0.5,noise/s2,none,periodic
post,22,10,432,4968,10,2.3535416465285204,0,-0.3139569652824451,0.3139569652824451,0.1398632915182365,101.0,22,4.576020307076259,0,0.5100252213905233,0.5100252213905233,0.13860083350568964,0.040079365079365076,4.609740472919419,7.966201615027682,0.625414582411056,0.7,noise/s2,none,periodic
warmup,2,2,0,216,2,17.655343864897446,0,0.0893020504848655,0.27654534318151386,0.2718764590298322,101.0,2,18.037096593710523,0,0.4593218985070978,0.4593218985070978,0.25320850133421086,0.04007936507936508,0.7328637148072321,1.4657274296144642,0.3700198480222323,0.5,noise/signal_raw,none,periodic
post,22,10,432,4968,10,2.2018685065445487,0,0.06767964740213528,0.5558928092108674,0.36012407173286554,101.0,22,1.1069575729742902,0,0.3445571324870065,0.46493680493487655,0.39142557720851834,0.040079365079365076,1.5182477146379547,68.60780773419846,0.6634715527946657,0.2,noise/signal_raw,none,periodic
warmup,1,1,216,216,1,0.27737148953875485,0,-0.09539472888731827,0.09539472888731827,0.3439240602772534,101.0,1,1.8796042106740558,0,-0.8812770979563856,0.8812770979563856,0.4688631217953836,0.04007936507936508,1.602232721135301,1.602232721135301,0.7858823690690674,0.0,optim/adamw_m_norm,none,periodic
post,22,10,432,4968,10,2.1134288289353607,0,-0.4326228149783788,0.47129514200411815,0.21712399302298016,101.0,22,1.8389238053365087,0,-0.4163568558769982,0.4163568558769982,0.24146849183680008,0.040079365079365076,0.9044948131381955,4.657955129855833,0.1382662330827088,0.2,optim/adamw_m_norm,none,periodic
warmup,1,1,216,216,1,0.5930298597848542,0,-0.27049184814853006,0.27049184814853006,0.45611842925862456,101.0,1,1.760685054013809,0,-0.9179701198117531,0.9179701198117531,0.521370995749109,0.04007936507936508,1.1676551942289548,1.1676551942289548,0.647478271663223,0.0,optim/adamw_m_rms,none,periodic
post,22,10,432,4968,10,1.7116847456290998,0,-0.5510680770363143,0.6417435181047821,0.33355955266329185,101.0,22,1.319748832332737,0,-0.6004518188410033,0.6232458377821627,0.43406674631529885,0.040079365079365076,0.7169605969738342,2.910747538863194,0.1744605585214472,0.2,optim/adamw_m_rms,none,periodic
warmup,1,1,216,216,1,0.07401284398818841,0,0.04904219637043963,0.04904219637043963,0.6626173746041456,101.0,1,3.042435188417083,0,-0.9166795374686071,0.9166795374686071,0.30129796715424423,0.04007936507936508,3.1164480324052715,3.1164480324052715,0.9657217338390467,1.0,optim/adamw_v_norm,none,periodic
post,22,10,432,4968,10,3.330278692087448,0,-0.6901249457432553,0.6901249457432553,0.1663474669184623,101.0,22,4.074936876916472,0,-0.8784008075776146,0.8784008075776146,0.22824300141627096,0.040079365079365076,1.996351465528619,7.118792775087773,0.19985360979744982,0.1,optim/adamw_v_norm,none,periodic
warmup,1,1,216,216,1,0.03110107798464777,0,0.020541372492381738,0.020541372492381738,0.660471399175342,101.0,1,3.0530866677454336,0,-0.9199041552533497,0.9199041552533497,0.30130299443240416,0.04007936507936508,3.0841877457300813,3.0841877457300813,0.9404455277457314,1.0,optim/adamw_v_rms,none,periodic
post,22,10,432,4968,10,2.996644893603194,0,-0.6639180368776875,0.6639180368776875,0.18981505762798312,101.0,22,3.7023314445805267,0,-0.877840111268245,0.877840111268245,0.24029339293270258,0.040079365079365076,2.884136599665034,20.631146905366972,0.22490249725335726,0.1,optim/adamw_v_rms,none,periodic
warmup,401,401,0,400,401,0.0,0,0.0,0.0,0.0,1.0,401,0.0,0,0.0,0.0,0.0,0.0003968253968253954,0.0,0.0,0.0,0.0,optim/beta1,none,continuous
post,4973,2119,401,5373,2119,0.0,0,0.0,0.0,0.0,1.0,4973,0.0,0,0.0,0.0,0.0,0.0003968253968253954,0.0,0.0,0.0,0.0,optim/beta1,none,continuous
warmup,401,401,0,400,401,0.0,0,0.0,0.0,0.0,1.0,401,0.0,0,0.0,0.0,0.0,0.0003968253968253954,0.0,0.0,0.0,0.0,optim/beta2,none,continuous
post,4973,2119,401,5373,2119,0.0,0,0.0,0.0,0.0,1.0,4973,0.0,0,0.0,0.0,0.0,0.0003968253968253954,0.0,0.0,0.0,0.0,optim/beta2,none,continuous
warmup,401,401,0,400,401,0.0,0,0.0,0.0,0.0,1.0,401,0.0,0,0.0,0.0,0.0,0.0003968253968253954,0.0,0.0,0.0,0.0,optim/eps,none,continuous
post,4973,2119,401,5373,2119,0.0,0,0.0,0.0,0.0,1.0,4973,0.0,0,0.0,0.0,0.0,0.0003968253968253954,0.0,0.0,0.0,0.0,optim/eps,none,continuous
warmup,401,401,0,400,401,0.0,0,0.0,0.0,0.0,1.0,401,0.0,72,0.0,0.0,0.0,0.0003968253968253954,0.0,8217409606758413.0,0.0,0.20698254364089774,optim/lr,none,continuous
post,4973,2119,401,5373,2119,0.0,1446,0.5042703645881162,0.5042703645881162,0.0,1.0,4973,0.0,3083,9.68170955211568e-05,9.68170955211568e-05,0.0,0.0003968253968253954,0.0,3863553755688774.0,0.5042703645881162,0.4714487966021708,optim/lr,none,continuous
warmup,401,401,0,400,401,0.0,0,0.0,0.0,0.0,1.0,401,0.0,72,0.0,0.0,0.0,0.0003968253968253954,0.0,8217409606758413.0,0.0,0.20698254364089774,optim/lr_eff,none,continuous
post,4973,2119,401,5373,2119,0.0,1446,0.5042703645881162,0.5042703645881162,0.0,1.0,4973,0.0,3083,9.68170955211568e-05,9.68170955211568e-05,0.0,0.0003968253968253954,0.0,3863553755688774.0,0.5042703645881162,0.4714487966021708,optim/lr_eff,none,continuous
warmup,401,401,0,400,401,0.0,0,0.0,0.0,0.0,1.0,401,254868094834616.7,257,0.03629893238434163,0.03629893238434163,0.0,0.0003968253968253954,254868094834616.7,512304130171345.7,0.03629893238434163,0.9975062344139651,optim/momentum,none,continuous
post,4973,2119,401,5373,2119,28231422312477.5,1096,0.026130198915009045,0.026130198915009045,0.0,1.0,4973,10882096492.07871,2480,3.605556421558852e-06,3.605556421558852e-06,0.0,0.0003968253968253954,193058709430714.3,511322270567595.7,0.03609993824790968,0.6852288815479,optim/momentum,none,continuous
warmup,1,1,216,216,1,1.7020547998954223,0,-0.19125030867008894,0.19125030867008894,0.11236436610727207,101.0,1,0.8920457686065218,0,0.13767019657635635,0.13767019657635635,0.1543308666677642,0.04007936507936508,2.5941005685019443,2.5941005685019443,0.3289205052464453,1.0,optim/muon_momentum_norm,none,periodic
