tier,metric,acceptance_arm,channels,rel_median,rel_worst_channel,rel_worst_point,complete_frac,noise_vs_swing,rel_early,rel_late
continuous,overhead/step_end_emit,-1,1,0.34805276684749004,0.34805276684749004,3.603732382769686,1.0,1.9756679256017684,0.3237386226175524,0.3518440729682313
sparse,curvature/fd_snr_gradient,shadow_fp32,1,0.3685750158266863,0.3685750158266863,1.8641269147690425,1.0,0.210382253341627,0.06919661159359418,0.38945273630386856
periodic,noise/signal_raw,-1,1,0.3703969213234957,0.3703969213234957,1.61933486063298,1.0,0.26116978158952425,0.514493251110052,0.3680117976783653
sparse,curvature/curv_snr_random,native,1,0.4337029885588354,0.4337029885588354,0.9966994045472702,1.0,0.21475408620223208,0.3947744640144806,0.4337029885588354
sparse,curvature/curv_snr_random,shadow_fp32,1,0.44225917562035183,0.44225917562035183,1.77793516517016,1.0,0.4794703921478628,0.4482119670966995,0.39536026785014067
sparse,update/p1,native,1,0.470419608753414,0.470419608753414,6.258387932231905,1.0,0.09557012777048612,0.1230080091058325,0.7116037640610298
sparse,update/p1,shadow_fp32,1,0.4732836467013135,0.4732836467013135,6.430422043525278,1.0,0.09513940205713126,0.12393343117251193,0.7159021115944324
sparse,curvature/curv_snr_update,native,1,0.49309825473069613,0.49309825473069613,1.4992576613227495,1.0,0.32125104928386994,0.5038649527014141,0.4732130163417677
sparse,curvature/curv_snr_update,shadow_fp32,1,0.5329040104328014,0.5329040104328014,0.9421210441483107,1.0,0.5425484078897149,0.5487828171874196,0.5110625179814294
periodic,optim/adamw_m_norm,-1,35,0.6463992803297589,0.9737753204112307,6.893674832860334,1.0,0.34653885815184027,0.5694698273328093,0.6455137040721403
periodic,optim/adamw_m_rms,-1,35,0.6463992803297589,0.9737753204112307,6.893674832860334,1.0,0.34653859915312896,0.5694698273328093,0.6455137040721403
sparse,update/actual,shadow_fp32,1,0.6964580612242366,0.6964580612242366,115.44113707215968,1.0,0.14813254647937016,0.32918004746403456,1.4377162593200812
sparse,update/residual_p2,shadow_fp32,1,0.728948035270642,0.728948035270642,4.671963140582163,1.0,0.12001681393180703,0.6042833329745558,1.3172906967769924
sparse,update/actual,native,1,0.7433812319420108,0.7433812319420108,50.371000719099406,1.0,0.1437569053765547,0.33714687545408706,2.127174932889588
sparse,update/p2,native,1,0.7937263974366436,0.7937263974366436,21.622325051666202,1.0,0.15981893334649094,0.24052162257224036,1.4231376738047308
sparse,update/p2,shadow_fp32,1,0.8023405866318956,0.8023405866318956,18.47087271532369,1.0,0.1606949677566033,0.23963640130161626,1.4181690252514083
sparse,curvature/fd_eps_update,native,1,0.80359796121217,0.80359796121217,4.102844541697056,1.0,0.5507863588735429,0.29814239699997186,1.2561846997953765
sparse,curvature/e_curv_gradient,shadow_fp32,1,0.9661794027623737,0.9661794027623737,6.0118791500295155,0.9615384615384616,0.7897415198883888,1.0345098490641131,0.8499575813229882
sparse,curvature/fd_eps_random,native,1,0.9908541017170719,0.9908541017170719,54.468645414892904,1.0,0.4097697344991393,0.0,1.6313582720360427
continuous,overhead/microbatch_cpu_launch,-1,1,1.0015691008356131,1.0015691008356131,2.1238350413964104,1.0,6.298672055976317,1.0354366150082899,0.9966197304395722
sparse,curvature/e_sym_gradient,shadow_fp32,1,1.0481998025497155,1.0481998025497155,7.812125963479864,1.0,0.11003462052980655,1.0481998025497155,1.3452360690429228
sparse,update/residual_p2,native,1,1.082824089680923,1.082824089680923,10.26641160997387,1.0,0.16386065989454937,0.7080840368672148,1.8114714304446233
sparse,curvature/e_sym_gradient,native,1,1.1802510678726517,1.1802510678726517,6.930829549584791,1.0,0.9402030801376471,1.2713611601888788,1.0856859079211754
sparse,curvature/fd_floor_update,native,1,1.2261067757022834,1.2261067757022834,13.957252224953733,1.0,0.9323597004544033,0.645656224687791,1.5906777130029495
sparse,curvature/e_sym_update,native,1,1.247442492014316,1.247442492014316,28.551887930699817,1.0,0.4610994938641056,1.575773154761842,1.0856770866168808
sparse,curvature/curv_eps_update,shadow_fp32,1,1.2827054741184096,1.2827054741184096,17.70969602600037,1.0,0.423647372701716,1.4345962392318574,1.2803623874818988
sparse,curvature/curv_eps_update,native,1,1.3031474349997536,1.3031474349997536,5.192976025363492,1.0,0.44119646529369916,1.2903252570632073,1.3031474349997536
sparse,curvature/e_sym_random,native,1,1.328246672533489,1.328246672533489,53.578801570443,1.0,0.7769195207210673,1.2625897305055678,1.470756434903893
sparse,curvature/curv_eps_random,native,1,1.4571747818357492,1.4571747818357492,14.006744407209295,1.0,0.46295991795322616,1.5985410014551813,1.2827054741184096
sparse,curvature/e_sym_random,shadow_fp32,1,1.5681773247643611,1.5681773247643611,724.4394652401561,1.0,1.423349051471678,1.855167516026825,1.1624845074449563
sparse,curvature/curv_eps_random,shadow_fp32,1,1.5720720420188994,1.5720720420188994,17.70969602600037,1.0,1.5229156655196776,2.878754884479429,1.37476968581413
sparse,update/normalized_residual,shadow_fp32,1,1.6024501253382988,1.6024501253382988,7.943797334203267,1.0,0.3243420631086581,0.9886080015557475,2.5344885064797937
sparse,update/normalized_residual,native,1,1.6135744342032887,1.6135744342032887,19.777736017249534,1.0,0.4720150928425783,0.8451640062447057,2.4444298200707815
sparse,calib/grad_cosine_prev,-1,1,1.6208425507411133,1.6208425507411133,66.58512512167322,1.0,0.20563958865543863,0.4389882457391653,2.2439638734858915
sparse,curvature/e_sym_update,shadow_fp32,1,1.6645273147417026,1.6645273147417026,38.00354663093176,1.0,1.0712179757329312,1.7493223493766021,1.4773152597092416
periodic,sketch/grad_cosine_prev,-1,1,1.8115761600700235,1.8115761600700235,143.45198867061086,1.0,0.666216428143194,2.13108803298614,1.7821182303052403
periodic,muon/norm_deviation,-1,78,1.839699977807394,3.927208417616465,24806.16495212928,1.0,0.660917872374271,1.7900585264197963,1.91955137186059
periodic,probe/c_proj_in_stats_mean,-1,24,3.3623796567393747,6.953635452036145,336.45849302841503,1.0,1.4745847244759451,2.2362508560682066,3.525331307181581
periodic,probe/attn_out_stats_mean,-1,24,3.4642299240270185,11.476345601277094,1063.4505957749604,1.0,1.667237772377523,2.5605202004040524,3.720791781439208
sparse,curvature/fd_floor_random,native,1,4.155319204025673,4.155319204025673,56.70932050678318,1.0,0.7377304654824528,0.031741187029068904,7.708550524552275
periodic,probe/mlp_out_stats_mean,-1,24,4.217867757911442,14.912133798066495,1148.4085967197477,1.0,2.2965352413969162,4.571562661194651,4.368372640531965
sparse,curvature/curv_floor_update,native,1,4.644764258179423,4.644764258179423,53.79527541273012,1.0,1.6666793585621114,4.119647890184137,4.822160766775436
periodic,probe/block_in_stats_mean,-1,24,4.662784020914238,17.315460153736794,552.3122209687224,1.0,2.8997344937327543,7.925480115198112,4.476293210196624
sparse,curvature/curv_floor_random,shadow_fp32,1,5.1095656296869105,5.1095656296869105,607.8788693200092,1.0,0.4000769239363268,5.858865913960487,4.834365045117492
sparse,curvature/curv_floor_update,shadow_fp32,1,5.901065549263215,5.901065549263215,607.6161742069071,1.0,0.49151225032974655,5.727168378114317,5.937232279560394
sparse,curvature/c_fd_update,shadow_fp32,1,29.415982050579238,29.415982050579238,983.2272026844893,1.0,1.7939049984183026,51.226464032606735,26.830265441086333
sparse,curvature/c_fd_update,native,1,35.82364990073868,35.82364990073868,2287.7635263202747,1.0,3.5900533941510706,14.964383975141004,43.92849773382976
sparse,curvature/curv_floor_random,native,1,42.78713462151697,42.78713462151697,589.0565980220792,1.0,0.8704266767068903,43.64601873817578,24.064349263513336
sparse,curvature/c_fd_random,shadow_fp32,1,58.72990854501279,58.72990854501279,929.6826565959532,1.0,6.372941555098007,246.1113050549103,45.513908802947086
sparse,curvature/c_fd_random,native,1,107.8374849103944,107.8374849103944,1780.530019472766,1.0,6.817840602519029,119.83476358414929,73.39684527226774
continuous,step/skipped,-1,1,,,,1.0,,,
periodic,attn/n_undefined_queries/b1,-1,3,,,,1.0,,,
periodic,attn/n_undefined_queries/b2,-1,3,,,,1.0,,,
periodic,attn/n_undefined_queries/b3,-1,3,,,,1.0,,,
periodic,grad/nonfinite,-1,15,,,,1.0,,,
periodic,probe/logit_softcap_equiv_err,-1,2,,,,1.0,,,
periodic,probe/residual_mix_equiv_err,-1,24,,,,1.0,,,
sparse,curvature/fd_conclusive_gradient,native,1,,,,1.0,,,
sparse,curvature/fd_conclusive_random,native,1,,,,1.0,,,
sparse,curvature/fd_conclusive_update,native,1,,,,1.0,,,
sparse,curvature/fd_conclusive_update,shadow_fp32,1,,,,1.0,,,
