run,depth,seed,step,normalized_progress,phase,param_role,sq,total_sq,share
d12-s10,12,10,303,0.12023809523809524,early,backout_scalar,0.00034408774808980525,0.049260078485247494,0.006985123829895101
d12-s10,12,10,303,0.12023809523809524,early,mlp_in,0.0038339307793648914,0.049260078485247494,0.07783038308623655
d12-s10,12,10,303,0.12023809523809524,early,mlp_out,0.015548128634691237,0.049260078485247494,0.31563345233702017
d12-s10,12,10,303,0.12023809523809524,early,resid_scalar,0.0011283663308176983,0.049260078485247494,0.022906303958805583
d12-s10,12,10,303,0.12023809523809524,early,smear_gate,4.149550932197599e-06,0.049260078485247494,8.423760293927088e-05
d12-s10,12,10,303,0.12023809523809524,early,smear_scalar,8.75195109983906e-05,0.049260078485247494,0.0017766823295785271
d12-s10,12,10,303,0.12023809523809524,early,token_embedding,6.060386112949345e-07,0.049260078485247494,1.230283487015621e-05
d12-s10,12,10,303,0.12023809523809524,early,unembedding,0.0063617019914090625,0.049260078485247494,0.12914518585905782
d12-s10,12,10,303,0.12023809523809524,early,value_embedding,2.551353937008116e-07,0.049260078485247494,5.179354185909795e-06
d12-s10,12,10,303,0.12023809523809524,early,ve_gate,8.688887692187564e-05,0.049260078485247494,0.0017638801965753524
d12-s10,12,10,303,0.12023809523809524,early,x0_scalar,0.000205509879134258,0.049260078485247494,0.004171935682071731
d12-s10,12,10,404,0.16031746031746033,early,attn_k,0.001492896659328835,0.06299324181833121,0.023699314660360883
d12-s10,12,10,404,0.16031746031746033,early,attn_out,0.00888616289012134,0.06299324181833121,0.14106533706819707
d12-s10,12,10,404,0.16031746031746033,early,attn_q,0.0018193628857261501,0.06299324181833121,0.02888187420125297
d12-s10,12,10,404,0.16031746031746033,early,attn_v,0.008651399170048535,0.06299324181833121,0.13733852902821955
d12-s10,12,10,404,0.16031746031746033,early,backout_scalar,0.004566866904497147,0.06299324181833121,0.0724977278938544
d12-s10,12,10,404,0.16031746031746033,early,mlp_in,0.0035405108937993646,0.06299324181833121,0.05620461483804864
d12-s10,12,10,404,0.16031746031746033,early,mlp_out,0.009157466294709593,0.06299324181833121,0.14537220232480152
d12-s10,12,10,404,0.16031746031746033,early,resid_scalar,0.0196596223358938,0.06299324181833121,0.3120909762445786
d12-s10,12,10,404,0.16031746031746033,early,smear_gate,1.6061152336988016e-06,0.06299324181833121,2.54966276911219e-05
d12-s10,12,10,404,0.16031746031746033,early,smear_scalar,1.2267918236830155e-06,0.06299324181833121,1.9474975223866248e-05
d12-s10,12,10,404,0.16031746031746033,early,token_embedding,3.6512091128315655e-07,0.06299324181833121,5.7961917936553204e-06
d12-s10,12,10,404,0.16031746031746033,early,unembedding,0.004946171771734953,0.06299324181833121,0.0785190859997239
d12-s10,12,10,404,0.16031746031746033,early,value_embedding,1.7952458897241286e-07,0.06299324181833121,2.8499023671483864e-06
d12-s10,12,10,404,0.16031746031746033,early,ve_gate,9.90727057796903e-05,0.06299324181833121,0.0015727513447459987
d12-s10,12,10,404,0.16031746031746033,early,x0_scalar,0.00017033175413416757,0.06299324181833121,0.002703968699140684
d12-s10,12,10,505,0.2003968253968254,early,attn_k,0.0006034689376974711,0.041653633545180035,0.014487786210605431
d12-s10,12,10,505,0.2003968253968254,early,attn_out,0.007799031591275708,0.041653633545180035,0.1872353244481399
d12-s10,12,10,505,0.2003968253968254,early,attn_q,0.0009559376812831033,0.041653633545180035,0.02294968289492046
d12-s10,12,10,505,0.2003968253968254,early,attn_v,0.006554692139616236,0.041653633545180035,0.15736183333217793
d12-s10,12,10,505,0.2003968253968254,early,backout_scalar,0.001546363579109311,0.041653633545180035,0.037124338202861276
d12-s10,12,10,505,0.2003968253968254,early,mlp_in,0.003475846009678207,0.041653633545180035,0.0834464058437566
d12-s10,12,10,505,0.2003968253968254,early,mlp_out,0.007591168818180449,0.041653633545180035,0.18224505696355664
d12-s10,12,10,505,0.2003968253968254,early,resid_scalar,0.008925494029426773,0.041653633545180035,0.21427888205108553
d12-s10,12,10,505,0.2003968253968254,early,smear_gate,1.1886752417922255e-06,0.041653633545180035,2.853713207283386e-05
d12-s10,12,10,505,0.2003968253968254,early,smear_scalar,2.9934119083918628e-05,0.041653633545180035,0.00071864364609273
d12-s10,12,10,505,0.2003968253968254,early,token_embedding,2.38018472487056e-07,0.041653633545180035,5.714230722006205e-06
d12-s10,12,10,505,0.2003968253968254,early,unembedding,0.004056296311318874,0.041653633545180035,0.09738157193223423
d12-s10,12,10,505,0.2003968253968254,early,value_embedding,1.267554372574864e-07,0.041653633545180035,3.043082354868269e-06
d12-s10,12,10,505,0.2003968253968254,early,ve_gate,0.0001040559027387644,0.041653633545180035,0.0024981230659241074
d12-s10,12,10,505,0.2003968253968254,early,x0_scalar,9.790976619683533e-06,0.041653633545180035,0.00023505696349548116
d12-s10,12,10,606,0.24047619047619048,early,attn_k,0.0005351223189791199,0.03909819342578036,0.013686625188832223
d12-s10,12,10,606,0.24047619047619048,early,attn_out,0.007904916899860837,0.03909819342578036,0.20218112928584916
d12-s10,12,10,606,0.24047619047619048,early,attn_q,0.0009494230753261945,0.03909819342578036,0.02428304205739002
d12-s10,12,10,606,0.24047619047619048,early,attn_v,0.0069437211568583726,0.03909819342578036,0.17759698207129587
d12-s10,12,10,606,0.24047619047619048,early,backout_scalar,0.0006608699331991376,0.03909819342578036,0.01690282530454148
d12-s10,12,10,606,0.24047619047619048,early,mlp_in,0.003168129216646775,0.03909819342578036,0.08103006658506608
d12-s10,12,10,606,0.24047619047619048,early,mlp_out,0.011597002521739341,0.03909819342578036,0.2966122346229064
d12-s10,12,10,606,0.24047619047619048,early,resid_scalar,0.0017044891260411532,0.03909819342578036,0.043595086542214924
d12-s10,12,10,606,0.24047619047619048,early,smear_gate,1.3533350511352184e-06,0.03909819342578036,3.461374893712771e-05
d12-s10,12,10,606,0.24047619047619048,early,smear_scalar,8.145192259689792e-05,0.03909819342578036,0.002083265630968785
d12-s10,12,10,606,0.24047619047619048,early,token_embedding,2.189983661082806e-07,0.03909819342578036,5.601240029772798e-06
d12-s10,12,10,606,0.24047619047619048,early,unembedding,0.005415747873485089,0.03909819342578036,0.1385165758046018
d12-s10,12,10,606,0.24047619047619048,early,value_embedding,1.3584888680640006e-07,0.03909819342578036,3.4745566202254437e-06
d12-s10,12,10,606,0.24047619047619048,early,ve_gate,6.093557715303177e-05,0.03909819342578036,0.0015585266687246065
d12-s10,12,10,606,0.24047619047619048,early,x0_scalar,7.467562159035879e-05,0.03909819342578036,0.0019099506920214778
d12-s10,12,10,707,0.28055555555555556,middle,attn_k,0.0008309547511089478,0.051479420169906476,0.016141493986653373
d12-s10,12,10,707,0.28055555555555556,middle,attn_out,0.007885658866143785,0.051479420169906476,0.1531808019615873
d12-s10,12,10,707,0.28055555555555556,middle,attn_q,0.0013493946171365678,0.051479420169906476,0.026212311884689577
d12-s10,12,10,707,0.28055555555555556,middle,attn_v,0.006155060502351262,0.051479420169906476,0.11956351648943686
d12-s10,12,10,707,0.28055555555555556,middle,backout_scalar,0.000767746358178556,0.051479420169906476,0.01491365589675698
d12-s10,12,10,707,0.28055555555555556,middle,mlp_in,0.004105853287910577,0.051479420169906476,0.07975717819585605
d12-s10,12,10,707,0.28055555555555556,middle,mlp_out,0.020057296700542793,0.051479420169906476,0.38961776636846746
d12-s10,12,10,707,0.28055555555555556,middle,resid_scalar,0.005983252936403005,0.051479420169906476,0.11622611359365424
d12-s10,12,10,707,0.28055555555555556,middle,smear_gate,5.536373919312609e-07,0.051479420169906476,1.0754538223313224e-05
d12-s10,12,10,707,0.28055555555555556,middle,smear_scalar,7.971854643074039e-07,0.051479420169906476,1.5485517546163384e-05
d12-s10,12,10,707,0.28055555555555556,middle,token_embedding,1.546256811479907e-07,0.051479420169906476,3.003640690544934e-06
d12-s10,12,10,707,0.28055555555555556,middle,unembedding,0.0042715007439255714,0.051479420169906476,0.08297491948875095
d12-s10,12,10,707,0.28055555555555556,middle,value_embedding,1.319983713443662e-07,0.051479420169906476,2.564099807431961e-06
d12-s10,12,10,707,0.28055555555555556,middle,ve_gate,4.047219158564985e-05,0.051479420169906476,0.0007861819626575523
d12-s10,12,10,707,0.28055555555555556,middle,x0_scalar,3.0591767711030116e-05,0.051479420169906476,0.0005942523752222303
d12-s10,12,10,808,0.32063492063492066,middle,attn_k,0.0006437956690206192,0.06917337176671623,0.009306986960123734
d12-s10,12,10,808,0.32063492063492066,middle,attn_out,0.009269047528505325,0.06917337176671623,0.1339973358500541
d12-s10,12,10,808,0.32063492063492066,middle,attn_q,0.0009042690289788879,0.06917337176671623,0.01307250182958394
d12-s10,12,10,808,0.32063492063492066,middle,attn_v,0.009116311717662029,0.06917337176671623,0.13178932130714024
d12-s10,12,10,808,0.32063492063492066,middle,backout_scalar,0.001279846532270312,0.06917337176671623,0.018502011678518882
d12-s10,12,10,808,0.32063492063492066,middle,mlp_in,0.0040758147079031914,0.06917337176671623,0.058921729616544856
d12-s10,12,10,808,0.32063492063492066,middle,mlp_out,0.03127864717680495,0.06917337176671623,0.45217757032707095
d12-s10,12,10,808,0.32063492063492066,middle,resid_scalar,0.005238872850213738,0.06917337176671623,0.07573539812229448
d12-s10,12,10,808,0.32063492063492066,middle,smear_gate,1.1389004157535967e-06,0.06917337176671623,1.646443402519805e-05
d12-s10,12,10,808,0.32063492063492066,middle,smear_scalar,3.0954470275901262e-06,0.06917337176671623,4.474911296834522e-05
d12-s10,12,10,808,0.32063492063492066,middle,token_embedding,1.6713693185010922e-07,0.06917337176671623,2.416203339252715e-06
d12-s10,12,10,808,0.32063492063492066,middle,unembedding,0.007302315905690193,0.06917337176671623,0.10556541800964817
d12-s10,12,10,808,0.32063492063492066,middle,value_embedding,1.5378790152453803e-07,0.06917337176671623,2.223224018097312e-06
d12-s10,12,10,808,0.32063492063492066,middle,ve_gate,5.246105013156921e-05,0.06917337176671623,0.0007583994937891925
d12-s10,12,10,808,0.32063492063492066,middle,x0_scalar,7.434327258692974e-06,0.06917337176671623,0.0001074738308805428
d12-s10,12,10,909,0.3607142857142857,middle,attn_k,0.00048687435264582746,0.06605960779609443,0.00737022772143392
d12-s10,12,10,909,0.3607142857142857,middle,attn_out,0.007615468901349232,0.06605960779609443,0.11528177589028121
d12-s10,12,10,909,0.3607142857142857,middle,attn_q,0.0008456150753772818,0.06605960779609443,0.01280078861484364
d12-s10,12,10,909,0.3607142857142857,middle,attn_v,0.007317698647966608,0.06605960779609443,0.11077417641585278
d12-s10,12,10,909,0.3607142857142857,middle,backout_scalar,0.0009138865862041712,0.06605960779609443,0.013834272056610693
d12-s10,12,10,909,0.3607142857142857,middle,mlp_in,0.004682371967646759,0.06605960779609443,0.0708810137368631
d12-s10,12,10,909,0.3607142857142857,middle,mlp_out,0.03301302141335327,0.06605960779609443,0.4997459493743023
d12-s10,12,10,909,0.3607142857142857,middle,resid_scalar,0.006511677838744845,0.06605960779609443,0.09857275960287835
d12-s10,12,10,909,0.3607142857142857,middle,smear_gate,1.191865180771856e-06,0.06605960779609443,1.8042268498638004e-05
d12-s10,12,10,909,0.3607142857142857,middle,smear_scalar,1.3806001334160102e-05,0.06605960779609443,0.00020899308661920845
d12-s10,12,10,909,0.3607142857142857,middle,token_embedding,1.1465763094520298e-07,0.06605960779609443,1.735669265538415e-06
d12-s10,12,10,909,0.3607142857142857,middle,unembedding,0.0045817308127880105,0.06605960779609443,0.06935752369179053
d12-s10,12,10,909,0.3607142857142857,middle,value_embedding,1.2152887318706007e-07,0.06605960779609443,1.8396850547793456e-06
d12-s10,12,10,909,0.3607142857142857,middle,ve_gate,5.8069109172720346e-05,0.06605960779609443,0.0008790410828953408
d12-s10,12,10,909,0.3607142857142857,middle,x0_scalar,1.7959037826642543e-05,0.06605960779609443,0.0002718611028100036
d12-s10,12,10,1010,0.4007936507936508,middle,attn_k,0.0006905818781888228,0.07574861417460889,0.009116759239937454
d12-s10,12,10,1010,0.4007936507936508,middle,attn_out,0.007193260906205978,0.07574861417460889,0.09496227732463489
d12-s10,12,10,1010,0.4007936507936508,middle,attn_q,0.0012395416233630385,0.07574861417460889,0.016363885159743765
d12-s10,12,10,1010,0.4007936507936508,middle,attn_v,0.00650259385292884,0.07574861417460889,0.08584439364051791
d12-s10,12,10,1010,0.4007936507936508,middle,backout_scalar,0.002353450283408165,0.07574861417460889,0.031069219008854777
d12-s10,12,10,1010,0.4007936507936508,middle,mlp_in,0.004199966904707253,0.07574861417460889,0.05544612202443555
d12-s10,12,10,1010,0.4007936507936508,middle,mlp_out,0.04176798146363581,0.07574861417460889,0.5514025823278564
d12-s10,12,10,1010,0.4007936507936508,middle,resid_scalar,0.0081449167523715,0.07574861417460889,0.10752562064827445
d12-s10,12,10,1010,0.4007936507936508,middle,smear_gate,1.124762093240861e-06,0.07574861417460889,1.4848616116568955e-05
d12-s10,12,10,1010,0.4007936507936508,middle,smear_scalar,8.263471681857483e-05,0.07574861417460889,0.0010909073085890748
d12-s10,12,10,1010,0.4007936507936508,middle,token_embedding,9.29203878285989e-08,0.07574861417460889,1.22669422854928e-06
d12-s10,12,10,1010,0.4007936507936508,middle,unembedding,0.0034764164593070745,0.07574861417460889,0.04589412621191395
d12-s10,12,10,1010,0.4007936507936508,middle,value_embedding,1.1132338251229612e-07,0.07574861417460889,1.4696424974281836e-06
d12-s10,12,10,1010,0.4007936507936508,middle,ve_gate,5.053523045717156e-05,0.07574861417460889,0.0006671439604252335
d12-s10,12,10,1010,0.4007936507936508,middle,x0_scalar,4.540509735306841e-05,0.07574861417460889,0.0005994181919738448
d12-s10,12,10,1111,0.44087301587301586,middle,attn_k,0.0005326101500031655,0.06093386218510499,0.00874079093140693
d12-s10,12,10,1111,0.44087301587301586,middle,attn_out,0.005018761432438623,0.06093386218510499,0.08236407889578082
d12-s10,12,10,1111,0.44087301587301586,middle,attn_q,0.0008558021240787639,0.06093386218510499,0.014044770729926928
d12-s10,12,10,1111,0.44087301587301586,middle,attn_v,0.005585228038398782,0.06093386218510499,0.0916604961200714
d12-s10,12,10,1111,0.44087301587301586,middle,backout_scalar,0.0025808194186538454,0.06093386218510499,0.04235443686162265
d12-s10,12,10,1111,0.44087301587301586,middle,mlp_in,0.0029007827542955056,0.06093386218510499,0.047605430712458416
d12-s10,12,10,1111,0.44087301587301586,middle,mlp_out,0.032297316945914645,0.06093386218510499,0.5300388944295341
d12-s10,12,10,1111,0.44087301587301586,middle,resid_scalar,0.00805929775219738,0.06093386218510499,0.13226303836961512
d12-s10,12,10,1111,0.44087301587301586,middle,smear_gate,3.8191996054592897e-07,0.06093386218510499,6.267778651314303e-06
d12-s10,12,10,1111,0.44087301587301586,middle,smear_scalar,2.470766958140302e-05,0.06093386218510499,0.0004054833994658999
d12-s10,12,10,1111,0.44087301587301586,middle,token_embedding,7.512974775636394e-08,0.06093386218510499,1.2329720300370042e-06
d12-s10,12,10,1111,0.44087301587301586,middle,unembedding,0.003036998445168137,0.06093386218510499,0.049840898578566016
d12-s10,12,10,1111,0.44087301587301586,middle,value_embedding,8.890199065803017e-08,0.06093386218510499,1.458991560192977e-06
d12-s10,12,10,1111,0.44087301587301586,middle,ve_gate,2.0165063915555947e-05,0.06093386218510499,0.00033093362528537057
d12-s10,12,10,1111,0.44087301587301586,middle,x0_scalar,2.0826438760224164e-05,0.06093386218510499,0.00034178760402479614
d12-s10,12,10,1212,0.48095238095238096,middle,attn_k,0.000600714608481212,0.08303585641399458,0.00723440010645774
d12-s10,12,10,1212,0.48095238095238096,middle,attn_out,0.006211451429408044,0.08303585641399458,0.07480444831494731
d12-s10,12,10,1212,0.48095238095238096,middle,attn_q,0.0010804971334437141,0.08303585641399458,0.013012416323577664
d12-s10,12,10,1212,0.48095238095238096,middle,attn_v,0.006995587900746614,0.08303585641399458,0.08424779610712368
d12-s10,12,10,1212,0.48095238095238096,middle,backout_scalar,0.00011036956857424228,0.08303585641399458,0.001329179626015647
d12-s10,12,10,1212,0.48095238095238096,middle,mlp_in,0.005123709765030071,0.08303585641399458,0.0617047861767647
d12-s10,12,10,1212,0.48095238095238096,middle,mlp_out,0.05876364042342175,0.08303585641399458,0.707689942167176
d12-s10,12,10,1212,0.48095238095238096,middle,resid_scalar,0.000708167520031111,0.08303585641399458,0.008528454460689575
d12-s10,12,10,1212,0.48095238095238096,middle,smear_gate,4.910289703730086e-07,0.08303585641399458,5.9134570483005496e-06
d12-s10,12,10,1212,0.48095238095238096,middle,smear_scalar,1.7269343516090885e-05,0.08303585641399458,0.00020797453367603694
d12-s10,12,10,1212,0.48095238095238096,middle,token_embedding,7.219870923336204e-08,0.08303585641399458,8.694883433657693e-07
d12-s10,12,10,1212,0.48095238095238096,middle,unembedding,0.0033937911503016944,0.08303585641399458,0.040871393357842414
d12-s10,12,10,1212,0.48095238095238096,middle,value_embedding,9.650359977797507e-08,0.08303585641399458,1.1621919005307048e-06
d12-s10,12,10,1212,0.48095238095238096,middle,ve_gate,2.233163962728213e-05,0.08303585641399458,0.0002689397158252038
d12-s10,12,10,1212,0.48095238095238096,middle,x0_scalar,7.666200133371603e-06,0.08303585641399458,9.23239726119037e-05
d12-s10,12,10,1313,0.5210317460317461,middle,attn_k,0.0004539357923931675,0.06662729066376681,0.00681306095251486
d12-s10,12,10,1313,0.5210317460317461,middle,attn_out,0.004120093704841565,0.06662729066376681,0.0618379295300109
d12-s10,12,10,1313,0.5210317460317461,middle,attn_q,0.0008384967864003556,0.06662729066376681,0.01258488493298957
d12-s10,12,10,1313,0.5210317460317461,middle,attn_v,0.004495833371038316,0.06662729066376681,0.06747735539369959
d12-s10,12,10,1313,0.5210317460317461,middle,backout_scalar,0.002011003205552697,0.06662729066376681,0.0301828752980694
d12-s10,12,10,1313,0.5210317460317461,middle,mlp_in,0.003352567546244245,0.06662729066376681,0.05031823315708431
d12-s10,12,10,1313,0.5210317460317461,middle,mlp_out,0.0380411780643044,0.06662729066376681,0.570954899791414
d12-s10,12,10,1313,0.5210317460317461,middle,resid_scalar,0.011332470032925812,0.06662729066376681,0.17008751098877603
d12-s10,12,10,1313,0.5210317460317461,middle,smear_gate,3.026251818027959e-07,0.06662729066376681,4.542060449823592e-06
d12-s10,12,10,1313,0.5210317460317461,middle,smear_scalar,1.719356987450737e-05,0.06662729066376681,0.0002580559663047737
d12-s10,12,10,1313,0.5210317460317461,middle,token_embedding,4.8518966622168585e-08,0.06662729066376681,7.282146120426614e-07
d12-s10,12,10,1313,0.5210317460317461,middle,unembedding,0.0019016682635992768,0.06662729066376681,0.0285418819323752
d12-s10,12,10,1313,0.5210317460317461,middle,value_embedding,7.261729306762277e-08,0.06662729066376681,1.089903136450263e-06
d12-s10,12,10,1313,0.5210317460317461,middle,ve_gate,5.583356573879428e-05,0.06662729066376681,0.0008379984415178633
d12-s10,12,10,1313,0.5210317460317461,middle,x0_scalar,6.5929994121916025e-06,0.06662729066376681,9.895343704523469e-05
d12-s10,12,10,1414,0.5611111111111111,middle,attn_k,0.0007089256941981148,0.09511468510706367,0.007453377923715237
d12-s10,12,10,1414,0.5611111111111111,middle,attn_out,0.0052095777973590884,0.09511468510706367,0.054771540183254
d12-s10,12,10,1414,0.5611111111111111,middle,attn_q,0.0012073564030288253,0.09511468510706367,0.012693690797270602
d12-s10,12,10,1414,0.5611111111111111,middle,attn_v,0.00521490846585948,0.09511468510706367,0.054827584825512886
d12-s10,12,10,1414,0.5611111111111111,middle,backout_scalar,0.0009939072187989948,0.09511468510706367,0.010449566412171011
d12-s10,12,10,1414,0.5611111111111111,middle,mlp_in,0.0048039117973530665,0.09511468510706367,0.050506520543548594
d12-s10,12,10,1414,0.5611111111111111,middle,mlp_out,0.06697090250963811,0.09511468510706367,0.7041068625129111
d12-s10,12,10,1414,0.5611111111111111,middle,resid_scalar,0.006283109551077359,0.09511468510706367,0.06605824898652528
d12-s10,12,10,1414,0.5611111111111111,middle,smear_gate,6.019797638145974e-07,0.09511468510706367,6.328988663916541e-06
d12-s10,12,10,1414,0.5611111111111111,middle,smear_scalar,7.322298915823922e-05,0.09511468510706367,0.0007698389483791849
d12-s10,12,10,1414,0.5611111111111111,middle,token_embedding,4.759120741937295e-08,0.09511468510706367,5.003560424534129e-07
d12-s10,12,10,1414,0.5611111111111111,middle,unembedding,0.00352679193019867,0.09511468510706367,0.03707936294199805
d12-s10,12,10,1414,0.5611111111111111,middle,value_embedding,8.520500971442857e-08,0.09511468510706367,8.958134027203003e-07
d12-s10,12,10,1414,0.5611111111111111,middle,ve_gate,4.706457366410177e-05,0.09511468510706367,0.0004948192133646304
d12-s10,12,10,1414,0.5611111111111111,middle,x0_scalar,7.427140074867111e-05,0.09511468510706367,0.0007808615532403772
d12-s10,12,10,1515,0.6011904761904762,middle,attn_k,0.0007448069336533081,0.06869208032004348,0.01084269001874999
d12-s10,12,10,1515,0.6011904761904762,middle,attn_out,0.004016962309833616,0.06869208032004348,0.058477808374970956
d12-s10,12,10,1515,0.6011904761904762,middle,attn_q,0.0011992707923127455,0.06869208032004348,0.01745864715008221
d12-s10,12,10,1515,0.6011904761904762,middle,attn_v,0.004746971819258761,0.06869208032004348,0.06910508165049202
d12-s10,12,10,1515,0.6011904761904762,middle,backout_scalar,0.001046277116984129,0.06869208032004348,0.01523140822216209
d12-s10,12,10,1515,0.6011904761904762,middle,mlp_in,0.003480933650280349,0.06869208032004348,0.05067445379528936
d12-s10,12,10,1515,0.6011904761904762,middle,mlp_out,0.04688109237031313,0.06869208032004348,0.6824817672123087
d12-s10,12,10,1515,0.6011904761904762,middle,resid_scalar,0.003585544519069117,0.06869208032004348,0.05219734942316051
d12-s10,12,10,1515,0.6011904761904762,middle,smear_gate,3.058955542201147e-07,0.06869208032004348,4.453141509107248e-06
d12-s10,12,10,1515,0.6011904761904762,middle,smear_scalar,6.552875788656821e-07,0.06869208032004348,9.539492410371468e-06
d12-s10,12,10,1515,0.6011904761904762,middle,token_embedding,4.436939704532961e-08,0.06869208032004348,6.459172125608661e-07
d12-s10,12,10,1515,0.6011904761904762,middle,unembedding,0.0028822375461459156,0.06869208032004348,0.04195880416952397
d12-s10,12,10,1515,0.6011904761904762,middle,value_embedding,8.462998390967869e-08,0.06869208032004348,1.232019521251633e-06
d12-s10,12,10,1515,0.6011904761904762,middle,ve_gate,4.428298541370168e-05,0.06869208032004348,0.0006446592563128485
