run,depth,seed,step,normalized_progress,phase,slice_index,slice_grad_norm,slice_dot_device_mean,slice_cosine_device_mean,device_mean_grad_norm_exact
d12-s10,12,10,1010,0.4007936507936508,middle,1,0.5365556116389578,0.09563133276727581,0.5470291156626962,0.32581796341217406
d12-s10,12,10,1010,0.4007936507936508,middle,2,0.6170430557616922,0.11609805086340819,0.577476658402507,0.32581796341217406
d12-s10,12,10,1010,0.4007936507936508,middle,3,0.6101036117453057,0.11453832823978083,0.5761986273301214,0.32581796341217406
d12-s10,12,10,1010,0.4007936507936508,middle,4,0.607556024683859,0.11728755432493002,0.5925030277531746,0.32581796341217406
d12-s10,12,10,1010,0.4007936507936508,middle,5,0.5647741810441691,0.09927881487434392,0.5395189768340874,0.32581796341217406
d12-s10,12,10,1010,0.4007936507936508,middle,6,0.5428838045924492,0.09826605751490278,0.55554804249768,0.32581796341217406
d12-s10,12,10,1010,0.4007936507936508,middle,7,0.5923909393970566,0.12345772089338902,0.6396388345009286,0.32581796341217406
d12-s10,12,10,1111,0.44087301587301586,middle,0,0.5718189097345541,0.0913836127133967,0.5405850590483368,0.2956281405907865
d12-s10,12,10,1111,0.44087301587301586,middle,1,0.5548842712404652,0.08395756482558642,0.5118133941445765,0.2956281405907865
d12-s10,12,10,1111,0.44087301587301586,middle,2,0.6000288946426261,0.08825621350176842,0.4975392583313997,0.2956281405907865
d12-s10,12,10,1111,0.44087301587301586,middle,3,0.578503922698916,0.08050654964226246,0.470737865814176,0.2956281405907865
d12-s10,12,10,1111,0.44087301587301586,middle,4,0.5718500496679766,0.09195483041089361,0.5439345090411645,0.2956281405907865
d12-s10,12,10,1111,0.44087301587301586,middle,5,0.5456716103761899,0.08623766433245683,0.5345887982966414,0.2956281405907865
d12-s10,12,10,1111,0.44087301587301586,middle,6,0.5772369368550807,0.08957720386645804,0.5249254348623674,0.2956281405907865
d12-s10,12,10,1111,0.44087301587301586,middle,7,0.5691177709176062,0.089634709358063,0.5327559343111407,0.2956281405907865
d12-s10,12,10,1212,0.48095238095238096,middle,0,0.6497684974327135,0.12136825531425072,0.5364123779268998,0.34821515329342173
d12-s10,12,10,1212,0.48095238095238096,middle,1,0.6609298191571167,0.13718136514833099,0.5960629222279068,0.34821515329342173
d12-s10,12,10,1212,0.48095238095238096,middle,2,0.6352781837978974,0.12087884881380132,0.5464352500791029,0.34821515329342173
d12-s10,12,10,1212,0.48095238095238096,middle,3,0.5860608543250033,0.11041569242581256,0.5410537607149689,0.34821515329342173
d12-s10,12,10,1212,0.48095238095238096,middle,4,0.5970531237782555,0.11952257922082776,0.5748960372297374,0.34821515329342173
d12-s10,12,10,1212,0.48095238095238096,middle,5,0.6116907671183123,0.11385503054050289,0.5345306742687943,0.34821515329342173
d12-s10,12,10,1212,0.48095238095238096,middle,6,0.595084547719592,0.1132613941992155,0.5465822997506439,0.34821515329342173
d12-s10,12,10,1212,0.48095238095238096,middle,7,0.6714470853543011,0.13433711187003794,0.5745615346039872,0.34821515329342173
d12-s10,12,10,1313,0.5210317460317461,middle,0,0.6055187081676416,0.09396884711556946,0.5238052590414719,0.2962691820456099
d12-s10,12,10,1313,0.5210317460317461,middle,1,0.6133031901911798,0.09170743151765463,0.5047110672105902,0.2962691820456099
d12-s10,12,10,1313,0.5210317460317461,middle,2,0.6280566809399185,0.09343375646218181,0.5021326850342855,0.2962691820456099
d12-s10,12,10,1313,0.5210317460317461,middle,3,0.6203310620199551,0.07321374673739744,0.3983663311037009,0.2962691820456099
d12-s10,12,10,1313,0.5210317460317461,middle,4,0.5874956140963205,0.08612198981618135,0.4947923179611744,0.2962691820456099
d12-s10,12,10,1313,0.5210317460317461,middle,5,0.5881046146504313,0.09222691817233727,0.5293179611366775,0.2962691820456099
d12-s10,12,10,1313,0.5210317460317461,middle,6,0.6029935387159254,0.0869733050023349,0.48684065341799215,0.2962691820456099
d12-s10,12,10,1313,0.5210317460317461,middle,7,0.5998509321207594,0.08716911181049916,0.4904929893377879,0.2962691820456099
d12-s10,12,10,1414,0.5611111111111111,middle,0,0.6501808859318121,0.14277010252102068,0.5676797570126966,0.38681175673319385
d12-s10,12,10,1414,0.5611111111111111,middle,1,0.6820035039582392,0.1561233496009207,0.5918090320006646,0.38681175673319385
d12-s10,12,10,1414,0.5611111111111111,middle,2,0.7253690783166764,0.17191745838301753,0.612718902023406,0.38681175673319385
d12-s10,12,10,1414,0.5611111111111111,middle,3,0.6617688228753373,0.14425232105035207,0.5635297408734032,0.38681175673319385
d12-s10,12,10,1414,0.5611111111111111,middle,4,0.6721250157596586,0.13848739470016327,0.5326727988875947,0.38681175673319385
d12-s10,12,10,1414,0.5611111111111111,middle,5,0.7355288105760637,0.17941682935174597,0.6306143125774147,0.38681175673319385
d12-s10,12,10,1414,0.5611111111111111,middle,6,0.6635152469168156,0.14737466997880122,0.574212011692454,0.38681175673319385
d12-s10,12,10,1414,0.5611111111111111,middle,7,0.6536314128080389,0.13773571798324435,0.5447710193181736,0.38681175673319385
d12-s10,12,10,1515,0.6011904761904762,middle,0,0.7242960702387397,0.12659046347780853,0.5256658316585127,0.3324873390915947
d12-s10,12,10,1515,0.6011904761904762,middle,1,0.719533990281113,0.14470206241048467,0.6048508485513001,0.3324873390915947
d12-s10,12,10,1515,0.6011904761904762,middle,2,0.6851631025017331,0.11503990081648255,0.5049860941495831,0.3324873390915947
d12-s10,12,10,1515,0.6011904761904762,middle,3,0.6857791300714997,0.11935220400997228,0.5234450131591378,0.3324873390915947
d12-s10,12,10,1515,0.6011904761904762,middle,4,0.6422958913691588,0.10487278519170593,0.49108033772355497,0.3324873390915947
d12-s10,12,10,1515,0.6011904761904762,middle,5,0.6002832906230491,0.09155239617973875,0.45871014853609565,0.3324873390915947
d12-s10,12,10,1515,0.6011904761904762,middle,6,0.653023941946204,0.10532014901412427,0.48507316385225835,0.3324873390915947
d12-s10,12,10,1515,0.6011904761904762,middle,7,0.6357688605225663,0.09454995409019007,0.4472877017380778,0.3324873390915947
d12-s10,12,10,1616,0.6412698412698413,middle,0,0.7277885674832703,0.11984695345327075,0.5041680656858039,0.3266227535257476
d12-s10,12,10,1616,0.6412698412698413,middle,1,0.6910345942867829,0.11283535449663937,0.4999182283391753,0.3266227535257476
d12-s10,12,10,1616,0.6412698412698413,middle,2,0.6652464914254465,0.09554557357852457,0.4397253907388361,0.3266227535257476
d12-s10,12,10,1616,0.6412698412698413,middle,3,0.6655440017059632,0.10635425768833023,0.48925094294261584,0.3266227535257476
d12-s10,12,10,1616,0.6412698412698413,middle,4,0.6327802390835059,0.08685969229356214,0.42026085772771565,0.3266227535257476
d12-s10,12,10,1616,0.6412698412698413,middle,5,0.6753762194551695,0.09906434699878375,0.44908151668788443,0.3266227535257476
d12-s10,12,10,1616,0.6412698412698413,middle,6,0.7191971756116934,0.1153348751175543,0.4909827576292844,0.3266227535257476
d12-s10,12,10,1616,0.6412698412698413,middle,7,0.739886320313362,0.13069504115861771,0.5408136896226702,0.3266227535257476
d12-s10,12,10,1717,0.6813492063492064,middle,0,0.7136636801396894,0.1064897678902948,0.49737519724253254,0.30000615223273297
d12-s10,12,10,1717,0.6813492063492064,middle,1,0.7242778832121622,0.10094254921659097,0.46455686657103795,0.30000615223273297
d12-s10,12,10,1717,0.6813492063492064,middle,2,0.7228246544171866,0.10604712020576831,0.4890302917732111,0.30000615223273297
d12-s10,12,10,1717,0.6813492063492064,middle,3,0.6844580064365888,0.0864963459540916,0.4212314530048741,0.30000615223273297
d12-s10,12,10,1717,0.6813492063492064,middle,4,0.6303801709503307,0.07110035696885844,0.37595778012864817,0.30000615223273297
d12-s10,12,10,1717,0.6813492063492064,middle,5,0.6531257967054263,0.08344312158093178,0.4258567585392959,0.30000615223273297
d12-s10,12,10,1717,0.6813492063492064,middle,6,0.6481756577885422,0.08145905555368575,0.41890591484088147,0.30000615223273297
d12-s10,12,10,1717,0.6813492063492064,middle,7,0.6809299775995268,0.093416600027181,0.4572897233879674,0.30000615223273297
d12-s10,12,10,1818,0.7214285714285714,middle,0,0.6974247769500193,0.09797835826222831,0.4702398830569795,0.2987537223726537
d12-s10,12,10,1818,0.7214285714285714,middle,1,0.7033823813794623,0.09650640389240955,0.4592522809486975,0.2987537223726537
d12-s10,12,10,1818,0.7214285714285714,middle,2,0.6397099589107687,0.07887476827020348,0.4127068330075598,0.2987537223726537
d12-s10,12,10,1818,0.7214285714285714,middle,3,0.7152419518528305,0.10893006035246873,0.5097784112022283,0.2987537223726537
d12-s10,12,10,1818,0.7214285714285714,middle,4,0.7201457362236217,0.09580527216482973,0.4453030708852077,0.2987537223726537
d12-s10,12,10,1818,0.7214285714285714,middle,5,0.6684924298116734,0.08018313401167963,0.4014885906956866,0.2987537223726537
d12-s10,12,10,1818,0.7214285714285714,middle,6,0.6392996965737878,0.08575036415644885,0.44897085493649713,0.2987537223726537
d12-s10,12,10,1818,0.7214285714285714,middle,7,0.671511019210843,0.07769694692259857,0.3872910713790778,0.2987537223726537
d12-s10,12,10,1919,0.7615079365079365,late,0,0.652820960830489,0.057792458542405084,0.3109187907844632,0.2847279555957329
d12-s10,12,10,1919,0.7615079365079365,late,1,0.716811011068461,0.09730515655383075,0.47676139070101403,0.2847279555957329
d12-s10,12,10,1919,0.7615079365079365,late,2,0.6667857262473251,0.06815154112838531,0.35897092727444574,0.2847279555957329
d12-s10,12,10,1919,0.7615079365079365,late,3,0.7499126144999422,0.0895070578843006,0.41919540466898997,0.2847279555957329
d12-s10,12,10,1919,0.7615079365079365,late,4,0.7310051402108254,0.0900778665816342,0.4327803672675396,0.2847279555957329
d12-s10,12,10,1919,0.7615079365079365,late,5,0.6922396147249628,0.07736993497853238,0.3925415862185908,0.2847279555957329
d12-s10,12,10,1919,0.7615079365079365,late,6,0.712963320017345,0.09021526349894986,0.44440887662058104,0.2847279555957329
d12-s10,12,10,1919,0.7615079365079365,late,7,0.7115326789969942,0.08488590501114943,0.41899671925598947,0.2847279555957329
d12-s10,12,10,2020,0.8015873015873016,late,0,0.7002799223744646,0.08662850219015182,0.43258551488010755,0.2859678153286646
d12-s10,12,10,2020,0.8015873015873016,late,1,0.6727974126588578,0.06873656491165951,0.3572616127594292,0.2859678153286646
d12-s10,12,10,2020,0.8015873015873016,late,2,0.6711655130974015,0.06738830767155331,0.35110560270011365,0.2859678153286646
d12-s10,12,10,2020,0.8015873015873016,late,3,0.6928019042144732,0.07373946570181854,0.3721977609776317,0.2859678153286646
d12-s10,12,10,2020,0.8015873015873016,late,4,0.9024966552122908,0.11417624473315753,0.442397838442602,0.2859678153286646
d12-s10,12,10,2020,0.8015873015873016,late,5,0.7174267820555811,0.08425057632666734,0.4106559669837296,0.2859678153286646
d12-s10,12,10,2020,0.8015873015873016,late,6,0.6702588404449854,0.07481689331256193,0.3903372177419987,0.2859678153286646
d12-s10,12,10,2020,0.8015873015873016,late,7,0.6991062819745812,0.0879271578074457,0.4398075423734137,0.2859678153286646
d12-s10,12,10,2121,0.8416666666666667,late,0,0.6805119392362299,0.06899837304929801,0.37632805097655037,0.26942414297719586
d12-s10,12,10,2121,0.8416666666666667,late,1,0.6715741925754911,0.06557727338487203,0.36242892146588623,0.26942414297719586
d12-s10,12,10,2121,0.8416666666666667,late,2,0.6564456557205152,0.07209687546020672,0.40764409439465815,0.26942414297719586
d12-s10,12,10,2121,0.8416666666666667,late,3,0.6681880256394572,0.06982797301827905,0.3878771865632245,0.26942414297719586
d12-s10,12,10,2121,0.8416666666666667,late,4,0.6651656692694623,0.07588125258783872,0.4234168676530587,0.26942414297719586
d12-s10,12,10,2121,0.8416666666666667,late,5,0.6809299119488913,0.07099755776908541,0.3869942278138576,0.26942414297719586
d12-s10,12,10,2121,0.8416666666666667,late,6,0.6754343983909122,0.07822103171512396,0.4298370582284927,0.26942414297719586
d12-s10,12,10,2121,0.8416666666666667,late,7,0.6918227455303411,0.08179473623564881,0.43882767582649884,0.26942414297719586
d12-s10,12,10,2222,0.8817460317460317,late,0,0.6572858945187056,0.06042830390957512,0.3633920414210994,0.2529942674610157
d12-s10,12,10,2222,0.8817460317460317,late,1,0.6757522091661838,0.07022890435614758,0.4107879902700773,0.2529942674610157
d12-s10,12,10,2222,0.8817460317460317,late,2,0.6866234914005082,0.0575432843361463,0.33125718541681104,0.2529942674610157
d12-s10,12,10,2222,0.8817460317460317,late,3,0.6813010870300696,0.05723849278244556,0.33207671690790747,0.2529942674610157
d12-s10,12,10,2222,0.8817460317460317,late,4,0.7578150562361244,0.07983771331471937,0.41642249246056595,0.2529942674610157
d12-s10,12,10,2222,0.8817460317460317,late,5,0.63847413341192,0.05743174022166953,0.35554779356744415,0.2529942674610157
d12-s10,12,10,2222,0.8817460317460317,late,6,0.6713288771248778,0.06261948329664613,0.3686917929115119,0.2529942674610157
d12-s10,12,10,2222,0.8817460317460317,late,7,0.7287312206511751,0.065415629494555,0.3548162226256803,0.2529942674610157
d12-s10,12,10,2323,0.9218253968253968,late,0,0.7119163230577535,0.06232446172120188,0.3526483110937678,0.24824915411449175
d12-s10,12,10,2323,0.9218253968253968,late,1,0.6613529802260575,0.05443634911574028,0.3315644031390292,0.24824915411449175
d12-s10,12,10,2323,0.9218253968253968,late,2,0.7532187771484006,0.06629721658383915,0.3545572579085238,0.24824915411449175
d12-s10,12,10,2323,0.9218253968253968,late,3,0.7030589390556936,0.06639675737035669,0.3804235188191638,0.24824915411449175
d12-s10,12,10,2323,0.9218253968253968,late,4,0.6872854114635958,0.05896630597057498,0.34560420563214433,0.24824915411449175
d12-s10,12,10,2323,0.9218253968253968,late,5,0.6877165800022147,0.05778139029867999,0.3384470361320356,0.24824915411449175
d12-s10,12,10,2323,0.9218253968253968,late,6,0.6747671467431662,0.06162166404797683,0.36786774929835414,0.24824915411449175
d12-s10,12,10,2323,0.9218253968253968,late,7,0.68050313659046,0.06377694125377828,0.37752505365360295,0.24824915411449175
d12-s10,12,10,2424,0.9619047619047619,late,0,0.7074601363688886,0.06881556611464523,0.39519473117385295,0.24613510972053915
d12-s10,12,10,2424,0.9619047619047619,late,1,0.6817391004722754,0.05534283505631933,0.3298144142162616,0.24613510972053915
d12-s10,12,10,2424,0.9619047619047619,late,2,0.6577316089467298,0.05602957754612192,0.34609479415714334,0.24613510972053915
d12-s10,12,10,2424,0.9619047619047619,late,3,0.68702286722753,0.06502105304752268,0.38451141618366835,0.24613510972053915
d12-s10,12,10,2424,0.9619047619047619,late,4,0.6647703325232919,0.05595300244455399,0.34196227577633787,0.24613510972053915
d12-s10,12,10,2424,0.9619047619047619,late,5,0.6513318877256171,0.05694183689855177,0.3551857753355336,0.24613510972053915
d12-s10,12,10,2424,0.9619047619047619,late,6,0.6849778468315778,0.06222349609775309,0.369066235573298,0.24613510972053915
d12-s10,12,10,2424,0.9619047619047619,late,7,0.7016313370405389,0.06323576432073467,0.36616786411301894,0.24613510972053915
d12-s11,12,11,0,0.0,early,0,0.4856633925021016,0.09132745824644334,0.6029377237873185,0.31188432249843084
d12-s11,12,11,0,0.0,early,1,0.5734861722241965,0.11215784349896987,0.6270658575911761,0.31188432249843084
d12-s11,12,11,0,0.0,early,2,0.5301068291872424,0.09341568340052422,0.5650187390292725,0.31188432249843084
d12-s11,12,11,0,0.0,early,3,0.5134673491036258,0.08873354704763858,0.5540914711894495,0.31188432249843084
d12-s11,12,11,0,0.0,early,4,0.5060506922844994,0.09914511547401587,0.6281794934496693,0.31188432249843084
d12-s11,12,11,0,0.0,early,5,0.4740132327999113,0.09304879803154165,0.6294000267175773,0.31188432249843084
d12-s11,12,11,0,0.0,early,6,0.47454386129443155,0.08196685686825746,0.5538196711973818,0.31188432249843084
d12-s11,12,11,0,0.0,early,7,0.5301566654004697,0.10752750141517187,0.6503120236751418,0.31188432249843084
d12-s11,12,11,101,0.04007936507936508,early,0,0.3640606630467253,0.03474208990283775,0.5214672912617639,0.18300169460166882
d12-s11,12,11,101,0.04007936507936508,early,1,0.3460726083536859,0.03162714301853418,0.4993874510397363,0.18300169460166882
d12-s11,12,11,101,0.04007936507936508,early,2,0.35013602457527226,0.03340156343015608,0.5212845910277325,0.18300169460166882
d12-s11,12,11,101,0.04007936507936508,early,3,0.35232854670777186,0.03331145452338384,0.5166431225561102,0.18300169460166882
d12-s11,12,11,101,0.04007936507936508,early,4,0.40415653612608526,0.03881329831287391,0.5247782562928789,0.18300169460166882
d12-s11,12,11,101,0.04007936507936508,early,5,0.36388609381970083,0.03485787346890508,0.5234561646421579,0.18300169460166882
d12-s11,12,11,101,0.04007936507936508,early,6,0.35339207887753155,0.033630786708973015,0.5200260559958326,0.18300169460166882
d12-s11,12,11,101,0.04007936507936508,early,7,0.35070908065297207,0.029477877894807436,0.459297512495594,0.18300169460166882
d12-s11,12,11,202,0.08015873015873017,early,0,0.5006416495194147,0.09402165318966692,0.5988136939997435,0.31362392301686937
d12-s11,12,11,202,0.08015873015873017,early,1,0.5010664712340015,0.09440670878766863,0.6007562968212318,0.31362392301686937
d12-s11,12,11,202,0.08015873015873017,early,2,0.5413707022398352,0.10064912967371709,0.5927971292986426,0.31362392301686937
d12-s11,12,11,202,0.08015873015873017,early,3,0.5641177015688279,0.1060610904533985,0.5994834213458649,0.31362392301686937
d12-s11,12,11,202,0.08015873015873017,early,4,0.518835304324316,0.09732543979272716,0.5981191008746791,0.31362392301686937
d12-s11,12,11,202,0.08015873015873017,early,5,0.49859009084192646,0.0757419655323299,0.4843772588470285,0.31362392301686937
d12-s11,12,11,202,0.08015873015873017,early,6,0.5702940271599571,0.11776370833401989,0.6584206859652816,0.31362392301686937
d12-s11,12,11,202,0.08015873015873017,early,7,0.5299326607822549,0.10185741926956018,0.6128621475523847,0.31362392301686937
d12-s11,12,11,303,0.12023809523809524,early,0,0.4636552346512759,0.05148654164685061,0.4387361624778822,0.2531017346621813
