run,depth,seed,step,normalized_progress,phase,slice_index,slice_grad_norm,slice_dot_device_mean,slice_cosine_device_mean,device_mean_grad_norm_exact
d12-s11,12,11,303,0.12023809523809524,early,1,0.4418577568812088,0.04699197874354512,0.4201904015667488,0.2531017346621813
d12-s11,12,11,303,0.12023809523809524,early,2,0.4772411423456171,0.06211292514099838,0.5142200237928092,0.2531017346621813
d12-s11,12,11,303,0.12023809523809524,early,3,0.47052155154363906,0.06140259911975626,0.5155990550664161,0.2531017346621813
d12-s11,12,11,303,0.12023809523809524,early,4,0.4993843818709476,0.0716456041156659,0.566838671583612,0.2531017346621813
d12-s11,12,11,303,0.12023809523809524,early,5,0.5326375511873245,0.0724947161177521,0.5377488010232514,0.2531017346621813
d12-s11,12,11,303,0.12023809523809524,early,6,0.5994147068590745,0.08574831792781795,0.5652012238092272,0.2531017346621813
d12-s11,12,11,303,0.12023809523809524,early,7,0.4867598367803085,0.059989429007402076,0.48692813580590216,0.2531017346621813
d12-s11,12,11,404,0.16031746031746033,early,0,0.5247581958230675,0.10033017345800016,0.6331065410927209,0.3019920653405657
d12-s11,12,11,404,0.16031746031746033,early,1,0.5033734188107101,0.08713439949240298,0.5731968984764604,0.3019920653405657
d12-s11,12,11,404,0.16031746031746033,early,2,0.5221341831512974,0.09592529367767445,0.6083527542351778,0.3019920653405657
d12-s11,12,11,404,0.16031746031746033,early,3,0.5249241740100749,0.09905858995331715,0.6248849080927095,0.3019920653405657
d12-s11,12,11,404,0.16031746031746033,early,4,0.551690048512672,0.10047882635147157,0.6030924215901118,0.3019920653405657
d12-s11,12,11,404,0.16031746031746033,early,5,0.48098602982058464,0.07203048828216649,0.49589344089547793,0.3019920653405657
d12-s11,12,11,404,0.16031746031746033,early,6,0.5044128769144479,0.0909141226927793,0.5968286393808393,0.3019920653405657
d12-s11,12,11,404,0.16031746031746033,early,7,0.49219915588140667,0.08333992666326147,0.5606821333384524,0.3019920653405657
d12-s11,12,11,505,0.2003968253968254,early,0,0.4241408850935544,0.04603261854624608,0.48156840624330943,0.22537075264002793
d12-s11,12,11,505,0.2003968253968254,early,1,0.43983109220514643,0.049357707829599765,0.4979336778819985,0.22537075264002793
d12-s11,12,11,505,0.2003968253968254,early,2,0.45265319530863984,0.0545708863069517,0.5349311173931194,0.22537075264002793
d12-s11,12,11,505,0.2003968253968254,early,3,0.4345183437862769,0.049470275577353895,0.5051712881492116,0.22537075264002793
d12-s11,12,11,505,0.2003968253968254,early,4,0.46827998438941915,0.05416194966861236,0.5132053073447783,0.22537075264002793
d12-s11,12,11,505,0.2003968253968254,early,5,0.46145725042016583,0.05483543369772313,0.5272690185054024,0.22537075264002793
d12-s11,12,11,505,0.2003968253968254,early,6,0.44430719638974747,0.047293436659793256,0.4723022030697792,0.22537075264002793
d12-s11,12,11,505,0.2003968253968254,early,7,0.4456430680569893,0.051925846094824035,0.5170099142241925,0.22537075264002793
d12-s11,12,11,606,0.24047619047619048,early,0,0.48443592365191995,0.06705578586609905,0.5547982860112711,0.24949669950512232
d12-s11,12,11,606,0.24047619047619048,early,1,0.4867656838212495,0.07070861725758251,0.5822206248270261,0.24949669950512232
d12-s11,12,11,606,0.24047619047619048,early,2,0.458821352962777,0.05793655271388308,0.5061091913976827,0.24949669950512232
d12-s11,12,11,606,0.24047619047619048,early,3,0.4319983850985384,0.05411350718696953,0.5020636209822754,0.24949669950512232
d12-s11,12,11,606,0.24047619047619048,early,4,0.4691413040854997,0.06726742067081942,0.5746935191757885,0.24949669950512232
d12-s11,12,11,606,0.24047619047619048,early,5,0.41797919572273223,0.05334061838901838,0.5114916818748958,0.24949669950512232
d12-s11,12,11,606,0.24047619047619048,early,6,0.45758990842663866,0.06334361160012751,0.5548320989075313,0.24949669950512232
d12-s11,12,11,606,0.24047619047619048,early,7,0.46955141858851446,0.06477002455218836,0.5528739146842382,0.24949669950512232
d12-s11,12,11,707,0.28055555555555556,middle,0,0.5406224994932352,0.11702703741995577,0.6481050288277372,0.3340001820114876
d12-s11,12,11,707,0.28055555555555556,middle,1,0.5123700954205309,0.09729948698287509,0.5685649360547714,0.3340001820114876
d12-s11,12,11,707,0.28055555555555556,middle,2,0.6054867895576853,0.1349456213582269,0.6672789452330062,0.3340001820114876
d12-s11,12,11,707,0.28055555555555556,middle,3,0.5858315689970157,0.1269217266667429,0.6486590731698864,0.3340001820114876
d12-s11,12,11,707,0.28055555555555556,middle,4,0.5243137768093146,0.10499426380619864,0.5995530269290621,0.3340001820114876
d12-s11,12,11,707,0.28055555555555556,middle,5,0.5264269453392565,0.10734187019219585,0.6104981376740822,0.3340001820114876
d12-s11,12,11,707,0.28055555555555556,middle,6,0.5588123987332393,0.12236368977776471,0.6556013320635702,0.3340001820114876
d12-s11,12,11,707,0.28055555555555556,middle,7,0.4593627506361611,0.07841392694878756,0.5110821635204384,0.3340001820114876
d12-s11,12,11,808,0.32063492063492066,middle,0,0.5049174608630537,0.08050953691005139,0.5782898009140719,0.27572833997235613
d12-s11,12,11,808,0.32063492063492066,middle,1,0.5296325182440758,0.08651060985530673,0.5923976478685595,0.27572833997235613
d12-s11,12,11,808,0.32063492063492066,middle,2,0.501912037396077,0.07801545408086755,0.5637306174180319,0.27572833997235613
d12-s11,12,11,808,0.32063492063492066,middle,3,0.48450709664409863,0.076175096163537,0.5702055792303048,0.27572833997235613
d12-s11,12,11,808,0.32063492063492066,middle,4,0.48066522876360857,0.0707245300031802,0.5336370287931611,0.27572833997235613
d12-s11,12,11,808,0.32063492063492066,middle,5,0.4977073559352922,0.06632862447295575,0.4833319731186644,0.27572833997235613
d12-s11,12,11,808,0.32063492063492066,middle,6,0.4938464740469724,0.07220533704011418,0.5302686305380288,0.27572833997235613
d12-s11,12,11,808,0.32063492063492066,middle,7,0.47825768194295437,0.07272151193599563,0.5514670123438141,0.27572833997235613
d12-s11,12,11,909,0.3607142857142857,middle,0,0.5892882605080689,0.10826809872030872,0.5908675887747885,0.31094426620910975
d12-s11,12,11,909,0.3607142857142857,middle,1,0.5296691767581274,0.08273463074453155,0.5023426814321392,0.31094426620910975
d12-s11,12,11,909,0.3607142857142857,middle,2,0.5570142328731333,0.08778401596237967,0.5068350022958953,0.31094426620910975
d12-s11,12,11,909,0.3607142857142857,middle,3,0.5184611435477597,0.08349900118867862,0.5179436514755887,0.31094426620910975
d12-s11,12,11,909,0.3607142857142857,middle,4,0.5471683805165605,0.09040943243715065,0.5313861090819878,0.31094426620910975
d12-s11,12,11,909,0.3607142857142857,middle,5,0.5290570437155049,0.08782826127898954,0.533886859180007,0.31094426620910975
d12-s11,12,11,909,0.3607142857142857,middle,6,0.5423109612077628,0.09334535854345723,0.5535562936354284,0.31094426620910975
d12-s11,12,11,909,0.3607142857142857,middle,7,0.6839271604266582,0.12646322022732565,0.5946642529533265,0.31094426620910975
d12-s11,12,11,1010,0.4007936507936508,middle,0,0.5840619396127428,0.11307360528251077,0.5731792806046168,0.33776282642365263
d12-s11,12,11,1010,0.4007936507936508,middle,1,0.5912892647945938,0.12154721639218664,0.6086017165370923,0.33776282642365263
d12-s11,12,11,1010,0.4007936507936508,middle,2,0.6781041788165674,0.12882494272279912,0.5624600577713244,0.33776282642365263
d12-s11,12,11,1010,0.4007936507936508,middle,3,0.6401663277977793,0.12357428520526766,0.5715094684771991,0.33776282642365263
d12-s11,12,11,1010,0.4007936507936508,middle,4,0.5863615917233338,0.10394611676899335,0.5248448067189893,0.33776282642365263
d12-s11,12,11,1010,0.4007936507936508,middle,5,0.6001166766685393,0.11488064697837651,0.5667601766566082,0.33776282642365263
d12-s11,12,11,1010,0.4007936507936508,middle,6,0.5481472747261065,0.10172567147093106,0.5494414958070024,0.33776282642365263
d12-s11,12,11,1010,0.4007936507936508,middle,7,0.583503397492861,0.10473308827348524,0.5314087125959595,0.33776282642365263
d12-s11,12,11,1111,0.44087301587301586,middle,0,0.5922799986813647,0.10112807344734015,0.5212698266387016,0.3275533761864923
d12-s11,12,11,1111,0.44087301587301586,middle,1,0.5895342994042864,0.10231276456833852,0.5298325823481532,0.3275533761864923
d12-s11,12,11,1111,0.44087301587301586,middle,2,0.660011501356539,0.1065591595648708,0.49289816659467234,0.3275533761864923
d12-s11,12,11,1111,0.44087301587301586,middle,3,0.6344311346389204,0.11405283741427043,0.5488321275425959,0.3275533761864923
d12-s11,12,11,1111,0.44087301587301586,middle,4,0.6255448112582384,0.12047212630252183,0.5879576823913394,0.3275533761864923
d12-s11,12,11,1111,0.44087301587301586,middle,5,0.5713727580001264,0.10151193078287289,0.5423947508283745,0.3275533761864923
d12-s11,12,11,1111,0.44087301587301586,middle,6,0.6495140285562715,0.11806835046979496,0.5549615314270423,0.3275533761864923
d12-s11,12,11,1111,0.44087301587301586,middle,7,0.5852782291658448,0.09730876740062952,0.5075835296889891,0.3275533761864923
d12-s11,12,11,1212,0.48095238095238096,middle,0,0.739682276021982,0.1585565574109391,0.5478554840742138,0.3912667852287179
d12-s11,12,11,1212,0.48095238095238096,middle,1,0.71037681184397,0.15269808776665805,0.5493787281935496,0.3912667852287179
d12-s11,12,11,1212,0.48095238095238096,middle,2,0.693177191211477,0.14610264296150788,0.5386923724918306,0.3912667852287179
d12-s11,12,11,1212,0.48095238095238096,middle,3,0.617079037177641,0.1266814481601471,0.5246857195313445,0.3912667852287179
d12-s11,12,11,1212,0.48095238095238096,middle,4,0.646343112044639,0.14722098334997227,0.5821482646682357,0.3912667852287179
d12-s11,12,11,1212,0.48095238095238096,middle,5,0.6839859845345653,0.15456985926763925,0.5775699994436416,0.3912667852287179
d12-s11,12,11,1212,0.48095238095238096,middle,6,0.6681970797233743,0.14628657703114303,0.5595345683126459,0.3912667852287179
d12-s11,12,11,1212,0.48095238095238096,middle,7,0.7479432036669362,0.16842690850052724,0.5755325289843902,0.3912667852287179
d12-s11,12,11,1313,0.5210317460317461,middle,0,0.6686119864112539,0.11782569969335413,0.5251205336649759,0.3355883444618074
d12-s11,12,11,1313,0.5210317460317461,middle,1,0.6920635741060215,0.12930915143370858,0.5567707375498187,0.3355883444618074
d12-s11,12,11,1313,0.5210317460317461,middle,2,0.6838828647128524,0.11203622177649444,0.48816862520158216,0.3355883444618074
d12-s11,12,11,1313,0.5210317460317461,middle,3,0.7034267837541928,0.11073889130956038,0.4691096879093693,0.3355883444618074
d12-s11,12,11,1313,0.5210317460317461,middle,4,0.6638377538599771,0.12632625388719418,0.5670544996446126,0.3355883444618074
d12-s11,12,11,1313,0.5210317460317461,middle,5,0.643257732503518,0.102957277409482,0.4769415573442063,0.3355883444618074
d12-s11,12,11,1313,0.5210317460317461,middle,6,0.6415149508329933,0.08993906268307644,0.41776755289419254,0.3355883444618074
d12-s11,12,11,1313,0.5210317460317461,middle,7,0.6889353853304168,0.12938143569040836,0.5596114677910816,0.3355883444618074
d12-s11,12,11,1414,0.5611111111111111,middle,0,0.6768498433828332,0.12860435040965346,0.5612719797882073,0.3385243911946025
d12-s11,12,11,1414,0.5611111111111111,middle,1,0.6419107049447853,0.10240549023257497,0.4712579143880054,0.3385243911946025
d12-s11,12,11,1414,0.5611111111111111,middle,2,0.7100388433012536,0.10990711959263641,0.45725004050869805,0.3385243911946025
d12-s11,12,11,1414,0.5611111111111111,middle,3,0.6990956032852778,0.12764706397162698,0.5393669030081518,0.3385243911946025
d12-s11,12,11,1414,0.5611111111111111,middle,4,0.7185156896387295,0.12921762162787992,0.5312458146603946,0.3385243911946025
d12-s11,12,11,1414,0.5611111111111111,middle,5,0.6493788171826722,0.08410955492536115,0.3826108234487209,0.3385243911946025
d12-s11,12,11,1414,0.5611111111111111,middle,6,0.6882141695447392,0.12440398375051666,0.5339747389897629,0.3385243911946025
d12-s11,12,11,1414,0.5611111111111111,middle,7,0.6840619037289241,0.1219271271759079,0.5265201189556732,0.3385243911946025
d12-s11,12,11,1515,0.6011904761904762,middle,0,0.7321657673976188,0.116546003164093,0.4371375679653678,0.36414121185503995
d12-s11,12,11,1515,0.6011904761904762,middle,1,0.7387135365325292,0.14341257336271576,0.5331400866704934,0.36414121185503995
d12-s11,12,11,1515,0.6011904761904762,middle,2,0.6824320267794003,0.11776864432184068,0.4739149863025396,0.36414121185503995
d12-s11,12,11,1515,0.6011904761904762,middle,3,0.8040651303428802,0.1740143170183055,0.5943248911638763,0.36414121185503995
d12-s11,12,11,1515,0.6011904761904762,middle,4,0.7061763041370356,0.12752138946234395,0.49590679860381653,0.36414121185503995
d12-s11,12,11,1515,0.6011904761904762,middle,5,0.6724688323147766,0.1312094520132871,0.5358251918126775,0.36414121185503995
d12-s11,12,11,1515,0.6011904761904762,middle,6,0.7097690328160355,0.13602141514579175,0.5262842927952595,0.36414121185503995
d12-s11,12,11,1515,0.6011904761904762,middle,7,0.7142749879236011,0.1450603816904208,0.5577165602304601,0.36414121185503995
d12-s11,12,11,1616,0.6412698412698413,middle,0,0.797226585168748,0.1632413010462201,0.5573252316078068,0.36740035328774107
d12-s11,12,11,1616,0.6412698412698413,middle,1,0.7365750978773854,0.1331439647463725,0.49199975154747017,0.36740035328774107
d12-s11,12,11,1616,0.6412698412698413,middle,2,0.7523957374175185,0.1470786846390948,0.5320639584283067,0.36740035328774107
d12-s11,12,11,1616,0.6412698412698413,middle,3,0.7083228521880568,0.12950138695056856,0.4976266111778372,0.36740035328774107
d12-s11,12,11,1616,0.6412698412698413,middle,4,0.7349385067783392,0.14694743921003642,0.5442161805179231,0.36740035328774107
d12-s11,12,11,1616,0.6412698412698413,middle,5,0.7191966369133374,0.12463998408824935,0.47170466078145823,0.36740035328774107
d12-s11,12,11,1616,0.6412698412698413,middle,6,0.7805943980758532,0.13392060246296128,0.46696291842569343,0.36740035328774107
d12-s11,12,11,1616,0.6412698412698413,middle,7,0.7191224584403597,0.10876399074184448,0.41166383212766877,0.36740035328774107
d12-s11,12,11,1717,0.6813492063492064,middle,0,0.7829372496958902,0.12799841591257632,0.4937843972387447,0.3310855877237085
d12-s11,12,11,1717,0.6813492063492064,middle,1,0.8073550701879659,0.12321701594358646,0.4609627520013122,0.3310855877237085
d12-s11,12,11,1717,0.6813492063492064,middle,2,0.7723822668165562,0.11663652642132764,0.4561020318604114,0.3310855877237085
d12-s11,12,11,1717,0.6813492063492064,middle,3,0.7529039588817047,0.10343605108511407,0.41494647069968177,0.3310855877237085
d12-s11,12,11,1717,0.6813492063492064,middle,4,0.6732149955851291,0.0926104329455356,0.4154950528729984,0.3310855877237085
d12-s11,12,11,1717,0.6813492063492064,middle,5,0.7093269214217833,0.10006972980383462,0.4261043892555928,0.3310855877237085
d12-s11,12,11,1717,0.6813492063492064,middle,6,0.7027809996985493,0.09721896324401871,0.4178214171633544,0.3310855877237085
d12-s11,12,11,1717,0.6813492063492064,middle,7,0.7352181322441598,0.10362353693677637,0.42569831030582805,0.3310855877237085
d12-s11,12,11,1818,0.7214285714285714,middle,0,0.7514873697078643,0.10797857499157339,0.4165421227263086,0.34495065987024864
d12-s11,12,11,1818,0.7214285714285714,middle,1,0.7634526008677077,0.13065522023850362,0.4961211107140133,0.34495065987024864
d12-s11,12,11,1818,0.7214285714285714,middle,2,0.714121677943161,0.1126037763046275,0.4571131957846309,0.34495065987024864
d12-s11,12,11,1818,0.7214285714285714,middle,3,0.7819687017070257,0.13438627648985324,0.49820556007978406,0.34495065987024864
d12-s11,12,11,1818,0.7214285714285714,middle,4,0.7809351477371943,0.12797195084890856,0.4750538485697224,0.34495065987024864
d12-s11,12,11,1818,0.7214285714285714,middle,5,0.7305208483390058,0.10606096430233629,0.420887450364042,0.34495065987024864
d12-s11,12,11,1818,0.7214285714285714,middle,6,0.6932202696617414,0.10740997595859787,0.4491758376520116,0.34495065987024864
d12-s11,12,11,1818,0.7214285714285714,middle,7,0.7726449855681471,0.12893777327060935,0.4837747479156198,0.34495065987024864
d12-s11,12,11,1919,0.7615079365079365,late,0,0.6976469477154016,0.07567557246355539,0.36765553289620634,0.2950386487550639
d12-s11,12,11,1919,0.7615079365079365,late,1,0.7473853550263937,0.1013787229932945,0.45975167736332606,0.2950386487550639
d12-s11,12,11,1919,0.7615079365079365,late,2,0.6968245406763566,0.0725066333314948,0.3526755827572071,0.2950386487550639
d12-s11,12,11,1919,0.7615079365079365,late,3,0.8167076832014393,0.09322088943828404,0.3868723492503102,0.2950386487550639
d12-s11,12,11,1919,0.7615079365079365,late,4,0.784961087847845,0.09146146323492155,0.39492179868095384,0.2950386487550639
d12-s11,12,11,1919,0.7615079365079365,late,5,0.732673256014291,0.08654806577716795,0.40037607419766474,0.2950386487550639
d12-s11,12,11,1919,0.7615079365079365,late,6,0.7410500895961941,0.09176076501715175,0.4196918649369069,0.2950386487550639
d12-s11,12,11,1919,0.7615079365079365,late,7,0.7396833235796408,0.08078760719713104,0.3701860146010337,0.2950386487550639
d12-s11,12,11,2020,0.8015873015873016,late,0,0.7771797582273732,0.1044750734139308,0.4421400124968919,0.30404046285316877
d12-s11,12,11,2020,0.8015873015873016,late,1,0.7131878376990795,0.07002939627727117,0.3229572727412115,0.30404046285316877
d12-s11,12,11,2020,0.8015873015873016,late,2,0.7171193990184465,0.07003557315711596,0.32121501009510967,0.30404046285316877
d12-s11,12,11,2020,0.8015873015873016,late,3,0.7331874660797281,0.07693317586778385,0.3451177082266589,0.30404046285316877
d12-s11,12,11,2020,0.8015873015873016,late,4,1.0091025206142266,0.13662690944457717,0.44531730133284897,0.30404046285316877
d12-s11,12,11,2020,0.8015873015873016,late,5,0.808336668564775,0.10786934906494433,0.4389089055490715,0.30404046285316877
d12-s11,12,11,2020,0.8015873015873016,late,6,0.7083167513608098,0.0853078949035262,0.3961232444215486,0.30404046285316877
d12-s11,12,11,2020,0.8015873015873016,late,7,0.7419859763154335,0.09968297620403702,0.4418693865915119,0.30404046285316877
d12-s11,12,11,2121,0.8416666666666667,late,0,0.7154350961641631,0.07631784373982861,0.3622755578904254,0.29445356487303437
d12-s11,12,11,2121,0.8416666666666667,late,1,0.7046374690191166,0.0773570415408696,0.3728355386309065,0.29445356487303437
d12-s11,12,11,2121,0.8416666666666667,late,2,0.6850284452866889,0.0881501315843301,0.43701620638985494,0.29445356487303437
d12-s11,12,11,2121,0.8416666666666667,late,3,0.6934797585441168,0.08169310411802495,0.40006890037235143,0.29445356487303437
d12-s11,12,11,2121,0.8416666666666667,late,4,0.7156225662523222,0.09381627008028852,0.4452227202379066,0.29445356487303437
d12-s11,12,11,2121,0.8416666666666667,late,5,0.7188020770238758,0.08612431504871879,0.4069111974672141,0.29445356487303437
d12-s11,12,11,2121,0.8416666666666667,late,6,0.7339999681961302,0.09437278283790763,0.43665044180255047,0.29445356487303437
d12-s11,12,11,2121,0.8416666666666667,late,7,0.7449765453870879,0.10514673057047447,0.47933192679132597,0.29445356487303437
d12-s11,12,11,2222,0.8817460317460317,late,0,0.697116889370172,0.06986453702489638,0.3762596504194672,0.2663566432428932
d12-s11,12,11,2222,0.8817460317460317,late,1,0.7112050653352352,0.07610520238590496,0.401750079197083,0.2663566432428932
d12-s11,12,11,2222,0.8817460317460317,late,2,0.7268134473354428,0.06840734405879519,0.3533590690837868,0.2663566432428932
d12-s11,12,11,2222,0.8817460317460317,late,3,0.6959518964534835,0.05630416266655202,0.30373703454842516,0.2663566432428932
d12-s11,12,11,2222,0.8817460317460317,late,4,0.8102596647350587,0.09406332661636316,0.4358455144673373,0.2663566432428932
d12-s11,12,11,2222,0.8817460317460317,late,5,0.6578265054983236,0.06432602717370667,0.36712319854068587,0.2663566432428932
d12-s11,12,11,2222,0.8817460317460317,late,6,0.703031173379808,0.07169520958351341,0.3828706035573798,0.2663566432428932
d12-s11,12,11,2222,0.8817460317460317,late,7,0.7541670274118927,0.07056272640670394,0.35127260287296547,0.2663566432428932
d12-s11,12,11,2323,0.9218253968253968,late,0,0.7794722739715315,0.07850171903515976,0.38736826330055807,0.2599886917654032
d12-s11,12,11,2323,0.9218253968253968,late,1,0.7106653048745015,0.06693829193057077,0.3622889217017092,0.2599886917654032
d12-s11,12,11,2323,0.9218253968253968,late,2,0.7621008281531575,0.07555347062306997,0.3813181932695872,0.2599886917654032
d12-s11,12,11,2323,0.9218253968253968,late,3,0.7223193646374032,0.06599040924466086,0.3513962358089244,0.2599886917654032
d12-s11,12,11,2323,0.9218253968253968,late,4,0.7195397060696789,0.06652611518968031,0.3556173491545655,0.2599886917654032
d12-s11,12,11,2323,0.9218253968253968,late,5,0.708898239578147,0.0558735131572639,0.30315701541556095,0.2599886917654032
d12-s11,12,11,2323,0.9218253968253968,late,6,0.7086029708245535,0.06935522174486476,0.37646251314742973,0.2599886917654032
d12-s11,12,11,2323,0.9218253968253968,late,7,0.7298543457490395,0.07271349840761697,0.38319901409706403,0.2599886917654032
d12-s11,12,11,2424,0.9619047619047619,late,0,0.7634721577757109,0.0795225828163356,0.39489698548012214,0.26376274550401985
d12-s11,12,11,2424,0.9619047619047619,late,1,0.6998581759649567,0.0642585946162321,0.3481029692227297,0.26376274550401985
d12-s11,12,11,2424,0.9619047619047619,late,2,0.6972740023240624,0.06814038024206083,0.3704994989936725,0.26376274550401985
d12-s11,12,11,2424,0.9619047619047619,late,3,0.7011548096006603,0.0750508724682114,0.4058152592585882,0.26376274550401985
d12-s11,12,11,2424,0.9619047619047619,late,4,0.7149911947308394,0.063178136798924,0.33500606199751554,0.26376274550401985
d12-s11,12,11,2424,0.9619047619047619,late,5,0.6721616399695134,0.06348856421684457,0.3581033033052173,0.26376274550401985
d12-s11,12,11,2424,0.9619047619047619,late,6,0.7109698193927586,0.07254714056112337,0.38686164960929154,0.26376274550401985
d12-s11,12,11,2424,0.9619047619047619,late,7,0.7478545018733859,0.07101860150023401,0.36003236961392154,0.26376274550401985
d12-s7,12,7,0,0.0,early,0,0.4802437387214157,0.09084844780861114,0.61112340127964,0.3095472043408772
d12-s7,12,7,0,0.0,early,1,0.5725735301477377,0.11462526916278014,0.6467288212216588,0.3095472043408772
d12-s7,12,7,0,0.0,early,2,0.5329475488978018,0.09483191025966924,0.57483492127265,0.3095472043408772
d12-s7,12,7,0,0.0,early,3,0.5137272213900401,0.09046708470738601,0.5688937082319865,0.3095472043408772
d12-s7,12,7,0,0.0,early,4,0.5036510738138298,0.10266405497680661,0.6585090736762833,0.3095472043408772
d12-s7,12,7,0,0.0,early,5,0.4715930393156258,0.09391913984272769,0.643368559998366,0.3095472043408772
d12-s7,12,7,0,0.0,early,6,0.4749383139710618,0.0839640796324774,0.571122723047837,0.3095472043408772
d12-s7,12,7,0,0.0,early,7,0.5274485731141196,0.10754088491373329,0.6586680504846866,0.3095472043408772
d12-s7,12,7,101,0.04007936507936508,early,0,0.4521447958088952,0.06727971021218601,0.596202591916994,0.24958168703584277
d12-s7,12,7,101,0.04007936507936508,early,1,0.40949954184132753,0.0564752064109138,0.5525755831933711,0.24958168703584277
d12-s7,12,7,101,0.04007936507936508,early,2,0.40168142895393855,0.0527943813520231,0.5266150127609165,0.24958168703584277
d12-s7,12,7,101,0.04007936507936508,early,3,0.4323345320104591,0.06222270691729186,0.5766552617362634,0.24958168703584277
d12-s7,12,7,101,0.04007936507936508,early,4,0.5124056333796514,0.07686721811425344,0.6010554676630737,0.24958168703584277
d12-s7,12,7,101,0.04007936507936508,early,5,0.4425547183682919,0.06265113218819779,0.5672169917943842,0.24958168703584277
d12-s7,12,7,101,0.04007936507936508,early,6,0.4236770923313656,0.06133230245901901,0.5800181313950878,0.24958168703584277
d12-s7,12,7,101,0.04007936507936508,early,7,0.4308483395585541,0.056922994057934176,0.529359358890462,0.24958168703584277
d12-s7,12,7,202,0.08015873015873017,early,0,0.526026259722302,0.07896152927111072,0.5365788907920059,0.2797528646707527
d12-s7,12,7,202,0.08015873015873017,early,1,0.5307536892252858,0.08261111693612079,0.5563792568016629,0.2797528646707527
d12-s7,12,7,202,0.08015873015873017,early,2,0.5612847393049127,0.08104429725588036,0.5161366325286353,0.2797528646707527
d12-s7,12,7,202,0.08015873015873017,early,3,0.557579400006451,0.07925003454830973,0.5080637362072576,0.2797528646707527
d12-s7,12,7,202,0.08015873015873017,early,4,0.5386592905014402,0.08098080179581721,0.5373946955140064,0.2797528646707527
d12-s7,12,7,202,0.08015873015873017,early,5,0.5182342401252976,0.06503237020867175,0.4485686693945284,0.2797528646707527
d12-s7,12,7,202,0.08015873015873017,early,6,0.545783452188727,0.08317311325862542,0.544738476033082,0.2797528646707527
d12-s7,12,7,202,0.08015873015873017,early,7,0.5207096588800838,0.07370596489164673,0.5059789621261981,0.2797528646707527
d12-s7,12,7,303,0.12023809523809524,early,0,0.5540990797813498,0.07739460701587217,0.4950706806496061,0.28213441396400885
d12-s7,12,7,303,0.12023809523809524,early,1,0.5289420877821366,0.07708027748272374,0.5165104123632762,0.28213441396400885
d12-s7,12,7,303,0.12023809523809524,early,2,0.540838632655619,0.07638717678583556,0.5006067366156969,0.28213441396400885
d12-s7,12,7,303,0.12023809523809524,early,3,0.5420300719621425,0.08032120377365883,0.5252314986180174,0.28213441396400885
d12-s7,12,7,303,0.12023809523809524,early,4,0.5514821942361,0.08360746518468587,0.5373503033332224,0.28213441396400885
d12-s7,12,7,303,0.12023809523809524,early,5,0.5807106859034916,0.08092480978024003,0.4939304563175209,0.28213441396400885
d12-s7,12,7,303,0.12023809523809524,early,6,0.6249144257135937,0.08434304862294102,0.4783796328738388,0.28213441396400885
d12-s7,12,7,303,0.12023809523809524,early,7,0.5575698324695654,0.07618525035146889,0.48430122499188455,0.28213441396400885
d12-s7,12,7,404,0.16031746031746033,early,0,0.5030879984452894,0.08828154641364036,0.5461381028657306,0.3213094491877604
d12-s7,12,7,404,0.16031746031746033,early,1,0.5231376757162783,0.09477677033085327,0.5638484737614949,0.3213094491877604
d12-s7,12,7,404,0.16031746031746033,early,2,0.5449464853943592,0.10688534781893119,0.6104369604912694,0.3213094491877604
d12-s7,12,7,404,0.16031746031746033,early,3,0.5337261387585892,0.10440740451151108,0.6088205870554622,0.3213094491877604
d12-s7,12,7,404,0.16031746031746033,early,4,0.5847427139431737,0.11765304688950068,0.6262025934961923,0.3213094491877604
d12-s7,12,7,404,0.16031746031746033,early,5,0.5549812345081626,0.1093156488643694,0.6130283237466697,0.3213094491877604
d12-s7,12,7,404,0.16031746031746033,early,6,0.5443458110021999,0.1113713113203488,0.6367587923543097,0.3213094491877604
d12-s7,12,7,404,0.16031746031746033,early,7,0.5217181763898604,0.09612799572751862,0.5734432197785795,0.3213094491877604
d12-s7,12,7,505,0.2003968253968254,early,0,0.5019451986792862,0.11317155887266402,0.6706622639421407,0.3361840641267413
d12-s7,12,7,505,0.2003968253968254,early,1,0.5428158112437572,0.12470059622983097,0.6833432636322121,0.3361840641267413
d12-s7,12,7,505,0.2003968253968254,early,2,0.48878050647954885,0.10258084663679222,0.6242740450677537,0.3361840641267413
d12-s7,12,7,505,0.2003968253968254,early,3,0.5009031186171046,0.1089252872909739,0.646841469960879,0.3361840641267413
d12-s7,12,7,505,0.2003968253968254,early,4,0.546742314182188,0.1224981164854302,0.6664531137299218,0.3361840641267413
d12-s7,12,7,505,0.2003968253968254,early,5,0.4938811876357856,0.10285229113840628,0.6194615624420445,0.3361840641267413
d12-s7,12,7,505,0.2003968253968254,early,6,0.5222288097339233,0.11930121562579948,0.6795273154583397,0.3361840641267413
d12-s7,12,7,505,0.2003968253968254,early,7,0.5070637979038272,0.11059146507916877,0.6487567409710787,0.3361840641267413
d12-s7,12,7,606,0.24047619047619048,early,0,0.48476727813512605,0.0565587870970251,0.4861559438818869,0.23998891944284723
d12-s7,12,7,606,0.24047619047619048,early,1,0.5001757134199143,0.06474834603490434,0.5394049014613135,0.23998891944284723
d12-s7,12,7,606,0.24047619047619048,early,2,0.4813106418153197,0.059935396947349465,0.5188797613609007,0.23998891944284723
