run,depth,seed,source,step,normalized_progress,phase,cosine,sample_count
d12-s8,12,8,logical_exact_prev_deep,2,0.0007936507936507937,early,0.9674901068298701,1.0
d12-s8,12,8,logical_exact_prev_deep,4,0.0015873015873015873,early,0.866156929873564,2.0
d12-s8,12,8,logical_exact_prev_deep,8,0.0031746031746031746,early,0.2060583723296805,4.0
d12-s8,12,8,logical_exact_prev_deep,16,0.006349206349206349,early,-0.1805753182768703,8.0
d12-s8,12,8,logical_exact_prev_deep,32,0.012698412698412698,early,0.40571832459364215,16.0
d12-s8,12,8,logical_exact_prev_deep,40,0.015873015873015872,early,0.7940693816120235,8.0
d12-s8,12,8,logical_exact_prev_deep,64,0.025396825396825397,early,0.6051797007460151,24.0
d12-s8,12,8,logical_exact_prev_deep,126,0.05,early,-0.2605807762244368,62.0
d12-s8,12,8,logical_exact_prev_deep,252,0.1,early,0.1374273702456317,126.0
d12-s8,12,8,logical_exact_prev_deep,378,0.15,early,-0.24520492637460398,126.0
d12-s8,12,8,logical_exact_prev_deep,400,0.15873015873015872,early,-0.1929078476471979,22.0
d12-s8,12,8,logical_exact_prev_deep,504,0.2,early,-0.36620488960873804,104.0
d12-s8,12,8,logical_exact_prev_deep,630,0.25,middle,0.06737569016847333,126.0
d12-s8,12,8,logical_exact_prev_deep,756,0.3,middle,-0.30610244386817537,126.0
d12-s8,12,8,logical_exact_prev_deep,882,0.35,middle,-0.20324112829852656,126.0
d12-s8,12,8,logical_exact_prev_deep,1008,0.4,middle,0.11132467913487612,126.0
d12-s8,12,8,logical_exact_prev_deep,1134,0.45,middle,-0.5900900561026491,126.0
d12-s8,12,8,logical_exact_prev_deep,1260,0.5,middle,-0.17818767844914613,126.0
d12-s8,12,8,logical_exact_prev_deep,1385,0.5496031746031746,middle,-0.04693045392818971,125.0
d12-s8,12,8,logical_exact_prev_deep,1511,0.5996031746031746,middle,-0.10086576624813594,126.0
d12-s8,12,8,logical_exact_prev_deep,1637,0.6496031746031746,middle,0.19025638410089865,126.0
d12-s8,12,8,logical_exact_prev_deep,1763,0.6996031746031746,middle,-0.21447336324133504,126.0
d12-s8,12,8,logical_exact_prev_deep,1889,0.7496031746031746,middle,-0.05596700244983943,126.0
d12-s8,12,8,logical_exact_prev_deep,2015,0.7996031746031746,late,0.12476873247246946,126.0
d12-s8,12,8,logical_exact_prev_deep,2141,0.8496031746031746,late,-0.013422503410480471,126.0
d12-s8,12,8,logical_exact_prev_deep,2267,0.8996031746031746,late,0.07045874954481343,126.0
d12-s8,12,8,logical_exact_prev_deep,2393,0.9496031746031746,late,-0.08110661606181231,126.0
d12-s8,12,8,logical_exact_prev_deep,2519,0.9996031746031746,late,0.02108927380579979,126.0
d12-s9,12,9,logical_sketch_prev,101,0.04007936507936508,early,-0.02548003855546081,
d12-s9,12,9,logical_sketch_prev,202,0.08015873015873017,early,-0.3950515546810918,
d12-s9,12,9,logical_sketch_prev,303,0.12023809523809524,early,-0.15517808256281865,
d12-s9,12,9,logical_sketch_prev,404,0.16031746031746033,early,0.13630041516347383,
d12-s9,12,9,logical_sketch_prev,505,0.2003968253968254,early,0.1875887076530571,
d12-s9,12,9,logical_sketch_prev,606,0.24047619047619048,early,0.01033907022969368,
d12-s9,12,9,logical_sketch_prev,707,0.28055555555555556,middle,-0.47024123564021725,
d12-s9,12,9,logical_sketch_prev,808,0.32063492063492066,middle,0.2552767105991482,
d12-s9,12,9,logical_sketch_prev,909,0.3607142857142857,middle,-0.08849313057552939,
d12-s9,12,9,logical_sketch_prev,1010,0.4007936507936508,middle,0.13004375538314236,
d12-s9,12,9,logical_sketch_prev,1111,0.44087301587301586,middle,-0.3267017070302251,
d12-s9,12,9,logical_sketch_prev,1212,0.48095238095238096,middle,0.09251947287170885,
d12-s9,12,9,logical_sketch_prev,1313,0.5210317460317461,middle,0.002209817459870919,
d12-s9,12,9,logical_sketch_prev,1414,0.5611111111111111,middle,-0.2677955571534565,
d12-s9,12,9,logical_sketch_prev,1515,0.6011904761904762,middle,-0.4739287559242356,
d12-s9,12,9,logical_sketch_prev,1616,0.6412698412698413,middle,-0.5198121741093525,
d12-s9,12,9,logical_sketch_prev,1717,0.6813492063492064,middle,-0.0811995210169434,
d12-s9,12,9,logical_sketch_prev,1818,0.7214285714285714,middle,0.05802250627237127,
d12-s9,12,9,logical_sketch_prev,1919,0.7615079365079365,late,0.3008425314665302,
d12-s9,12,9,logical_sketch_prev,2020,0.8015873015873016,late,0.13679323960123563,
d12-s9,12,9,logical_sketch_prev,2121,0.8416666666666667,late,-0.06275719325576881,
d12-s9,12,9,logical_sketch_prev,2222,0.8817460317460317,late,-0.02263433135099355,
d12-s9,12,9,logical_sketch_prev,2323,0.9218253968253968,late,-0.08177136674342006,
d12-s9,12,9,logical_sketch_prev,2424,0.9619047619047619,late,0.017191431840174378,
d12-s9,12,9,fixed_probe_sketch_prev,1,0.0003968253968253968,early,0.9943894391147395,
d12-s9,12,9,fixed_probe_sketch_prev,2,0.0007936507936507937,early,0.9931061667731195,
d12-s9,12,9,fixed_probe_sketch_prev,4,0.0015873015873015873,early,0.9698093179799274,
d12-s9,12,9,fixed_probe_sketch_prev,8,0.0031746031746031746,early,0.44973847441258624,
d12-s9,12,9,fixed_probe_sketch_prev,16,0.006349206349206349,early,0.3794033832786562,
d12-s9,12,9,fixed_probe_sketch_prev,32,0.012698412698412698,early,0.761900463209989,
d12-s9,12,9,fixed_probe_sketch_prev,40,0.015873015873015872,early,0.9359992113967452,
d12-s9,12,9,fixed_probe_sketch_prev,64,0.025396825396825397,early,0.7669812811276352,
d12-s9,12,9,fixed_probe_sketch_prev,126,0.05,early,0.4017399781408579,
d12-s9,12,9,fixed_probe_sketch_prev,252,0.1,early,0.3525333846555996,
d12-s9,12,9,fixed_probe_sketch_prev,378,0.15,early,0.48428867763843503,
d12-s9,12,9,fixed_probe_sketch_prev,400,0.15873015873015872,early,0.7385878873733965,
d12-s9,12,9,fixed_probe_sketch_prev,504,0.2,early,0.5551231254536886,
d12-s9,12,9,fixed_probe_sketch_prev,630,0.25,middle,0.5940812945351821,
d12-s9,12,9,fixed_probe_sketch_prev,756,0.3,middle,0.5214347989604257,
d12-s9,12,9,fixed_probe_sketch_prev,882,0.35,middle,0.6234247200104377,
d12-s9,12,9,fixed_probe_sketch_prev,1008,0.4,middle,0.694391144472888,
d12-s9,12,9,fixed_probe_sketch_prev,1134,0.45,middle,0.7359544615613611,
d12-s9,12,9,fixed_probe_sketch_prev,1260,0.5,middle,0.7629824336900302,
d12-s9,12,9,fixed_probe_sketch_prev,1385,0.5496031746031746,middle,0.7988602319511935,
d12-s9,12,9,fixed_probe_sketch_prev,1511,0.5996031746031746,middle,0.8435961533944443,
d12-s9,12,9,fixed_probe_sketch_prev,1637,0.6496031746031746,middle,0.8746260761068093,
d12-s9,12,9,fixed_probe_sketch_prev,1763,0.6996031746031746,middle,0.8850149966020385,
d12-s9,12,9,fixed_probe_sketch_prev,1889,0.7496031746031746,middle,0.8981363285100523,
d12-s9,12,9,fixed_probe_sketch_prev,2015,0.7996031746031746,late,0.9216972912419975,
d12-s9,12,9,fixed_probe_sketch_prev,2141,0.8496031746031746,late,0.938373074474829,
d12-s9,12,9,fixed_probe_sketch_prev,2267,0.8996031746031746,late,0.9550963530290125,
d12-s9,12,9,fixed_probe_sketch_prev,2393,0.9496031746031746,late,0.9687934569136978,
d12-s9,12,9,fixed_probe_sketch_prev,2519,0.9996031746031746,late,0.9827730532655883,
d12-s9,12,9,logical_exact_prev_deep,1,0.0003968253968253968,early,0.9716793200513948,1.0
d12-s9,12,9,logical_exact_prev_deep,2,0.0007936507936507937,early,0.9680061428625051,1.0
d12-s9,12,9,logical_exact_prev_deep,4,0.0015873015873015873,early,0.8759700538241625,2.0
d12-s9,12,9,logical_exact_prev_deep,8,0.0031746031746031746,early,0.48058148828603786,4.0
d12-s9,12,9,logical_exact_prev_deep,16,0.006349206349206349,early,-0.31671720339852355,8.0
d12-s9,12,9,logical_exact_prev_deep,32,0.012698412698412698,early,-0.049396995375333395,16.0
d12-s9,12,9,logical_exact_prev_deep,40,0.015873015873015872,early,0.2630231744075675,8.0
d12-s9,12,9,logical_exact_prev_deep,64,0.025396825396825397,early,0.23680112507489012,24.0
d12-s9,12,9,logical_exact_prev_deep,126,0.05,early,0.012691053494062356,62.0
d12-s9,12,9,logical_exact_prev_deep,252,0.1,early,0.38623661880587723,126.0
d12-s9,12,9,logical_exact_prev_deep,378,0.15,early,0.1203467823596701,126.0
d12-s9,12,9,logical_exact_prev_deep,400,0.15873015873015872,early,-0.029867681771494632,22.0
d12-s9,12,9,logical_exact_prev_deep,504,0.2,early,-0.04785024836079139,104.0
d12-s9,12,9,logical_exact_prev_deep,630,0.25,middle,0.2083663913353528,126.0
d12-s9,12,9,logical_exact_prev_deep,756,0.3,middle,-0.7090709708181442,126.0
d12-s9,12,9,logical_exact_prev_deep,882,0.35,middle,-0.39904600956818764,126.0
d12-s9,12,9,logical_exact_prev_deep,1008,0.4,middle,-0.2646849658473653,126.0
d12-s9,12,9,logical_exact_prev_deep,1134,0.45,middle,-0.2826619984789404,126.0
d12-s9,12,9,logical_exact_prev_deep,1260,0.5,middle,0.15758259801667288,126.0
d12-s9,12,9,logical_exact_prev_deep,1385,0.5496031746031746,middle,-0.12080342653421934,125.0
d12-s9,12,9,logical_exact_prev_deep,1511,0.5996031746031746,middle,0.5518234860537639,126.0
d12-s9,12,9,logical_exact_prev_deep,1637,0.6496031746031746,middle,0.5431992486269299,126.0
d12-s9,12,9,logical_exact_prev_deep,1763,0.6996031746031746,middle,-0.018865868757384482,126.0
d12-s9,12,9,logical_exact_prev_deep,1889,0.7496031746031746,middle,0.01992698562673505,126.0
d12-s9,12,9,logical_exact_prev_deep,2015,0.7996031746031746,late,-0.17775167050045557,126.0
d12-s9,12,9,logical_exact_prev_deep,2141,0.8496031746031746,late,-0.10207979380399532,126.0
d12-s9,12,9,logical_exact_prev_deep,2267,0.8996031746031746,late,0.010295746191588866,126.0
d12-s9,12,9,logical_exact_prev_deep,2393,0.9496031746031746,late,-0.001786516949045067,126.0
d12-s9,12,9,logical_exact_prev_deep,2519,0.9996031746031746,late,-0.008434675662704552,126.0
d14-s7,14,7,logical_sketch_prev,151,0.04017025804735302,early,0.0013074235000123,
d14-s7,14,7,logical_sketch_prev,302,0.08034051609470604,early,-0.3616566863456905,
d14-s7,14,7,logical_sketch_prev,453,0.12051077414205906,early,0.19225567641822938,
d14-s7,14,7,logical_sketch_prev,604,0.16068103218941207,early,-0.3934146307908971,
d14-s7,14,7,logical_sketch_prev,755,0.2008512902367651,early,0.4515608917053388,
d14-s7,14,7,logical_sketch_prev,906,0.24102154828411812,early,0.3339156121141581,
d14-s7,14,7,logical_sketch_prev,1057,0.2811918063314711,middle,0.6252765845180911,
d14-s7,14,7,logical_sketch_prev,1208,0.32136206437882414,middle,0.3627287307738535,
d14-s7,14,7,logical_sketch_prev,1359,0.36153232242617717,middle,0.3767063172942887,
d14-s7,14,7,logical_sketch_prev,1510,0.4017025804735302,middle,-0.4007529082536246,
d14-s7,14,7,logical_sketch_prev,1661,0.4418728385208832,middle,0.31453733099414616,
d14-s7,14,7,logical_sketch_prev,1812,0.48204309656823624,middle,0.24328163555057508,
d14-s7,14,7,logical_sketch_prev,1963,0.5222133546155893,middle,0.17622266634770328,
d14-s7,14,7,logical_sketch_prev,2114,0.5623836126629422,middle,-0.5992138009914557,
d14-s7,14,7,logical_sketch_prev,2265,0.6025538707102953,middle,0.5070332149849686,
d14-s7,14,7,logical_sketch_prev,2416,0.6427241287576483,middle,0.3914533578245735,
d14-s7,14,7,logical_sketch_prev,2567,0.6828943868050014,middle,0.12246998540728161,
d14-s7,14,7,logical_sketch_prev,2718,0.7230646448523543,middle,-0.023846278145938014,
d14-s7,14,7,logical_sketch_prev,2869,0.7632349028997074,late,-0.2700221008416538,
d14-s7,14,7,logical_sketch_prev,3020,0.8034051609470604,late,-0.24120640466168244,
d14-s7,14,7,logical_sketch_prev,3171,0.8435754189944135,late,-0.06437526711097849,
d14-s7,14,7,logical_sketch_prev,3322,0.8837456770417664,late,-0.11761111993391979,
d14-s7,14,7,logical_sketch_prev,3473,0.9239159350891194,late,-0.09930271930733235,
d14-s7,14,7,logical_sketch_prev,3624,0.9640861931364725,late,-0.0031191943673780555,
d14-s7,14,7,fixed_probe_sketch_prev,1,0.00026602819898909286,early,1.0136625791121117,
d14-s7,14,7,fixed_probe_sketch_prev,2,0.0005320563979781857,early,1.0124849004692789,
d14-s7,14,7,fixed_probe_sketch_prev,4,0.0010641127959563714,early,0.9913807312976186,
d14-s7,14,7,fixed_probe_sketch_prev,8,0.002128225591912743,early,0.3551440602255418,
d14-s7,14,7,fixed_probe_sketch_prev,16,0.004256451183825486,early,0.31680611230475375,
d14-s7,14,7,fixed_probe_sketch_prev,32,0.008512902367650971,early,0.7729591975687206,
d14-s7,14,7,fixed_probe_sketch_prev,40,0.010641127959563713,early,0.9292004977587669,
d14-s7,14,7,fixed_probe_sketch_prev,64,0.017025804735301943,early,0.7400378464268792,
d14-s7,14,7,fixed_probe_sketch_prev,128,0.034051609470603886,early,0.33501690591240224,
d14-s7,14,7,fixed_probe_sketch_prev,188,0.05001330140994945,early,0.45855192959975866,
d14-s7,14,7,fixed_probe_sketch_prev,376,0.1000266028198989,early,0.37918876636891463,
d14-s7,14,7,fixed_probe_sketch_prev,400,0.10641127959563713,early,0.7082357406660177,
d14-s7,14,7,fixed_probe_sketch_prev,564,0.15003990422984836,early,0.5202839133987357,
d14-s7,14,7,fixed_probe_sketch_prev,752,0.2000532056397978,early,0.5589207992045999,
d14-s7,14,7,fixed_probe_sketch_prev,940,0.25006650704974726,middle,0.6206412098832866,
d14-s7,14,7,fixed_probe_sketch_prev,1127,0.29981378026070765,middle,0.690482522022695,
d14-s7,14,7,fixed_probe_sketch_prev,1315,0.34982708167065707,middle,0.7422729899801677,
d14-s7,14,7,fixed_probe_sketch_prev,1316,0.3500931098696462,middle,0.9452250691386257,
d14-s7,14,7,fixed_probe_sketch_prev,1503,0.39984038308060654,middle,0.8051699423588828,
d14-s7,14,7,fixed_probe_sketch_prev,1691,0.449853684490556,middle,0.8323358742428709,
d14-s7,14,7,fixed_probe_sketch_prev,1879,0.49986698590050543,middle,0.8678066771682099,
d14-s7,14,7,fixed_probe_sketch_prev,2067,0.5498802873104549,middle,0.8947484427008773,
d14-s7,14,7,fixed_probe_sketch_prev,2255,0.5998935887204043,middle,0.9046984826661574,
d14-s7,14,7,fixed_probe_sketch_prev,2443,0.6499068901303539,middle,0.9232726553465747,
d14-s7,14,7,fixed_probe_sketch_prev,2631,0.6999201915403033,middle,0.9360190674522197,
d14-s7,14,7,fixed_probe_sketch_prev,2819,0.7499334929502527,middle,0.9390406141870353,
d14-s7,14,7,fixed_probe_sketch_prev,3006,0.7996807661612131,late,0.9526709410968699,
d14-s7,14,7,fixed_probe_sketch_prev,3194,0.8496940675711625,late,0.9611174985801956,
d14-s7,14,7,fixed_probe_sketch_prev,3382,0.899707368981112,late,0.9703874168895329,
d14-s7,14,7,fixed_probe_sketch_prev,3570,0.9497206703910615,late,0.9801697794094417,
d14-s7,14,7,fixed_probe_sketch_prev,3758,0.9997339718010109,late,0.996295493464435,
d14-s7,14,7,logical_exact_prev_deep,1,0.00026602819898909286,early,0.972928770843056,1.0
d14-s7,14,7,logical_exact_prev_deep,2,0.0005320563979781857,early,0.9695198181028796,1.0
d14-s7,14,7,logical_exact_prev_deep,4,0.0010641127959563714,early,0.8807883349489622,2.0
d14-s7,14,7,logical_exact_prev_deep,8,0.002128225591912743,early,0.2463102092179467,4.0
d14-s7,14,7,logical_exact_prev_deep,16,0.004256451183825486,early,-0.07630273869829614,8.0
d14-s7,14,7,logical_exact_prev_deep,32,0.008512902367650971,early,0.4405175786142274,16.0
d14-s7,14,7,logical_exact_prev_deep,40,0.010641127959563713,early,0.7481303615709559,8.0
d14-s7,14,7,logical_exact_prev_deep,64,0.017025804735301943,early,0.20589787382220082,24.0
d14-s7,14,7,logical_exact_prev_deep,128,0.034051609470603886,early,-0.05282115565989941,64.0
d14-s7,14,7,logical_exact_prev_deep,188,0.05001330140994945,early,-0.387594746148947,60.0
d14-s7,14,7,logical_exact_prev_deep,376,0.1000266028198989,early,0.14781877604505278,188.0
d14-s7,14,7,logical_exact_prev_deep,400,0.10641127959563713,early,0.018402593711269368,24.0
d14-s7,14,7,logical_exact_prev_deep,564,0.15003990422984836,early,-0.17093054353914292,164.0
d14-s7,14,7,logical_exact_prev_deep,752,0.2000532056397978,early,0.018073377152232433,188.0
d14-s7,14,7,logical_exact_prev_deep,940,0.25006650704974726,middle,0.1677350283745478,188.0
d14-s7,14,7,logical_exact_prev_deep,1127,0.29981378026070765,middle,0.27219435234740236,187.0
d14-s7,14,7,logical_exact_prev_deep,1315,0.34982708167065707,middle,0.11426345736340623,188.0
d14-s7,14,7,logical_exact_prev_deep,1316,0.3500931098696462,middle,-0.833539421621603,1.0
d14-s7,14,7,logical_exact_prev_deep,1503,0.39984038308060654,middle,-0.045580810086866146,187.0
d14-s7,14,7,logical_exact_prev_deep,1691,0.449853684490556,middle,0.20082836171201532,188.0
d14-s7,14,7,logical_exact_prev_deep,1879,0.49986698590050543,middle,0.28316020744885884,188.0
d14-s7,14,7,logical_exact_prev_deep,2067,0.5498802873104549,middle,0.523556711938588,188.0
d14-s7,14,7,logical_exact_prev_deep,2255,0.5998935887204043,middle,0.017458740405236588,188.0
d14-s7,14,7,logical_exact_prev_deep,2443,0.6499068901303539,middle,0.33819490960146353,188.0
d14-s7,14,7,logical_exact_prev_deep,2631,0.6999201915403033,middle,0.16789139746033482,188.0
d14-s7,14,7,logical_exact_prev_deep,2819,0.7499334929502527,middle,-0.013196310885332282,188.0
d14-s7,14,7,logical_exact_prev_deep,3006,0.7996807661612131,late,-0.19105233722789325,187.0
d14-s7,14,7,logical_exact_prev_deep,3194,0.8496940675711625,late,0.14662216137523607,188.0
d14-s7,14,7,logical_exact_prev_deep,3382,0.899707368981112,late,-0.025834615209690374,188.0
d14-s7,14,7,logical_exact_prev_deep,3570,0.9497206703910615,late,0.033673207898441644,188.0
d14-s7,14,7,logical_exact_prev_deep,3758,0.9997339718010109,late,0.013909219400276951,188.0
d16-s7,16,7,logical_sketch_prev,216,0.04017857142857143,early,-0.01602430234337335,
d16-s7,16,7,logical_sketch_prev,432,0.08035714285714286,early,0.3611865429276987,
d16-s7,16,7,logical_sketch_prev,648,0.12053571428571429,early,0.6363761890176628,
d16-s7,16,7,logical_sketch_prev,864,0.16071428571428573,early,-0.113463443565949,
d16-s7,16,7,logical_sketch_prev,1080,0.20089285714285715,early,-0.1133935463778826,
d16-s7,16,7,logical_sketch_prev,1296,0.24107142857142858,early,0.060474089595974764,
d16-s7,16,7,logical_sketch_prev,1512,0.28125,middle,-0.21424025094653845,
d16-s7,16,7,logical_sketch_prev,1728,0.32142857142857145,middle,-0.09741379396438667,
d16-s7,16,7,logical_sketch_prev,1944,0.36160714285714285,middle,-0.46390387570382374,
d16-s7,16,7,logical_sketch_prev,2160,0.4017857142857143,middle,0.25929464265376756,
d16-s7,16,7,logical_sketch_prev,2376,0.4419642857142857,middle,0.03727370772122233,
d16-s7,16,7,logical_sketch_prev,2592,0.48214285714285715,middle,-0.12468153641293228,
d16-s7,16,7,logical_sketch_prev,2808,0.5223214285714286,middle,0.27433343814553235,
d16-s7,16,7,logical_sketch_prev,3024,0.5625,middle,-0.3889397258814618,
d16-s7,16,7,logical_sketch_prev,3240,0.6026785714285714,middle,-0.31730785362294067,
d16-s7,16,7,logical_sketch_prev,3456,0.6428571428571429,middle,0.02517774565984213,
d16-s7,16,7,logical_sketch_prev,3672,0.6830357142857143,middle,0.2940448025267046,
d16-s7,16,7,logical_sketch_prev,3888,0.7232142857142857,middle,-0.23630542584702904,
d16-s7,16,7,logical_sketch_prev,4104,0.7633928571428571,late,0.3198108545666346,
d16-s7,16,7,logical_sketch_prev,4320,0.8035714285714286,late,0.23779127444595075,
d16-s7,16,7,logical_sketch_prev,4536,0.84375,late,-0.03402874196776823,
d16-s7,16,7,logical_sketch_prev,4752,0.8839285714285714,late,-0.07021800682038068,
d16-s7,16,7,logical_sketch_prev,4968,0.9241071428571429,late,-0.15889294708589774,
d16-s7,16,7,logical_sketch_prev,5184,0.9642857142857143,late,-0.09233094980975479,
d16-s7,16,7,fixed_probe_sketch_prev,1,0.00018601190476190475,early,1.062171725480819,
d16-s7,16,7,fixed_probe_sketch_prev,2,0.0003720238095238095,early,1.0616084152799978,
d16-s7,16,7,fixed_probe_sketch_prev,4,0.000744047619047619,early,1.0412473262872062,
d16-s7,16,7,fixed_probe_sketch_prev,8,0.001488095238095238,early,0.22662895179216885,
d16-s7,16,7,fixed_probe_sketch_prev,16,0.002976190476190476,early,0.19401213486171962,
d16-s7,16,7,fixed_probe_sketch_prev,32,0.005952380952380952,early,0.843303695808186,
d16-s7,16,7,fixed_probe_sketch_prev,40,0.00744047619047619,early,0.9604451805660249,
d16-s7,16,7,fixed_probe_sketch_prev,64,0.011904761904761904,early,0.7357295773387926,
d16-s7,16,7,fixed_probe_sketch_prev,128,0.023809523809523808,early,0.3329830520623242,
d16-s7,16,7,fixed_probe_sketch_prev,256,0.047619047619047616,early,0.34318021732848114,
d16-s7,16,7,fixed_probe_sketch_prev,269,0.050037202380952384,early,0.795339365817213,
d16-s7,16,7,fixed_probe_sketch_prev,400,0.0744047619047619,early,0.48881879436216996,
d16-s7,16,7,fixed_probe_sketch_prev,538,0.10007440476190477,early,0.5442818671503504,
d16-s7,16,7,fixed_probe_sketch_prev,806,0.14992559523809523,early,0.5383238257549989,
d16-s7,16,7,fixed_probe_sketch_prev,1075,0.19996279761904762,early,0.6034918284709009,
d16-s7,16,7,fixed_probe_sketch_prev,1344,0.25,middle,0.6665001608147785,
d16-s7,16,7,fixed_probe_sketch_prev,1613,0.3000372023809524,middle,0.7076021070538578,
d16-s7,16,7,fixed_probe_sketch_prev,1881,0.34988839285714285,middle,0.7252156813140506,
d16-s7,16,7,fixed_probe_sketch_prev,1882,0.35007440476190477,middle,0.9142562956115207,
d16-s7,16,7,fixed_probe_sketch_prev,2150,0.39992559523809523,middle,0.7756389122624558,
d16-s7,16,7,fixed_probe_sketch_prev,2419,0.4499627976190476,middle,0.7991530048751163,
d16-s7,16,7,fixed_probe_sketch_prev,2688,0.5,middle,0.8231255539717065,
d16-s7,16,7,fixed_probe_sketch_prev,2956,0.5498511904761905,middle,0.863653251934349,
d16-s7,16,7,fixed_probe_sketch_prev,3225,0.5998883928571429,middle,0.8629234401013244,
d16-s7,16,7,fixed_probe_sketch_prev,3494,0.6499255952380952,middle,0.884005510084388,
d16-s7,16,7,fixed_probe_sketch_prev,3763,0.6999627976190477,middle,0.9060492054649522,
d16-s7,16,7,fixed_probe_sketch_prev,4031,0.7498139880952381,middle,0.9043055592863942,
d16-s7,16,7,fixed_probe_sketch_prev,4300,0.7998511904761905,late,0.9220104887579396,
d16-s7,16,7,fixed_probe_sketch_prev,4569,0.8498883928571429,late,0.939083617685647,
d16-s7,16,7,fixed_probe_sketch_prev,4838,0.8999255952380952,late,0.9469419868998875,
d16-s7,16,7,fixed_probe_sketch_prev,5106,0.9497767857142857,late,0.960199333476167,
d16-s7,16,7,fixed_probe_sketch_prev,5375,0.9998139880952381,late,0.974368906800677,
d16-s7,16,7,logical_exact_prev_deep,1,0.00018601190476190475,early,0.9724917669421322,1.0
d16-s7,16,7,logical_exact_prev_deep,2,0.0003720238095238095,early,0.9688978538270604,1.0
d16-s7,16,7,logical_exact_prev_deep,4,0.000744047619047619,early,0.8762365033380807,2.0
d16-s7,16,7,logical_exact_prev_deep,8,0.001488095238095238,early,0.11027515665953469,4.0
d16-s7,16,7,logical_exact_prev_deep,16,0.002976190476190476,early,-0.07417440849957778,8.0
d16-s7,16,7,logical_exact_prev_deep,32,0.005952380952380952,early,0.35304967787473984,16.0
d16-s7,16,7,logical_exact_prev_deep,40,0.00744047619047619,early,0.7420004392317213,8.0
d16-s7,16,7,logical_exact_prev_deep,64,0.011904761904761904,early,0.37692476316457996,24.0
d16-s7,16,7,logical_exact_prev_deep,128,0.023809523809523808,early,0.021245253919302175,64.0
d16-s7,16,7,logical_exact_prev_deep,256,0.047619047619047616,early,-0.12883139585592407,128.0
d16-s7,16,7,logical_exact_prev_deep,269,0.050037202380952384,early,0.18455585069635028,13.0
d16-s7,16,7,logical_exact_prev_deep,400,0.0744047619047619,early,0.512847916046968,131.0
d16-s7,16,7,logical_exact_prev_deep,538,0.10007440476190477,early,0.36618480553065536,138.0
d16-s7,16,7,logical_exact_prev_deep,806,0.14992559523809523,early,-0.20181469946777783,268.0
d16-s7,16,7,logical_exact_prev_deep,1075,0.19996279761904762,early,-0.24529251666104415,269.0
d16-s7,16,7,logical_exact_prev_deep,1344,0.25,middle,-0.20440490009059142,269.0
d16-s7,16,7,logical_exact_prev_deep,1613,0.3000372023809524,middle,-0.08194538744802637,269.0
d16-s7,16,7,logical_exact_prev_deep,1881,0.34988839285714285,middle,-0.480175582676737,268.0
d16-s7,16,7,logical_exact_prev_deep,1882,0.35007440476190477,middle,-0.8714422640201147,1.0
d16-s7,16,7,logical_exact_prev_deep,2150,0.39992559523809523,middle,-0.3813649245805293,268.0
d16-s7,16,7,logical_exact_prev_deep,2419,0.4499627976190476,middle,-0.2797208589169371,269.0
d16-s7,16,7,logical_exact_prev_deep,2688,0.5,middle,0.23108207506285042,269.0
d16-s7,16,7,logical_exact_prev_deep,2956,0.5498511904761905,middle,0.14615011394786415,268.0
d16-s7,16,7,logical_exact_prev_deep,3225,0.5998883928571429,middle,-0.3956779539135152,269.0
d16-s7,16,7,logical_exact_prev_deep,3494,0.6499255952380952,middle,0.010547585706688553,269.0
d16-s7,16,7,logical_exact_prev_deep,3763,0.6999627976190477,middle,-0.09172952065498909,269.0
d16-s7,16,7,logical_exact_prev_deep,4031,0.7498139880952381,middle,0.29101864904158065,268.0
d16-s7,16,7,logical_exact_prev_deep,4300,0.7998511904761905,late,0.05620680304395101,269.0
d16-s7,16,7,logical_exact_prev_deep,4569,0.8498883928571429,late,0.08401784794345865,269.0
d16-s7,16,7,logical_exact_prev_deep,4838,0.8999255952380952,late,0.0521360310319486,269.0
d16-s7,16,7,logical_exact_prev_deep,5106,0.9497767857142857,late,-0.03310184710366817,268.0
d16-s7,16,7,logical_exact_prev_deep,5375,0.9998139880952381,late,0.01127222688058807,269.0
