run,depth,seed,step,normalized_progress,phase,layer_region,sq,layered_total_sq,share_within_layered
d12-s10,12,10,1818,0.7214285714285714,middle,upper_third,0.03257103715064246,0.04022857637247323,0.8096492614869039
d12-s10,12,10,1919,0.7615079365079365,late,lower_third,0.0023742022980535182,0.02936432560496893,0.08085328878289526
d12-s10,12,10,1919,0.7615079365079365,late,middle_third,0.005417965064308028,0.02936432560496893,0.18450841123322848
d12-s10,12,10,1919,0.7615079365079365,late,upper_third,0.021572158242607383,0.02936432560496893,0.7346382999838763
d12-s10,12,10,2020,0.8015873015873016,late,lower_third,0.002018864715435331,0.02110618172454659,0.09565276854824868
d12-s10,12,10,2020,0.8015873015873016,late,middle_third,0.0033185343187867034,0.02110618172454659,0.1572304437674405
d12-s10,12,10,2020,0.8015873015873016,late,upper_third,0.015768782690324556,0.02110618172454659,0.7471167876843108
d12-s10,12,10,2121,0.8416666666666667,late,lower_third,0.0021594919710410387,0.01872013983274412,0.11535661540646122
d12-s10,12,10,2121,0.8416666666666667,late,middle_third,0.003652954600269709,0.01872013983274412,0.19513500609008191
d12-s10,12,10,2121,0.8416666666666667,late,upper_third,0.012907693261433373,0.01872013983274412,0.6895083785034569
d12-s10,12,10,2222,0.8817460317460317,late,lower_third,0.0016964551200704392,0.011951378651019695,0.14194639544164198
d12-s10,12,10,2222,0.8817460317460317,late,middle_third,0.0027661419488325123,0.011951378651019695,0.23144961176479034
d12-s10,12,10,2222,0.8817460317460317,late,upper_third,0.007488781582116744,0.011951378651019695,0.6266039927935677
d12-s10,12,10,2323,0.9218253968253968,late,lower_third,0.0014061470562696243,0.009961800471896431,0.14115390689028082
d12-s10,12,10,2323,0.9218253968253968,late,middle_third,0.0023560906580577523,0.009961800471896431,0.23651253251905602
d12-s10,12,10,2323,0.9218253968253968,late,upper_third,0.006199562757569055,0.009961800471896431,0.6223335605906631
d12-s10,12,10,2424,0.9619047619047619,late,lower_third,0.0013582875023332441,0.009703372308165203,0.1399809735415667
d12-s10,12,10,2424,0.9619047619047619,late,middle_third,0.00222570568980629,0.009703372308165203,0.22937445035819154
d12-s10,12,10,2424,0.9619047619047619,late,upper_third,0.00611937911602567,0.009703372308165203,0.6306445761002418
d12-s11,12,11,0,0.0,early,lower_third,7.468115628533413e-05,0.00013071104305653814,0.5713454237606483
d12-s11,12,11,0,0.0,early,middle_third,3.319975227131889e-05,0.00013071104305653814,0.25399347671763717
d12-s11,12,11,0,0.0,early,upper_third,2.283013449988511e-05,0.00013071104305653814,0.17466109952171444
d12-s11,12,11,101,0.04007936507936508,early,lower_third,0.004133875574142465,0.01088706943674067,0.37970508024793576
d12-s11,12,11,101,0.04007936507936508,early,middle_third,0.0018265745812686696,0.01088706943674067,0.16777467911654126
d12-s11,12,11,101,0.04007936507936508,early,upper_third,0.004926619281329536,0.01088706943674067,0.452520240635523
d12-s11,12,11,202,0.08015873015873017,early,lower_third,0.013151593999658928,0.051372643278327246,0.2560038409627101
d12-s11,12,11,202,0.08015873015873017,early,middle_third,0.013815008645234883,0.051372643278327246,0.2689176138044481
d12-s11,12,11,202,0.08015873015873017,early,upper_third,0.024406040633433435,0.051372643278327246,0.47507854523284176
d12-s11,12,11,303,0.12023809523809524,early,lower_third,0.01119864798550907,0.032055231587698074,0.34935476771931373
d12-s11,12,11,303,0.12023809523809524,early,middle_third,0.008194706295423515,0.032055231587698074,0.25564333463023303
d12-s11,12,11,303,0.12023809523809524,early,upper_third,0.01266187730676549,0.032055231587698074,0.39500189765045324
d12-s11,12,11,404,0.16031746031746033,early,lower_third,0.011261769216391215,0.06297466961598097,0.1788301436921447
d12-s11,12,11,404,0.16031746031746033,early,middle_third,0.01245458220462936,0.06297466961598097,0.1977712988504315
d12-s11,12,11,404,0.16031746031746033,early,upper_third,0.039258318194960395,0.06297466961598097,0.6233985574574238
d12-s11,12,11,505,0.2003968253968254,early,lower_third,0.006867147418041952,0.029603047612425826,0.23197433953251081
d12-s11,12,11,505,0.2003968253968254,early,middle_third,0.009488833709989208,0.029603047612425826,0.3205357041011645
d12-s11,12,11,505,0.2003968253968254,early,upper_third,0.013247066484394665,0.029603047612425826,0.4474899563663247
d12-s11,12,11,606,0.24047619047619048,early,lower_third,0.003747177242260591,0.042365883248461245,0.0884479905749797
d12-s11,12,11,606,0.24047619047619048,early,middle_third,0.00883198155408138,0.042365883248461245,0.20846919447624554
d12-s11,12,11,606,0.24047619047619048,early,upper_third,0.029786724452119273,0.042365883248461245,0.7030828149487748
d12-s11,12,11,707,0.28055555555555556,middle,lower_third,0.006891463503120365,0.09125765947198211,0.07551654889019128
d12-s11,12,11,707,0.28055555555555556,middle,middle_third,0.025364362202800805,0.09125765947198211,0.2779422828676442
d12-s11,12,11,707,0.28055555555555556,middle,upper_third,0.05900183376606094,0.09125765947198211,0.6465411682421645
d12-s11,12,11,808,0.32063492063492066,middle,lower_third,0.004393910369934417,0.04276921905050556,0.10273534255431953
d12-s11,12,11,808,0.32063492063492066,middle,middle_third,0.008075179638158403,0.04276921905050556,0.18880820874055562
d12-s11,12,11,808,0.32063492063492066,middle,upper_third,0.030300129042412745,0.04276921905050556,0.7084564487051249
d12-s11,12,11,909,0.3607142857142857,middle,lower_third,0.003324775721011086,0.06338144531290535,0.05245660941616482
d12-s11,12,11,909,0.3607142857142857,middle,middle_third,0.009803286696286051,0.06338144531290535,0.15467123931757304
d12-s11,12,11,909,0.3607142857142857,middle,upper_third,0.05025338289560821,0.06338144531290535,0.7928721512662621
d12-s11,12,11,1010,0.4007936507936508,middle,lower_third,0.0033399511499552226,0.07276195478725844,0.045902438433939534
d12-s11,12,11,1010,0.4007936507936508,middle,middle_third,0.009087391073695272,0.07276195478725844,0.12489206894269135
d12-s11,12,11,1010,0.4007936507936508,middle,upper_third,0.06033461256360794,0.07276195478725844,0.8292054926233691
d12-s11,12,11,1111,0.44087301587301586,middle,lower_third,0.002936532504305589,0.07490679966148228,0.039202482519294965
d12-s11,12,11,1111,0.44087301587301586,middle,middle_third,0.007673460148597044,0.07490679966148228,0.10244010134293327
d12-s11,12,11,1111,0.44087301587301586,middle,upper_third,0.06429680700857965,0.07490679966148228,0.8583574161377717
d12-s11,12,11,1212,0.48095238095238096,middle,lower_third,0.0031943191155858752,0.1054306904367308,0.030297810840030432
d12-s11,12,11,1212,0.48095238095238096,middle,middle_third,0.007692035759515824,0.1054306904367308,0.07295822238906642
d12-s11,12,11,1212,0.48095238095238096,middle,upper_third,0.0945443355616291,0.1054306904367308,0.8967439667709032
d12-s11,12,11,1313,0.5210317460317461,middle,lower_third,0.00268386276129684,0.0818126963456751,0.032804966480471195
d12-s11,12,11,1313,0.5210317460317461,middle,middle_third,0.007326027969204673,0.0818126963456751,0.08954634545047545
d12-s11,12,11,1313,0.5210317460317461,middle,upper_third,0.0718028056151736,0.0818126963456751,0.8776486880690535
d12-s11,12,11,1414,0.5611111111111111,middle,lower_third,0.0032914822642275965,0.06278613249289311,0.05242371417924437
d12-s11,12,11,1414,0.5611111111111111,middle,middle_third,0.0073285373569227374,0.06278613249289311,0.11672222935139809
d12-s11,12,11,1414,0.5611111111111111,middle,upper_third,0.05216611287174278,0.06278613249289311,0.8308540564693576
d12-s11,12,11,1515,0.6011904761904762,middle,lower_third,0.003492355132701519,0.07454164806125374,0.04685105875083036
d12-s11,12,11,1515,0.6011904761904762,middle,middle_third,0.0073843559799415814,0.07454164806125374,0.09906349231604823
d12-s11,12,11,1515,0.6011904761904762,middle,upper_third,0.06366493694861064,0.07454164806125374,0.8540854489331214
d12-s11,12,11,1616,0.6412698412698413,middle,lower_third,0.002342953948723192,0.0703945763292273,0.03328316002308853
d12-s11,12,11,1616,0.6412698412698413,middle,middle_third,0.005572527962812934,0.0703945763292273,0.07916132539459951
d12-s11,12,11,1616,0.6412698412698413,middle,upper_third,0.06247909441769117,0.0703945763292273,0.887555514582312
d12-s11,12,11,1717,0.6813492063492064,middle,lower_third,0.0023244227701564313,0.0523527539708093,0.04439924538549541
d12-s11,12,11,1717,0.6813492063492064,middle,middle_third,0.005351606681633925,0.0523527539708093,0.10222206619002046
d12-s11,12,11,1717,0.6813492063492064,middle,upper_third,0.04467672451901895,0.0523527539708093,0.8533786884244842
d12-s11,12,11,1818,0.7214285714285714,middle,lower_third,0.0027510331140603306,0.05028321288380733,0.05471076640264258
d12-s11,12,11,1818,0.7214285714285714,middle,middle_third,0.004833823455705932,0.05028321288380733,0.09613195296163277
d12-s11,12,11,1818,0.7214285714285714,middle,upper_third,0.042698356314041064,0.05028321288380733,0.8491572806357247
d12-s11,12,11,1919,0.7615079365079365,late,lower_third,0.0018544641898401437,0.03621055955296182,0.051213353583442735
d12-s11,12,11,1919,0.7615079365079365,late,middle_third,0.004169054421462981,0.03621055955296182,0.11513366468047236
d12-s11,12,11,1919,0.7615079365079365,late,upper_third,0.030187040941658697,0.03621055955296182,0.833652981736085
d12-s11,12,11,2020,0.8015873015873016,late,lower_third,0.0019752399385897235,0.027100980317456443,0.07288444607730371
d12-s11,12,11,2020,0.8015873015873016,late,middle_third,0.0036148767679833327,0.027100980317456443,0.13338546154564368
d12-s11,12,11,2020,0.8015873015873016,late,upper_third,0.021510863610883387,0.027100980317456443,0.7937300923770526
d12-s11,12,11,2121,0.8416666666666667,late,lower_third,0.0018604947279445838,0.022469501383948653,0.08280089068970839
d12-s11,12,11,2121,0.8416666666666667,late,middle_third,0.0035807008122157313,0.022469501383948653,0.15935826750359694
d12-s11,12,11,2121,0.8416666666666667,late,upper_third,0.01702830584378834,0.022469501383948653,0.7578408418066946
d12-s11,12,11,2222,0.8817460317460317,late,lower_third,0.0013379801444508566,0.012576682210803103,0.10638577981254548
d12-s11,12,11,2222,0.8817460317460317,late,middle_third,0.0021346282168153152,0.012576682210803103,0.16972904149408458
d12-s11,12,11,2222,0.8817460317460317,late,upper_third,0.009104073849536931,0.012576682210803103,0.72388517869337
d12-s11,12,11,2323,0.9218253968253968,late,lower_third,0.0013786239622226582,0.011150104820961904,0.12364224232501217
d12-s11,12,11,2323,0.9218253968253968,late,middle_third,0.002028354727753978,0.011150104820961904,0.18191351205422973
d12-s11,12,11,2323,0.9218253968253968,late,upper_third,0.007743126130985267,0.011150104820961904,0.6944442456207581
d12-s11,12,11,2424,0.9619047619047619,late,lower_third,0.001263469397622341,0.011112385097971522,0.11369920916914383
d12-s11,12,11,2424,0.9619047619047619,late,middle_third,0.002013187970064223,0.011112385097971522,0.18116614500983363
d12-s11,12,11,2424,0.9619047619047619,late,upper_third,0.00783572773028496,0.011112385097971522,0.7051346458210227
d12-s7,12,7,0,0.0,early,lower_third,7.29324129901841e-05,0.0001286597686800002,0.5668626155514085
d12-s7,12,7,0,0.0,early,middle_third,3.273204181334819e-05,0.0001286597686800002,0.25440774648646086
d12-s7,12,7,0,0.0,early,upper_third,2.2995313876467914e-05,0.0001286597686800002,0.17872963796213065
d12-s7,12,7,101,0.04007936507936508,early,lower_third,0.01095406776479635,0.028157686702243723,0.3890258415270841
d12-s7,12,7,101,0.04007936507936508,early,middle_third,0.007097154050800469,0.028157686702243723,0.25205032380145553
d12-s7,12,7,101,0.04007936507936508,early,upper_third,0.010106464886646904,0.028157686702243723,0.3589238346714604
d12-s7,12,7,202,0.08015873015873017,early,lower_third,0.013045455231434744,0.047520393670875904,0.27452329881328374
d12-s7,12,7,202,0.08015873015873017,early,middle_third,0.012276309222055914,0.047520393670875904,0.2583377003793587
d12-s7,12,7,202,0.08015873015873017,early,upper_third,0.022198629217385246,0.047520393670875904,0.46713900080735754
d12-s7,12,7,303,0.12023809523809524,early,lower_third,0.017643372728024076,0.04945995439868689,0.3567203597844904
d12-s7,12,7,303,0.12023809523809524,early,middle_third,0.014991137251648468,0.04945995439868689,0.3030964632682004
d12-s7,12,7,303,0.12023809523809524,early,upper_third,0.016825444419014346,0.04945995439868689,0.3401831769473092
d12-s7,12,7,404,0.16031746031746033,early,lower_third,0.010039687409364006,0.07181136026302504,0.1398063951524024
d12-s7,12,7,404,0.16031746031746033,early,middle_third,0.01709336292468322,0.07181136026302504,0.23803145995389846
d12-s7,12,7,404,0.16031746031746033,early,upper_third,0.04467830992897781,0.07181136026302504,0.6221621448936991
d12-s7,12,7,505,0.2003968253968254,early,lower_third,0.0077045679491405394,0.07358656311572886,0.10470074457783334
d12-s7,12,7,505,0.2003968253968254,early,middle_third,0.01860944568219125,0.07358656311572886,0.2528918989316617
d12-s7,12,7,505,0.2003968253968254,early,upper_third,0.047272549484397075,0.07358656311572886,0.642407356490505
d12-s7,12,7,606,0.24047619047619048,early,lower_third,0.00516536945785262,0.032696105300311196,0.15798118492735147
d12-s7,12,7,606,0.24047619047619048,early,middle_third,0.009924038429859117,0.032696105300311196,0.30352356461748553
d12-s7,12,7,606,0.24047619047619048,early,upper_third,0.01760669741259946,0.032696105300311196,0.538495250455163
d12-s7,12,7,707,0.28055555555555556,middle,lower_third,0.00743375404464075,0.07814421946729322,0.09512864925027631
d12-s7,12,7,707,0.28055555555555556,middle,middle_third,0.014193026357648186,0.07814421946729322,0.18162605570062146
d12-s7,12,7,707,0.28055555555555556,middle,upper_third,0.05651743906500428,0.07814421946729322,0.7232452950491022
d12-s7,12,7,808,0.32063492063492066,middle,lower_third,0.006210438097229876,0.07566410080039887,0.08207905772399184
d12-s7,12,7,808,0.32063492063492066,middle,middle_third,0.013828771776153381,0.07566410080039887,0.18276529595763705
d12-s7,12,7,808,0.32063492063492066,middle,upper_third,0.05562489092701561,0.07566410080039887,0.7351556463183712
d12-s7,12,7,909,0.3607142857142857,middle,lower_third,0.006841222716532869,0.09685384382120965,0.07063449881412694
d12-s7,12,7,909,0.3607142857142857,middle,middle_third,0.011599694572145935,0.09685384382120965,0.11976493770922247
d12-s7,12,7,909,0.3607142857142857,middle,upper_third,0.07841292653253085,0.09685384382120965,0.8096005634766505
d12-s7,12,7,1010,0.4007936507936508,middle,lower_third,0.004465375107737479,0.15081641907394872,0.0296080170524935
d12-s7,12,7,1010,0.4007936507936508,middle,middle_third,0.013215273434703967,0.15081641907394872,0.08762489864067266
d12-s7,12,7,1010,0.4007936507936508,middle,upper_third,0.13313577053150727,0.15081641907394872,0.8827670843068338
d12-s7,12,7,1111,0.44087301587301586,middle,lower_third,0.005190297711267,0.14252167059227536,0.03641760365071326
d12-s7,12,7,1111,0.44087301587301586,middle,middle_third,0.009194428694067724,0.14252167059227536,0.0645124959303281
d12-s7,12,7,1111,0.44087301587301586,middle,upper_third,0.12813694418694063,0.14252167059227536,0.8990699004189586
d12-s7,12,7,1212,0.48095238095238096,middle,lower_third,0.0038226220552486367,0.1374463871066034,0.02781173180116995
d12-s7,12,7,1212,0.48095238095238096,middle,middle_third,0.006435519990701799,0.1374463871066034,0.046822038222877484
d12-s7,12,7,1212,0.48095238095238096,middle,upper_third,0.12718824506065296,0.1374463871066034,0.9253662299759525
d12-s7,12,7,1313,0.5210317460317461,middle,lower_third,0.004407729651178194,0.14960324115527346,0.02946279517168618
d12-s7,12,7,1313,0.5210317460317461,middle,middle_third,0.007743153333374053,0.14960324115527346,0.05175792498597956
d12-s7,12,7,1313,0.5210317460317461,middle,upper_third,0.1374523581707212,0.14960324115527346,0.9187792798423343
d12-s7,12,7,1414,0.5611111111111111,middle,lower_third,0.004993323863241805,0.11959825667863112,0.04175080809630207
d12-s7,12,7,1414,0.5611111111111111,middle,middle_third,0.010361276801187813,0.11959825667863112,0.08663401197418193
d12-s7,12,7,1414,0.5611111111111111,middle,upper_third,0.1042436560142015,0.11959825667863112,0.871615179929516
d12-s7,12,7,1515,0.6011904761904762,middle,lower_third,0.004225230809653979,0.1234361098095871,0.03423010346139256
d12-s7,12,7,1515,0.6011904761904762,middle,middle_third,0.007722186473520409,0.1234361098095871,0.06256018992685915
d12-s7,12,7,1515,0.6011904761904762,middle,upper_third,0.1114886925264127,0.1234361098095871,0.9032097066117483
d12-s7,12,7,1616,0.6412698412698413,middle,lower_third,0.003706413239672468,0.07183172428372009,0.05159855588364998
d12-s7,12,7,1616,0.6412698412698413,middle,middle_third,0.006091085866346546,0.07183172428372009,0.08479659825912082
d12-s7,12,7,1616,0.6412698412698413,middle,upper_third,0.06203422517770107,0.07183172428372009,0.8636048458572291
d12-s7,12,7,1717,0.6813492063492064,middle,lower_third,0.00357318738518142,0.05845104081999253,0.06113128757083229
d12-s7,12,7,1717,0.6813492063492064,middle,middle_third,0.005025942737615807,0.05845104081999253,0.08598551312531529
d12-s7,12,7,1717,0.6813492063492064,middle,upper_third,0.0498519106971953,0.05845104081999253,0.8528831993038524
d12-s7,12,7,1818,0.7214285714285714,middle,lower_third,0.003756460102533943,0.077209212011911,0.04865300402177964
d12-s7,12,7,1818,0.7214285714285714,middle,middle_third,0.004962030145836849,0.077209212011911,0.06426733308806934
d12-s7,12,7,1818,0.7214285714285714,middle,upper_third,0.0684907217635402,0.077209212011911,0.8870796628901508
d12-s7,12,7,1919,0.7615079365079365,late,lower_third,0.002609988145923836,0.05072786408258789,0.05145077943109579
d12-s7,12,7,1919,0.7615079365079365,late,middle_third,0.003939294914672153,0.05072786408258789,0.07765544609287617
d12-s7,12,7,1919,0.7615079365079365,late,upper_third,0.0441785810219919,0.05072786408258789,0.870893774476028
d12-s7,12,7,2020,0.8015873015873016,late,lower_third,0.0029025111107232604,0.03938972403781004,0.07368701308841746
d12-s7,12,7,2020,0.8015873015873016,late,middle_third,0.0037004659044015398,0.03938972403781004,0.09394495632539789
d12-s7,12,7,2020,0.8015873015873016,late,upper_third,0.03278674702268524,0.03938972403781004,0.8323680305861847
d12-s7,12,7,2121,0.8416666666666667,late,lower_third,0.002580015045705597,0.02871665100261866,0.08984386951912764
d12-s7,12,7,2121,0.8416666666666667,late,middle_third,0.0030424658208465516,0.02871665100261866,0.1059477938624915
d12-s7,12,7,2121,0.8416666666666667,late,upper_third,0.023094170136066513,0.02871665100261866,0.8042083366183809
d12-s7,12,7,2222,0.8817460317460317,late,lower_third,0.0017215277530007178,0.015357022013267942,0.11210036369768675
d12-s7,12,7,2222,0.8817460317460317,late,middle_third,0.0019865905236038373,0.015357022013267942,0.12936040085685174
d12-s7,12,7,2222,0.8817460317460317,late,upper_third,0.011648903736663387,0.015357022013267942,0.7585392354454615
d12-s7,12,7,2323,0.9218253968253968,late,lower_third,0.0017400347930389692,0.01400818488240363,0.12421557879527366
d12-s7,12,7,2323,0.9218253968253968,late,middle_third,0.001961424299153691,0.01400818488240363,0.14001987521006615
d12-s7,12,7,2323,0.9218253968253968,late,upper_third,0.010306725790210969,0.01400818488240363,0.7357645459946602
d12-s7,12,7,2424,0.9619047619047619,late,lower_third,0.0015322373537092204,0.012240128398097738,0.12518147717693454
d12-s7,12,7,2424,0.9619047619047619,late,middle_third,0.001732061662795381,0.012240128398097738,0.14150682137162582
d12-s7,12,7,2424,0.9619047619047619,late,upper_third,0.008975829381593137,0.012240128398097738,0.7333117014514396
d12-s8,12,8,0,0.0,early,lower_third,6.880517230633157e-05,0.00012069173417143811,0.5700901787407943
d12-s8,12,8,0,0.0,early,middle_third,3.066335771757411e-05,0.00012069173417143811,0.25406344459362856
d12-s8,12,8,0,0.0,early,upper_third,2.1223204147532432e-05,0.00012069173417143811,0.1758463766655773
d12-s8,12,8,101,0.04007936507936508,early,lower_third,0.00904195337570357,0.018637755639849374,0.48514174938376037
d12-s8,12,8,101,0.04007936507936508,early,middle_third,0.004286061301911559,0.018637755639849374,0.22996660031036859
d12-s8,12,8,101,0.04007936507936508,early,upper_third,0.005309740962234244,0.018637755639849374,0.28489165030587105
d12-s8,12,8,202,0.08015873015873017,early,lower_third,0.021333601049754236,0.0831337482389305,0.2566178176934885
d12-s8,12,8,202,0.08015873015873017,early,middle_third,0.02174998775288728,0.0831337482389305,0.26162645392069583
d12-s8,12,8,202,0.08015873015873017,early,upper_third,0.04005015943628898,0.0831337482389305,0.48175572838581565
d12-s8,12,8,303,0.12023809523809524,early,lower_third,0.014649696192808648,0.06764714098077818,0.21656046331612647
d12-s8,12,8,303,0.12023809523809524,early,middle_third,0.018442928541830383,0.06764714098077818,0.27263426472185887
d12-s8,12,8,303,0.12023809523809524,early,upper_third,0.034554516246139144,0.06764714098077818,0.5108052719620146
d12-s8,12,8,404,0.16031746031746033,early,lower_third,0.006186743159904751,0.025728113393192586,0.24046625826601434
d12-s8,12,8,404,0.16031746031746033,early,middle_third,0.008413517051108599,0.025728113393192586,0.32701647892047675
d12-s8,12,8,404,0.16031746031746033,early,upper_third,0.011127853182179239,0.025728113393192586,0.432517262813509
d12-s8,12,8,505,0.2003968253968254,early,lower_third,0.007834997280076195,0.03669901870441272,0.21349337275696986
d12-s8,12,8,505,0.2003968253968254,early,middle_third,0.01133100396119957,0.03669901870441272,0.30875495752253235
d12-s8,12,8,505,0.2003968253968254,early,upper_third,0.017533017463136957,0.03669901870441272,0.47775166972049776
d12-s8,12,8,606,0.24047619047619048,early,lower_third,0.005268217286792165,0.0354482244817067,0.1486172400400721
d12-s8,12,8,606,0.24047619047619048,early,middle_third,0.010678817437275612,0.0354482244817067,0.3012511231073502
d12-s8,12,8,606,0.24047619047619048,early,upper_third,0.019501189757638926,0.0354482244817067,0.5501316368525777
d12-s8,12,8,707,0.28055555555555556,middle,lower_third,0.003988259744271971,0.04253041152530962,0.09377430410939191
