run,depth,seed,step,normalized_progress,direction,verdict,value_scalar
d12-s11,12,11,5,0.001984126984126984,random,inconclusive,1.0
d12-s11,12,11,5,0.001984126984126984,gradient,inconclusive,1.0
d12-s11,12,11,5,0.001984126984126984,update,inconclusive,1.0
d12-s11,12,11,9,0.0035714285714285713,random,inconclusive,1.0
d12-s11,12,11,9,0.0035714285714285713,gradient,passed,0.0
d12-s11,12,11,9,0.0035714285714285713,update,inconclusive,1.0
d12-s11,12,11,17,0.006746031746031746,random,inconclusive,1.0
d12-s11,12,11,17,0.006746031746031746,gradient,passed,0.0
d12-s11,12,11,17,0.006746031746031746,update,inconclusive,1.0
d12-s11,12,11,33,0.013095238095238096,random,inconclusive,1.0
d12-s11,12,11,33,0.013095238095238096,gradient,passed,0.0
d12-s11,12,11,33,0.013095238095238096,update,inconclusive,1.0
d12-s11,12,11,41,0.01626984126984127,random,inconclusive,1.0
d12-s11,12,11,41,0.01626984126984127,gradient,passed,0.0
d12-s11,12,11,41,0.01626984126984127,update,inconclusive,1.0
d12-s11,12,11,65,0.025793650793650792,random,inconclusive,1.0
d12-s11,12,11,65,0.025793650793650792,gradient,passed,0.0
d12-s11,12,11,65,0.025793650793650792,update,inconclusive,1.0
d12-s11,12,11,127,0.0503968253968254,random,inconclusive,1.0
d12-s11,12,11,127,0.0503968253968254,gradient,passed,0.0
d12-s11,12,11,127,0.0503968253968254,update,inconclusive,1.0
d12-s11,12,11,253,0.1003968253968254,random,inconclusive,1.0
d12-s11,12,11,253,0.1003968253968254,gradient,passed,0.0
d12-s11,12,11,253,0.1003968253968254,update,inconclusive,1.0
d12-s11,12,11,379,0.1503968253968254,random,inconclusive,1.0
d12-s11,12,11,379,0.1503968253968254,gradient,passed,0.0
d12-s11,12,11,379,0.1503968253968254,update,inconclusive,1.0
d12-s11,12,11,401,0.15912698412698412,random,inconclusive,1.0
d12-s11,12,11,401,0.15912698412698412,gradient,passed,0.0
d12-s11,12,11,401,0.15912698412698412,update,inconclusive,1.0
d12-s11,12,11,505,0.2003968253968254,random,inconclusive,1.0
d12-s11,12,11,505,0.2003968253968254,gradient,passed,0.0
d12-s11,12,11,505,0.2003968253968254,update,inconclusive,1.0
d12-s11,12,11,631,0.2503968253968254,random,inconclusive,1.0
d12-s11,12,11,631,0.2503968253968254,gradient,passed,0.0
d12-s11,12,11,631,0.2503968253968254,update,inconclusive,1.0
d12-s11,12,11,757,0.3003968253968254,random,inconclusive,1.0
d12-s11,12,11,757,0.3003968253968254,gradient,passed,0.0
d12-s11,12,11,757,0.3003968253968254,update,inconclusive,1.0
d12-s11,12,11,883,0.3503968253968254,random,inconclusive,1.0
d12-s11,12,11,883,0.3503968253968254,gradient,passed,0.0
d12-s11,12,11,883,0.3503968253968254,update,inconclusive,1.0
d12-s11,12,11,1009,0.4003968253968254,random,failed,2.0
d12-s11,12,11,1009,0.4003968253968254,gradient,passed,0.0
d12-s11,12,11,1009,0.4003968253968254,update,inconclusive,1.0
d12-s11,12,11,1135,0.4503968253968254,random,inconclusive,1.0
d12-s11,12,11,1135,0.4503968253968254,gradient,passed,0.0
d12-s11,12,11,1135,0.4503968253968254,update,inconclusive,1.0
d12-s11,12,11,1261,0.5003968253968254,random,inconclusive,1.0
d12-s11,12,11,1261,0.5003968253968254,gradient,passed,0.0
d12-s11,12,11,1261,0.5003968253968254,update,inconclusive,1.0
d12-s11,12,11,1386,0.55,random,inconclusive,1.0
d12-s11,12,11,1386,0.55,gradient,passed,0.0
d12-s11,12,11,1386,0.55,update,inconclusive,1.0
d12-s11,12,11,1512,0.6,random,inconclusive,1.0
d12-s11,12,11,1512,0.6,gradient,passed,0.0
d12-s11,12,11,1512,0.6,update,inconclusive,1.0
d12-s11,12,11,1638,0.65,random,inconclusive,1.0
d12-s11,12,11,1638,0.65,gradient,passed,0.0
d12-s11,12,11,1638,0.65,update,inconclusive,1.0
d12-s11,12,11,1764,0.7,random,inconclusive,1.0
d12-s11,12,11,1764,0.7,gradient,passed,0.0
d12-s11,12,11,1764,0.7,update,inconclusive,1.0
d12-s11,12,11,1890,0.75,random,failed,2.0
d12-s11,12,11,1890,0.75,gradient,passed,0.0
d12-s11,12,11,1890,0.75,update,inconclusive,1.0
d12-s11,12,11,2016,0.8,random,inconclusive,1.0
d12-s11,12,11,2016,0.8,gradient,passed,0.0
d12-s11,12,11,2016,0.8,update,inconclusive,1.0
d12-s11,12,11,2142,0.85,random,inconclusive,1.0
d12-s11,12,11,2142,0.85,gradient,passed,0.0
d12-s11,12,11,2142,0.85,update,inconclusive,1.0
d12-s11,12,11,2268,0.9,random,inconclusive,1.0
d12-s11,12,11,2268,0.9,gradient,passed,0.0
d12-s11,12,11,2268,0.9,update,inconclusive,1.0
d12-s11,12,11,2394,0.95,random,inconclusive,1.0
d12-s11,12,11,2394,0.95,gradient,passed,0.0
d12-s11,12,11,2394,0.95,update,inconclusive,1.0
d12-s11,12,11,2520,1.0,random,inconclusive,1.0
d12-s11,12,11,2520,1.0,gradient,passed,0.0
d12-s11,12,11,2520,1.0,update,inconclusive,1.0
d12-s7,12,7,1,0.0003968253968253968,random,inconclusive,1.0
d12-s7,12,7,1,0.0003968253968253968,gradient,inconclusive,1.0
d12-s7,12,7,1,0.0003968253968253968,update,inconclusive,1.0
d12-s7,12,7,2,0.0007936507936507937,random,inconclusive,1.0
d12-s7,12,7,2,0.0007936507936507937,gradient,inconclusive,1.0
d12-s7,12,7,2,0.0007936507936507937,update,inconclusive,1.0
d12-s7,12,7,3,0.0011904761904761906,random,inconclusive,1.0
d12-s7,12,7,3,0.0011904761904761906,gradient,inconclusive,1.0
d12-s7,12,7,3,0.0011904761904761906,update,inconclusive,1.0
d12-s7,12,7,5,0.001984126984126984,random,inconclusive,1.0
d12-s7,12,7,5,0.001984126984126984,gradient,inconclusive,1.0
d12-s7,12,7,5,0.001984126984126984,update,inconclusive,1.0
d12-s7,12,7,9,0.0035714285714285713,random,inconclusive,1.0
d12-s7,12,7,9,0.0035714285714285713,gradient,passed,0.0
d12-s7,12,7,9,0.0035714285714285713,update,inconclusive,1.0
d12-s7,12,7,17,0.006746031746031746,random,inconclusive,1.0
d12-s7,12,7,17,0.006746031746031746,gradient,passed,0.0
d12-s7,12,7,17,0.006746031746031746,update,inconclusive,1.0
d12-s7,12,7,33,0.013095238095238096,random,inconclusive,1.0
d12-s7,12,7,33,0.013095238095238096,gradient,passed,0.0
d12-s7,12,7,33,0.013095238095238096,update,inconclusive,1.0
d12-s7,12,7,41,0.01626984126984127,random,inconclusive,1.0
d12-s7,12,7,41,0.01626984126984127,gradient,passed,0.0
d12-s7,12,7,41,0.01626984126984127,update,inconclusive,1.0
d12-s7,12,7,65,0.025793650793650792,random,inconclusive,1.0
d12-s7,12,7,65,0.025793650793650792,gradient,passed,0.0
d12-s7,12,7,65,0.025793650793650792,update,inconclusive,1.0
d12-s7,12,7,127,0.0503968253968254,random,inconclusive,1.0
d12-s7,12,7,127,0.0503968253968254,gradient,passed,0.0
d12-s7,12,7,127,0.0503968253968254,update,inconclusive,1.0
d12-s7,12,7,253,0.1003968253968254,random,inconclusive,1.0
d12-s7,12,7,253,0.1003968253968254,gradient,passed,0.0
d12-s7,12,7,253,0.1003968253968254,update,inconclusive,1.0
d12-s7,12,7,379,0.1503968253968254,random,inconclusive,1.0
d12-s7,12,7,379,0.1503968253968254,gradient,passed,0.0
d12-s7,12,7,379,0.1503968253968254,update,inconclusive,1.0
d12-s7,12,7,401,0.15912698412698412,random,inconclusive,1.0
d12-s7,12,7,401,0.15912698412698412,gradient,passed,0.0
d12-s7,12,7,401,0.15912698412698412,update,inconclusive,1.0
d12-s7,12,7,505,0.2003968253968254,random,inconclusive,1.0
d12-s7,12,7,505,0.2003968253968254,gradient,passed,0.0
d12-s7,12,7,505,0.2003968253968254,update,inconclusive,1.0
d12-s7,12,7,631,0.2503968253968254,random,inconclusive,1.0
d12-s7,12,7,631,0.2503968253968254,gradient,passed,0.0
d12-s7,12,7,631,0.2503968253968254,update,inconclusive,1.0
d12-s7,12,7,757,0.3003968253968254,random,inconclusive,1.0
d12-s7,12,7,757,0.3003968253968254,gradient,passed,0.0
d12-s7,12,7,757,0.3003968253968254,update,inconclusive,1.0
d12-s7,12,7,883,0.3503968253968254,random,inconclusive,1.0
d12-s7,12,7,883,0.3503968253968254,gradient,passed,0.0
d12-s7,12,7,883,0.3503968253968254,update,inconclusive,1.0
d12-s7,12,7,1009,0.4003968253968254,random,inconclusive,1.0
d12-s7,12,7,1009,0.4003968253968254,gradient,passed,0.0
d12-s7,12,7,1009,0.4003968253968254,update,inconclusive,1.0
d12-s7,12,7,1135,0.4503968253968254,random,inconclusive,1.0
d12-s7,12,7,1135,0.4503968253968254,gradient,passed,0.0
d12-s7,12,7,1135,0.4503968253968254,update,inconclusive,1.0
d12-s7,12,7,1261,0.5003968253968254,random,inconclusive,1.0
d12-s7,12,7,1261,0.5003968253968254,gradient,passed,0.0
d12-s7,12,7,1261,0.5003968253968254,update,inconclusive,1.0
d12-s7,12,7,1386,0.55,random,inconclusive,1.0
d12-s7,12,7,1386,0.55,gradient,passed,0.0
d12-s7,12,7,1386,0.55,update,inconclusive,1.0
d12-s7,12,7,1512,0.6,random,inconclusive,1.0
d12-s7,12,7,1512,0.6,gradient,passed,0.0
d12-s7,12,7,1512,0.6,update,inconclusive,1.0
d12-s7,12,7,1638,0.65,random,inconclusive,1.0
d12-s7,12,7,1638,0.65,gradient,passed,0.0
d12-s7,12,7,1638,0.65,update,inconclusive,1.0
d12-s7,12,7,1764,0.7,random,inconclusive,1.0
d12-s7,12,7,1764,0.7,gradient,passed,0.0
d12-s7,12,7,1764,0.7,update,inconclusive,1.0
d12-s7,12,7,1890,0.75,random,inconclusive,1.0
d12-s7,12,7,1890,0.75,gradient,passed,0.0
d12-s7,12,7,1890,0.75,update,inconclusive,1.0
d12-s7,12,7,2016,0.8,random,inconclusive,1.0
d12-s7,12,7,2016,0.8,gradient,passed,0.0
d12-s7,12,7,2016,0.8,update,inconclusive,1.0
d12-s7,12,7,2142,0.85,random,inconclusive,1.0
d12-s7,12,7,2142,0.85,gradient,passed,0.0
d12-s7,12,7,2142,0.85,update,inconclusive,1.0
d12-s7,12,7,2268,0.9,random,inconclusive,1.0
d12-s7,12,7,2268,0.9,gradient,passed,0.0
d12-s7,12,7,2268,0.9,update,inconclusive,1.0
d12-s7,12,7,2394,0.95,random,inconclusive,1.0
d12-s7,12,7,2394,0.95,gradient,passed,0.0
d12-s7,12,7,2394,0.95,update,inconclusive,1.0
d12-s7,12,7,2520,1.0,random,inconclusive,1.0
d12-s7,12,7,2520,1.0,gradient,passed,0.0
d12-s7,12,7,2520,1.0,update,inconclusive,1.0
d12-s8,12,8,1,0.0003968253968253968,random,inconclusive,1.0
d12-s8,12,8,1,0.0003968253968253968,gradient,inconclusive,1.0
d12-s8,12,8,1,0.0003968253968253968,update,inconclusive,1.0
d12-s8,12,8,2,0.0007936507936507937,random,inconclusive,1.0
d12-s8,12,8,2,0.0007936507936507937,gradient,inconclusive,1.0
d12-s8,12,8,2,0.0007936507936507937,update,inconclusive,1.0
d12-s8,12,8,3,0.0011904761904761906,random,inconclusive,1.0
d12-s8,12,8,3,0.0011904761904761906,gradient,inconclusive,1.0
d12-s8,12,8,3,0.0011904761904761906,update,inconclusive,1.0
d12-s8,12,8,5,0.001984126984126984,random,inconclusive,1.0
d12-s8,12,8,5,0.001984126984126984,gradient,inconclusive,1.0
d12-s8,12,8,5,0.001984126984126984,update,inconclusive,1.0
d12-s8,12,8,9,0.0035714285714285713,random,inconclusive,1.0
d12-s8,12,8,9,0.0035714285714285713,gradient,passed,0.0
d12-s8,12,8,9,0.0035714285714285713,update,inconclusive,1.0
d12-s8,12,8,17,0.006746031746031746,random,inconclusive,1.0
d12-s8,12,8,17,0.006746031746031746,gradient,passed,0.0
d12-s8,12,8,17,0.006746031746031746,update,inconclusive,1.0
d12-s8,12,8,33,0.013095238095238096,random,inconclusive,1.0
d12-s8,12,8,33,0.013095238095238096,gradient,passed,0.0
d12-s8,12,8,33,0.013095238095238096,update,inconclusive,1.0
d12-s8,12,8,41,0.01626984126984127,random,inconclusive,1.0
d12-s8,12,8,41,0.01626984126984127,gradient,passed,0.0
d12-s8,12,8,41,0.01626984126984127,update,inconclusive,1.0
d12-s8,12,8,65,0.025793650793650792,random,inconclusive,1.0
d12-s8,12,8,65,0.025793650793650792,gradient,passed,0.0
d12-s8,12,8,65,0.025793650793650792,update,inconclusive,1.0
d12-s8,12,8,127,0.0503968253968254,random,inconclusive,1.0
d12-s8,12,8,127,0.0503968253968254,gradient,passed,0.0
d12-s8,12,8,127,0.0503968253968254,update,inconclusive,1.0
d12-s8,12,8,253,0.1003968253968254,random,inconclusive,1.0
d12-s8,12,8,253,0.1003968253968254,gradient,passed,0.0
d12-s8,12,8,253,0.1003968253968254,update,inconclusive,1.0
d12-s8,12,8,379,0.1503968253968254,random,inconclusive,1.0
d12-s8,12,8,379,0.1503968253968254,gradient,passed,0.0
d12-s8,12,8,379,0.1503968253968254,update,inconclusive,1.0
d12-s8,12,8,401,0.15912698412698412,random,inconclusive,1.0
d12-s8,12,8,401,0.15912698412698412,gradient,passed,0.0
d12-s8,12,8,401,0.15912698412698412,update,inconclusive,1.0
d12-s8,12,8,505,0.2003968253968254,random,inconclusive,1.0
d12-s8,12,8,505,0.2003968253968254,gradient,passed,0.0
d12-s8,12,8,505,0.2003968253968254,update,inconclusive,1.0
d12-s8,12,8,631,0.2503968253968254,random,inconclusive,1.0
d12-s8,12,8,631,0.2503968253968254,gradient,passed,0.0
d12-s8,12,8,631,0.2503968253968254,update,inconclusive,1.0
d12-s8,12,8,757,0.3003968253968254,random,inconclusive,1.0
d12-s8,12,8,757,0.3003968253968254,gradient,passed,0.0
d12-s8,12,8,757,0.3003968253968254,update,inconclusive,1.0
d12-s8,12,8,883,0.3503968253968254,random,inconclusive,1.0
d12-s8,12,8,883,0.3503968253968254,gradient,passed,0.0
d12-s8,12,8,883,0.3503968253968254,update,inconclusive,1.0
d12-s8,12,8,1009,0.4003968253968254,random,inconclusive,1.0
d12-s8,12,8,1009,0.4003968253968254,gradient,passed,0.0
d12-s8,12,8,1009,0.4003968253968254,update,inconclusive,1.0
d12-s8,12,8,1135,0.4503968253968254,random,inconclusive,1.0
d12-s8,12,8,1135,0.4503968253968254,gradient,passed,0.0
d12-s8,12,8,1135,0.4503968253968254,update,inconclusive,1.0
d12-s8,12,8,1261,0.5003968253968254,random,inconclusive,1.0
d12-s8,12,8,1261,0.5003968253968254,gradient,passed,0.0
d12-s8,12,8,1261,0.5003968253968254,update,inconclusive,1.0
d12-s8,12,8,1386,0.55,random,inconclusive,1.0
d12-s8,12,8,1386,0.55,gradient,passed,0.0
d12-s8,12,8,1386,0.55,update,inconclusive,1.0
d12-s8,12,8,1512,0.6,random,inconclusive,1.0
d12-s8,12,8,1512,0.6,gradient,passed,0.0
d12-s8,12,8,1512,0.6,update,inconclusive,1.0
d12-s8,12,8,1638,0.65,random,inconclusive,1.0
d12-s8,12,8,1638,0.65,gradient,passed,0.0
d12-s8,12,8,1638,0.65,update,inconclusive,1.0
d12-s8,12,8,1764,0.7,random,inconclusive,1.0
d12-s8,12,8,1764,0.7,gradient,passed,0.0
d12-s8,12,8,1764,0.7,update,inconclusive,1.0
d12-s8,12,8,1890,0.75,random,inconclusive,1.0
d12-s8,12,8,1890,0.75,gradient,passed,0.0
d12-s8,12,8,1890,0.75,update,inconclusive,1.0
d12-s8,12,8,2016,0.8,random,inconclusive,1.0
d12-s8,12,8,2016,0.8,gradient,passed,0.0
d12-s8,12,8,2016,0.8,update,inconclusive,1.0
d12-s8,12,8,2142,0.85,random,inconclusive,1.0
d12-s8,12,8,2142,0.85,gradient,passed,0.0
d12-s8,12,8,2142,0.85,update,inconclusive,1.0
d12-s8,12,8,2268,0.9,random,inconclusive,1.0
d12-s8,12,8,2268,0.9,gradient,passed,0.0
d12-s8,12,8,2268,0.9,update,inconclusive,1.0
d12-s8,12,8,2394,0.95,random,inconclusive,1.0
d12-s8,12,8,2394,0.95,gradient,passed,0.0
d12-s8,12,8,2394,0.95,update,inconclusive,1.0
d12-s8,12,8,2520,1.0,random,inconclusive,1.0
d12-s8,12,8,2520,1.0,gradient,passed,0.0
d12-s8,12,8,2520,1.0,update,inconclusive,1.0
d12-s9,12,9,1,0.0003968253968253968,random,inconclusive,1.0
d12-s9,12,9,1,0.0003968253968253968,gradient,inconclusive,1.0
d12-s9,12,9,1,0.0003968253968253968,update,inconclusive,1.0
d12-s9,12,9,2,0.0007936507936507937,random,inconclusive,1.0
d12-s9,12,9,2,0.0007936507936507937,gradient,inconclusive,1.0
d12-s9,12,9,2,0.0007936507936507937,update,inconclusive,1.0
d12-s9,12,9,3,0.0011904761904761906,random,inconclusive,1.0
d12-s9,12,9,3,0.0011904761904761906,gradient,inconclusive,1.0
d12-s9,12,9,3,0.0011904761904761906,update,inconclusive,1.0
d12-s9,12,9,5,0.001984126984126984,random,inconclusive,1.0
d12-s9,12,9,5,0.001984126984126984,gradient,inconclusive,1.0
d12-s9,12,9,5,0.001984126984126984,update,inconclusive,1.0
d12-s9,12,9,9,0.0035714285714285713,random,inconclusive,1.0
d12-s9,12,9,9,0.0035714285714285713,gradient,inconclusive,1.0
d12-s9,12,9,9,0.0035714285714285713,update,inconclusive,1.0
d12-s9,12,9,17,0.006746031746031746,random,inconclusive,1.0
d12-s9,12,9,17,0.006746031746031746,gradient,passed,0.0
d12-s9,12,9,17,0.006746031746031746,update,inconclusive,1.0
d12-s9,12,9,33,0.013095238095238096,random,inconclusive,1.0
d12-s9,12,9,33,0.013095238095238096,gradient,passed,0.0
d12-s9,12,9,33,0.013095238095238096,update,inconclusive,1.0
d12-s9,12,9,41,0.01626984126984127,random,inconclusive,1.0
d12-s9,12,9,41,0.01626984126984127,gradient,passed,0.0
d12-s9,12,9,41,0.01626984126984127,update,inconclusive,1.0
d12-s9,12,9,65,0.025793650793650792,random,inconclusive,1.0
d12-s9,12,9,65,0.025793650793650792,gradient,passed,0.0
d12-s9,12,9,65,0.025793650793650792,update,inconclusive,1.0
d12-s9,12,9,127,0.0503968253968254,random,inconclusive,1.0
d12-s9,12,9,127,0.0503968253968254,gradient,passed,0.0
d12-s9,12,9,127,0.0503968253968254,update,inconclusive,1.0
d12-s9,12,9,253,0.1003968253968254,random,inconclusive,1.0
d12-s9,12,9,253,0.1003968253968254,gradient,passed,0.0
d12-s9,12,9,253,0.1003968253968254,update,inconclusive,1.0
d12-s9,12,9,379,0.1503968253968254,random,inconclusive,1.0
d12-s9,12,9,379,0.1503968253968254,gradient,passed,0.0
d12-s9,12,9,379,0.1503968253968254,update,inconclusive,1.0
d12-s9,12,9,401,0.15912698412698412,random,inconclusive,1.0
d12-s9,12,9,401,0.15912698412698412,gradient,passed,0.0
d12-s9,12,9,401,0.15912698412698412,update,inconclusive,1.0
d12-s9,12,9,505,0.2003968253968254,random,inconclusive,1.0
d12-s9,12,9,505,0.2003968253968254,gradient,passed,0.0
d12-s9,12,9,505,0.2003968253968254,update,inconclusive,1.0
d12-s9,12,9,631,0.2503968253968254,random,inconclusive,1.0
d12-s9,12,9,631,0.2503968253968254,gradient,passed,0.0
d12-s9,12,9,631,0.2503968253968254,update,inconclusive,1.0
d12-s9,12,9,757,0.3003968253968254,random,inconclusive,1.0
d12-s9,12,9,757,0.3003968253968254,gradient,passed,0.0
d12-s9,12,9,757,0.3003968253968254,update,inconclusive,1.0
d12-s9,12,9,883,0.3503968253968254,random,inconclusive,1.0
d12-s9,12,9,883,0.3503968253968254,gradient,passed,0.0
d12-s9,12,9,883,0.3503968253968254,update,inconclusive,1.0
d12-s9,12,9,1009,0.4003968253968254,random,inconclusive,1.0
d12-s9,12,9,1009,0.4003968253968254,gradient,passed,0.0
d12-s9,12,9,1009,0.4003968253968254,update,inconclusive,1.0
d12-s9,12,9,1135,0.4503968253968254,random,inconclusive,1.0
d12-s9,12,9,1135,0.4503968253968254,gradient,passed,0.0
d12-s9,12,9,1135,0.4503968253968254,update,inconclusive,1.0
d12-s9,12,9,1261,0.5003968253968254,random,inconclusive,1.0
d12-s9,12,9,1261,0.5003968253968254,gradient,passed,0.0
d12-s9,12,9,1261,0.5003968253968254,update,inconclusive,1.0
d12-s9,12,9,1386,0.55,random,inconclusive,1.0
d12-s9,12,9,1386,0.55,gradient,passed,0.0
d12-s9,12,9,1386,0.55,update,inconclusive,1.0
d12-s9,12,9,1512,0.6,random,inconclusive,1.0
d12-s9,12,9,1512,0.6,gradient,passed,0.0
d12-s9,12,9,1512,0.6,update,inconclusive,1.0
d12-s9,12,9,1638,0.65,random,inconclusive,1.0
d12-s9,12,9,1638,0.65,gradient,passed,0.0
d12-s9,12,9,1638,0.65,update,inconclusive,1.0
d12-s9,12,9,1764,0.7,random,inconclusive,1.0
d12-s9,12,9,1764,0.7,gradient,passed,0.0
d12-s9,12,9,1764,0.7,update,inconclusive,1.0
d12-s9,12,9,1890,0.75,random,inconclusive,1.0
d12-s9,12,9,1890,0.75,gradient,passed,0.0
d12-s9,12,9,1890,0.75,update,inconclusive,1.0
d12-s9,12,9,2016,0.8,random,inconclusive,1.0
d12-s9,12,9,2016,0.8,gradient,passed,0.0
