run,depth,seed,step,normalized_progress,phase,pair_cos_mean,pair_cos_median,pair_cos_q10,pair_cos_q90,pair_cos_negative_fraction,sub_grad_norm_mean,sub_grad_norm_cv,sub_grad_norm_max_min_ratio,slice_to_device_mean_cos_median,slice_to_device_mean_cos_min,b_noise
d12-s9,12,9,1616,0.6412698412698413,middle,0.13084491448743002,0.13066260516643524,0.09697604402899743,0.17952898442745208,0.0,0.7340999301971934,0.06473887823975971,1.200100931940255,0.5066484438225736,0.39261672540484904,26.307206323638308
d12-s9,12,9,1717,0.6813492063492064,middle,0.07407298803861652,0.07927737385034561,0.04138542003929615,0.10814857184886932,0.0,0.7158779280525872,0.059152363747611646,1.1990189351563545,0.4307678819135929,0.40048450303677413,50.18926873615458
d12-s9,12,9,1818,0.7214285714285714,middle,0.07673890754189674,0.07040570303797722,0.03996771387755871,0.13487547338008882,0.0,0.7164465497529655,0.0435850244325505,1.1551233481676761,0.42421655257724755,0.3969334054664605,47.08876350565459
d12-s9,12,9,1919,0.7615079365079365,late,0.05652583185915968,0.054782526567578316,0.01695117773488164,0.09668812528252602,0.0,0.7290240890219171,0.049858620059162695,1.1642539662332005,0.4095423185137096,0.3342547690841601,66.69205979990973
d12-s9,12,9,2020,0.8015873015873016,late,0.028111307116757547,0.03287205845117569,-0.01594415381550789,0.06069500893354416,0.21428571428571427,0.7383579036578916,0.12085748398333708,1.4179686949310475,0.3793725141766807,0.3112115704491715,129.07061085316394
d12-s9,12,9,2121,0.8416666666666667,late,0.03683068572094531,0.03403860330581665,0.014137822110205889,0.06868649125099183,0.07142857142857142,0.6857770450518812,0.028067372468800613,1.0949644732154582,0.3935765877106442,0.3683651936115505,105.90505549039896
d12-s9,12,9,2222,0.8817460317460317,late,0.006662477454353523,0.0011336345633026212,-0.033279482275247574,0.046073532104492186,0.4642857142857143,0.7026470401086954,0.05190010713635187,1.175737504350404,0.3608250348949974,0.31924602420903964,539.9633355460337
d12-s9,12,9,2323,0.9218253968253968,late,0.006022676047515623,0.006833725376054645,-0.023245973512530327,0.031034394167363647,0.2857142857142857,0.7061711833015546,0.030804058902326736,1.0809832521840312,0.3581941612756577,0.34248270481470067,614.4345371003303
d12-s9,12,9,2424,0.9619047619047619,late,0.011693657860243028,0.011362260207533836,-0.020284533314406872,0.0396255798637867,0.32142857142857145,0.6932149885523448,0.032212503454187476,1.1061274812733182,0.3675001675493902,0.3346213230550429,282.2814844141721
d14-s7,14,7,0,0.0,early,0.29390913620591164,0.28681474924087524,0.24044750183820723,0.34009180665016175,0.0,0.555165355790427,0.06829353106573184,1.2154432119821108,0.635618471387893,0.5626984296896639,9.876801591282899
d14-s7,14,7,151,0.04017025804735302,early,0.18917204146938665,0.1912800818681717,0.13508884459733964,0.2302712455391884,0.0,0.5094993183154934,0.029841707952045503,1.087903347205213,0.5425053314827726,0.4461465569836505,17.093561018514926
d14-s7,14,7,302,0.08034051609470604,early,0.2726391756108829,0.2733770161867142,0.23479818999767305,0.3103801280260086,0.0,0.5556612476125835,0.10168782827930617,1.300492271007055,0.6010038535335758,0.5490487360070204,10.644012772306557
d14-s7,14,7,453,0.12051077414205906,early,0.21634894636060512,0.22421402484178543,0.14116209000349045,0.288791823387146,0.0,0.4923206812066589,0.06590019387950835,1.231440549135831,0.571260298719164,0.42006661103246273,14.433688501241392
d14-s7,14,7,604,0.16068103218941207,early,0.15587726474872657,0.15161442756652832,0.09562838524580002,0.21644042879343034,0.0,0.43522166725018757,0.039898490988826266,1.118084038003173,0.5380168301542458,0.39611100303218577,21.325976079046583
d14-s7,14,7,755,0.2008512902367651,early,0.258264603891543,0.25668396055698395,0.18245100229978561,0.3386410266160965,0.0,0.4743398026696707,0.03217467999783812,1.1001885942361709,0.6061238599580212,0.4884491278936522,11.639226376031713
d14-s7,14,7,906,0.24102154828411812,early,0.13986229923154628,0.14599823206663132,0.09447315260767937,0.17181913703680038,0.0,0.47601245118812135,0.05962363978708395,1.1847375660881607,0.49856864328760286,0.4292690957106178,24.1643393664362
d14-s7,14,7,1057,0.2811918063314711,middle,0.289182571960347,0.2825338840484619,0.2544659972190857,0.33172114491462706,0.0,0.5837305825690261,0.034209348378273205,1.0946359701783919,0.6049175918606579,0.5774325308581043,9.904925816161006
d14-s7,14,7,1208,0.32136206437882414,middle,0.2308455572596618,0.22543015331029892,0.19845571219921113,0.27259575426578525,0.0,0.6352311107373646,0.07779708552752136,1.2738731244020638,0.5551539073149319,0.5222838995400373,12.905012103253439
d14-s7,14,7,1359,0.36153232242617717,middle,0.2844743052763598,0.29565443098545074,0.2066902205348015,0.36006579399108884,0.0,0.7797202375012509,0.06352937989380616,1.1546945336544623,0.6315973937120256,0.5041813228403623,10.032578131057813
d14-s7,14,7,1510,0.4017025804735302,middle,0.22918651785169328,0.22599052637815475,0.18069345355033875,0.29450284838676455,0.0,0.8090557684574833,0.07477115177314628,1.2949602413755834,0.5749398164402456,0.5054585949418139,13.35110636269224
d14-s7,14,7,1661,0.4418728385208832,middle,0.2076612732240132,0.20405498892068863,0.14095908999443055,0.26625505089759827,0.0,0.870824936954312,0.06722385787638854,1.2038720563040455,0.5489181405844806,0.46642238332750297,14.900066900099475
d14-s7,14,7,1812,0.48204309656823624,middle,0.23617571592330933,0.24101772159337997,0.17882244735956193,0.27206030786037444,0.0,0.9790336195430809,0.07958232854283272,1.286524499555198,0.5630127721473142,0.5209438831381288,12.772324688844545
d14-s7,14,7,1963,0.5222133546155893,middle,0.15565046721271106,0.1520935297012329,0.11301294639706612,0.21030560433864595,0.0,0.9765378344522558,0.08671244470935956,1.3503158654786678,0.513137819940513,0.4405407128449703,22.04500395468581
d14-s7,14,7,2114,0.5623836126629422,middle,0.208948140963912,0.2119460329413414,0.15811887085437776,0.27320022881031036,0.0,1.016009829753146,0.05885217002132978,1.193473251105845,0.5672269478842077,0.5125159018084672,15.830440881515335
d14-s7,14,7,2265,0.6025538707102953,middle,0.18348776788583823,0.19445662945508957,0.09547188431024552,0.24204823672771456,0.0,1.0074276364043762,0.03688212399938664,1.121782869452491,0.5405850111079746,0.42698123152198675,18.223524219814294
d14-s7,14,7,2416,0.6427241287576483,middle,0.09430545250818666,0.10421758890151978,0.03627389892935753,0.14623232632875444,0.0,0.9999822709869206,0.05500952861876127,1.1576868542706618,0.467260194335686,0.38235423818413317,39.98194023660243
d14-s7,14,7,2567,0.6828943868050014,middle,0.1047375770950956,0.10104376077651978,0.04532321467995644,0.17258522808551788,0.0,1.0521531868806067,0.07190693638157622,1.2707352702685573,0.4614877367885002,0.3799928808083048,34.540100204181826
d14-s7,14,7,2718,0.7230646448523543,middle,0.06280022025124968,0.056381119415163994,0.000356793717946858,0.11826746240258218,0.10714285714285714,0.9834876616308164,0.04818623438500095,1.142283049974936,0.4306079653162058,0.36128267276642156,63.29344859703174
d14-s7,14,7,2869,0.7632349028997074,late,0.05958915471897593,0.06659428775310516,0.012443377729505302,0.09573213532567025,0.07142857142857142,0.9550652177291676,0.0620313163666377,1.1974808626358953,0.4403963147578965,0.3414768016814623,65.44074676638405
d14-s7,14,7,3020,0.8034051609470604,late,0.04072509885632566,0.04332941025495529,-0.010179863125085828,0.09701123163104058,0.17857142857142858,0.951099209934358,0.04140083844666419,1.1108432130829091,0.39967651366321044,0.32583483089083537,97.5994154220096
d14-s7,14,7,3171,0.8435754189944135,late,0.03931522998443272,0.045400962233543396,-0.0030624691746197613,0.0884006790816784,0.10714285714285714,0.9541232183838504,0.04921946721948827,1.1464362958971532,0.39537142207213166,0.35416736150272626,102.58434587493564
d14-s7,14,7,3322,0.8837456770417664,late,0.017585480585694313,0.019773084670305252,-0.030173477716743946,0.058438573032617576,0.32142857142857145,0.9239093879782059,0.04409220681905192,1.1234448381899744,0.3664063435924707,0.32876271452117467,231.91495123035068
d14-s7,14,7,3473,0.9239159350891194,late,0.02626224309538624,0.021632259711623192,-0.020518414676189423,0.06867383494973182,0.17857142857142858,0.9165778324825526,0.05428873918168214,1.1795942246255307,0.3832308346584347,0.33524420335392136,152.47834981547115
d14-s7,14,7,3624,0.9640861931364725,late,0.01763367493237768,0.018932249397039413,-0.0159175394102931,0.04888044558465481,0.2857142857142857,0.9275247353327792,0.03461970994995162,1.126514951690553,0.371910641122302,0.3479386652249736,242.44933270010293
d16-s7,16,7,0,0.0,early,0.2919065686208861,0.2825198471546173,0.2472612291574478,0.3388740628957748,0.0,0.590700434682731,0.06659830238259884,1.2123139892428285,0.6354109133416049,0.5766676566704044,10.121709064232183
d16-s7,16,7,216,0.04017857142857143,early,0.15943515673279762,0.16616536676883698,0.11383488178253173,0.18495064079761506,0.0,0.495542185925156,0.0356352553762494,1.1028417697298492,0.5194948081910216,0.45402372698296384,21.278356401856627
d16-s7,16,7,432,0.08035714285714286,early,0.13067489556228143,0.13360238075256348,0.03390215188264847,0.22250751703977587,0.0,0.47250782310979134,0.10144711554172162,1.4101077233246018,0.49073991622184543,0.26870628909808913,25.06130767814885
d16-s7,16,7,648,0.12053571428571429,early,0.2725199226822172,0.2776070386171341,0.22878881096839904,0.3179225355386734,0.0,0.4602660391751083,0.057543119945459006,1.159548976924191,0.5795798024780954,0.5641849931350984,10.546344405517234
d16-s7,16,7,864,0.16071428571428573,early,0.10965476238301822,0.10921040177345276,0.08092844039201737,0.14057007730007173,0.0,0.4129268613851884,0.0825715526996094,1.2594199219483069,0.47385412918444386,0.4436772697075993,33.1720595206196
d16-s7,16,7,1080,0.20089285714285715,early,0.26346338966063093,0.2668353319168091,0.19398843944072724,0.3184298157691956,0.0,0.5027778424202987,0.09964314458072775,1.3271888605155269,0.608989508028317,0.4772730139894184,11.304482748839082
d16-s7,16,7,1296,0.24107142857142858,early,0.20358302391001157,0.20078252255916595,0.17757421135902404,0.23956820368766785,0.0,0.5133049357064625,0.06605962870993008,1.254251008641242,0.5531015750291945,0.5034065572316321,15.65512824499139
d16-s7,16,7,1512,0.28125,middle,0.1875383715544428,0.19040586054325104,0.1449365198612213,0.23398564606904984,0.0,0.540477432913393,0.044779850096080355,1.1392411810576177,0.5445892868617591,0.4699142096840584,17.41564912842649
d16-s7,16,7,1728,0.32142857142857145,middle,0.3249754011631012,0.32697317004203796,0.2887266665697098,0.3666813433170319,0.0,0.6472977626200513,0.06268222003791529,1.2177921628489587,0.6449730960091535,0.5810195999780874,8.315365529127163
d16-s7,16,7,1944,0.36160714285714285,middle,0.19526074720280512,0.19407213479280472,0.15991348624229432,0.22990213930606843,0.0,0.6515915317951811,0.05739373664328833,1.1776017708215991,0.5352441749870294,0.499014800158931,16.08113609002265
d16-s7,16,7,2160,0.4017857142857143,middle,0.152688576440726,0.15643149614334106,0.08147110641002656,0.21756598502397537,0.0,0.7352156792087343,0.07607036186493639,1.2344396698753826,0.5155492766294553,0.4160344646300374,21.24486693621652
d16-s7,16,7,2376,0.4419642857142857,middle,0.21066828125289508,0.20767264813184738,0.16276415735483168,0.2699600696563721,0.0,0.7859764850173252,0.05024756478033155,1.159389189867484,0.5624648198648041,0.4941521688674996,15.092751446260582
d16-s7,16,7,2592,0.48214285714285715,middle,0.14785066779170716,0.1539897322654724,0.10388297066092492,0.1832084283232689,0.0,0.8695353783939979,0.06954243827352247,1.2252345640925382,0.5045395296060016,0.4745804596381579,23.949272271588445
d16-s7,16,7,2808,0.5223214285714286,middle,0.15276742912828922,0.1494418829679489,0.11717196479439736,0.20583076626062394,0.0,0.905156348816553,0.043575119790494984,1.147601311118471,0.5038234783032401,0.46588060034796897,21.50271960134644
d16-s7,16,7,3024,0.5625,middle,0.11218945043427604,0.1098572239279747,0.04973244816064835,0.16326563954353335,0.0,0.9315339841746788,0.0563564214111697,1.1836203032461021,0.4884295378670528,0.4068342911038528,32.16916247143456
d16-s7,16,7,3240,0.6026785714285714,middle,0.12361929751932621,0.12001032009720802,0.0747484803199768,0.1686271578073502,0.0,0.9614033305018959,0.09623815735019717,1.3671836839076177,0.4786647672921331,0.42766767996037713,29.12864318241088
d16-s7,16,7,3456,0.6428571428571429,middle,0.07102332819652345,0.06684265471994877,0.018732344172894953,0.12239574566483499,0.0,0.9261368583777607,0.04669851954505389,1.169616932353455,0.43640762410552797,0.34347811544112816,49.83780465983684
d16-s7,16,7,3672,0.6830357142857143,middle,0.09631920898599285,0.09782565012574196,0.0373686607927084,0.14066762626171114,0.0,0.9692070646940056,0.0528961781253858,1.1790788872249358,0.43648431514550456,0.4147016778492463,35.18167694528593
d16-s7,16,7,3888,0.7232142857142857,middle,0.0423992412813407,0.04211687855422497,-0.0015514265513047552,0.09944329783320427,0.10714285714285714,0.8984752171761385,0.05849376788306672,1.1889874964822957,0.41449913631033697,0.33710003767519164,89.65433579907813
d16-s7,16,7,4104,0.7633928571428571,late,0.04978766178412895,0.048932649195194244,-0.01835946617648005,0.10273133143782616,0.21428571428571427,0.9126693308609082,0.052701034196196414,1.193801167429515,0.4315867668243789,0.26124115367498785,70.77801157225998
d16-s7,16,7,4320,0.8035714285714286,late,0.04610407255157562,0.042969925329089165,-0.006620602007023989,0.10016700327396393,0.14285714285714285,0.895935690668257,0.08904218761784338,1.30453053263384,0.3873241285490773,0.31352138388514644,84.55826547736211
d16-s7,16,7,4536,0.84375,late,0.015634387652556012,0.012340578250586987,-0.02966318055987358,0.05485970340669156,0.32142857142857145,0.8748044034688627,0.1002488583921203,1.3436162664996807,0.35102741633263745,0.3295154060059916,285.9070569313602
d16-s7,16,7,4752,0.8839285714285714,late,0.013864075552971502,0.00828441884368658,-0.029240923933684826,0.06283426992595197,0.35714285714285715,0.8411134654434962,0.031192475720830552,1.10848923400493,0.35860513034718977,0.338933629195135,317.51693367158526
d16-s7,16,7,4968,0.9241071428571429,late,0.014551698833072026,0.016072077210992575,-0.02097421279177069,0.05511693172156812,0.21428571428571427,0.8224807561353167,0.038551587677621256,1.1436506238142818,0.36261445761760136,0.324387994348096,276.1711370509383
d16-s7,16,7,5184,0.9642857142857143,late,-0.004661158325948885,-0.010732287541031837,-0.03027380425482988,0.029199706204235558,0.6071428571428571,0.8354586496051147,0.04659514572783809,1.131514693910927,0.3449986514309015,0.2898970691118711,
