run,depth,seed,step,normalized_progress,phase,pair_cos_mean,pair_cos_median,pair_cos_q10,pair_cos_q90,pair_cos_negative_fraction,sub_grad_norm_mean,sub_grad_norm_cv,sub_grad_norm_max_min_ratio,slice_to_device_mean_cos_median,slice_to_device_mean_cos_min,b_noise
d12-s11,12,11,606,0.24047619047619048,early,0.1932651773095131,0.19014864414930344,0.16580921411514282,0.22519891411066056,0.0,0.45953539654473374,0.05230185608469266,1.1645691670839688,0.5538361003477547,0.5020636209822754,16.701261502806485
d12-s11,12,11,707,0.28055555555555556,middle,0.2897104429347174,0.29761257767677307,0.23584669828414917,0.3463515996932983,0.0,0.5391533531233048,0.08422230560891694,1.3181016282211833,0.6293015832509097,0.5110821635204384,9.650505056184757
d12-s11,12,11,808,0.32063492063492066,middle,0.20636980342013495,0.21098046749830246,0.1589355170726776,0.2453165426850319,0.0,0.49643073172951657,0.03348028233310244,1.1074208282288485,0.557598814880923,0.4833319731186644,15.105757435166032
d12-s11,12,11,909,0.3607142857142857,middle,0.19886906923992292,0.20795096457004547,0.1524781659245491,0.22747530043125153,0.0,0.562112044944197,0.09573016816296628,1.3191483468686522,0.5326364841309974,0.5023426814321392,15.600780782841085
d12-s11,12,11,1010,0.4007936507936508,middle,0.21743586286902428,0.20976584404706955,0.1868401750922203,0.2579559743404388,0.0,0.6014688314540655,0.06642394492796286,1.237083919016831,0.5646101172139663,0.5248448067189893,14.504755370188995
d12-s11,12,11,1111,0.44087301587301586,middle,0.1842460839876107,0.18259947001934052,0.13968355804681779,0.22613417506217956,0.0,0.613495845132699,0.053847699834738666,1.155132953252197,0.5361136665882639,0.49289816659467234,17.965384303520178
d12-s11,12,11,1212,0.48095238095238096,middle,0.21919419510023935,0.2185814380645752,0.18466843217611312,0.2511561781167984,0.0,0.6883480870280732,0.06488586460399268,1.2120703485372537,0.5544566482530977,0.5246857195313445,13.774730638308894
d12-s11,12,11,1313,0.5210317460317461,middle,0.14607758899884565,0.15116938203573227,0.08872097060084343,0.19778605550527573,0.0,0.6731913789389032,0.0338756062110134,1.096508791947574,0.506644579433279,0.41776755289419254,24.39604780137807
d12-s11,12,11,1414,0.5611111111111111,middle,0.1400090828537941,0.13569772988557816,0.07518690004944802,0.20124256312847139,0.0,0.6835081968761518,0.03962312190653761,1.1193390047927825,0.5288829668080339,0.3826108234487209,25.17624088782742
d12-s11,12,11,1515,0.6011904761904762,middle,0.15694716492933886,0.15291599929332733,0.10693083703517914,0.22516157180070878,0.0,0.7200082022804847,0.05645109557467377,1.195691297060002,0.5297121897328765,0.4371375679653678,22.909061615110154
d12-s11,12,11,1616,0.6412698412698413,middle,0.13737001749021666,0.1440783068537712,0.08176639564335347,0.1853453680872917,0.0,0.7435465341074498,0.04217965353363696,1.1255130096481591,0.4948131813626537,0.41166383212766877,25.467743605569815
d12-s11,12,11,1717,0.6813492063492064,middle,0.08079236905489649,0.08226022496819496,0.05167202241718769,0.10918184667825699,0.0,0.7420149493164674,0.06106596282669666,1.199252951111477,0.4259013497807104,0.41494647069968177,43.654613029157595
d12-s11,12,11,1818,0.7214285714285714,middle,0.10036400013736316,0.0941595621407032,0.05853581354022026,0.1428331509232521,0.0,0.7485439501914809,0.04387001066171031,1.1280234233320807,0.46608352217717663,0.4165421227263086,36.227008289053266
d12-s11,12,11,1919,0.7615079365079365,late,0.03571580581982354,0.03991823457181454,-0.003675271826796233,0.07478599771857262,0.14285714285714285,0.7446165354571953,0.054439295446504374,1.1720420787831625,0.390897073965632,0.3526755827572071,106.78988225515886
d12-s11,12,11,2020,0.8015873015873016,late,0.03411397270974703,0.03764302469789982,-0.007762797921895978,0.08729467764496804,0.21428571428571427,0.776052047234984,0.12919468302937517,1.4246486740226751,0.41751607498531007,0.32121501009510967,129.17649457414237
d12-s11,12,11,2121,0.8416666666666667,late,0.05382049506131027,0.048301173374056816,0.023816460184752943,0.10004317685961725,0.0,0.7139977407341878,0.027686203853678773,1.0875118405854085,0.4217808196348823,0.3622755578904254,73.8455814038916
d12-s11,12,11,2222,0.8817460317460317,late,0.01434759930374899,0.012442753184586763,-0.02583711352199316,0.051445271074771884,0.25,0.7195464586899271,0.0636691364601667,1.2317224343541195,0.3716914244800765,0.30373703454842516,299.1958305962708
d12-s11,12,11,2323,0.9218253968253968,late,0.0046523864948539995,0.006406492320820689,-0.028700728714466096,0.03578353524208069,0.35714285714285715,0.7301816292322516,0.0363194024309612,1.1000127096059338,0.3693757174245694,0.30315701541556095,2139.586365930934
d12-s11,12,11,2424,0.9619047619047619,late,0.013552791796558137,0.007897887146100402,-0.012667430657893419,0.043776713684201246,0.35714285714285715,0.7134670377039859,0.0410235873228929,1.1358460709098765,0.36526593430379706,0.33500606199751554,301.1200871956981
d12-s7,12,7,0,0.0,early,0.28527422355754034,0.28318527340888977,0.23459968119859695,0.3381059169769287,0.0,0.509640379921454,0.06792902461630645,1.2141263386301342,0.6272459806390029,0.5688937082319865,10.437079671350904
d12-s7,12,7,101,0.04007936507936508,early,0.2254545587514128,0.22661738842725754,0.20168305933475494,0.25423356592655183,0.0,0.4381432602815604,0.07800458509624386,1.2756517888169776,0.5719361267653238,0.5266150127609165,13.69773130939815
d12-s7,12,7,202,0.08015873015873017,early,0.1660162614924567,0.1658787950873375,0.13023143708705903,0.20485190600156786,0.0,0.5373788412443126,0.030406963965978636,1.083071506755722,0.5263577616603206,0.4485686693945284,20.006709153858434
d12-s7,12,7,303,0.12023809523809524,early,0.14794587157666683,0.1450522318482399,0.11857258006930352,0.1797514796257019,0.0,0.5600733763129998,0.05403305471555639,1.1814420522554194,0.49783870863265145,0.4783796328738388,23.319660360643883
d12-s7,12,7,404,0.16031746031746033,early,0.2636934651860169,0.2558402419090271,0.23276043981313704,0.30149627327919004,0.0,0.5388357792697391,0.045885961378478106,1.162307023324398,0.6096287737733658,0.5461381028657306,11.22245395319059
d12-s7,12,7,505,0.2003968253968254,early,0.34722827800682615,0.3475831598043442,0.3181966423988342,0.3715192943811417,0.0,0.5130450930594276,0.042758118611693666,1.118584532186257,0.6576049273505002,0.6194615624420445,7.524699947616114
d12-s7,12,7,606,0.24047619047619048,early,0.1531529969402722,0.15431271493434906,0.12495480850338936,0.1766420990228653,0.0,0.4700762977300946,0.05115339204622366,1.1754071868638218,0.5064448320701928,0.4648727806615205,21.916832624143407
d12-s7,12,7,707,0.28055555555555556,middle,0.23593971239668982,0.2514103651046753,0.16341834515333176,0.28422150313854216,0.0,0.5487100233395725,0.07361628182322452,1.2620827904643266,0.6015532751851234,0.44281732317155564,13.173166186216962
d12-s7,12,7,808,0.32063492063492066,middle,0.25936241128614973,0.2593192756175995,0.21782326102256774,0.29672091007232665,0.0,0.5777720221903141,0.058227518566637555,1.1796772802918487,0.5895278880998769,0.5510165296070575,11.604334096667996
d12-s7,12,7,909,0.3607142857142857,middle,0.25090348188366207,0.249641552567482,0.21037643551826476,0.29825639724731445,0.0,0.639250333945892,0.0928465189710655,1.3504631915780154,0.5810594213773619,0.5468890936316742,12.10821370156464
d12-s7,12,7,1010,0.4007936507936508,middle,0.29619152577860014,0.3029509335756302,0.2330377995967865,0.3421839654445648,0.0,0.6973330630396339,0.08638171215180192,1.2617733571368515,0.619167168957387,0.5457542701620325,9.541807349414587
d12-s7,12,7,1111,0.44087301587301586,middle,0.2983820459672383,0.29767680168151855,0.2531111970543861,0.3446002095937729,0.0,0.7269708539040558,0.06381343246676471,1.2018095010184848,0.6257777302956633,0.5395367990815667,9.716378542742536
d12-s7,12,7,1212,0.48095238095238096,middle,0.21719584188291005,0.21561018377542496,0.1740833953022957,0.26103144586086274,0.0,0.7692458044805189,0.09124310551361828,1.3222890758587948,0.5571715962411409,0.48924454455550737,14.446937165230459
d12-s7,12,7,1313,0.5210317460317461,middle,0.25227378255554606,0.25120212137699127,0.20255119502544403,0.31308362185955046,0.0,0.7767096771068169,0.03152210529556201,1.0988017052831467,0.5954392647109116,0.5202051526648446,12.197205591066647
d12-s7,12,7,1414,0.5611111111111111,middle,0.20640223047563008,0.20458383113145828,0.15299406200647353,0.259825611114502,0.0,0.8044676333045703,0.03691028538396307,1.118137240937089,0.5413894701010026,0.521017214697166,16.241294731521805
d12-s7,12,7,1515,0.6011904761904762,middle,0.20916536982570375,0.1999056711792946,0.15975420773029328,0.27578374147415163,0.0,0.8187659541073717,0.07203854871298648,1.2201762564909138,0.5542958666271227,0.48499931408875857,15.224970695216037
d12-s7,12,7,1616,0.6412698412698413,middle,0.11301895151180881,0.11128302291035652,0.0696919359266758,0.14954887479543685,0.0,0.8040125247788805,0.04692842230787143,1.1329944268475953,0.46388112804054416,0.43585030106618655,30.55304449725464
d12-s7,12,7,1717,0.6813492063492064,middle,0.083499293175659,0.08902943879365921,0.03496055454015732,0.12088439837098122,0.0,0.7916397499298952,0.0696791938781149,1.2101410134669035,0.4434508621266501,0.3845419281918018,44.534893937809755
d12-s7,12,7,1818,0.7214285714285714,middle,0.1364093321774687,0.13920243084430695,0.08021743297576904,0.1896370738744736,0.0,0.8153054713996951,0.06364914121660309,1.2292535900064463,0.4918317760694384,0.4405625330553934,25.61632669014686
d12-s7,12,7,1919,0.7615079365079365,late,0.05207141441392845,0.04626643657684326,0.01489833826199174,0.10552723184227944,0.07142857142857142,0.7902685004541588,0.05681130299923023,1.1846473212197657,0.410287683585988,0.3269401790134211,74.205281959538
d12-s7,12,7,2020,0.8015873015873016,late,0.05299814501112061,0.04118625447154045,0.015695288125425578,0.09581722989678385,0.03571428571428571,0.8303797197329379,0.11760153245398412,1.396092836511526,0.41558143764746686,0.343585676082538,73.15364282236087
d12-s7,12,7,2121,0.8416666666666667,late,0.0418675834662281,0.039878519251942635,0.007794243469834328,0.07419712170958521,0.03571428571428571,0.752751140921562,0.032725387177082496,1.1056432803975078,0.40855423275847924,0.35359700667354155,93.86567411481899
d12-s7,12,7,2222,0.8817460317460317,late,0.009617424434899087,0.014852299354970455,-0.01660656789317727,0.03434108756482602,0.39285714285714285,0.7671528525313747,0.061399720238234985,1.218234311025255,0.3667998624569823,0.31703130571309374,362.15971613439336
d12-s7,12,7,2323,0.9218253968253968,late,0.007329530404864012,0.01444163080304861,-0.027572375163435935,0.037441135570406923,0.39285714285714285,0.7726190031623941,0.041143500404876125,1.108563436580252,0.3610716997139123,0.3059965433639566,487.32429916805074
d12-s7,12,7,2424,0.9619047619047619,late,0.012636453304107167,0.016380455810576677,-0.02866336368024349,0.04732845798134804,0.2857142857142857,0.75556409383284,0.034441032489427786,1.1212018417772027,0.36738024580105044,0.310300027999619,266.83600793040995
d12-s8,12,8,0,0.0,early,0.27782005657042774,0.2758825868368149,0.22330683767795564,0.3304176449775696,0.0,0.509813952556865,0.0654132294713496,1.2071085046851315,0.6206294239603314,0.5318681308817046,10.365444539847854
d12-s8,12,8,101,0.04007936507936508,early,0.16157809857811248,0.1614556908607483,0.1405855596065521,0.17969095557928086,0.0,0.39444957210457154,0.04274627843290983,1.1230601406221645,0.5091467675587156,0.499957315607058,21.06624706692651
d12-s8,12,8,202,0.08015873015873017,early,0.3033494012696402,0.304965078830719,0.26781156957149505,0.3498041659593582,0.0,0.5732640116426044,0.041815965878216774,1.115982153369477,0.629367194123833,0.5928808402637469,9.298347504593796
d12-s8,12,8,303,0.12023809523809524,early,0.2748308868280479,0.27059005200862885,0.21561259031295776,0.33741079866886137,0.0,0.5820913991774171,0.06033148491311376,1.2057224284484869,0.5973733323794421,0.5373986940544603,10.522326834331169
d12-s8,12,8,404,0.16031746031746033,early,0.11863325802343232,0.11881797015666962,0.10224156975746154,0.133709716796875,0.0,0.4790885165088943,0.019726115323429813,1.066576855269715,0.4776222224885671,0.4533791023921797,29.56311231377583
d12-s8,12,8,505,0.2003968253968254,early,0.18785711697169713,0.19247771799564362,0.15364545285701753,0.2245473712682724,0.0,0.4788593470472432,0.032023165746351404,1.11208103065656,0.5501927206698222,0.48624696125266315,17.163311748283004
d12-s8,12,8,606,0.24047619047619048,early,0.1617837721215827,0.16268882155418396,0.1337680846452713,0.18478839546442033,0.0,0.4535670992668939,0.04166058880882792,1.1305585525847397,0.5073367483640228,0.4918958573564628,20.654802225015562
d12-s8,12,8,707,0.28055555555555556,middle,0.16418572195938655,0.16769599169492722,0.12090524807572366,0.1949431613087654,0.0,0.48875177526021346,0.06695868597435728,1.2307447592647849,0.52255317454454,0.42611185169785193,20.147627854424872
d12-s8,12,8,808,0.32063492063492066,middle,0.2960753616477762,0.28755705058574677,0.26284882724285125,0.34424235820770266,0.0,0.5224384963737099,0.051205918108322424,1.1438290433988478,0.6245470210801081,0.5669445803533928,9.591570065483507
d12-s8,12,8,909,0.3607142857142857,middle,0.28421009491596905,0.2884436547756195,0.23021545112133027,0.33101241290569305,0.0,0.5396905753024344,0.04595726810565921,1.1756411512170968,0.6150332015762563,0.5500269996270755,10.087130368931106
d12-s8,12,8,1010,0.4007936507936508,middle,0.18608896806836128,0.17774970084428787,0.1335427477955818,0.24565625935792923,0.0,0.5489088298987943,0.06104872987231921,1.226013909377018,0.554730655353098,0.44911260680319137,17.37500206213439
d12-s8,12,8,1111,0.44087301587301586,middle,0.21118116485221045,0.20575112849473953,0.17616318315267562,0.25095031261444095,0.0,0.5887148622753058,0.05546535301356571,1.1877883093904966,0.5394055277070458,0.5045597822251243,14.239856501826765
d12-s8,12,8,1212,0.48095238095238096,middle,0.18634545670023986,0.1866268813610077,0.14016036987304686,0.22963939756155013,0.0,0.6145009172429764,0.048015893909886934,1.1433167508793485,0.5410812359800307,0.49100107675431864,17.495112011527937
d12-s8,12,8,1313,0.5210317460317461,middle,0.12416136145059552,0.11808926984667778,0.09909846112132073,0.15505040436983109,0.0,0.6064841508074927,0.038315268115964904,1.1250538915222927,0.4918690893394842,0.45158144494373187,28.461054445555995
d12-s8,12,8,1414,0.5611111111111111,middle,0.13319559847669943,0.13036870956420898,0.08862824141979217,0.19889269918203353,0.0,0.618201777984178,0.029280834084787388,1.0878537948300164,0.49225238086447803,0.4135064004947249,26.50247332152333
d12-s8,12,8,1515,0.6011904761904762,middle,0.1797626901950155,0.1805795356631279,0.1229989506304264,0.22506971508264542,0.0,0.6730824066591143,0.06594742229438394,1.1822872461733571,0.5282993979504309,0.4616785011257094,17.594763286586748
d12-s8,12,8,1616,0.6412698412698413,middle,0.11340920853295497,0.11327357590198517,0.07985629662871362,0.15047169774770738,0.0,0.6729547723721548,0.053138927086587406,1.1613800557169267,0.4763188180866923,0.40648554273232457,30.985198099824068
d12-s8,12,8,1717,0.6813492063492064,middle,0.07768817380669393,0.0807248204946518,0.03806179389357567,0.11116863414645195,0.0,0.6644348780443992,0.0612553017158387,1.187727280942156,0.41867506781917085,0.4047831320080051,45.341986794698585
d12-s8,12,8,1818,0.7214285714285714,middle,0.05045737515735839,0.04825886897742748,0.016561622358858587,0.0863859310746193,0.03571428571428571,0.6533291703142861,0.04544080946457959,1.1504794147589217,0.41167160346551085,0.3657431220430411,74.87973477521673
d12-s8,12,8,1919,0.7615079365079365,late,0.028080117697494904,0.035180846229195595,-0.0085558099206537,0.0587846677750349,0.21428571428571427,0.6500044541306432,0.03883099006067299,1.1218316754777204,0.38986280526708844,0.33404413015780604,132.1655237779643
d12-s8,12,8,2020,0.8015873015873016,late,0.02404221712328893,0.0226631173864007,-0.00680128620006144,0.05304637812078,0.21428571428571427,0.6825906257722744,0.10854371389973719,1.362818306013225,0.36977794970876376,0.32505570787501004,171.32761123983266
d12-s8,12,8,2121,0.8416666666666667,late,0.03822947638608249,0.036720335483551025,0.007153018796816468,0.0651330791413784,0.07142857142857142,0.6421677866662775,0.024951712134026936,1.0850385578237614,0.3861577821831549,0.36594478044890255,95.82149738583296
d12-s8,12,8,2222,0.8817460317460317,late,0.003088910437197358,0.006228873156942427,-0.033392398804426196,0.03440063036978245,0.4642857142857143,0.6553563898601531,0.04958570633680919,1.1631456216976106,0.36244530161652677,0.30948966514905685,1191.2127126997402
d12-s8,12,8,2323,0.9218253968253968,late,-0.0012221364429154033,-0.0017763584619387984,-0.021884804405272004,0.021521297655999663,0.5357142857142857,0.6567202185276205,0.023734220757067,1.0677761141994773,0.3542297779590516,0.31662187485384197,
d12-s8,12,8,2424,0.9619047619047619,late,0.014864326404806758,0.01684478484094143,-0.010876200906932353,0.03772806040942669,0.25,0.6469078637290673,0.035561030495253325,1.118525008018776,0.36907036736670107,0.35471567876302157,279.0950176629952
d12-s9,12,9,0,0.0,early,0.29527856409549713,0.2872728556394577,0.23962525576353075,0.34852589666843414,0.0,0.5092787977350425,0.06609511452014939,1.2087628638300016,0.6492425333715997,0.5519521716488603,10.417628325107378
d12-s9,12,9,101,0.04007936507936508,early,0.25030296508755,0.2518591582775116,0.21834009140729904,0.2735122382640839,0.0,0.38719228729596983,0.06544207908147817,1.225307575965528,0.5885629324693644,0.5308703384352775,11.899655089294054
d12-s9,12,9,202,0.08015873015873017,early,0.144500447171075,0.14472240954637527,0.08367230370640755,0.20406503230333328,0.0,0.5015374941094928,0.040955861414804215,1.116428029123799,0.5140580741955043,0.4092561882320944,23.76588640320834
d12-s9,12,9,303,0.12023809523809524,early,0.13598352697278773,0.13284870237112045,0.10778964757919311,0.16892232596874238,0.0,0.49476512672977935,0.07676512857150378,1.2393174240930036,0.4949843081357914,0.4282103695277845,25.659660769227454
d12-s9,12,9,404,0.16031746031746033,early,0.17885115104062216,0.18229112774133682,0.1598959445953369,0.19345182925462723,0.0,0.4872041249139568,0.02615896434150508,1.0695989749021,0.5330511380742666,0.5059410979859367,18.293950623216855
d12-s9,12,9,505,0.2003968253968254,early,0.17694716261965887,0.1773841753602028,0.1418018028140068,0.2164938911795616,0.0,0.4542542367008023,0.0426027304637421,1.15946322428065,0.5263060398797277,0.46976026070198346,18.4310679980555
d12-s9,12,9,606,0.24047619047619048,early,0.3011274960424219,0.2907913029193878,0.2563209503889084,0.353026282787323,0.0,0.4965510150275687,0.07095493327199456,1.249677323582191,0.6199486350607656,0.5802496329693584,9.298509257808295
d12-s9,12,9,707,0.28055555555555556,middle,0.2584296954529626,0.25521956384181976,0.22351918816566468,0.3125760018825531,0.0,0.48309439956855804,0.027153814167136546,1.0877799612504506,0.5970187134395857,0.5535811864580934,11.468925444923133
d12-s9,12,9,808,0.32063492063492066,middle,0.2289719735937459,0.2275039553642273,0.19308947175741195,0.2614960491657257,0.0,0.49509770660869595,0.03274549210439521,1.0989977787245688,0.5602543322623761,0.5211748560627755,13.532048923580243
d12-s9,12,9,909,0.3607142857142857,middle,0.23573068529367447,0.2362840622663498,0.1976036787033081,0.2780923217535019,0.0,0.5328537765975538,0.0921686317597912,1.3565547754414098,0.5831184559498678,0.4989053646395764,13.111920080788316
d12-s9,12,9,1010,0.4007936507936508,middle,0.16326403112283774,0.16134709864854813,0.12536920458078385,0.20075319707393646,0.0,0.5412135080429372,0.0645868363707071,1.2116791806632177,0.5190779199238671,0.45519801706193685,19.488086875199855
d12-s9,12,9,1111,0.44087301587301586,middle,0.1804819516837597,0.18711450695991516,0.13216631412506102,0.22217333763837815,0.0,0.582875437457065,0.05615752502658832,1.1933091980718977,0.5319504404734157,0.45233218821633275,17.26455720077412
d12-s9,12,9,1212,0.48095238095238096,middle,0.19290614553860255,0.19485369324684143,0.16186851561069487,0.2212536171078682,0.0,0.6469871391097584,0.07969137064437355,1.2656344101731265,0.5518121093222252,0.4791728721661898,16.913227287218664
d12-s9,12,9,1313,0.5210317460317461,middle,0.14833705233676092,0.15274447947740555,0.11433961912989617,0.1783346861600876,0.0,0.6484186382180052,0.03711499392141511,1.133542110394503,0.501473534294933,0.4711539034638205,22.650791571709554
d12-s9,12,9,1414,0.5611111111111111,middle,0.2167044175522668,0.21274282783269882,0.1808934137225151,0.2657179355621338,0.0,0.7074575299072206,0.03806515223315744,1.1321965754313976,0.564639548240818,0.5129489168115176,14.050789612963042
d12-s9,12,9,1515,0.6011904761904762,middle,0.17676618562213012,0.16297674179077148,0.1355852946639061,0.2279622122645378,0.0,0.7179201061606502,0.06549540617554545,1.2038815171469701,0.51533408647557,0.4815163739747746,18.123977625659645
