run,depth,seed,source,step,normalized_progress,phase,cosine_to_initial
d12-s7,12,7,logical_batch,1313,0.5210317460317461,middle,0.005231519806672503
d12-s7,12,7,logical_batch,1414,0.5611111111111111,middle,0.0025610357381844404
d12-s7,12,7,logical_batch,1515,0.6011904761904762,middle,0.005021958348464719
d12-s7,12,7,logical_batch,1616,0.6412698412698413,middle,0.00021726326619628367
d12-s7,12,7,logical_batch,1717,0.6813492063492064,middle,0.005955471868485346
d12-s7,12,7,logical_batch,1818,0.7214285714285714,middle,0.0018972899371178962
d12-s7,12,7,logical_batch,1919,0.7615079365079365,late,0.0069020985901395914
d12-s7,12,7,logical_batch,2020,0.8015873015873016,late,-0.00880647379574469
d12-s7,12,7,logical_batch,2121,0.8416666666666667,late,0.009912967555434646
d12-s7,12,7,logical_batch,2222,0.8817460317460317,late,0.0024772345541998093
d12-s7,12,7,logical_batch,2323,0.9218253968253968,late,0.00823152051667188
d12-s7,12,7,logical_batch,2424,0.9619047619047619,late,0.005780957351986332
d12-s7,12,7,fixed_probe,0,0.0,early,1.0133076386745699
d12-s7,12,7,fixed_probe,1,0.0003968253968253968,early,1.013517001653807
d12-s7,12,7,fixed_probe,2,0.0007936507936507937,early,1.0115962177163917
d12-s7,12,7,fixed_probe,4,0.0015873015873015873,early,0.968967443572202
d12-s7,12,7,fixed_probe,8,0.0031746031746031746,early,0.21555204606148393
d12-s7,12,7,fixed_probe,16,0.006349206349206349,early,0.6570785384654038
d12-s7,12,7,fixed_probe,32,0.012698412698412698,early,0.5695544505183092
d12-s7,12,7,fixed_probe,40,0.015873015873015872,early,0.49873598402111446
d12-s7,12,7,fixed_probe,64,0.025396825396825397,early,0.34802277602922377
d12-s7,12,7,fixed_probe,126,0.05,early,0.12241950380134087
d12-s7,12,7,fixed_probe,252,0.1,early,0.04860188145647419
d12-s7,12,7,fixed_probe,378,0.15,early,0.0340295155502501
d12-s7,12,7,fixed_probe,400,0.15873015873015872,early,0.031677137629931025
d12-s7,12,7,fixed_probe,504,0.2,early,0.031078078134981674
d12-s7,12,7,fixed_probe,630,0.25,middle,0.027507839706741245
d12-s7,12,7,fixed_probe,756,0.3,middle,0.020998290230738244
d12-s7,12,7,fixed_probe,882,0.35,middle,0.012501193280905334
d12-s7,12,7,fixed_probe,1008,0.4,middle,0.0145760333353703
d12-s7,12,7,fixed_probe,1134,0.45,middle,0.012781843775699532
d12-s7,12,7,fixed_probe,1260,0.5,middle,0.010341700733754657
d12-s7,12,7,fixed_probe,1385,0.5496031746031746,middle,0.011108742474497574
d12-s7,12,7,fixed_probe,1511,0.5996031746031746,middle,0.009703240283528503
d12-s7,12,7,fixed_probe,1637,0.6496031746031746,middle,0.009033516108659385
d12-s7,12,7,fixed_probe,1763,0.6996031746031746,middle,0.008750676617663322
d12-s7,12,7,fixed_probe,1889,0.7496031746031746,middle,0.010342063031885583
d12-s7,12,7,fixed_probe,2015,0.7996031746031746,late,0.009572923619120653
d12-s7,12,7,fixed_probe,2141,0.8496031746031746,late,0.010255862174830833
d12-s7,12,7,fixed_probe,2267,0.8996031746031746,late,0.00955113864192971
d12-s7,12,7,fixed_probe,2393,0.9496031746031746,late,0.009971222297758526
d12-s7,12,7,fixed_probe,2519,0.9996031746031746,late,0.00989719380404421
d12-s8,12,8,logical_batch,0,0.0,early,1.0227758836338616
d12-s8,12,8,logical_batch,101,0.04007936507936508,early,0.1264035160095967
d12-s8,12,8,logical_batch,202,0.08015873015873017,early,-0.041282982929247855
d12-s8,12,8,logical_batch,303,0.12023809523809524,early,0.0002396302158776242
d12-s8,12,8,logical_batch,404,0.16031746031746033,early,0.020450126104780475
d12-s8,12,8,logical_batch,505,0.2003968253968254,early,-0.018363541359435475
d12-s8,12,8,logical_batch,606,0.24047619047619048,early,0.010423347759326124
d12-s8,12,8,logical_batch,707,0.28055555555555556,middle,-0.005543064188112728
d12-s8,12,8,logical_batch,808,0.32063492063492066,middle,0.014149125612008486
d12-s8,12,8,logical_batch,909,0.3607142857142857,middle,0.006076761825932358
d12-s8,12,8,logical_batch,1010,0.4007936507936508,middle,-0.0037952303914340645
d12-s8,12,8,logical_batch,1111,0.44087301587301586,middle,-0.0026677343738230534
d12-s8,12,8,logical_batch,1212,0.48095238095238096,middle,0.0004966721196857577
d12-s8,12,8,logical_batch,1313,0.5210317460317461,middle,-0.0013138677339360968
d12-s8,12,8,logical_batch,1414,0.5611111111111111,middle,0.003547000634390965
d12-s8,12,8,logical_batch,1515,0.6011904761904762,middle,-0.0010628292935634916
d12-s8,12,8,logical_batch,1616,0.6412698412698413,middle,0.0002883728360908274
d12-s8,12,8,logical_batch,1717,0.6813492063492064,middle,-0.007600480360937827
d12-s8,12,8,logical_batch,1818,0.7214285714285714,middle,-1.6908190844057274e-05
d12-s8,12,8,logical_batch,1919,0.7615079365079365,late,0.004174583625458705
d12-s8,12,8,logical_batch,2020,0.8015873015873016,late,0.002043849259885405
d12-s8,12,8,logical_batch,2121,0.8416666666666667,late,0.0030844546282939697
d12-s8,12,8,logical_batch,2222,0.8817460317460317,late,-0.009887079410602927
d12-s8,12,8,logical_batch,2323,0.9218253968253968,late,0.0026858742667720836
d12-s8,12,8,logical_batch,2424,0.9619047619047619,late,-0.0041400890037442154
d12-s8,12,8,fixed_probe,0,0.0,early,0.9789289318769074
d12-s8,12,8,fixed_probe,1,0.0003968253968253968,early,0.9788203385174731
d12-s8,12,8,fixed_probe,2,0.0007936507936507937,early,0.9774521228761822
d12-s8,12,8,fixed_probe,4,0.0015873015873015873,early,0.9423575507403238
d12-s8,12,8,fixed_probe,8,0.0031746031746031746,early,0.2695420484865826
d12-s8,12,8,fixed_probe,16,0.006349206349206349,early,0.6419141538355795
d12-s8,12,8,fixed_probe,32,0.012698412698412698,early,0.5401244264176394
d12-s8,12,8,fixed_probe,40,0.015873015873015872,early,0.475631886670704
d12-s8,12,8,fixed_probe,64,0.025396825396825397,early,0.35831641606325065
d12-s8,12,8,fixed_probe,126,0.05,early,0.10912530318083559
d12-s8,12,8,fixed_probe,252,0.1,early,0.048335997655229467
d12-s8,12,8,fixed_probe,378,0.15,early,0.03582962326907018
d12-s8,12,8,fixed_probe,400,0.15873015873015872,early,0.037356924404623695
d12-s8,12,8,fixed_probe,504,0.2,early,0.03348080264008235
d12-s8,12,8,fixed_probe,630,0.25,middle,0.025754173686943528
d12-s8,12,8,fixed_probe,756,0.3,middle,0.028748162587771662
d12-s8,12,8,fixed_probe,882,0.35,middle,0.020235668322778656
d12-s8,12,8,fixed_probe,1008,0.4,middle,0.019018798613238096
d12-s8,12,8,fixed_probe,1134,0.45,middle,0.015355768128861596
d12-s8,12,8,fixed_probe,1260,0.5,middle,0.011915502635823264
d12-s8,12,8,fixed_probe,1385,0.5496031746031746,middle,0.013525137837075334
d12-s8,12,8,fixed_probe,1511,0.5996031746031746,middle,0.012171997804539416
d12-s8,12,8,fixed_probe,1637,0.6496031746031746,middle,0.011529380485998544
d12-s8,12,8,fixed_probe,1763,0.6996031746031746,middle,0.010718341276139253
d12-s8,12,8,fixed_probe,1889,0.7496031746031746,middle,0.011361467584767852
d12-s8,12,8,fixed_probe,2015,0.7996031746031746,late,0.011747025554532506
d12-s8,12,8,fixed_probe,2141,0.8496031746031746,late,0.01258928990900969
d12-s8,12,8,fixed_probe,2267,0.8996031746031746,late,0.0120127909880649
d12-s8,12,8,fixed_probe,2393,0.9496031746031746,late,0.011941692327149525
d12-s8,12,8,fixed_probe,2519,0.9996031746031746,late,0.012051070521333567
d12-s9,12,9,logical_batch,0,0.0,early,1.0297758326320845
d12-s9,12,9,logical_batch,101,0.04007936507936508,early,-0.025480038555460806
d12-s9,12,9,logical_batch,202,0.08015873015873017,early,0.05799556352825122
d12-s9,12,9,logical_batch,303,0.12023809523809524,early,0.02627479105475259
d12-s9,12,9,logical_batch,404,0.16031746031746033,early,0.01979424855533844
d12-s9,12,9,logical_batch,505,0.2003968253968254,early,0.012962998127245195
d12-s9,12,9,logical_batch,606,0.24047619047619048,early,-0.0034141260620644273
d12-s9,12,9,logical_batch,707,0.28055555555555556,middle,0.015408388015927291
d12-s9,12,9,logical_batch,808,0.32063492063492066,middle,0.01128782527214392
d12-s9,12,9,logical_batch,909,0.3607142857142857,middle,0.0039662625454616055
d12-s9,12,9,logical_batch,1010,0.4007936507936508,middle,0.014059888940344054
d12-s9,12,9,logical_batch,1111,0.44087301587301586,middle,-0.008912049383893724
d12-s9,12,9,logical_batch,1212,0.48095238095238096,middle,-0.010033310593645558
d12-s9,12,9,logical_batch,1313,0.5210317460317461,middle,-0.006007977526045171
d12-s9,12,9,logical_batch,1414,0.5611111111111111,middle,-0.00218350803716422
d12-s9,12,9,logical_batch,1515,0.6011904761904762,middle,0.0040715435482209066
d12-s9,12,9,logical_batch,1616,0.6412698412698413,middle,-0.005945246644814567
d12-s9,12,9,logical_batch,1717,0.6813492063492064,middle,0.0027842752464839965
d12-s9,12,9,logical_batch,1818,0.7214285714285714,middle,0.00575254038062748
d12-s9,12,9,logical_batch,1919,0.7615079365079365,late,0.001318748485601735
d12-s9,12,9,logical_batch,2020,0.8015873015873016,late,0.0032418228510620616
d12-s9,12,9,logical_batch,2121,0.8416666666666667,late,0.015196223410049876
d12-s9,12,9,logical_batch,2222,0.8817460317460317,late,-0.011409395161507265
d12-s9,12,9,logical_batch,2323,0.9218253968253968,late,0.0036394090285964274
d12-s9,12,9,logical_batch,2424,0.9619047619047619,late,-0.0055687247828807695
d12-s9,12,9,fixed_probe,0,0.0,early,0.9946288104499914
d12-s9,12,9,fixed_probe,1,0.0003968253968253968,early,0.9943894391147391
d12-s9,12,9,fixed_probe,2,0.0007936507936507937,early,0.9919563321767247
d12-s9,12,9,fixed_probe,4,0.0015873015873015873,early,0.9566437274549917
d12-s9,12,9,fixed_probe,8,0.0031746031746031746,early,0.3533833522161235
d12-s9,12,9,fixed_probe,16,0.006349206349206349,early,0.6202003448319127
d12-s9,12,9,fixed_probe,32,0.012698412698412698,early,0.5246762603586379
d12-s9,12,9,fixed_probe,40,0.015873015873015872,early,0.47526042171474653
d12-s9,12,9,fixed_probe,64,0.025396825396825397,early,0.363706378712963
d12-s9,12,9,fixed_probe,126,0.05,early,0.13103292346493745
d12-s9,12,9,fixed_probe,252,0.1,early,0.05045199144605545
d12-s9,12,9,fixed_probe,378,0.15,early,0.02849038573891645
d12-s9,12,9,fixed_probe,400,0.15873015873015872,early,0.02127766588100686
d12-s9,12,9,fixed_probe,504,0.2,early,0.020276493201117914
d12-s9,12,9,fixed_probe,630,0.25,middle,0.014064463140567522
d12-s9,12,9,fixed_probe,756,0.3,middle,0.016117486228181748
d12-s9,12,9,fixed_probe,882,0.35,middle,0.009040015654984959
d12-s9,12,9,fixed_probe,1008,0.4,middle,0.009782692358890798
d12-s9,12,9,fixed_probe,1134,0.45,middle,0.008165087549323609
d12-s9,12,9,fixed_probe,1260,0.5,middle,0.007717640470836072
d12-s9,12,9,fixed_probe,1385,0.5496031746031746,middle,0.00498767689716186
d12-s9,12,9,fixed_probe,1511,0.5996031746031746,middle,0.007038054303583723
d12-s9,12,9,fixed_probe,1637,0.6496031746031746,middle,0.00539122414910431
d12-s9,12,9,fixed_probe,1763,0.6996031746031746,middle,0.005780244749067088
d12-s9,12,9,fixed_probe,1889,0.7496031746031746,middle,0.00514628383257514
d12-s9,12,9,fixed_probe,2015,0.7996031746031746,late,0.005441407435449212
d12-s9,12,9,fixed_probe,2141,0.8496031746031746,late,0.0060231076524983555
d12-s9,12,9,fixed_probe,2267,0.8996031746031746,late,0.004194644612136477
d12-s9,12,9,fixed_probe,2393,0.9496031746031746,late,0.005654416673794289
d12-s9,12,9,fixed_probe,2519,0.9996031746031746,late,0.005454399173184559
d14-s7,14,7,logical_batch,0,0.0,early,1.0069802371887453
d14-s7,14,7,logical_batch,151,0.04017025804735302,early,0.001307423500012301
d14-s7,14,7,logical_batch,302,0.08034051609470604,early,-0.03677330136897145
d14-s7,14,7,logical_batch,453,0.12051077414205906,early,0.0017280220996876339
d14-s7,14,7,logical_batch,604,0.16068103218941207,early,0.009418114151561121
d14-s7,14,7,logical_batch,755,0.2008512902367651,early,-0.006939761196170112
d14-s7,14,7,logical_batch,906,0.24102154828411812,early,-0.009870250004803127
d14-s7,14,7,logical_batch,1057,0.2811918063314711,middle,-0.00674696010350123
d14-s7,14,7,logical_batch,1208,0.32136206437882414,middle,-0.00610087689421357
d14-s7,14,7,logical_batch,1359,0.36153232242617717,middle,-0.0014094022749363332
d14-s7,14,7,logical_batch,1510,0.4017025804735302,middle,0.0005543622980489222
d14-s7,14,7,logical_batch,1661,0.4418728385208832,middle,0.011384235389396697
d14-s7,14,7,logical_batch,1812,0.48204309656823624,middle,0.005451962131323819
d14-s7,14,7,logical_batch,1963,0.5222133546155893,middle,0.002829345705489047
d14-s7,14,7,logical_batch,2114,0.5623836126629422,middle,-0.0069423668916642626
d14-s7,14,7,logical_batch,2265,0.6025538707102953,middle,-0.006336363670668127
d14-s7,14,7,logical_batch,2416,0.6427241287576483,middle,-0.0048727138623278965
d14-s7,14,7,logical_batch,2567,0.6828943868050014,middle,-0.00459988437330746
d14-s7,14,7,logical_batch,2718,0.7230646448523543,middle,-0.008960409657535385
d14-s7,14,7,logical_batch,2869,0.7632349028997074,late,0.002645044344053869
d14-s7,14,7,logical_batch,3020,0.8034051609470604,late,0.0011191015663808963
d14-s7,14,7,logical_batch,3171,0.8435754189944135,late,0.004095839456939719
d14-s7,14,7,logical_batch,3322,0.8837456770417664,late,0.0024991584153619896
d14-s7,14,7,logical_batch,3473,0.9239159350891194,late,0.0021650709341555397
d14-s7,14,7,logical_batch,3624,0.9640861931364725,late,0.00037791751611778937
d14-s7,14,7,fixed_probe,0,0.0,early,1.0139173422976713
d14-s7,14,7,fixed_probe,1,0.00026602819898909286,early,1.0136625791121119
d14-s7,14,7,fixed_probe,2,0.0005320563979781857,early,1.0113510268149066
d14-s7,14,7,fixed_probe,4,0.0010641127959563714,early,0.9782437075773666
d14-s7,14,7,fixed_probe,8,0.002128225591912743,early,0.32117180417733704
d14-s7,14,7,fixed_probe,16,0.004256451183825486,early,0.6655019898755361
d14-s7,14,7,fixed_probe,32,0.008512902367650971,early,0.5636689562551459
d14-s7,14,7,fixed_probe,40,0.010641127959563713,early,0.5032257939951191
d14-s7,14,7,fixed_probe,64,0.017025804735301943,early,0.3454039280970136
d14-s7,14,7,fixed_probe,128,0.034051609470603886,early,0.1061823251876781
d14-s7,14,7,fixed_probe,188,0.05001330140994945,early,0.07562659811205985
d14-s7,14,7,fixed_probe,376,0.1000266028198989,early,0.04872155409787083
d14-s7,14,7,fixed_probe,400,0.10641127959563713,early,0.042692357660863385
d14-s7,14,7,fixed_probe,564,0.15003990422984836,early,0.04192641464892435
d14-s7,14,7,fixed_probe,752,0.2000532056397978,early,0.03599813092739465
d14-s7,14,7,fixed_probe,940,0.25006650704974726,middle,0.03117525186907831
d14-s7,14,7,fixed_probe,1127,0.29981378026070765,middle,0.023157954414349764
d14-s7,14,7,fixed_probe,1315,0.34982708167065707,middle,0.017268860095246103
d14-s7,14,7,fixed_probe,1316,0.3500931098696462,middle,0.017720841996372305
d14-s7,14,7,fixed_probe,1503,0.39984038308060654,middle,0.014240388677723573
d14-s7,14,7,fixed_probe,1691,0.449853684490556,middle,0.01189622784529158
d14-s7,14,7,fixed_probe,1879,0.49986698590050543,middle,0.010947972695531303
d14-s7,14,7,fixed_probe,2067,0.5498802873104549,middle,0.010775263263245998
d14-s7,14,7,fixed_probe,2255,0.5998935887204043,middle,0.010210508213627343
d14-s7,14,7,fixed_probe,2443,0.6499068901303539,middle,0.008644580642203565
d14-s7,14,7,fixed_probe,2631,0.6999201915403033,middle,0.010059908386534285
d14-s7,14,7,fixed_probe,2819,0.7499334929502527,middle,0.008751271990856848
d14-s7,14,7,fixed_probe,3006,0.7996807661612131,late,0.009392983507667645
d14-s7,14,7,fixed_probe,3194,0.8496940675711625,late,0.010910331611969408
d14-s7,14,7,fixed_probe,3382,0.899707368981112,late,0.010446033028890028
d14-s7,14,7,fixed_probe,3570,0.9497206703910615,late,0.010744932734739695
d14-s7,14,7,fixed_probe,3758,0.9997339718010109,late,0.01098175460090873
d16-s7,16,7,logical_batch,0,0.0,early,1.003933583930144
d16-s7,16,7,logical_batch,216,0.04017857142857143,early,-0.01602430234337335
d16-s7,16,7,logical_batch,432,0.08035714285714286,early,0.018615973786273075
d16-s7,16,7,logical_batch,648,0.12053571428571429,early,0.005820438183677242
d16-s7,16,7,logical_batch,864,0.16071428571428573,early,-0.0058861087184707735
d16-s7,16,7,logical_batch,1080,0.20089285714285715,early,0.0003050693890398308
d16-s7,16,7,logical_batch,1296,0.24107142857142858,early,-0.01671407273832628
d16-s7,16,7,logical_batch,1512,0.28125,middle,0.007506872443127482
d16-s7,16,7,logical_batch,1728,0.32142857142857145,middle,-0.005532236267931271
d16-s7,16,7,logical_batch,1944,0.36160714285714285,middle,0.005389839294128128
d16-s7,16,7,logical_batch,2160,0.4017857142857143,middle,0.003082324576220414
d16-s7,16,7,logical_batch,2376,0.4419642857142857,middle,-0.003560475683000607
d16-s7,16,7,logical_batch,2592,0.48214285714285715,middle,-0.0016936649108149058
d16-s7,16,7,logical_batch,2808,0.5223214285714286,middle,-0.0003251146639491549
d16-s7,16,7,logical_batch,3024,0.5625,middle,0.0020526284806935977
d16-s7,16,7,logical_batch,3240,0.6026785714285714,middle,-0.0028648841968839244
d16-s7,16,7,logical_batch,3456,0.6428571428571429,middle,-0.003020253319027936
d16-s7,16,7,logical_batch,3672,0.6830357142857143,middle,-0.0021403243414133866
d16-s7,16,7,logical_batch,3888,0.7232142857142857,middle,0.00024325005498710268
d16-s7,16,7,logical_batch,4104,0.7633928571428571,late,0.0019992885404650253
d16-s7,16,7,logical_batch,4320,0.8035714285714286,late,0.002429432429005567
d16-s7,16,7,logical_batch,4536,0.84375,late,-0.001518044674274064
d16-s7,16,7,logical_batch,4752,0.8839285714285714,late,-0.003520127813289175
d16-s7,16,7,logical_batch,4968,0.9241071428571429,late,-0.004900003627331539
d16-s7,16,7,logical_batch,5184,0.9642857142857143,late,0.0011398983604803728
