run,depth,seed,run_id,step,normalized_progress,curvature/Hg_norm,curvature/dhd,curvature/eta_star,curvature/eta_star_rho,curvature/gHg,curvature/gg,curvature/shadow_verdict_code,curvature/verdict_code_gradient,curvature/verdict_code_random,curvature/verdict_code_update,update/actual,update/direction_norm,update/loss_after,update/loss_before,update/normalized_residual,update/p1,update/p2,update/residual_p1,update/residual_p2,phase,benefit_relative,p1_benefit_relative,p2_benefit_relative,grad_norm,p1_normalized_abs_error,p2_normalized_abs_error
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,253,0.1003968253968254,11.09273332515432,0.2591517412015468,0.4428391944039972,0.42874376558565747,10.016565444728364,4.435727772238425,1.0,0.0,1.0,1.0,-0.09910988807678223,794.6908426653374,2.420997142791748,2.5201070308685303,-0.10891633152717935,-0.2178910732501632,-0.08831520264938977,0.11878118517338096,-0.010794685427392453,early,0.03932765031913148,0.08646103938493008,0.03504422691878797,2.1061167518061352,0.5451402088281375,0.10891633152717935
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,379,0.1503968253968254,10.52267758674791,0.23232729951948447,0.5070690680611538,0.37987250871107814,8.102058531740804,4.108303269066729,1.0,0.0,1.0,1.0,-0.0034263134002685547,749.0769041199469,2.223964214324951,2.2273905277252197,-1.7650517223430642,-0.1116851115116679,0.004478538248074329,0.10825879811139935,-0.007904851648342884,early,0.001538263433205746,0.050141683787139575,-0.002010665930526405,2.026894982249137,0.969321663793024,1.7650517223430642
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,401,0.15912698412698412,7.54846641767993,0.1356726703212514,0.8896974193592473,0.30870269559625546,4.831039950405359,4.298163776697074,1.0,0.0,1.0,1.0,0.0794985294342041,748.7409429353277,2.2070939540863037,2.1275954246520996,-0.06730484388115081,0.017398941245242064,0.08523527640586777,0.06209958818896204,-0.005736746971663667,early,-0.03736543541740486,-0.008177748947776153,-0.0400617877902258,2.073201335301778,0.7811413447635901,0.06730484388115081
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,505,0.2003968253968254,5.322554220156081,0.09188090591473701,0.9343171003131142,0.36464055011637625,3.51936582211867,3.288203669862995,1.0,0.0,1.0,1.0,0.04015684127807617,729.2848664317095,2.051475763320923,2.0113189220428467,-0.07114308797677943,-0.0027079154607079986,0.043232537496660506,0.04286475673878417,-0.003075696218584334,early,-0.019965427082687545,0.001346338181891928,-0.02149462077985638,1.8133404726810118,1.0674334776970218,0.07114308797677943
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,631,0.2503968253968254,7.935254481105662,0.11376803594330848,0.5433500216427691,0.44575800685014966,6.798290402713363,3.6938512374481354,2.0,0.0,1.0,2.0,0.012126445770263672,727.6825337464501,1.9714701175689697,1.959343671798706,-0.2494389464811888,-0.04072750983229373,0.01615650813936051,0.0528539556025574,-0.004030062369096837,middle,-0.006189034596024401,0.02078630227993912,-0.008245877623157656,1.9219394468734272,1.297745818985681,0.2494389464811888
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,757,0.3003968253968254,8.313218509241198,0.1433716821345106,0.5115053687708632,0.48705960921485786,8.38596064926851,4.2894638944020365,1.0,0.0,1.0,1.0,0.007614612579345703,741.2551938053374,1.8990328311920166,1.891418218612671,-0.1896545943011353,-0.062289091822063186,0.009396749245192113,0.06990370440140889,-0.0017821366658464094,middle,-0.004025874607960008,0.03293247955904294,-0.004968097035717726,2.071102096566472,1.1222463252650692,0.1896545943011353
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,883,0.3503968253968254,16.506488957021013,0.12027335775031377,0.25736741860098694,0.5380042001140053,20.297114901096695,5.223816067142883,1.0,0.0,1.0,1.0,0.0005545616149902344,757.192647622206,1.89747953414917,1.8969249725341797,-0.6562603239053283,-0.05852336026937133,0.0016133186057855561,0.05907792188436156,-0.0010587569907953218,middle,-0.00029234768007159126,0.030851700049679655,-0.0008504915213542989,2.285566902793021,1.0094759018012243,0.6562603239053283
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,1009,0.4003968253968254,32.54033009814781,0.10693835429926477,0.13163264447726153,0.5992127948480611,50.046034514712716,6.587691868771938,1.0,0.0,1.0,1.0,-0.005021333694458008,705.2421302457509,1.820021152496338,1.825042486190796,-0.059437857636850715,-0.058192053526812074,-0.004722876377179691,0.053170719832354066,-0.0002984573172783167,middle,0.002751351671236141,0.031885314433566826,0.0025878172222922958,2.566649931091488,0.9137110070854533,0.059437857636850715
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,1135,0.4503968253968254,17.971805195769043,0.06995869175549838,0.2635842926138146,0.5132499231458172,22.42645955576896,5.911262477839685,1.0,0.0,1.0,1.0,0.030217289924621582,650.0120580863005,1.821141242980957,1.7909239530563354,0.0006836891078398377,-0.004782715185117508,0.03019663069263168,0.035000005109739094,2.0659231989902244e-05,middle,-0.016872458416256977,0.0026705294643893027,-0.016860922900215302,2.431308799358832,1.1582774364295478,0.0006836891078398377
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,1261,0.5003968253968254,30.800118452060474,0.0596160148342532,0.164069495166484,0.5178478204925938,41.738508015812144,6.848015939156545,1.0,0.0,1.0,1.0,0.0033752918243408203,599.8446271621291,1.6912715435028076,1.6878962516784668,-0.24309767154356007,-0.02534865817556185,0.004459349241564752,0.02872394999990267,-0.0010840574172239319,middle,-0.001999703370976969,0.015017900626507584,-0.002641956955073699,2.6168714028695685,1.1331546546157965,0.24309767154356007
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,1386,0.55,47.234996035718446,0.053539986873588415,0.10979519358077723,0.5701207931160742,79.62415867130586,8.74234991502255,1.0,0.0,1.0,1.0,0.001796722412109375,560.1917170644625,1.6979780197143555,1.696181297302246,0.09759936023567782,-0.02514862998262781,0.0016213634541663961,0.026945352394737186,0.00017535895794297887,middle,-0.0010592749813755394,0.014826616719938119,-0.0009558904208796272,2.956746508414705,1.0714441467925098,0.09759936023567782
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,1512,0.6,60.00367645263897,0.057115802837262517,0.08975887001393051,0.57811915379359,108.01095709977005,9.694941458398485,1.0,0.0,1.0,1.0,-0.025562644004821777,502.30910858338603,1.6091053485870361,1.634667992591858,-0.04622088247367124,-0.05293901745918987,-0.024381116040558613,0.027376373454368094,-0.001181527964263164,middle,0.01563782010822318,0.032385180170593594,0.014915026262856585,3.1136700946629663,0.517130365622525,0.04622088247367124
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,1638,0.65,55.17807092677359,0.03415262890963809,0.10214594186687448,0.5609226595518585,97.84983835878039,9.994963900679046,1.0,0.0,1.0,1.0,-0.03472864627838135,448.1065690973753,1.609611988067627,1.6443406343460083,-0.01882621599425617,-0.051151151737175465,-0.03407483728235642,0.016422505458794118,-0.000653808996024928,middle,0.02112010465045384,0.03110739385061748,0.0207224929984831,3.161481282670996,0.3210583711423769,0.01882621599425617
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,1764,0.7,65.81122154352082,0.027817457620990728,0.09012007835914518,0.5662610924405455,125.1569322477446,11.279152541356968,1.0,0.0,1.0,1.0,-0.02835547924041748,393.41340875858333,1.573337197303772,1.6016926765441895,-0.019429478771243323,-0.04171327586896272,-0.02780454705846736,0.013357796628545242,-0.0005509321819501221,middle,0.017703445645763476,0.026043245673672707,0.017359476924411255,3.358444958810099,0.3202289043542676,0.019429478771243323
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,1890,0.75,73.66560698831492,0.02123547519960292,0.08451048930007715,0.5435837402450269,135.510539630681,11.452062009506347,1.0,0.0,1.0,1.0,0.020315051078796387,342.3235178709584,1.556362271308899,1.5360472202301025,0.011803641407083915,0.00945752190089422,0.02007525950069568,0.010857529177902166,0.0002397915781007058,late,-0.013225538128803851,-0.006157051538739459,-0.013069428619315735,3.384089539227109,0.5344573900301237,0.011803641407083915
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2016,0.8,69.99583618552127,0.012066574329249347,0.09009735171185522,0.5353274196461185,126.5014242480078,11.397443312523368,1.0,0.0,1.0,1.0,-0.0041277408599853516,281.80517957823446,1.5114105939865112,1.5155383348464966,0.009584471301551043,-0.010200973090762976,-0.004167685926138302,0.006073232230777624,3.994506615295074e-05,late,0.002723613626311495,0.0067309238283281,0.0027499706410002702,3.3760099692571064,0.5953581267925274,0.009584471301551043
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2142,0.85,72.52856082885276,0.005262972969264475,0.08984373159889848,0.5210562271557676,128.31430696938637,11.528236155656218,1.0,0.0,1.0,1.0,0.01188206672668457,224.8785269321481,1.4960227012634277,1.4841406345367432,0.0011887144279384414,0.009236455857900595,0.011867942342532833,0.002645610868783975,1.4124384151737238e-05,late,-0.008006024799929703,-0.0062234370806669844,-0.007996507922739593,3.395325633228162,0.22265578283973958,0.0011887144279384414
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2268,0.9,72.18615956350064,0.0024547351843652093,0.09014545202915607,0.5319839978443985,132.9379057649063,11.983747606986832,1.0,0.0,1.0,1.0,0.005711793899536133,163.54965348880168,1.489365816116333,1.4836540222167969,0.0023202922124511516,0.004471173276449309,0.005698540868631913,0.001240620623086824,1.3253030904219684e-05,late,-0.003849815262861536,-0.0030136225895635153,-0.0038408825664877425,3.4617549894507023,0.2172033243684751,0.0023202922124511516
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2394,0.95,88.18416390294469,0.0007235394831267133,0.07511880416529221,0.5393665463253297,169.9408872786547,12.765756231161262,1.0,0.0,1.0,1.0,-0.0003565549850463867,100.40016357913215,1.4605616331100464,1.4609181880950928,-0.0028416982693766826,-0.0007173115049257994,-0.00035554176336244277,0.0003607565198794127,-1.013221683943946e-06,late,0.00024406225341838114,0.0004910004617446167,0.00024336870213522194,3.5729198467305787,0.5029286682314266,0.0028416982693766826
d12-s10,12,10,d12-s10-s0-0ffeb05742bb4154a3f1afc202dc3955,2520,1.0,82.35653435712719,0.00016814140233405178,0.08474851320981089,0.5116551859166131,150.48145234618516,12.753079351992202,1.0,0.0,1.0,1.0,0.0009691715240478516,34.778090094659625,1.4282689094543457,1.4272997379302979,0.00027790068769788825,0.0008848314894477955,0.0009689021906148215,8.434003460005602e-05,2.6933343303010837e-07,late,-0.0006790245232253948,-0.0006199338975083637,-0.0006788358218434268,3.5711453837658587,0.08702281537100945,0.00027790068769788825
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,1,0.0003968253968253968,0.6370271190600975,0.0002745335266958264,1075.8770413565974,0.0030789217466424125,0.004138812809808882,4.4528536805459655,1.0,1.0,1.0,1.0,-0.035007476806640625,33.01655195972672,10.36178970336914,10.396797180175781,0.00015692356353898664,-0.03515023793019413,-0.035012971166846214,0.0001427611235535059,5.494360205589299e-06,early,0.003367140495285563,0.0033808717551225558,0.003367668961899884,2.110178589727885,0.00406145539717311,0.00015692356353898664
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,2,0.0007936507936507937,0.633068442144736,-0.001932351735327606,753.6182696227223,0.0044232235715447165,0.005909225057328066,4.453299962514809,1.0,1.0,1.0,1.0,-0.06744194030761719,51.76488504601702,10.294347763061523,10.36178970336914,0.00012414403396986422,-0.06648413799400871,-0.06745031386167251,-0.0009578023136084801,8.373554055321475e-06,early,0.006508715409046413,0.006416279416710354,0.0065095235275563455,2.110284332149298,0.01420187956099332,0.00012414403396986422
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,3,0.0011904761904761906,0.7044299973891139,-0.008875037389095515,4656.736034566307,0.0006451118205196513,0.0009616727352510471,4.478256079703495,1.0,1.0,1.0,1.0,-0.1069784164428711,69.811865520556,10.187369346618652,10.294347763061523,-0.0003438626975843325,-0.102504111861462,-0.10694163055600975,-0.0044743045814091,-3.678588686134576e-05,early,0.010391956722769182,0.009957319707934311,0.010388383316497312,2.116189046305527,0.041824367289998915,0.0003438626975843325
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,5,0.001984126984126984,1.221805919193912,-0.05443826966945101,,-0.09586155344323946,-0.25526310989191975,4.749881088885634,1.0,1.0,1.0,1.0,-0.26296138763427734,126.22837325014758,9.75588607788086,10.018847465515137,-0.006614469782436588,-0.23400290264709733,-0.2612220374818228,-0.02895848498718001,-0.0017393501524545218,early,0.026246670441823793,0.023356269616094577,0.026073062633296777,2.179422191519035,0.11012447586964755,0.006614469782436588
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,9,0.0035714285714285713,30.001886615053355,1.1023496673802917,1.0477606352865387,0.12570216609397783,14.90200592169497,15.613735191558884,1.0,0.0,1.0,1.0,-0.04182147979736328,289.4609985897447,7.608440399169922,7.650261878967285,0.8586603401253401,-0.8470682852128861,-0.29589345152274027,0.8052468054155228,0.254071971725377,early,0.005466672966103586,0.11072409005261824,0.03867755852073958,3.9514219202154157,0.9506279711713529,0.8586603401253401
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,17,0.006746031746031746,8.748295911764824,0.09390727579493915,0.3955534936977676,0.5760331652245787,10.044935016600348,3.973309139783311,1.0,0.0,1.0,1.0,-0.06240224838256836,382.3092697941206,5.325109004974365,5.387511253356934,0.01287374206536314,-0.11016971373475154,-0.06321607583728196,0.04776746535218318,0.0008138274547136032,early,0.011582759728564058,0.020449092086091754,0.011733817873306959,1.9933161163707354,0.4335807340589974,0.01287374206536314
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,33,0.013095238095238096,3.999193770116463,0.18124696967658188,0.8109711478586533,0.5445966718653577,3.8468058143420016,3.119648526846275,1.0,0.0,1.0,1.0,-0.01748943328857422,577.4176817203263,4.859645843505859,4.877135276794434,-0.6258489610332574,-0.09716717447415052,-0.006543689635859579,0.0796777411855763,-0.01094574365271464,early,0.003586005369133291,0.019923001713008672,0.0013417076346015383,1.7662526792184279,0.8200067730360221,0.6258489610332574
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,41,0.01626984126984127,3.7174982369754166,0.20232560763429058,0.806450990633268,0.5781643310430625,3.7254789362699317,3.0044161787382597,1.0,0.0,1.0,1.0,-0.06399154663085938,713.3661566968162,4.579592227935791,4.64358377456665,-0.17933254759635486,-0.15367858336606172,-0.052515779548916425,0.08968703673520234,-0.01147576708194295,early,0.013780637916203247,0.03309482305622953,0.011309321011187597,1.7333251797450644,0.5836014021652465,0.17933254759635486
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,65,0.025793650793650792,4.489438858369788,0.15311220056036062,0.5715013496386013,0.6243015838100326,4.4894202000387775,2.565709703416961,1.0,0.0,1.0,1.0,-0.08676505088806152,815.7472331276839,3.922842264175415,4.009607315063477,-0.00961057339337751,-0.16248728927870199,-0.08593118899852167,0.07572223839064046,-0.0008338618895398497,early,0.021639288855569122,0.04052448943522781,0.021431322881842182,1.6017832885309302,0.4660194574405135,0.00961057339337751
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,127,0.0503968253968254,2.227808062976731,0.19410762104351137,1.4355853488365256,0.43431510440885374,1.3439850162144655,1.929405198333307,1.0,0.0,1.0,1.0,0.08224225044250488,1119.746222764073,3.100698232650757,3.018455982208252,-0.04597773862341923,-0.010848012426608888,0.0862057980951468,0.09309026286911377,-0.0039635476526419106,early,-0.027246463399588097,0.0035938945244027255,-0.028559567740351833,1.3890303086445979,1.1319031564462438,0.04597773862341923
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,253,0.1003968253968254,9.063657676857655,0.228941890301506,0.49887667685373566,0.4414070953560368,7.985071498674179,3.983565933698053,1.0,0.0,1.0,1.0,-0.1026298999786377,829.2173404928741,2.3524439334869385,2.455073833465576,-0.015667511463793884,-0.21549288999494737,-0.10102194484419437,0.11286299001630967,-0.0016079551344433257,early,0.04180318269034116,0.0877745048061378,0.04114823084631717,1.995887254756153,0.5237434516700572,0.015667511463793884
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,379,0.1503968253968254,9.437548695077139,0.16559922866904975,0.5210606138681592,0.40552244030446094,7.631966248523605,3.976717018476781,1.0,0.0,1.0,1.0,-0.026605844497680664,767.826992790223,2.096060276031494,2.122666120529175,-0.031783168121417564,-0.10855984080352346,-0.025760226468998587,0.0819539963058428,-0.0008456180286820769,early,0.012534163635234307,0.05114315424060181,0.012135788205154296,1.9941707596083091,0.7549200118501175,0.031783168121417564
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,401,0.15912698412698412,7.281943638897076,0.1342207718821256,0.7889279557833514,0.3352398074043454,4.701572495527725,3.709201977863918,1.0,0.0,1.0,1.0,-0.029847383499145508,751.5400950836467,2.1429550647735596,2.172802448272705,-0.047469662586359034,-0.09554092421641822,-0.02843053827535541,0.06569354071727271,-0.0014168452237900975,early,0.013736814187996261,0.04397128891877382,0.01308473225348057,1.9259288610600127,0.6875958261452908,0.047469662586359034
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,505,0.2003968253968254,7.534521996321001,0.14005147691220937,0.5460502537341279,0.4634936308150918,6.659345761808025,3.6363374429385606,1.0,0.0,1.0,1.0,0.023856163024902344,746.1405061305044,2.083139181137085,2.0592830181121826,-0.22547552857949898,-0.039224693550255,0.030801044905849687,0.06308085657515734,-0.006944881880947343,early,-0.011584693708964847,0.0190477429305534,-0.014957169381256828,1.9069183105048209,1.6081924641256313,0.22547552857949898
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,631,0.2503968253968254,8.35290745244369,0.11540809840314695,0.5109294624236539,0.44843751154334477,7.168695833768296,3.6626979086259226,1.0,0.0,1.0,1.0,-0.015517711639404297,738.587308033205,1.8908153772354126,1.906333088874817,-0.21116748400296037,-0.06994492471660131,-0.012240875515027838,0.054427213077197015,-0.0032768361243764588,middle,0.00814008408602055,0.03669082025842882,0.006421163010003054,1.9138176267936093,0.7781438510045148,0.21116748400296037
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,757,0.3003968253968254,10.092803827660639,0.12473587350124234,0.402287602641122,0.4924048523583695,9.935848505566938,3.9970686755098983,1.0,0.0,1.0,1.0,-0.027157306671142578,748.6864519830795,1.8741917610168457,1.9013490676879883,-0.12480884431220533,-0.0861357713615063,-0.02376783461088513,0.05897846469036372,-0.0033894720602574493,middle,0.014283177735567226,0.045302450152536214,0.01250051082928526,1.9992670345678933,0.684715116125621,0.12480884431220533
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,883,0.3503968253968254,14.539628895445917,0.09357194793435887,0.2779085908929388,0.5386487765610479,17.045901379645205,4.7372024329172,1.0,0.0,1.0,1.0,-0.05006599426269531,751.9329590263784,1.8371436595916748,1.8872096538543701,-0.046706517519768245,-0.09451355999169955,-0.04772758602452012,0.04444756572900424,-0.002338408238175195,middle,0.026529110933934816,0.050081113033026516,0.025290028549315117,2.1765115283216856,0.4702771298944591,0.046706517519768245
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,1009,0.4003968253968254,19.752154793195132,0.08069125951066865,0.23940904831023527,0.5010652006433345,23.450818449633033,5.6143381271227515,2.0,0.0,2.0,1.0,0.016687750816345215,700.267622656358,1.930894136428833,1.9142063856124878,-0.05578199249502602,-0.022672009168028053,0.01767362058730627,0.03935975998437327,-0.0009858697709610557,middle,-0.0087178430402141,0.011844077701565968,-0.00923287097992375,2.3694594588476825,1.736050814582335,0.05578199249502602
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,1135,0.4503968253968254,23.553126506510708,0.08638270646945581,0.20525142200281193,0.5362285119748684,32.74033423301164,6.720000158172982,1.0,0.0,1.0,1.0,-0.054540157318115234,647.3832129914349,1.7621808052062988,1.816720962524414,-0.051018542192674904,-0.09494895123551375,-0.051757598000785845,0.04040879391739852,-0.002782559317329389,middle,0.030021207683060627,0.05226391569984308,0.028489569432207342,2.5922963098714202,0.4255844155368029,0.051018542192674904
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,1261,0.5003968253968254,61.17650613295061,0.09417309139217528,0.08220910820898347,0.6104683129995884,114.66094856847461,9.426174328210418,1.0,0.0,1.0,1.0,0.0032519102096557617,612.105114422093,1.7555005550384521,1.7522486448287964,-0.43782737628862267,-0.041302005374313965,0.005784540321773675,0.044553915583969726,-0.002532630112117913,middle,-0.0018558497501212164,0.023570858791190207,-0.0033012097563007983,3.070207538296136,1.0787349229216399,0.43782737628862267
d12-s11,12,11,d12-s11-s0-5fd1bf807f764954b30658872fc3e2ad,1386,0.55,72.30963556410987,0.07204087957744225,0.06850178916623688,0.6434282361870882,148.28406780955336,10.157723949801998,1.0,0.0,1.0,1.0,-0.015537023544311523,562.388078718987,1.7447385787963867,1.7602756023406982,-0.08443458327206838,-0.05024560122478039,-0.014225161436059265,0.034708577680468866,-0.0013118621082522583,middle,0.008826472129507115,0.028544167264471034,0.008081212633489656,3.1871184398766856,0.6907784330253194,0.08443458327206838
